화자ID,연령대,NNG_최근,VA_젊,ETM_은,NNG_친구,JKS_이,NNG_연애,JKO_를,VV_하,EC_는데,NP_우리,JX_도,ETM_을,NNB_거,EF_잖아,NNG_요즘,ETM_는,JX_ᆫ,VA_좋,EC_은데,NNG_마무리,ETM_ᆯ,NNG_때,JKS_가,NNG_문제,VV_생기,EC_어서,VV_헤어지,EC_어,EC_어야,VV_되,NNG_경우,NNG_잠수,NNG_이별,JKO_을,VA_많,EC_다고,EF_더라고,NP_뭐,EC_ᆫ지,EC_더니,NNG_오늘,JX_까지,JX_는,VV_지내,EC_고,VV_보,EC_자,NNG_안녕,NNG_꿈,VV_꾸,EF_어,VV_이러,NNG_대화,NNG_전화,EC_면서,NP_자기,VV_잠들,ETN_기,NNG_전,NNG_다음,NNG_날,JX_부터,NNG_차단,NNG_소통,EC_니까,NNG_연락,EC_지,EC_게,EF_야,NNB_식,NNG_통보,VV_당하,EF_다,ETM_라는,VV_많아지,NP_이것,NP_나,VV_스,JKG_의,NNG_개인,ETM_ᆫ,NNG_생각,NNG_인연,EC_ᆫ데,NNG_관계,NNG_끝맺음,NNB_것,NNG_중요,EF_거든,EC_면,NNG_사람,JX_은,NNG_당황,EC_ᆫ가,NNG_자존감,VA_낮,EC_ᆫ다고,NNG_부분,VV_대하,NP_너,NNG_하루,NNG_이틀,NNG_걱정,NNG_주변,NNG_동향,VV_물어보,VA_같,ETN_ᆷ,VV_닿,NNB_일,VV_지나,EF_구나,EF_은데,VV_모르,NNG_경험,NNB_적,VA_없,NNG_세대,EC_라고,EC_지만,NNG_만약,NNG_결심,EC_든,NNG_결,NNG_상대방,VV_가지,NNG_이야기,NNG_끝,VV_있,NNG_이후,EC_거나,VV_빌,NNG_무릎,VV_꿇,VV_그러,NNB_수,NNG_생,NNG_상황,NNG_예,VV_들,VV_떨어지,VA_있,VA_싫,NNG_나,NNG_금전,NNG_의지,NNG_항,ETM_던,EF_ᆫ가,NNG_돈,EC_어도,EF_지,NNG_얼,VA_어리,NNG_낭만,VA_재미있,EC_나,NNG_시간,EF_ᆫ다,NNG_순간,NNG_미래,NNG_계획,NNG_지금,NNG_촛불,NNG_기념일,NNG_축하,VV_벌,NNG_그때,NNB_개,VV_꽂,NNG_불,VV_붙이,NNG_앞,VV_만들,VA_재밌,VV_자,NNG_만추,EC_라,NNG_소개팅,VV_좋아하,NNB_편,VV_만나,EC_려면,NNG_방법,JX_밖에,NNG_모임,NNG_개발,EF_을까,NNG_나라,NNG_결혼,VA_나쁘,NNG_서양식,NNG_결혼식,NNG_풍성,VV_차,NNG_영화,NNG_드라마,VV_알,NNG_문화,VV_재미나,VV_오,VA_예쁘,VV_꾸미,NNG_서양,VV_살,VA_다르,NNG_우리나라,EC_라면,NNG_한국식,NNG_이상,NNG_외모,NNG_치중,VV_반하,NNG_말,NNG_취미,NNG_고민,NNB_등등,NNG_모두,NNG_이상형,NNG_얼굴,NNB_분,NNG_사실,NNG_한눈,NNG_성향,EF_ᆫ지,NNG_상상,VV_가,NNG_집,JX_만,NNG_관심,VV_나가,NNG_정도,NNG_가능,NP_그거,NNG_크리티컬,NNG_보,NNG_포용,NNG_눈,NNG_콩깍지,VV_씌,VV_이기,NNB_만,VA_괜찮,NNG_아들,NNB_명,NNG_딸,NNG_밸런스,NNG_외아들,VV_자라,NNG_외로움,NNB_만큼,NNG_극복,NP_누구,JKO_ᆯ,NNG_아이,VV_갖,VV_치,VV_싸우,VA_풍부하,NNG_스펙트럼,NNG_가정,NNG_가족,NNB_간,NNG_결정,NP_느,NNG_주장,NNG_해결책,NNG_합의점,VV_의하,NNG_결론,VV_나오,EC_ᆯ고,EC_거니와,ETM_는다는,NNG_중대,NP_그것,VV_밀어붙이,NNG_와이프,VV_이루,NNG_시도,NNB_데,NNG_필요,NNG_로봇,NNG_반려,NNG_동물,NNG_할머니,NNG_할아버지,NNG_터치,NNG_손길,EC_으면,NNG_정서,NNG_도움,VV_맞,NNG_자녀,NNG_삶,NNB_때문,NNG_트렌드,NNG_매너,NNG_옛날,NNG_책임감,NNG_결여,NNG_학교,NNG_결석,VV_위하,NNG_핑계,VV_대,EC_듯이,NNG_불편,EC_으니까,NNG_연인,EC_ᆯ까,NNG_커뮤니티,VV_오르,NNG_규정,NNG_대부분,NNG_특이,VV_겪,EC_는다면,VA_슬프,NNG_사랑,VV_일,NNG_인사,ETN_다기,VA_크,NNG_일,VV_말,NNG_초점,NNG_얘기,NP_이거,NNG_관련,ETM_ᆫ다는,NNB_지,NNG_오랜만,NNG_썸,VV_타,JX_나,NNG_시작,NNG_물고기,NNG_설명,NNG_데이트,VA_바쁘,EC_다,VV_사라지,NNG_특성,NNG_다,VV_사,NNB_쪽,NNG_이제,NNG_반대,NNG_목적,NNG_위주,NNG_자기,NNB_대,NNG_중후반,NNG_특수,NNG_등산,NNG_달리기,JX_라든지,NNG_스포츠,NNG_레저,NNG_활동,NNG_독서,VV_찌,NNG_정보,NNG_회사,NNG_비용,VA_비싸,NNG_한쪽,NNG_거부,EF_대,NNG_거절,NNG_남자,NNG_마음,EF_어요,NNG_중개,NNG_여자분,EF_ᆫ대요,NNG_여자,NNG_남자분,NNG_허락,NNG_달,VV_내,VA_아프,NNG_자연,JX_대로,NNG_일거양득,NNG_느낌,NNG_약간,NNG_스몰,NNG_웨딩,NNG_미국식,NNG_스타일,NNG_하객,VV_나누,VV_서,NNG_가운데,NNG_축제,NNG_제목,NNG_기억,VV_나,NP_거기,NNB_부,NNG_주인공,VV_앉,NNG_뒤,NNG_영상,NP_쟤,NNG_저랬지,VV_정하,NNG_어깨,VA_넓,NNG_키,VV_크,NNG_스푼,NNG_추가,EC_자면,NNG_구두,VV_신,NNG_상대,NNG_고려,VV_따지,NNG_이성,VV_느끼,NNG_공부,NNG_야외,NNG_공유,NNG_건강,NNG_제반,NNB_대로,EC_ᆫ다,NNG_첫눈,EC_니,NNG_생활,NNG_먼저,EF_래,EC_더라도,NNG_남편,NNG_이해,EF_ᆯ까,NNG_속,NNG_나중,NNG_나이,NNG_난임,NNG_센터,NNG_인공,NNG_수정,NNG_임신,NNG_고생,NNG_출산,VV_보이,EF_더라,NNG_방송,VA_힘들,EF_나,NNG_냉,NNG_냉동,NNG_난자,NNG_서비스,NNG_호르몬제,EF_ᆫ대,NNG_몸,EC_은지,NNG_구성원,NNG_애기,ETM_다는,VV_변하,NNG_어른,NNG_충족,VV_원하,NNG_외할머니,VV_돌아가,NNG_외할아버지,EF_고,NNG_친척,EC_러,NNG_용돈,NNG_엄마,NNG_아빠,VV_꾸리,NNG_집안,NNG_외동아들,NNG_신경,VV_쓰
SD2401871,30대,0.0022522522522522522,0.0,0.0045045045045045045,0.0037537537537537537,0.038288288288288286,0.008258258258258258,0.010510510510510511,0.03453453453453453,0.008258258258258258,0.0015015015015015015,0.018018018018018018,0.0015015015015015015,0.02927927927927928,0.0045045045045045045,0.003003003003003003,0.03078078078078078,0.013513513513513514,0.010510510510510511,0.0022522522522522522,0.0,0.013513513513513514,0.0045045045045045045,0.015765765765765764,0.0015015015015015015,0.0007507507507507507,0.015765765765765764,0.0,0.014264264264264264,0.005255255255255256,0.008258258258258258,0.0015015015015015015,0.0022522522522522522,0.003003003003003003,0.015015015015015015,0.0045045045045045045,0.0045045045045045045,0.0022522522522522522,0.0015015015015015015,0.0015015015015015015,0.0,0.0,0.003003003003003003,0.03453453453453453,0.0,0.027777777777777776,0.006756756756756757,0.0,0.0,0.0,0.0,0.02927927927927928,0.0007507507507507507,0.0,0.0,0.0015015015015015015,0.0022522522522522522,0.0,0.014264264264264264,0.0007507507507507507,0.0,0.0,0.0007507507507507507,0.0,0.0007507507507507507,0.0037537537537537537,0.0,0.005255255255255256,0.010510510510510511,0.0022522522522522522,0.0007507507507507507,0.0,0.0015015015015015015,0.0045045045045045045,0.0007507507507507507,0.0,0.003003003003003003,0.02252252252252252,0.0,0.006756756756756757,0.0,0.013513513513513514,0.006756756756756757,0.0,0.003003003003003003,0.0,0.0,0.006006006006006006,0.0,0.005255255255255256,0.012762762762762763,0.014264264264264264,0.012012012012012012,0.0,0.0015015015015015015,0.0007507507507507507,0.0,0.0022522522522522522,0.0,0.0015015015015015015,0.008258258258258258,0.0,0.0,0.0015015015015015015,0.0007507507507507507,0.0,0.0,0.017267267267267267,0.0007507507507507507,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0022522522522522522,0.0,0.0,0.006756756756756757,0.0,0.0007507507507507507,0.0022522522522522522,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0007507507507507507,0.0007507507507507507,0.0045045045045045045,0.0,0.0007507507507507507,0.0,0.0,0.0,0.0007507507507507507,0.006006006006006006,0.0,0.0,0.0007507507507507507,0.0045045045045045045,0.0007507507507507507,0.012762762762762763,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0007507507507507507,0.0,0.0015015015015015015,0.0015015015015015015,0.0007507507507507507,0.0,0.0015015015015015015,0.0045045045045045045,0.0,0.0022522522522522522,0.0,0.0022522522522522522,0.0,0.0,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022522522522522522,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0045045045045045045,0.0015015015015015015,0.0,0.0007507507507507507,0.009009009009009009,0.0022522522522522522,0.0007507507507507507,0.0,0.008258258258258258,0.0,0.0,0.003003003003003003,0.0,0.0,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0,0.0,0.0045045045045045045,0.0007507507507507507,0.0,0.0015015015015015015,0.0045045045045045045,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0,0.003003003003003003,0.0007507507507507507,0.0,0.0015015015015015015,0.0,0.0,0.0037537537537537537,0.0007507507507507507,0.003003003003003003,0.0007507507507507507,0.0,0.0,0.0,0.0037537537537537537,0.0007507507507507507,0.0,0.0,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0,0.0,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005255255255255256,0.0022522522522522522,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037537537537537537,0.0,0.0,0.0,0.0,0.003003003003003003,0.0,0.0015015015015015015,0.0,0.0,0.0007507507507507507,0.0022522522522522522,0.0,0.0,0.0,0.003003003003003003,0.0015015015015015015,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0037537537537537537,0.0007507507507507507,0.0007507507507507507,0.0,0.0022522522522522522,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0022522522522522522,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.003003003003003003,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0045045045045045045,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0037537537537537537,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0022522522522522522,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0022522522522522522,0.005255255255255256,0.003003003003003003,0.0022522522522522522,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0022522522522522522,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0022522522522522522,0.0015015015015015015,0.0007507507507507507,0.0015015015015015015,0.0015015015015015015,0.0022522522522522522,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0015015015015015015,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507,0.0007507507507507507
SD2401872,30대,0.0008410428931875525,0.0008410428931875525,0.012615643397813289,0.00672834314550042,0.034482758620689655,0.009251471825063078,0.017661900756938603,0.02691337258200168,0.005046257359125316,0.009251471825063078,0.014297729184188394,0.007569386038687973,0.022708158116063918,0.001682085786375105,0.004205214465937763,0.023549201009251473,0.008410428931875526,0.010092514718250631,0.0008410428931875525,0.001682085786375105,0.015138772077375946,0.005887300252312868,0.025231286795626577,0.001682085786375105,0.001682085786375105,0.01345668629100084,0.00336417157275021,0.018502943650126155,0.002523128679562658,0.011774600504625737,0.004205214465937763,0.005046257359125316,0.005046257359125316,0.031959629941127,0.005887300252312868,0.004205214465937763,0.004205214465937763,0.010092514718250631,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.002523128679562658,0.02607232968881413,0.0008410428931875525,0.02943650126156434,0.005046257359125316,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.021867115222876366,0.0008410428931875525,0.001682085786375105,0.001682085786375105,0.0008410428931875525,0.002523128679562658,0.0008410428931875525,0.007569386038687973,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.002523128679562658,0.001682085786375105,0.012615643397813289,0.012615643397813289,0.0008410428931875525,0.00336417157275021,0.001682085786375105,0.00336417157275021,0.00336417157275021,0.004205214465937763,0.0008410428931875525,0.001682085786375105,0.027754415475189236,0.001682085786375105,0.018502943650126155,0.0008410428931875525,0.017661900756938603,0.009251471825063078,0.0008410428931875525,0.00336417157275021,0.0008410428931875525,0.0008410428931875525,0.011774600504625737,0.002523128679562658,0.005046257359125316,0.010933557611438183,0.010092514718250631,0.012615643397813289,0.0008410428931875525,0.008410428931875526,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.005887300252312868,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0159798149705635,0.001682085786375105,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.002523128679562658,0.00336417157275021,0.0008410428931875525,0.005887300252312868,0.0008410428931875525,0.0008410428931875525,0.004205214465937763,0.001682085786375105,0.001682085786375105,0.00336417157275021,0.0008410428931875525,0.0008410428931875525,0.005046257359125316,0.0008410428931875525,0.0008410428931875525,0.002523128679562658,0.001682085786375105,0.002523128679562658,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.005887300252312868,0.0008410428931875525,0.002523128679562658,0.001682085786375105,0.002523128679562658,0.0008410428931875525,0.010933557611438183,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.002523128679562658,0.001682085786375105,0.00336417157275021,0.0008410428931875525,0.002523128679562658,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.001682085786375105,0.001682085786375105,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.004205214465937763,0.002523128679562658,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.00336417157275021,0.0008410428931875525,0.005046257359125316,0.0008410428931875525,0.002523128679562658,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.002523128679562658,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.00336417157275021,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.002523128679562658,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.002523128679562658,0.00336417157275021,0.002523128679562658,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.002523128679562658,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.001682085786375105,0.004205214465937763,0.004205214465937763,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.002523128679562658,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.0008410428931875525,0.001682085786375105,0.0008410428931875525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
