화자ID,연령대,NP_우리,NNG_이번,NNG_여름,NNG_휴가,VV_가,EC_다,VV_오,EF_잖아,EC_는데,NP_나,JX_는,NNG_그때,JKS_가,NNB_번,EF_거든,NNG_처음,ETM_을,NNG_때,EC_라,JX_도,VA_똑같,EF_다,EC_어서,NNG_근처,VV_돌아다니,EC_다가,NNG_저녁,NNG_고기,EC_어,VV_먹,EC_고,NNG_밤,NNG_술,NNG_잔,VV_하,NP_뭐,EC_ᆫ가,NNG_여행,JKS_이,NNG_생각,EC_어야,VV_되,EC_지,NNG_인상,VV_남,ETM_는,NNB_것,NNB_명,JKS_이서,NP_그것,EF_ᆫ가,VA_어리,ETM_ᆯ,EC_게,NNG_나이,EF_네,VV_들,NNG_옛날,NNG_모습,ETM_던,VA_같,NNG_애,NNG_아빠,VA_있,NNG_취업,NNG_일,VV_만나,EC_니까,ETM_ᆫ,ETN_기,NNG_세월,VV_겪,NP_자기,NNG_삶,VV_있,EC_니깐,NNB_거,JKO_ᆯ,NNG_이해,NNB_수,EC_ᆫ다,EC_구나,NNG_관점,JKG_의,NNG_차이,NNG_눈,VV_보이,JX_ᆫ,EC_지만,NNG_당시,NNG_느낌,VV_돌아가,VA_좋,EC_자마자,VA_흐리,EC_나,VV_흐리,JX_대로,NNG_다음,NNG_날,NNG_해,NNG_풍경,VV_보,NNG_올해,NNG_바다,VV_놀,NNB_분,JX_밖에,NNG_자유,ETN_음,VA_맛있,EC_려면,NP_어디,ETM_은,NNG_관광지,JX_나,EC_면,EC_러,NNG_곳,EF_어,EF_지,NNG_산장,ETM_라는,NNG_로망,VA_많,VV_내리,NNG_밖,NNG_텐트,VV_치,NP_거기,NNG_라면,VV_끓이,EC_면서,NNG_차,VV_마시,NNG_얘기,NNG_저번,NNG_캠프파이어,NNG_가루,EC_으면,VV_나오,NNG_겨울,EF_자,NP_이것,EF_가,EC_라서,NNG_나중,NNG_기회,EC_ᆫ데,NNG_요즘,EC_어도,NNG_핑,NNG_자체,VV_세우,NNG_대여,NNB_데,EC_으니까,VV_챙기,VA_없,VV_이러,NNG_지역,VV_사,VA_크,EC_은데,VV_올라가,VA_빡세,JX_은,JKO_를,NP_그거,NNG_박,NNG_캠핑,NNG_능력,NNG_탐험,EF_ᆯ까,VV_좋아하,NNG_순례자,NNG_길,NNB_줄,VV_알,VV_따라가,VV_대하,NNG_낭만,EF_을까,NP_너,NNG_해외여행,EF_은데,NNG_해외,NNG_빅,NNG_아이,NNG_박물관,NNG_구매,NNG_기념품,NNG_관련,JKO_을,NNG_음식,NNG_사람,NNG_친절,VV_내,NNG_시스템,ETM_단,NNG_말,EF_야,VV_말,NNG_시골,NNG_맛집,NNB_개,NNG_제일,VV_찾아보,VA_멋있,NNB_적,NNG_시간,VV_나,NNG_배,VV_타,NNG_경험,JX_이야,NNG_비행기,VV_넘,VV_걸리,NNG_위,NNG_하루,NNG_동안,VA_재밌,NNG_비용,VV_따지,NNB_달,VV_살,NNG_교통,NNG_버스,NNG_렌트,VV_다니,NNG_이상,NNG_산,VV_뚫리,NNG_수영,NNG_물,NNG_바람,VV_불,NNG_상상,NNG_매체,VV_통하,NNB_때문,VV_커지,NNG_야자수,NNG_모래,NNG_사장,VA_넓,EC_다고,NNG_대,NNG_현무암,VA_맑,ETM_ᆫ단,NNG_만약,EC_ᆫ다면,EC_거든,NNG_안,ETM_ᆫ다는,VA_신기하,EC_는다거나,EC_다거나,NNG_나라,VV_트이,NNG_뷰,NNG_친구,NNG_부모,EC_면은,NP_언제,EC_든지,VV_쉬,ETM_다는,NNG_도시,NNG_기도,VV_빨리,VA_싫,EF_애,VA_한적하,NNG_조,NNG_오랜만,VV_놓,NNG_기분,VV_모르,NNG_한번,VV_쌓이,VV_덮이,VV_보내,NNG_아무것,NNG_나머지,NNG_여행지,NNG_기차,JX_까지,NNG_정도,NNB_쪽,NNG_이가,NNG_빽빼핑,NNG_킹,NNG_빽,NNG_패킹,NNG_이후,NNG_백,NNG_검색,NNG_영상,NNG_배낭,VV_메,VV_자,NNG_준비,EC_자,NNG_장비,NNG_라멘,VV_빼,EF_더라고,NNG_피자,NNG_파스타,NNG_와인,EC_으려나,NNG_국내,NNG_날씨,NNB_월,NNG_달,NNB_초,VV_쏟아지,VV_일어나,NNG_무릎,NNG_새벽,NNG_잠,VV_기다리,JX_이나,EC_다면,VV_빌리,NNG_오름,EF_구나,NNG_나무,NNG_숲,NNB_곳,NNG_관리,VV_뜨,NNB_터,NNG_불편,NNG_코,VV_막,NNG_안경,VV_쓰,VV_들어가,VV_끼,EC_거나,NNG_고개,VV_내밀,EC_야,NNG_스쿠버,NNG_다이빙,NNG_등산,NNG_매력,NNG_초록색,NNG_공기,VA_높,NNG_땅,VV_붙,NNB_바,NNG_가족,NNG_사랑,NNG_티브이,VA_힘들,NNG_주차장,EC_다는데,VV_지내,NNG_장사,NNG_불교,NNG_요소,EF_더라
SD2401227,30대,0.006422018348623854,0.003669724770642202,0.0009174311926605505,0.0009174311926605505,0.03577981651376147,0.007339449541284404,0.001834862385321101,0.009174311926605505,0.011009174311926606,0.01651376146788991,0.012844036697247707,0.003669724770642202,0.01926605504587156,0.0027522935779816515,0.007339449541284404,0.0009174311926605505,0.006422018348623854,0.001834862385321101,0.0045871559633027525,0.03669724770642202,0.001834862385321101,0.005504587155963303,0.01743119266055046,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.03394495412844037,0.005504587155963303,0.06788990825688074,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.01926605504587156,0.013761467889908258,0.008256880733944955,0.0009174311926605505,0.031192660550458717,0.008256880733944955,0.0009174311926605505,0.008256880733944955,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.014678899082568808,0.03394495412844037,0.001834862385321101,0.001834862385321101,0.003669724770642202,0.0045871559633027525,0.0009174311926605505,0.008256880733944955,0.006422018348623854,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.012844036697247707,0.01834862385321101,0.001834862385321101,0.0009174311926605505,0.012844036697247707,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.005504587155963303,0.01651376146788991,0.007339449541284404,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0045871559633027525,0.0009174311926605505,0.02110091743119266,0.005504587155963303,0.001834862385321101,0.0027522935779816515,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0027522935779816515,0.0009174311926605505,0.0027522935779816515,0.0027522935779816515,0.008256880733944955,0.0045871559633027525,0.0009174311926605505,0.0045871559633027525,0.0009174311926605505,0.01743119266055046,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0027522935779816515,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.011009174311926606,0.0009174311926605505,0.009174311926605505,0.0045871559633027525,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.001834862385321101,0.010091743119266056,0.0027522935779816515,0.0009174311926605505,0.013761467889908258,0.001834862385321101,0.001834862385321101,0.003669724770642202,0.005504587155963303,0.001834862385321101,0.001834862385321101,0.001834862385321101,0.006422018348623854,0.001834862385321101,0.001834862385321101,0.001834862385321101,0.0027522935779816515,0.0045871559633027525,0.0009174311926605505,0.0009174311926605505,0.0027522935779816515,0.003669724770642202,0.0009174311926605505,0.005504587155963303,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0027522935779816515,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.006422018348623854,0.0045871559633027525,0.0009174311926605505,0.0009174311926605505,0.003669724770642202,0.001834862385321101,0.0027522935779816515,0.0027522935779816515,0.0027522935779816515,0.0009174311926605505,0.0009174311926605505,0.005504587155963303,0.007339449541284404,0.0027522935779816515,0.0009174311926605505,0.0027522935779816515,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.006422018348623854,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0045871559633027525,0.0009174311926605505,0.0027522935779816515,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.003669724770642202,0.003669724770642202,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.003669724770642202,0.0027522935779816515,0.0009174311926605505,0.003669724770642202,0.0027522935779816515,0.0045871559633027525,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.003669724770642202,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.001834862385321101,0.0009174311926605505,0.001834862385321101,0.001834862385321101,0.001834862385321101,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401228,30대,0.005324813631522897,0.0,0.0,0.003194888178913738,0.04792332268370607,0.008519701810436636,0.005324813631522897,0.006389776357827476,0.009584664536741214,0.01810436634717785,0.021299254526091587,0.0,0.009584664536741214,0.013844515441959531,0.0,0.0010649627263045794,0.012779552715654952,0.007454739084132056,0.002129925452609159,0.038338658146964855,0.0,0.012779552715654952,0.014909478168264111,0.0,0.0010649627263045794,0.0,0.0,0.002129925452609159,0.04046858359957402,0.009584664536741214,0.09371671991480299,0.0,0.0,0.0010649627263045794,0.027689030883919063,0.002129925452609159,0.0010649627263045794,0.003194888178913738,0.01703940362087327,0.003194888178913738,0.0,0.006389776357827476,0.003194888178913738,0.0,0.0,0.01597444089456869,0.014909478168264111,0.002129925452609159,0.0,0.002129925452609159,0.0010649627263045794,0.0,0.011714589989350373,0.005324813631522897,0.0,0.006389776357827476,0.0010649627263045794,0.0010649627263045794,0.0,0.002129925452609159,0.009584664536741214,0.003194888178913738,0.0,0.014909478168264111,0.0,0.0,0.0,0.008519701810436636,0.011714589989350373,0.003194888178913738,0.0,0.0,0.0,0.0,0.003194888178913738,0.0,0.010649627263045794,0.0,0.0,0.007454739084132056,0.0,0.0,0.0,0.0010649627263045794,0.0,0.010649627263045794,0.0010649627263045794,0.011714589989350373,0.003194888178913738,0.0,0.0,0.0,0.013844515441959531,0.0,0.0,0.002129925452609159,0.0,0.0,0.003194888178913738,0.0,0.0010649627263045794,0.0,0.009584664536741214,0.0,0.006389776357827476,0.0010649627263045794,0.0,0.0,0.0,0.0,0.003194888178913738,0.0,0.0010649627263045794,0.010649627263045794,0.0,0.0,0.011714589989350373,0.0010649627263045794,0.002129925452609159,0.006389776357827476,0.002129925452609159,0.002129925452609159,0.0,0.0,0.004259850905218318,0.0,0.0,0.004259850905218318,0.003194888178913738,0.005324813631522897,0.0010649627263045794,0.0,0.0010649627263045794,0.006389776357827476,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0010649627263045794,0.003194888178913738,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0010649627263045794,0.002129925452609159,0.0010649627263045794,0.0,0.0,0.0,0.0,0.010649627263045794,0.003194888178913738,0.0,0.0010649627263045794,0.0,0.0,0.0010649627263045794,0.0,0.004259850905218318,0.005324813631522897,0.0,0.007454739084132056,0.010649627263045794,0.002129925452609159,0.0,0.0010649627263045794,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.005324813631522897,0.0,0.0010649627263045794,0.002129925452609159,0.0,0.0,0.0,0.0,0.0,0.0,0.008519701810436636,0.0010649627263045794,0.004259850905218318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002129925452609159,0.0010649627263045794,0.005324813631522897,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.008519701810436636,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0010649627263045794,0.0,0.0,0.004259850905218318,0.0,0.002129925452609159,0.002129925452609159,0.0010649627263045794,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002129925452609159,0.0,0.0010649627263045794,0.002129925452609159,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0010649627263045794,0.002129925452609159,0.003194888178913738,0.004259850905218318,0.0010649627263045794,0.005324813631522897,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.002129925452609159,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.003194888178913738,0.0010649627263045794,0.004259850905218318,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.003194888178913738,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.003194888178913738,0.002129925452609159,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.004259850905218318,0.002129925452609159,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.006389776357827476,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.002129925452609159,0.003194888178913738,0.003194888178913738,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.003194888178913738,0.0010649627263045794,0.002129925452609159,0.003194888178913738,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.002129925452609159,0.0010649627263045794,0.0010649627263045794,0.002129925452609159,0.0010649627263045794,0.002129925452609159,0.0010649627263045794,0.002129925452609159,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.002129925452609159,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794,0.0010649627263045794
