화자ID,연령대,NP_저,JX_는,NNG_결혼,JKO_을,NNG_미혼,ETM_ᆫ,NNG_상태,EC_ᆫ데,NNG_요즘,NNG_이전,NNB_년,NNG_전,JX_만,VV_하,EC_어도,ETM_ᆯ,NNG_평균,NNG_나이,JKS_가,VV_있,EC_는데,VV_지나,EC_면,NNG_주위,EC_는지,EC_곤,EC_게,EC_고,EC_지,EF_더라고,JX_요,JKG_의,NNG_트렌드,JX_도,EC_구나,NNG_생각,EC_어,VA_있,EC_어서,VV_대하,VV_가지,EF_세요,NNG_연애,NNG_경험,JKS_이,VA_많,ETM_라는,NNG_프로,VV_보,EC_면서,NNG_남,VA_재밌,NNB_거,JKO_ᆯ,VV_헤어지,VV_만나,NNG_계기,VV_헤,NNG_계,JKO_를,EF_는지,NNG_흐름,VV_알,NNB_수,ETM_던,ETM_는,NNB_데,NNG_도움,VV_되,NNG_부분,JX_은,NNG_조심,EC_어야,EC_다,NNG_적령기,NNG_예전,NNG_중요도,VV_떨어지,ETN_기,JX_ᆫ,VA_같,EC_은데,NNG_가족,NNG_의견,NNG_무시,VA_없,EF_잖아요,NP_자기,NNG_중요,EC_지만,NNG_본인,NNG_출산,NNG_자녀,NNG_계획,EC_거나,NNG_부모,NNG_영향,VV_끼치,VA_궁금하,EF_어요,NNG_비혼,NNG_케이스,NNG_사람,NNG_티브이,NNG_프로그램,NNG_겨,NNG_당사,NNG_보,NNG_당사자,NNG_관여,VA_크,EC_ᆫ지,NP_그것,NNG_의사,NNG_들,NNG_요건,NNB_때문,NNG_조건,NNG_파기,VA_좋,NNG_상황,NNB_번,NNG_예,VV_들,NP_나,VA_괜찮,ETM_은,EF_어,NNG_반대,NNG_종교,NNG_이유,NNG_문제점,NP_뭐,NNG_자신,VV_닥치,EC_면은,NNG_보수,VV_열리,NNG_마음,VV_닫히,NNG_사회,NNG_평판,NNG_일,NNG_걸림돌,NNB_적,EF_ᆸ니다,VV_겪,NNB_것,NNG_주변,EF_죠,ETN_ᆷ,VV_불구하,NNG_주장,NNG_강력,VV_펼치,NNG_해피엔딩,NNG_경우,NNB_분,VV_트,EC_다고,EF_다,NNG_경제,NNG_파혼,NP_거,EF_나요,NNG_바,NNG_심사숙고,NNG_결단,VV_내리,NNB_터,NNG_확신,NNG_결론,NNG_느낌,EC_으면,NNG_결정,NNG_이혼,NNG_이슈,NNG_친,NNG_돌싱,VA_높,NNB_대,NNB_프로,VV_넘,NNG_주의,ETM_을,NNG_때,NNG_결,NNB_결,ETM_다는,NNG_라이프,NNG_점,NNG_개인,NNG_외모,NNG_스타일,NNG_취미,NNB_등등,NNG_성향,NNG_투자,NNB_중,EC_라고,NP_그거,NNG_결국,NNG_직결,EC_ᆫ다고,NNG_아이,VV_낳,NNB_살,JX_까지,NNG_개념,VV_받아들이,NNG_만약,EC_ᆫ다면,EF_ᆫ다,NNG_의미,EF_거든요,NP_이것,EC_다가,NNG_순간,NNG_결심,VV_가,EC_느냐,EF_느냐,VV_따르,VA_다르,EC_라면,NNG_로맨스,NNG_드라마,VV_보시,NNG_연애사,EF_으세요,VV_관하,NP_우리,NNG_나라,NNG_해외,NNG_우리나라,NNB_간,EC_라,NNG_결합,NNG_기,NNB_땜,NNG_지인,NNG_여성,NNG_당장,NNG_상대,EC_더라도,VV_얼리,EF_더라고요,NNG_산부인과,NNG_얘기,NNG_위험도,EC_으니까,NNB_가지,NNG_가능,VV_열,NNG_시대,EC_든,NNG_진짜,NNG_스스로,NNG_만족,NNG_생활,NNG_지향,NNB_편,NNG_영향력,EF_ᆫ가요,NNG_현재,EF_ᆫ지,NNG_애초,NNG_오케이,NNG_입장,NNG_환상,JX_부터,NNG_지금,NNG_판단,VV_느끼,NNG_포인트,NNG_돈,VV_벌,NNG_집,NNG_시작,NNG_엄마,EF_는가,VV_밀리,VA_힘들,VV_살,VA_친하,NNG_고등학교,NNG_동창,NNG_애,NNG_방,NNG_쌍둥이,NNB_대로,VV_막히,NNG_직접,EF_예요,VV_그러,NNG_중복,NNG_아까,NNG_기독교,NNG_연결,VA_좋아하,NNG_인간관계,NNG_문제,VV_어쩌,NNG_포기,EC_ᆫ다,NNG_친구,EC_니까,NNG_앞,NP_무어,EC_ᆫ가,VV_빠지,EF_니까,NNG_책임,VV_지,NNG_편견,JX_마다,NNG_차이,VV_원하,NP_거기,EF_ᆫ가,EC_다면,NNG_상관,NNG_원,NNG_선호,NNB_외,NNG_혼인,NNG_선택,NNG_어트,NNG_대표,NNG_동생,NNG_여자,NNG_남자,VV_데려오,NP_누구,NP_이거,NNG_뜻,NNG_상견례,NNG_진행,NNG_과정,NNG_속,VV_끝내,VA_어리,NNG_분위기,NNG_교육,VV_책임지,NNG_이야기,NNG_말씀,VV_드리,VV_따지
SD2401718,30대,0.0175,0.03,0.04625,0.0225,0.00125,0.025,0.0025,0.00625,0.0125,0.00125,0.0025,0.0025,0.005,0.02375,0.00375,0.01125,0.00875,0.00875,0.01625,0.0125,0.02125,0.00375,0.01,0.01125,0.00625,0.00125,0.01625,0.0275,0.00625,0.0075,0.01375,0.0225,0.0025,0.0225,0.00125,0.01875,0.0125,0.01375,0.02125,0.0025,0.00125,0.0025,0.01,0.0025,0.04,0.00375,0.00125,0.00125,0.00875,0.00375,0.00125,0.00125,0.01875,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00625,0.0025,0.00125,0.00375,0.00625,0.0075,0.0125,0.00125,0.00125,0.015,0.005,0.015,0.00125,0.00125,0.00125,0.0025,0.0025,0.00125,0.00125,0.00125,0.00625,0.00875,0.00375,0.00375,0.0075,0.0025,0.00625,0.0025,0.00125,0.01125,0.00125,0.00875,0.00125,0.00125,0.00125,0.0025,0.00625,0.00125,0.00125,0.005,0.00375,0.0025,0.005,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.005,0.00125,0.00375,0.0025,0.00375,0.00125,0.00125,0.00125,0.00375,0.0075,0.00125,0.00375,0.00125,0.00125,0.00375,0.00375,0.0025,0.00125,0.005,0.0025,0.005,0.00375,0.0025,0.0025,0.0025,0.00125,0.0025,0.00125,0.00125,0.0025,0.00125,0.0025,0.00375,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.00875,0.005,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.00375,0.00125,0.00625,0.00375,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00375,0.0025,0.0025,0.0025,0.00125,0.00125,0.0025,0.00125,0.00125,0.0025,0.00375,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.0025,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401719,30대,0.026041666666666668,0.04513888888888889,0.0234375,0.034722222222222224,0.0008680555555555555,0.028645833333333332,0.0,0.0008680555555555555,0.0026041666666666665,0.0,0.0,0.0,0.003472222222222222,0.034722222222222224,0.003472222222222222,0.010416666666666666,0.0,0.0,0.017361111111111112,0.004340277777777778,0.009548611111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.011284722222222222,0.016493055555555556,0.003472222222222222,0.001736111111111111,0.0026041666666666665,0.011284722222222222,0.0008680555555555555,0.015625,0.0,0.017361111111111112,0.0078125,0.009548611111111112,0.013020833333333334,0.013020833333333334,0.0,0.0,0.004340277777777778,0.0008680555555555555,0.030381944444444444,0.003472222222222222,0.004340277777777778,0.0,0.011284722222222222,0.0026041666666666665,0.0008680555555555555,0.0008680555555555555,0.0234375,0.004340277777777778,0.0,0.0026041666666666665,0.0,0.0,0.0,0.012152777777777778,0.0,0.0,0.001736111111111111,0.003472222222222222,0.005208333333333333,0.022569444444444444,0.0,0.0,0.013020833333333334,0.010416666666666666,0.015625,0.0,0.004340277777777778,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.0,0.0,0.008680555555555556,0.0078125,0.0078125,0.0,0.006944444444444444,0.0008680555555555555,0.0,0.009548611111111112,0.0,0.0,0.004340277777777778,0.005208333333333333,0.001736111111111111,0.004340277777777778,0.0,0.001736111111111111,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.0,0.0,0.013020833333333334,0.0026041666666666665,0.0026041666666666665,0.016493055555555556,0.0,0.0,0.0,0.0,0.0,0.001736111111111111,0.0,0.004340277777777778,0.0008680555555555555,0.005208333333333333,0.0008680555555555555,0.0,0.0,0.004340277777777778,0.0,0.0,0.001736111111111111,0.004340277777777778,0.0,0.0,0.0,0.006076388888888889,0.0026041666666666665,0.006944444444444444,0.0,0.003472222222222222,0.003472222222222222,0.0008680555555555555,0.0,0.0008680555555555555,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.001736111111111111,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.011284722222222222,0.005208333333333333,0.004340277777777778,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.006076388888888889,0.003472222222222222,0.0,0.0078125,0.006076388888888889,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.005208333333333333,0.001736111111111111,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0008680555555555555,0.0,0.0008680555555555555,0.0,0.0,0.0008680555555555555,0.001736111111111111,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.004340277777777778,0.011284722222222222,0.008680555555555556,0.001736111111111111,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.001736111111111111,0.0026041666666666665,0.001736111111111111,0.001736111111111111,0.0026041666666666665,0.001736111111111111,0.003472222222222222,0.001736111111111111,0.006076388888888889,0.0026041666666666665,0.0026041666666666665,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.005208333333333333,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.006076388888888889,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.006076388888888889,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0026041666666666665,0.0026041666666666665,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.0026041666666666665,0.0026041666666666665,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.003472222222222222,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555
