화자ID,연령대,NNG_학교,VV_다니,ETM_ᆯ,NNG_때,MAG_참,VA_짓궂,EC_고,NNG_개구쟁이,EC_는데,NNG_친구,JX_는,EF_어,NNG_초등학교,NNG_중학교,NNG_고등학교,EF_다,NNG_선생,NNG_장난,JX_도,MAG_잘,VV_하,MAG_이렇게,VV_놀,ETN_기,MAG_다시,EC_라면,VA_좋,MAJ_그러니까,VA_어리,EC_니까,NNG_말씀,JKS_이,MAG_곧,NNG_법,ETM_ᆫ,VV_알,VV_따르,MAG_지금,NNG_아이,JKO_을,VV_보,EC_면,MM_어떤,NNG_생각,VV_들,NNG_생활,EC_게,EC_어야,VV_되,EC_ᆯ지,VV_모르,NNG_요즘,JX_은,NNG_애,MAG_진짜,MAG_너무나,NNG_옛날,NNG_그림자,JX_만,VV_밟,EC_어도,MAG_안,EC_ᆫ다고,MM_그런,JKO_를,NNG_학창,NNG_시절,VV_보내,MAJ_그리고,NNG_소풍,VV_가,VV_그러,EF_잖아,MAJ_그러면,MAG_얼마나,VA_재밌,NNG_보물찾기,NNG_장기,NNG_자랑,JKO_ᆯ,JX_ᆫ,VX_하,EC_나,ETM_는,VA_같,EC_던데,NNG_안,NNG_범생이,EC_다고,VV_좋아하,NNG_과목,NNG_제일,MAG_천생,NNG_여자,EF_네,MAG_다,NNG_수업,EC_어,VX_있,EC_으니까,NNG_예체능,MAJ_근데,VV_돌아보,NNG_그때,JKS_가,NNG_젤,ETM_던,NNG_나이,VV_먹,VX_보,NNG_일,MM_그,EF_구나,MM_무슨,NNG_말,EC_려다가,VV_잊어버리,NNG_참,NNG_교복,NNG_지금,EC_는다고,NNG_신세대,MAG_가만히,NNG_비교,MAJ_그래도,JKG_의,NNG_정서,VV_맞,VV_어울리,NNG_정숙,VA_바르,VV_있,EC_으면,MAG_더,EC_려고,NNG_초등,VV_통틀,VA_있,EF_잖아요,NNG_음악,NNG_얼굴,VA_예쁘,NNG_키,VA_크,MAJ_그래서,EF_거든,VX_가지,NNG_합창,NNG_부도,VX_주,EF_더라고,MAJ_그런데,MM_어느,NNG_날,MM_다른,EF_지,VX_갖,MAG_엄청,VV_울,NNG_기억,VV_나,MAG_항상,ETM_은,NNG_사람,MAG_일찍,VV_서,NNG_삼촌,VV_돌아가,NNG_제자,NNG_유대,NNG_관계,VV_가지,EC_든지,EC_다,VA_나쁘,EC_라고,EC_어서,MAJ_또,VV_사귀,MAG_아까,EC_지만,VV_지나,VX_나,NNG_추억,EC_ᆫ데,EC_면서,MAG_젤,VA_친하,VV_가르치,NNG_다정,MAG_따로,NNG_사회,VV_나오,MAG_또,NNG_마음,NNG_변화,MAG_언제나,VA_다르,VV_느끼,VX_지,MAG_너무,JX_나,VV_얽매이,EC_지,VX_말,VV_오,VV_막,EF_고,NNG_부유,NNG_검소,NNG_학생,VA_없,EC_라,MAG_막,NNG_갖가지,VA_맛있,NNG_도시락,NNG_반찬,VV_사,EC_는지,MAG_못,NNG_표,NNG_정도,NNG_계란,NNG_멸치,MM_이런,VA_메마르,VV_살,VA_편하,NNG_핸드폰,ETM_라는,MAG_그냥,VV_찾아가,EC_어야지,NNG_편지,VV_쓰,EF_는데,NNG_수학여행,VV_남,NNG_수학,NNG_여행,NNG_김밥,VV_싸,VV_버리,MAG_왜,MAG_쪼금,NNG_남,NNG_이상,NNG_자존심,VA_세,NNG_질투,VA_많,MAG_좀,NNG_바보짓,EF_야,NNG_지각,MM_한,NNG_숙제,VV_내,NNG_다음,MAG_아주,NNG_정확,MAG_제일,VX_않,NNG_속,VV_지내,NNG_이쁨도,EC_으려고,VA_이쁘,NNG_짓,NNG_성격,VV_혼나,EC_ᆯ까,NNG_범,NNG_최고,VV_지키,NNG_노력,MAG_잘못,NNG_매,NNG_폭력,VV_않,NNG_훈계,VV_받아들이,VV_매,VX_들,VV_스치,NNG_신고,EC_니,NNG_큰일,NNG_버스,NNG_대절,NNG_외국,MM_이,NNG_근방,NNG_지방,NNG_산,VV_걸,VX_가,JX_부터,MAG_멀리,NNG_구경,NNG_행복,MAG_덜,VV_쌓이,NNG_시간,NNG_수,VA_약하,NNG_날짜,VV_붙,NNG_번호,JX_대로,VV_시키,VV_걸리,NNG_다행,NNG_진땀,VV_흘리,VV_풀,NNG_가정,MAG_완전,NNG_걸,EC_느라고,NNG_고생,MAG_많이,MM_모든,VV_보이,NNG_할애,NNG_웃음,MAG_어떻게,NNG_연락,NNG_느낌,MM_몇,EC_다가,NNG_무릎,NNG_아래,NNG_치마,NNG_스커트,NNG_길이,NNG_위,VV_올라가,VA_길,NNG_허벅지,JX_까지,VV_자르,NNG_몸,NNG_타이트,NNG_모습,EF_어야지,NNG_한때,EC_라서,MAG_아무튼,MAG_딱,VA_짧,VV_당하,VV_비롯되,MAG_어째서,NNG_탓,MAG_어쨌든,VV_입히,VX_놓,NNG_옷,VV_만들,MAG_아무래도,NNG_의식,NNG_비행,NNG_청소년,EF_은데,VV_싫어하,NNG_터치,MAG_되게,ETM_을,NNG_체육,NNG_담임,NNG_졸업,NNG_얼마,VA_젊,MM_뭔,NNG_병,NNG_나중,NNG_소식,VA_아프,NNG_아기,NNG_후반,NNG_안쪽,EC_은데,VX_싶,VV_애타,VA_속상하,MAJ_왜냐하면,NNG_얘기,NNG_구속,VV_끝나,MAG_같이,VV_기다리,NNG_한참,MAJ_그럼,MAG_벌써,VX_버리,NNG_통화,VV_만나,NNG_목사,NNG_이미지,NNG_매치,NNG_밥,NNG_전화,NNG_동등,NNG_비위,VV_맞추,NNG_야간,NNG_자율,NNG_학습,VV_도망가,NNG_자습,EF_더구먼,MAG_오히려,NNG_사정,VV_앉히,NNG_공부,VA_싫,NNG_끝,NNG_추세,EC_든,EF_든,MAG_오래,EC_ᆫ답시고,NNG_책,VV_펴,VV_엎어지,VV_자,NNG_점심,EF_ᆫ데,NNG_아침,NNG_급식,NNG_전,MM_저,NNG_의자,VV_모이,VV_까,NNG_매점,NNG_빵,NNG_군것질,MAG_서로,VV_깔깔대,VV_돌이키,NNG_화젯거리,NNG_삼삼오오,VV_수군대,NNG_상처,NNG_소녀,MAG_진짜로,MAG_그렇게,VA_깊,NNG_우정,VV_갖,MAG_어쩐지,NNG_개인주의,NNG_배,VV_타,NNG_돈,NNG_지하,NNG_화물칸,NNG_멀미,NNG_기절,VV_앉,MAG_둥둥,NNG_바다,VV_뜨,NNG_사춘기,MAG_우쭐,VA_힘들
SD2400222,50대,0.021454112038140644,0.014302741358760428,0.013110846245530394,0.023837902264600714,0.0023837902264600714,0.0011918951132300357,0.050059594755661505,0.0011918951132300357,0.02026221692491061,0.015494636471990465,0.02026221692491061,0.028605482717520857,0.0023837902264600714,0.003575685339690107,0.003575685339690107,0.0023837902264600714,0.011918951132300357,0.0023837902264600714,0.025029797377830752,0.007151370679380214,0.027413587604290822,0.010727056019070322,0.0011918951132300357,0.007151370679380214,0.0011918951132300357,0.0023837902264600714,0.011918951132300357,0.0059594755661501785,0.0023837902264600714,0.00834326579261025,0.0011918951132300357,0.017878426698450536,0.0011918951132300357,0.0011918951132300357,0.011918951132300357,0.0023837902264600714,0.0011918951132300357,0.007151370679380214,0.0023837902264600714,0.011918951132300357,0.0059594755661501785,0.010727056019070322,0.003575685339690107,0.00834326579261025,0.003575685339690107,0.003575685339690107,0.011918951132300357,0.004767580452920143,0.007151370679380214,0.0011918951132300357,0.003575685339690107,0.0023837902264600714,0.009535160905840286,0.004767580452920143,0.004767580452920143,0.0023837902264600714,0.007151370679380214,0.0011918951132300357,0.004767580452920143,0.0011918951132300357,0.004767580452920143,0.004767580452920143,0.0011918951132300357,0.00834326579261025,0.003575685339690107,0.004767580452920143,0.004767580452920143,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.009535160905840286,0.003575685339690107,0.0059594755661501785,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.003575685339690107,0.004767580452920143,0.003575685339690107,0.010727056019070322,0.011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.007151370679380214,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.004767580452920143,0.007151370679380214,0.0011918951132300357,0.01907032181168057,0.0023837902264600714,0.0023837902264600714,0.0011918951132300357,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.013110846245530394,0.004767580452920143,0.010727056019070322,0.0011918951132300357,0.003575685339690107,0.00834326579261025,0.0011918951132300357,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.010727056019070322,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.003575685339690107,0.0059594755661501785,0.0023837902264600714,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.010727056019070322,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.003575685339690107,0.0023837902264600714,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.003575685339690107,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.003575685339690107,0.003575685339690107,0.0011918951132300357,0.010727056019070322,0.004767580452920143,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.003575685339690107,0.0023837902264600714,0.0011918951132300357,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.007151370679380214,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0023837902264600714,0.0011918951132300357,0.0023837902264600714,0.0023837902264600714,0.003575685339690107,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.003575685339690107,0.003575685339690107,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0023837902264600714,0.004767580452920143,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0023837902264600714,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0011918951132300357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2400223,50대,0.005359877488514548,0.0038284839203675345,0.0038284839203675345,0.009188361408882083,0.0038284839203675345,0.0007656967840735069,0.062021439509954056,0.0,0.013782542113323124,0.015313935681470138,0.0222052067381317,0.01914241960183767,0.0,0.0,0.0,0.0,0.016079632465543645,0.0,0.021439509954058193,0.0030627871362940277,0.01761102603369066,0.0,0.0007656967840735069,0.005359877488514548,0.0,0.0,0.006891271056661562,0.0007656967840735069,0.0007656967840735069,0.006125574272588055,0.0,0.030627871362940276,0.0,0.0,0.011485451761102604,0.002297090352220521,0.0,0.007656967840735069,0.0,0.013016845329249618,0.0030627871362940277,0.013016845329249618,0.0007656967840735069,0.009188361408882083,0.002297090352220521,0.0007656967840735069,0.011485451761102604,0.0007656967840735069,0.005359877488514548,0.0,0.0015313935681470138,0.007656967840735069,0.016845329249617153,0.013782542113323124,0.0007656967840735069,0.0,0.0,0.0,0.0007656967840735069,0.0,0.0015313935681470138,0.008422664624808576,0.0007656967840735069,0.0038284839203675345,0.009954058192955589,0.0030627871362940277,0.0030627871362940277,0.0,0.0007656967840735069,0.0,0.009188361408882083,0.0030627871362940277,0.002297090352220521,0.0,0.0,0.0015313935681470138,0.0,0.0,0.0,0.0,0.0030627871362940277,0.006125574272588055,0.0007656967840735069,0.011485451761102604,0.009954058192955589,0.0,0.0,0.002297090352220521,0.0030627871362940277,0.0015313935681470138,0.0,0.0007656967840735069,0.0,0.0007656967840735069,0.0,0.0030627871362940277,0.0015313935681470138,0.033690658499234305,0.0030627871362940277,0.0007656967840735069,0.0,0.006125574272588055,0.0,0.0030627871362940277,0.009188361408882083,0.0,0.006125574272588055,0.0015313935681470138,0.0030627871362940277,0.004594180704441042,0.0030627871362940277,0.015313935681470138,0.0,0.0007656967840735069,0.0007656967840735069,0.0,0.0,0.0,0.004594180704441042,0.0030627871362940277,0.0,0.0,0.0,0.0007656967840735069,0.0,0.0015313935681470138,0.0,0.0007656967840735069,0.0,0.0,0.0,0.002297090352220521,0.0030627871362940277,0.0030627871362940277,0.004594180704441042,0.0007656967840735069,0.0,0.004594180704441042,0.0,0.0,0.0,0.0007656967840735069,0.0,0.0007656967840735069,0.0030627871362940277,0.0,0.008422664624808576,0.0,0.0,0.002297090352220521,0.002297090352220521,0.0,0.0,0.0007656967840735069,0.002297090352220521,0.004594180704441042,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0,0.002297090352220521,0.0,0.006125574272588055,0.0007656967840735069,0.0,0.0,0.0,0.0015313935681470138,0.0,0.0,0.0,0.0007656967840735069,0.0007656967840735069,0.0030627871362940277,0.0,0.002297090352220521,0.018376722817764167,0.0,0.0030627871362940277,0.0,0.0030627871362940277,0.0007656967840735069,0.0,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0,0.002297090352220521,0.0,0.0,0.0,0.0,0.002297090352220521,0.009954058192955589,0.0007656967840735069,0.0,0.0,0.0015313935681470138,0.002297090352220521,0.002297090352220521,0.0015313935681470138,0.0,0.0,0.006891271056661562,0.0007656967840735069,0.005359877488514548,0.0,0.0,0.0,0.0,0.0038284839203675345,0.002297090352220521,0.0007656967840735069,0.004594180704441042,0.0,0.0,0.0015313935681470138,0.0,0.0015313935681470138,0.0030627871362940277,0.0038284839203675345,0.0,0.0015313935681470138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015313935681470138,0.0038284839203675345,0.0,0.0,0.0,0.0,0.0015313935681470138,0.0,0.0,0.002297090352220521,0.0,0.0,0.0007656967840735069,0.0,0.0015313935681470138,0.0,0.0007656967840735069,0.0,0.0,0.0,0.0007656967840735069,0.0,0.0030627871362940277,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0015313935681470138,0.0038284839203675345,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.004594180704441042,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.002297090352220521,0.002297090352220521,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.006891271056661562,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.004594180704441042,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.004594180704441042,0.002297090352220521,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.002297090352220521,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.002297090352220521,0.005359877488514548,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0030627871362940277,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.002297090352220521,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.002297090352220521,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0030627871362940277,0.002297090352220521,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0015313935681470138,0.0007656967840735069,0.0007656967840735069,0.0007656967840735069
