화자ID,연령대,형태소_1,형태소_할머니,형태소_댁,형태소_이,형태소_어,형태소_맛있,형태소_음식,형태소_은,형태소_뭐,형태소_가,형태소_있,형태소_는,형태소_관광지,형태소_곳,형태소_어디,형태소_그러,형태소_ㅁ,형태소_일,형태소_국내,형태소_여행,형태소_중,형태소_때,형태소_하,형태소_나도,형태소_가족,형태소_거,형태소_먹,형태소_바다,형태소_놀,형태소_밖에,형태소_것,형태소_같,형태소_기억,형태소_남,형태소_부산,형태소_루지,형태소_타,형태소_그거,형태소_재밌,형태소_나,형태소_파리,형태소_프랑스,형태소_맞,형태소_축구,형태소_보,형태소_일본,형태소_말,형태소_데,형태소_대,형태소_만,형태소_산,형태소_좋,형태소_그,형태소_계곡,형태소_가면,형태소_괜찮,형태소_사람,형태소_많,형태소_여름,형태소_알,형태소_어리,형태소_간,형태소_치,형태소_구들,형태소_를,형태소_대천,형태소_무엇,형태소_이렇,형태소_줄,형태소_내려오,형태소_아,형태소_모르,형태소_레일,형태소_바이크,형태소_갯벌,형태소_안,형태소_완전,형태소_유치원,형태소_애초,형태소_우리,형태소_을,형태소_가지,형태소_올해,형태소_겨울,형태소_갈,형태소_돈만,형태소_되,형태소_기,형태소_스키장,형태소_내가,형태소_무주,형태소_재미,형태소_없,형태소_짧,형태소_코스,형태소_그리하,형태소_느,형태소_그때,형태소_친구,형태소_만약,형태소_쪽,형태소_워터,형태소_기구,형태소_놀이,형태소_다르,형태소_시간,형태소_아니,형태소_여수,형태소_덥,형태소_2,형태소_달,형태소_도,형태소_그리,형태소_나중,형태소_사천,형태소_오,형태소_남자,형태소_집,형태소_보드,형태소_게임,형태소_대전,형태소_천안,형태소_다니,형태소_거나,형태소_그렇,형태소_이번,형태소_애,형태소_인턴,형태소_생활,형태소_말하,형태소_태안,형태소_그것,형태소_4,형태소_크,형태소_앞,형태소_운영,형태소_분,형태소_속도,형태소_조절,형태소_자기,형태소_뒤,형태소_따르,형태소_오라,형태소_하면서,형태소_따라가,형태소_야,형태소_그분,형태소_타면,형태소_길,형태소_닿,형태소_들어가,형태소_가이드,형태소_느리,형태소_재미있,형태소_놓치,형태소_수,형태소_생각,형태소_가깝,형태소_지역,형태소_회,형태소_여,형태소_인제,형태소_라서,형태소_유명,형태소_황태,형태소_막국수,형태소_최근,형태소_해진,형태소_양,형태소_정도,형태소_속,형태소_초,형태소_한데,형태소_위쪽,형태소_뚜벅이,형태소_가기,형태소_힘들,형태소_좋아하,형태소_대구,형태소_케이티,형태소_엑스,형태소_40,형태소_편,형태소_거기,형태소_특이,형태소_테마,형태소_해변,형태소_해수욕,형태소_오빠,형태소_바나나,형태소_보트,형태소_께서,형태소_급,형태소_커브,형태소_꺾,형태소_바람,형태소_빠지,형태소_5,형태소_동안,형태소_흩어지,형태소_있었,형태소_한테,형태소_다녀오,형태소_라,형태소_정,형태소_도로,형태소_해외여행,형태소_때문,형태소_딸기,형태소_열대,형태소_과일,형태소_동남아,형태소_바,형태소_벌레,형태소_나쁘,형태소_중학교,형태소_까,형태소_이랑,형태소_이후,형태소_조개,형태소_구이,형태소_클라이밍,형태소_체험,형태소_삽,형태소_들,형태소_이나,형태소_소금,형태소_맛조개,형태소_잡,형태소_돈,형태소_요즘,형태소_한번,형태소_가늘,형태소_낫,형태소_초보,형태소_사실,형태소_오랜만,형태소_수박,형태소_몰리,형태소_보통,형태소_수영장,형태소_낳,형태소_쯤,형태소_제일,형태소_끝,형태소_이상,형태소_평일,형태소_서고,형태소_언니,형태소_계시,형태소_명이,형태소_스,형태소_밭,형태소_수목원,형태소_성심,형태소_당,형태소_지,형태소_6,형태소_학교,형태소_주변,형태소_해결,형태소_자,형태소_외,형태소_걸,형태소_운전,형태소_안전,형태소_관리,형태소_혼자,형태소_얼마,형태소_바뀌,형태소_계속,형태소_뺑뺑이,형태소_돌,형태소_이드,형태소_어떡하,형태소_하나,형태소_둘,형태소_거리,형태소_빻
SD2400488,20대,0.027944111776447105,0.001996007984031936,0.001996007984031936,0.03592814371257485,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.03592814371257485,0.017964071856287425,0.09381237524950099,0.01996007984031936,0.031936127744510975,0.001996007984031936,0.007984031936127744,0.007984031936127744,0.003992015968063872,0.001996007984031936,0.00998003992015968,0.001996007984031936,0.003992015968063872,0.003992015968063872,0.01996007984031936,0.021956087824351298,0.007984031936127744,0.007984031936127744,0.023952095808383235,0.007984031936127744,0.017964071856287425,0.013972055888223553,0.001996007984031936,0.00998003992015968,0.015968063872255488,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.003992015968063872,0.021956087824351298,0.007984031936127744,0.007984031936127744,0.011976047904191617,0.001996007984031936,0.001996007984031936,0.013972055888223553,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.003992015968063872,0.007984031936127744,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.00998003992015968,0.007984031936127744,0.00998003992015968,0.003992015968063872,0.001996007984031936,0.005988023952095809,0.00998003992015968,0.003992015968063872,0.003992015968063872,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.01996007984031936,0.00998003992015968,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.003992015968063872,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.01996007984031936,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.011976047904191617,0.001996007984031936,0.007984031936127744,0.001996007984031936,0.003992015968063872,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.011976047904191617,0.001996007984031936,0.005988023952095809,0.005988023952095809,0.001996007984031936,0.007984031936127744,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.003992015968063872,0.001996007984031936,0.005988023952095809,0.005988023952095809,0.005988023952095809,0.003992015968063872,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.007984031936127744,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2400489,20대,0.008025682182985553,0.0016051364365971107,0.0016051364365971107,0.019261637239165328,0.0016051364365971107,0.008025682182985553,0.0,0.01765650080256822,0.009630818619582664,0.06420545746388442,0.008025682182985553,0.0449438202247191,0.0,0.006420545746388443,0.0032102728731942215,0.014446227929373997,0.0016051364365971107,0.0,0.0016051364365971107,0.0032102728731942215,0.0,0.004815409309791332,0.024077046548956663,0.0032102728731942215,0.0016051364365971107,0.03531300160513644,0.011235955056179775,0.006420545746388443,0.0032102728731942215,0.0016051364365971107,0.012841091492776886,0.02086677367576244,0.0,0.0,0.004815409309791332,0.0,0.019261637239165328,0.016051364365971106,0.011235955056179775,0.016051364365971106,0.0,0.0,0.006420545746388443,0.0016051364365971107,0.004815409309791332,0.004815409309791332,0.008025682182985553,0.008025682182985553,0.0032102728731942215,0.006420545746388443,0.0032102728731942215,0.0032102728731942215,0.0032102728731942215,0.014446227929373997,0.004815409309791332,0.0032102728731942215,0.008025682182985553,0.011235955056179775,0.008025682182985553,0.0032102728731942215,0.0,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.004815409309791332,0.006420545746388443,0.0,0.004815409309791332,0.0016051364365971107,0.0016051364365971107,0.008025682182985553,0.0032102728731942215,0.0016051364365971107,0.0032102728731942215,0.006420545746388443,0.0016051364365971107,0.0,0.0,0.0,0.0032102728731942215,0.004815409309791332,0.008025682182985553,0.0,0.0032102728731942215,0.006420545746388443,0.0,0.016051364365971106,0.011235955056179775,0.0032102728731942215,0.0032102728731942215,0.0016051364365971107,0.0,0.004815409309791332,0.0,0.0032102728731942215,0.006420545746388443,0.0,0.0032102728731942215,0.004815409309791332,0.0,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0,0.004815409309791332,0.0032102728731942215,0.0032102728731942215,0.0032102728731942215,0.0,0.014446227929373997,0.0016051364365971107,0.0,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0,0.0032102728731942215,0.0032102728731942215,0.0032102728731942215,0.0016051364365971107,0.006420545746388443,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0,0.0,0.006420545746388443,0.0,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0,0.0032102728731942215,0.0,0.0,0.0,0.0,0.0016051364365971107,0.0,0.0,0.0016051364365971107,0.008025682182985553,0.0,0.0016051364365971107,0.0016051364365971107,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0016051364365971107,0.0016051364365971107,0.0,0.006420545746388443,0.0016051364365971107,0.0,0.0,0.0016051364365971107,0.0032102728731942215,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0032102728731942215,0.0032102728731942215,0.006420545746388443,0.0032102728731942215,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.006420545746388443,0.004815409309791332,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.008025682182985553,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.011235955056179775,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0032102728731942215,0.004815409309791332,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0032102728731942215,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107,0.0016051364365971107
