화자ID,연령대,형태소_너,형태소_는,형태소_지금,형태소_솔로,형태소_인,형태소_상,형태소_태,형태소_뭐,형태소_연애,형태소_마음,형태소_구체적,형태소_이상형,형태소_앞,형태소_사람,형태소_을,형태소_만나,형태소_하,형태소_거,형태소_있,형태소_나,형태소_정하,형태소_다기,형태소_가,형태소_꽂히,형태소_은,형태소_좋아하,형태소_편,형태소_아,형태소_느끼,형태소_적,형태소_그,형태소_연락,형태소_관련,형태소_중요,형태소_생각,형태소_가지,형태소_계속,형태소_수시,형태소_것,형태소_바라,형태소_게,형태소_기본,형태소_적인,형태소_생,형태소_사,형태소_확인,형태소_되,형태소_술자리,형태소_같,형태소_그거,형태소_내가,형태소_술,형태소_마시,형태소_그러,형태소_널,형태소_대하,형태소_어떻,형태소_소개팅,형태소_자만,형태소_추,형태소_라고,형태소_자연,형태소_만남,형태소_추구,형태소_단,형태소_한번,형태소_도,형태소_보,형태소_없,형태소_한번쯤,형태소_재밌,형태소_라,형태소_경험,형태소_이,형태소_일단,형태소_크,형태소_웨딩,형태소_작,형태소_요새,형태소_실내,형태소_야외,형태소_원래,형태소_만,형태소_둘,형태소_막,형태소_벌레,형태소_계절감,형태소_그렇,형태소_해외,형태소_로망,형태소_갖,형태소_기,형태소_해,형태소_현,형태소_실적,형태소_ㄴ,형태소_결혼식,형태소_어,형태소_맹신,형태소_요즘,형태소_유,형태소_퀴즈,형태소_누구,형태소_거기,형태소_점,형태소_신이,형태소_궁합,형태소_사주,형태소_나오,형태소_이렇,형태소_말,형태소_듣,형태소_그것,형태소_깔,형태소_이것,형태소_은근,형태소_엠,형태소_비,형태소_티,형태소_아이,형태소_모르,형태소_부분,형태소_알,형태소_느낌,형태소_미래,형태소_기대,형태소_를,형태소_수,형태소_타로,형태소_아니,형태소_핸드폰,형태소_음,형태소_환,형태소_승,형태소_저,형태소_의,형태소_3,형태소_때,형태소_판단,형태소_관계,형태소_끝나,형태소_시작,형태소_걸,형태소_이거,형태소_옹호,형태소_못하,형태소_만약,형태소_소식,형태소_들리,형태소_꺼내,형태소_사정,형태소_전후,형태소_관점,형태소_일,형태소_수도,형태소_관심,형태소_상대,형태소_아까,형태소_말하,형태소_다가가,형태소_내,형태소_플로팅,형태소_법,형태소_스타,형태소_스토리,형태소_좋,형태소_누르기,형태소_카카오,형태소_답장,형태소_주기,형태소_얘기,형태소_일반적,형태소_기면,형태소_올리,형태소_어디,형태소_장소,형태소_여기,형태소_야,형태소_보이,형태소_식,형태소_잇,형태소_갈,형태소_질문,형태소_그리,형태소_관심사,형태소_찾,형태소_노력,형태소_행동,형태소_남자,형태소_친구,형태소_공통,형태소_취미,형태소_게임,형태소_거거,형태소_든,형태소_다,형태소_우리,형태소_놀,형태소_이나,형태소_피시,형태소_방,형태소_콘솔,형태소_곳,형태소_좀,형태소_데이트,형태소_무엇,형태소_이끌,형태소_드,형태소_한테,형태소_고백,형태소_그리하,형태소_받,형태소_많,형태소_해지,형태소_써,형태소_ㅁ,형태소_정도,형태소_타면,형태소_이상,형태소_끌,형태소_주,형태소_안,형태소_확신,형태소_기간,형태소_우선,형태소_사귀,형태소_행복,형태소_시간,형태소_표현,형태소_다음,형태소_물어보,형태소_반응,형태소_나아가,형태소_편이,형태소_뜨,형태소_정리,형태소_써먹,형태소_멘트,형태소_방법,형태소_낳,형태소_배우자,형태소_결혼,형태소_반려,형태소_동물,형태소_종류,형태소_1,형태소_키우,형태소_어리,형태소_바뀌,형태소_자녀,형태소_계획,형태소_딸,형태소_아들,형태소_살,형태소_5,형태소_번째,형태소_젓가락,형태소_잘하,형태소_밥,형태소_남기,형태소_부모님,형태소_사이,형태소_예의,형태소_바르,형태소_그다음,형태소_다섯,형태소_살아가,형태소_이유,형태소_꿈,형태소_원하,형태소_외모,형태소_이쁘,형태소_친하,형태소_여자,형태소_얼굴,형태소_다르,형태소_취향,형태소_없다,형태소_외적,형태소_제때,형태소_먹,형태소_취하,형태소_벌어지,형태소_때문,형태소_만이,형태소_나한,형태소_테,형태소_생기,형태소_연인,형태소_간,형태소_지키,형태소_생활,형태소_스키,형태소_강습,형태소_애,형태소_자기,형태소_과외,형태소_선생님,형태소_소개,형태소_시키,형태소_2,형태소_달,형태소_실물,형태소_닿,형태소_실망,형태소_기억,형태소_엄마,형태소_아빠,형태소_성당,형태소_위하,형태소_성,형태소_세례,형태소_상황,형태소_로맨틱하,형태소_나도,형태소_기회,형태소_타임,형태소_영화,형태소_교회,형태소_하얗,형태소_웨딩드레스,형태소_신부,형태소_빨갛,형태소_드레스,형태소_입,형태소_오,형태소_날,형태소_밖,형태소_이제,형태소_파티,형태소_현대적,형태소_형식적,형태소_갖추,형태소_자유,형태소_로또,형태소_오늘,형태소_운세,형태소_평소,형태소_믿,형태소_전,형태소_여자애,형태소_중의,형태소_그때,형태소_부터,형태소_9,형태소_헤어지,형태소_여름,형태소_던지,형태소_연의,형태소_일치,형태소_라도,형태소_들,형태소_넣,형태소_당하,형태소_나쁘,형태소_괜찮,형태소_잘못하,형태소_틈,형태소_깨지,형태소_당,형태소_슬프,형태소_가볍,형태소_첫눈,형태소_쳐다보,형태소_눈,형태소_마주치,형태소_장난,형태소_치,형태소_옆,형태소_듯,형태소_사이다,형태소_적극적,형태소_집,형태소_자취,형태소_나가,형태소_단순,형태소_맛,형태소_데,형태소_특별,형태소_보내,형태소_맛있,형태소_거나,형태소_레,형태소_서로,형태소_선물,형태소_만들,형태소_주거,형태소_이내,형태소_주면,형태소_4,형태소_남,형태소_넘기,형태소_순간,형태소_진심,형태소_담,형태소_기억나,형태소_군대,형태소_휴가,형태소_억지,형태소_끼,형태소_아끼,형태소_아깝,형태소_대화,형태소_번,형태소_누나,형태소_느,형태소_한동안,형태소_가족,형태소_꾸리,형태소_아기,형태소_싫어하,형태소_사고,형태소_힘들,형태소_강사,형태소_이랑,형태소_위험,형태소_귀엽,형태소_순수,형태소_미가,형태소_힘,형태소_있었
SD2401670,20대,0.013175230566534914,0.05138339920948617,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.010540184453227932,0.006587615283267457,0.003952569169960474,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.01844532279314888,0.05401844532279315,0.006587615283267457,0.05006587615283267,0.02766798418972332,0.02766798418972332,0.03293807641633729,0.0013175230566534915,0.0013175230566534915,0.023715415019762844,0.003952569169960474,0.03689064558629776,0.00922266139657444,0.015810276679841896,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.005270092226613966,0.006587615283267457,0.0013175230566534915,0.003952569169960474,0.014492753623188406,0.006587615283267457,0.0013175230566534915,0.0013175230566534915,0.011857707509881422,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.006587615283267457,0.002635046113306983,0.021080368906455864,0.002635046113306983,0.007905138339920948,0.0013175230566534915,0.0013175230566534915,0.003952569169960474,0.003952569169960474,0.007905138339920948,0.005270092226613966,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.013175230566534914,0.013175230566534914,0.002635046113306983,0.0013175230566534915,0.003952569169960474,0.002635046113306983,0.002635046113306983,0.019762845849802372,0.002635046113306983,0.0013175230566534915,0.003952569169960474,0.002635046113306983,0.0013175230566534915,0.002635046113306983,0.006587615283267457,0.0013175230566534915,0.002635046113306983,0.005270092226613966,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.003952569169960474,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.005270092226613966,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.007905138339920948,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.002635046113306983,0.003952569169960474,0.0013175230566534915,0.003952569169960474,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.01844532279314888,0.005270092226613966,0.0013175230566534915,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.005270092226613966,0.005270092226613966,0.0013175230566534915,0.005270092226613966,0.003952569169960474,0.006587615283267457,0.0013175230566534915,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.002635046113306983,0.002635046113306983,0.003952569169960474,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.002635046113306983,0.005270092226613966,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.005270092226613966,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.006587615283267457,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.002635046113306983,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.002635046113306983,0.0013175230566534915,0.002635046113306983,0.002635046113306983,0.002635046113306983,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0013175230566534915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401671,20대,0.005917159763313609,0.04142011834319527,0.001183431952662722,0.0,0.0,0.0,0.0,0.014201183431952662,0.001183431952662722,0.001183431952662722,0.0,0.005917159763313609,0.0,0.023668639053254437,0.03076923076923077,0.007100591715976331,0.040236686390532544,0.022485207100591716,0.03076923076923077,0.03550295857988166,0.001183431952662722,0.0,0.02485207100591716,0.001183431952662722,0.007100591715976331,0.004733727810650888,0.008284023668639054,0.001183431952662722,0.0,0.002366863905325444,0.008284023668639054,0.0035502958579881655,0.0,0.0,0.016568047337278107,0.0035502958579881655,0.0,0.0,0.005917159763313609,0.0,0.0,0.001183431952662722,0.0,0.0,0.001183431952662722,0.0,0.01893491124260355,0.0,0.014201183431952662,0.002366863905325444,0.007100591715976331,0.002366863905325444,0.0,0.011834319526627219,0.004733727810650888,0.0,0.007100591715976331,0.001183431952662722,0.0,0.0,0.001183431952662722,0.0,0.0,0.0,0.0,0.0,0.016568047337278107,0.01893491124260355,0.002366863905325444,0.0,0.0,0.0,0.0,0.033136094674556214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001183431952662722,0.0,0.001183431952662722,0.0,0.0,0.0,0.009467455621301775,0.0,0.0,0.0,0.0035502958579881655,0.0,0.0,0.0,0.0,0.0035502958579881655,0.022485207100591716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002366863905325444,0.0035502958579881655,0.004733727810650888,0.004733727810650888,0.005917159763313609,0.002366863905325444,0.002366863905325444,0.0,0.001183431952662722,0.0,0.0,0.001183431952662722,0.0,0.0,0.001183431952662722,0.0,0.0035502958579881655,0.0,0.0,0.0,0.021301775147928994,0.005917159763313609,0.0,0.002366863905325444,0.0,0.0,0.0035502958579881655,0.0035502958579881655,0.0,0.001183431952662722,0.001183431952662722,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035502958579881655,0.0,0.001183431952662722,0.0,0.0,0.0,0.0,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.0,0.002366863905325444,0.002366863905325444,0.004733727810650888,0.0,0.0,0.0,0.0,0.009467455621301775,0.0,0.0,0.0,0.0,0.0035502958579881655,0.001183431952662722,0.0,0.0,0.0,0.0,0.0,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.002366863905325444,0.002366863905325444,0.004733727810650888,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.001183431952662722,0.0,0.0,0.0,0.0,0.0,0.0,0.002366863905325444,0.0,0.0,0.001183431952662722,0.004733727810650888,0.005917159763313609,0.002366863905325444,0.004733727810650888,0.002366863905325444,0.0,0.0,0.0,0.001183431952662722,0.0,0.0,0.0,0.0,0.001183431952662722,0.0,0.0,0.0,0.001183431952662722,0.0,0.0,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.0,0.0,0.001183431952662722,0.0,0.0,0.0,0.001183431952662722,0.0,0.0,0.001183431952662722,0.005917159763313609,0.0,0.0,0.0,0.007100591715976331,0.0,0.0,0.0,0.0,0.0,0.001183431952662722,0.001183431952662722,0.0,0.001183431952662722,0.005917159763313609,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.005917159763313609,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.002366863905325444,0.002366863905325444,0.002366863905325444,0.0035502958579881655,0.002366863905325444,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.0035502958579881655,0.002366863905325444,0.002366863905325444,0.002366863905325444,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.0035502958579881655,0.001183431952662722,0.001183431952662722,0.0035502958579881655,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.008284023668639054,0.001183431952662722,0.002366863905325444,0.0035502958579881655,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.0035502958579881655,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.0035502958579881655,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.0035502958579881655,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.002366863905325444,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722,0.001183431952662722
