화자ID,연령대,JX_는,VA_친하,ETM_ᆫ,NNG_친구,JKS_이,MM_어떤,VA_있,EF_어,MM_여러,NNG_층,JKG_의,MAG_좀,MAG_많이,ETM_는,EF_잖아,MAJ_근데,MAG_인제,MAG_또,MAJ_또,NNG_국민학교,JX_도,MAG_계속,NNG_지금,JX_까지,EC_어,VX_오,EC_고,VX_있,NNG_고등학교,NNG_때,MM_그,MAG_지금,NNG_동네,NNG_모임,NNG_대표,EC_자면,NNG_팀,EC_ᆫ데,MAJ_그래도,MAG_그냥,MAG_꼭,MAG_못,VV_만나,EC_어도,NNG_달,JX_은,MAJ_그리고,EF_지,NNG_다음,EC_어서,NNG_얘기,VV_놀,ETM_ᆯ,JKS_가,MAG_제일,VA_좋,VX_가지,MAG_하여튼,EC_니까,VA_지루하,NNG_순간,VA_없,MAG_더,VV_있,EC_게,VV_되,MAJ_그러니까,MAG_이제,MM_그런,NNG_전화,EC_라도,MAG_수시로,VV_하,JX_ᆫ,VV_그러,EC_더라도,MAG_매일,MM_한,VV_지내,VV_가,MAG_같이,EC_자고,VX_가,VX_보,VX_달,EC_라고,MAJ_그러면,NNG_시간,NNG_장점,EF_ᆸ니까,VX_싶,EC_ᆫ다고,MAG_쭉,VV_사귀,EC_면,MAG_항상,ETM_은,MAG_안,MAG_분명히,JKO_를,EC_다,NNG_편안,MAG_그저,MM_무슨,EC_든지,NNG_집안,MAG_다,NNG_남편,NNG_관계,ETM_라는,EF_다,MAG_아주,VV_거리끼,ETN_ᆷ,MAG_없이,MAG_너무,VA_속상하,MAG_막,VV_가지,MAJ_그럼,EC_자,MAG_실컷,NNG_이제,NNG_흉,VV_보,MAG_탁,VV_풀,VX_놓,EC_으면,NNG_가슴,MAG_뻥,VV_뚫리,VA_비싸,NNG_거래,NNG_식사,NNG_나이,VV_들,NNG_몸,NNG_건강,JKG_에,VV_먹,NNG_음식,NNG_갈등,JKO_을,VV_겪,NNG_서로,NNG_본인,NNG_성격,EC_다고,NNG_생각,MAG_진짜,MM_내,VV_알,MM_걔,NNG_중고등,NNG_학교,NNG_동창,NNG_그때,MAG_엄청,MAG_잘,VV_나가,NNG_시누,EC_는데,NNG_집,NNG_딸,EC_지,VX_않,NNG_중고등학교,NNG_지,VV_데리,VV_다니,MAG_자꾸,VV_오,EC_라,MM_이,VV_자,MM_수,MAG_자주,NNG_엄마,EC_러,VV_찍,NNG_동생,NNG_소개,VX_주,EF_야,NNG_아빠,VV_모르,VA_크,JX_만,NNG_이것저것,VV_따지,NNG_은행,EC_ᆫ다,NNG_직업,VA_괜찮,MAJ_그래서,MM_다른,VX_하,ETM_던,VV_맞,MAG_어떻게,NNG_대응,MAJ_그런데,NNG_그룹,NNG_겉,NNG_성,NNG_표시,MM_몇,VV_이끌,MAG_그렇게,EC_는다고,MAG_딱,VV_끊,MAG_비슷비슷,ETN_기,NNG_애,EC_지마는,NNG_신경,VV_쓰,NNG_남녀,NNG_우정,MAG_주로,MAG_일단,EC_어야,NNG_대체,MAG_약간,EC_라서,VA_밝,NNG_자체,EC_거나,MAG_거의,NNG_약속,VV_지키,NNG_말,MAG_서로,NNG_소통,EF_어야지,NNG_지속,MAG_전혀,VA_다르,NNG_방향,MAG_또다시,MAG_별로,VA_같,NNG_경우,VA_많,MAG_가끔,NNG_주도,EC_지만,NNG_직장,NNG_동료,MAG_두루두루,EF_거든,VA_비슷하,VV_좋아하,NNG_언니,NNG_가정환경,NNG_생활,NNG_안정,ETM_을,NNG_동감,VV_대하,VV_고치,MAG_만날,NNG_가정사,MAG_숨김없이,MAG_또한,NNG_마찬가지,VA_솔직하,NNG_창피,VA_소탈하,NNG_상의,NNG_특별,JKO_ᆯ,MAG_아예,NNG_영화,NNG_전시회,MAG_특히,EC_나,JX_대로,MAG_굉장히,NNG_사회,NNG_사,NNG_이상,NNG_선생,VV_나,NNG_아이,NNG_공부,MAG_웬만큼,NNG_반장,NNG_반,NNG_전,MAG_이렇게,NNG_투표,MAG_정말,EC_도록,NNG_중학교,EC_길래,NNG_중3,NNG_시험,NNG_중,EF_더라고,NNG_전념,NNG_부탁,NNG_담임,MAG_직접,VV_찾아가,NNG_요번,ETN_음,EF_라고,VV_들어오,NNG_제식,NNG_훈련,NNG_고등,MAG_저기,NNG_연대장,NNG_필요,NNG_목소리,MM_옛,NNG_옛날,NNG_연애,NNG_점,NNG_형부,NNG_결혼,MAG_사실,NNG_배제,EC_면은,MAG_점점,VV_없어지,EC_을수록,NNG_대화,NNG_상대,NNG_기분,NNG_캐치,EC_니깐,MAJ_그러면은,MM_고런,NNG_부분,NNG_상대방,MAG_보통,NNG_일상,MAJ_그렇다고,VV_그라,EC_ᆫ지,NNG_특이,MAG_만약,NNG_해외,JX_래도,NNG_패키지,MM_이런,NNG_대우,EC_으라고,EF_냐,VV_위하,NNG_소리,NNG_비위,VV_맞추,EC_면서,NNG_이해,VV_넘어가,NNG_개중,MAG_솔직히,NNG_사람,NNG_남자,NNG_직원,VX_지,EC_다가,NNG_발전,MAG_아직,MAG_오래,NNG_변질,NNG_자리,VA_편하,NNG_여자,NNG_여럿,VV_모이
SD2400676,60대 이상,0.03175965665236052,0.0017167381974248926,0.0068669527896995704,0.0240343347639485,0.019742489270386267,0.004291845493562232,0.010300429184549357,0.012875536480686695,0.0,0.0,0.005150214592274678,0.007725321888412017,0.0068669527896995704,0.018025751072961373,0.004291845493562232,0.005150214592274678,0.004291845493562232,0.022317596566523604,0.0008583690987124463,0.0,0.026609442060085836,0.008583690987124463,0.0017167381974248926,0.0008583690987124463,0.010300429184549357,0.0,0.05150214592274678,0.0068669527896995704,0.002575107296137339,0.010300429184549357,0.01630901287553648,0.002575107296137339,0.0,0.0008583690987124463,0.0,0.0,0.0,0.0017167381974248926,0.0017167381974248926,0.005150214592274678,0.0,0.0,0.020600858369098713,0.0017167381974248926,0.0,0.014592274678111588,0.0008583690987124463,0.002575107296137339,0.008583690987124463,0.01888412017167382,0.0068669527896995704,0.0,0.00944206008583691,0.018025751072961373,0.0,0.011158798283261802,0.002575107296137339,0.0008583690987124463,0.0017167381974248926,0.0,0.0,0.0017167381974248926,0.0017167381974248926,0.002575107296137339,0.012875536480686695,0.0034334763948497852,0.0008583690987124463,0.0068669527896995704,0.02145922746781116,0.0,0.0,0.0,0.03261802575107296,0.010300429184549357,0.006008583690987125,0.0,0.0,0.002575107296137339,0.0017167381974248926,0.0068669527896995704,0.0,0.0008583690987124463,0.0,0.0034334763948497852,0.0017167381974248926,0.0034334763948497852,0.0017167381974248926,0.0,0.0008583690987124463,0.0,0.004291845493562232,0.0,0.0,0.0008583690987124463,0.0068669527896995704,0.0,0.008583690987124463,0.012875536480686695,0.0,0.014592274678111588,0.005150214592274678,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0034334763948497852,0.0,0.0,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0008583690987124463,0.0,0.0,0.0008583690987124463,0.0,0.0,0.0,0.005150214592274678,0.0,0.0,0.0,0.005150214592274678,0.0,0.0,0.0,0.0,0.0,0.0008583690987124463,0.0034334763948497852,0.0,0.0,0.0008583690987124463,0.0,0.002575107296137339,0.0,0.0,0.019742489270386267,0.0,0.0,0.0,0.0068669527896995704,0.002575107296137339,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0034334763948497852,0.0008583690987124463,0.002575107296137339,0.0,0.006008583690987125,0.0,0.0,0.002575107296137339,0.0,0.0,0.0068669527896995704,0.0068669527896995704,0.0,0.0008583690987124463,0.0,0.002575107296137339,0.0,0.0034334763948497852,0.0008583690987124463,0.0017167381974248926,0.0,0.0,0.0008583690987124463,0.0017167381974248926,0.0017167381974248926,0.0,0.0,0.0,0.0034334763948497852,0.0008583690987124463,0.0,0.0008583690987124463,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0,0.0008583690987124463,0.00944206008583691,0.0008583690987124463,0.0017167381974248926,0.0017167381974248926,0.004291845493562232,0.0,0.0,0.002575107296137339,0.0,0.0,0.0,0.0,0.0,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.00944206008583691,0.0,0.0,0.0,0.0017167381974248926,0.0034334763948497852,0.002575107296137339,0.002575107296137339,0.0017167381974248926,0.002575107296137339,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.0034334763948497852,0.0034334763948497852,0.0008583690987124463,0.0008583690987124463,0.002575107296137339,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0068669527896995704,0.0008583690987124463,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.0034334763948497852,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.004291845493562232,0.0017167381974248926,0.002575107296137339,0.0034334763948497852,0.0008583690987124463,0.002575107296137339,0.0008583690987124463,0.002575107296137339,0.0008583690987124463,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0034334763948497852,0.0008583690987124463,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0017167381974248926,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.002575107296137339,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0008583690987124463,0.005150214592274678,0.0008583690987124463,0.002575107296137339,0.0068669527896995704,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.002575107296137339,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.002575107296137339,0.002575107296137339,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0008583690987124463,0.002575107296137339,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.002575107296137339,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0017167381974248926,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463
SD2400678,60대 이상,0.028930817610062894,0.0037735849056603774,0.012578616352201259,0.03647798742138365,0.022641509433962263,0.005031446540880503,0.016352201257861635,0.02012578616352201,0.0025157232704402514,0.0012578616352201257,0.00880503144654088,0.005031446540880503,0.0037735849056603774,0.013836477987421384,0.006289308176100629,0.007547169811320755,0.012578616352201259,0.01761006289308176,0.005031446540880503,0.0012578616352201257,0.022641509433962263,0.005031446540880503,0.007547169811320755,0.006289308176100629,0.03522012578616352,0.0025157232704402514,0.06792452830188679,0.007547169811320755,0.0012578616352201257,0.00880503144654088,0.011320754716981131,0.005031446540880503,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0025157232704402514,0.0025157232704402514,0.0025157232704402514,0.006289308176100629,0.022641509433962263,0.0025157232704402514,0.0025157232704402514,0.03018867924528302,0.005031446540880503,0.0012578616352201257,0.02012578616352201,0.0037735849056603774,0.0037735849056603774,0.0025157232704402514,0.010062893081761006,0.011320754716981131,0.0037735849056603774,0.012578616352201259,0.021383647798742137,0.0012578616352201257,0.0012578616352201257,0.010062893081761006,0.0025157232704402514,0.0037735849056603774,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.005031446540880503,0.010062893081761006,0.005031446540880503,0.00880503144654088,0.005031446540880503,0.016352201257861635,0.0025157232704402514,0.0025157232704402514,0.0012578616352201257,0.013836477987421384,0.005031446540880503,0.011320754716981131,0.0012578616352201257,0.0025157232704402514,0.0025157232704402514,0.0012578616352201257,0.007547169811320755,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.005031446540880503,0.0012578616352201257,0.0025157232704402514,0.0037735849056603774,0.0012578616352201257,0.0037735849056603774,0.0012578616352201257,0.0037735849056603774,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.007547169811320755,0.0025157232704402514,0.0037735849056603774,0.005031446540880503,0.0012578616352201257,0.005031446540880503,0.0037735849056603774,0.0012578616352201257,0.0037735849056603774,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0025157232704402514,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0037735849056603774,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.005031446540880503,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.006289308176100629,0.0025157232704402514,0.0025157232704402514,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.006289308176100629,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.005031446540880503,0.0025157232704402514,0.006289308176100629,0.0025157232704402514,0.00880503144654088,0.005031446540880503,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0037735849056603774,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.005031446540880503,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.005031446540880503,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0025157232704402514,0.0012578616352201257,0.0037735849056603774,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
