화자ID,연령대,NP_너,JX_는,NNG_층,VV_가,ETM_ᆫ,NNG_소음,JKO_을,VV_겪,ETM_은,NNB_적,JKS_이,VV_있,EF_어,NP_나,NNG_피해,JKO_를,JX_도,EC_고,EC_는데,NNG_요즘,NNG_옆집,NNG_애,NNG_이사,VV_오,NNG_아기,JKS_가,NNB_명,JX_이나,VV_되,VA_어리,NNG_유치원,ETM_란,NNG_말,EF_야,NNG_밤,JX_마다,VV_울,EC_게,VV_떠들,VV_그러,NNG_잠,VV_자,NNG_피곤,EC_어,VV_맞,NNG_화장실,NNG_노래,VV_부르,EC_면,ETM_는,NNB_거,VV_느끼,ETM_ᆯ,NNG_때,VA_있,NNG_윗집,NNG_아랫집,VV_주,EF_더라고,NNB_번,VV_하,NNG_가구,VV_파,NNB_데,VV_원하,NNG_침구,NNG_선반,NNG_약간,NNG_책상,NNG_의자,NNG_조명,JKO_ᆯ,JKG_의,NNG_힘,VV_고르,NNG_인테리어,ETM_단,NNG_그때,NP_뭐,EC_ᆫ가,VA_좋,NNG_나중,NNG_지금,JX_은,NNG_방,NNB_수,NNG_공간,NNG_밖,VA_크,NNG_돈,VV_벌,NNG_집,NNG_단독,NNG_주택,NNG_스타일,JX_ᆫ,VA_없,NNG_친구,NNB_중,NNG_전원주택,VV_살,NNG_겨울,NNG_여름,NNG_추천,EC_지,EF_ᆫ가,NNG_전,NNG_마당,EF_다,NNG_생각,NNG_후,JX_부터,VV_말,VV_사,NNG_전세,NNG_원,NNB_식,VV_꾸미,VV_가지,EC_어서,NNG_로망,NNG_바다,VA_이쁘,EC_니까,VV_보이,NNG_강아지,VV_키우,EC_면서,NNG_님,NNG_고양이,EC_다면,NNG_아,NNG_게스트,NNG_하우스,VA_멋있,NNG_스태프,NNG_일,VV_놀,ETN_기,NNG_친분,VV_쌓,NP_우리,NNG_엄마,NP_그거,VV_갖,NNG_기계,EC_어야,EF_잖아,VV_알,NP_저기,NNG_시그니엘,NNG_자체,EC_라,EF_지,NNB_것,NNG_음식물,VV_말리,VV_보내,NNG_안,ETM_다는,NP_거기,NNG_쓰레기,NNG_구멍,JX_야,VV_넣,EC_으면,NP_자기,NNG_곳,VV_모으,VV_이루,EC_을지,VV_모르,NNG_최종,NNG_설거지,NNB_지,NNG_얼마,NNG_아빠,VV_먹,VV_싸,JX_밖에,NNB_줄,NNG_혼자,JKS_서,NNG_빨래,NNG_청소,NP_지,NNG_고등학교,VV_올라오,VA_같,VA_많,NNG_자취,NNG_재벌,NNB_때문,NNG_평생,EC_으면서,NNB_살,EC_자마자,NNG_경제,NNG_지원,VV_끝나,EF_ᆫ다,ETM_을,NNG_원룸,EF_냐,NNG_물가,VV_오르,VA_비싸,NNB_터,EC_ᆫ데,NP_이거,NNG_감당,NNG_재력,NNG_하,VV_들,NNG_작년,NNG_수다,VV_떨,EF_거든,NNG_양가,NNG_욕조,NNG_목욕,VV_좋아하,NNG_파이팅,NNG_초등,NNG_학교,NNG_중학교,VV_뛰어다니,NNG_소리,NNG_스트레스,NNG_한번,NNG_공사,NNG_아침,VV_가리,NNG_망치,VV_두드리,NNG_드릴,VV_뚫,VV_나,ETM_던,NNG_경험,NNG_간,NNG_이슈,VV_씻기,NP_이것,NNG_부모,VV_소리치,VV_들리,ETM_ᆫ단,VV_틀,NNG_샤워,EF_네,NNG_흥,EC_은데,VV_지,NNG_가족,EC_ᆫ다,VV_울리,NNG_창피,VA_소심하,NNG_처음,NNG_짐,NNG_올,NNG_화이트,NNG_취향,VV_바뀌,NNG_예전,NNG_파스텔,NNG_톤,NNG_자연,VV_끌리,VV_바꾸,NNG_고민,NNG_이불,NNG_빈방,VV_치우,NNG_소파,VV_놓,EF_을까,NNG_우드,NNG_나,NNG_난쟁이,NNG_할머니,NNG_앞,NNG_연못,NNG_현실,NNG_벌레,NNG_관리,VA_싫,NNG_근처,NNG_자갈,EC_라도,EC_다고,NNG_주거,NNG_환경,NNG_빌라,VA_재밌,NNG_처리,EC_으면은,NP_걔,VV_갈,NNG_냄새,NNG_가루,VV_만들,VV_버리,EC_ᆫ지,VV_보,EC_지만,NNG_해결,NNG_탐,NNG_가격,NP_그것,NNG_아파트,NNG_연예인,NNG_릴스,VV_대하,NNG_세대,NNG_간섭,NNG_만약,NNG_통,NNG_창,NNB_통,NNG_건물,NNG_사생활,NNG_침해,NNG_발생,NNG_버튼,VV_누르,NNG_투명,NNG_변,VV_변하,EF_게,NNG_유,NNG_유리,NNB_세,EF_구나,VV_힘내,VA_힘들,NNG_초대,NNG_가사,NNG_활동,NNG_걱정,NNG_집안일,NNG_정도,NNB_기,JX_만,NNG_생활,NNG_바퀴,NNG_공포,NNG_영화,VV_들어오,NNG_며칠,VV_묵,EF_어야지,NNG_등골,NNG_브레이커,NNG_시간,NNG_구애,EC_어도,VV_새우,EC_든,NNG_사람,EC_으니까,NNB_개월,NNG_반,NNB_년,VV_나가,VV_끊,EC_는다고,VV_쓰,EF_어라,NNG_취업,VV_모이,NNG_안정,EF_려고,NNB_대,NNG_쯤,NNG_필요,NNG_대학,NNG_알바,NNG_한계,NNG_학비,JX_까지,NNG_부담,NNG_가능,NNG_언니,EF_으려고,NNG_영화관,EC_ᆯ까,NNG_옷
SD2401024,10대,0.012244897959183673,0.014285714285714285,0.003061224489795918,0.00510204081632653,0.013265306122448979,0.003061224489795918,0.012244897959183673,0.0010204081632653062,0.011224489795918367,0.004081632653061225,0.022448979591836733,0.007142857142857143,0.026530612244897958,0.03469387755102041,0.0,0.015306122448979591,0.02857142857142857,0.04693877551020408,0.00510204081632653,0.0020408163265306124,0.0,0.0,0.0010204081632653062,0.003061224489795918,0.003061224489795918,0.025510204081632654,0.0,0.0,0.006122448979591836,0.0,0.0,0.0,0.00510204081632653,0.01020408163265306,0.0020408163265306124,0.0,0.0,0.00510204081632653,0.0,0.0020408163265306124,0.0,0.0010204081632653062,0.0,0.03571428571428571,0.0,0.004081632653061225,0.003061224489795918,0.003061224489795918,0.019387755102040816,0.015306122448979591,0.024489795918367346,0.0,0.012244897959183673,0.0020408163265306124,0.015306122448979591,0.003061224489795918,0.0,0.0,0.003061224489795918,0.0020408163265306124,0.02040816326530612,0.0010204081632653062,0.0,0.004081632653061225,0.0010204081632653062,0.0,0.0,0.0,0.0010204081632653062,0.0,0.0,0.0020408163265306124,0.00510204081632653,0.0,0.0,0.004081632653061225,0.0010204081632653062,0.0010204081632653062,0.003061224489795918,0.0,0.0010204081632653062,0.003061224489795918,0.0,0.01020408163265306,0.004081632653061225,0.006122448979591836,0.0,0.0020408163265306124,0.0010204081632653062,0.003061224489795918,0.0020408163265306124,0.013265306122448979,0.0,0.0,0.0010204081632653062,0.011224489795918367,0.00510204081632653,0.0010204081632653062,0.003061224489795918,0.004081632653061225,0.011224489795918367,0.0,0.0,0.0,0.004081632653061225,0.0020408163265306124,0.0,0.0020408163265306124,0.0020408163265306124,0.004081632653061225,0.0,0.0,0.0010204081632653062,0.0010204081632653062,0.0,0.0,0.0,0.0010204081632653062,0.0010204081632653062,0.007142857142857143,0.004081632653061225,0.0,0.0,0.0010204081632653062,0.0,0.0,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0,0.0010204081632653062,0.0010204081632653062,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.007142857142857143,0.0010204081632653062,0.007142857142857143,0.0020408163265306124,0.0,0.0,0.007142857142857143,0.003061224489795918,0.0,0.0010204081632653062,0.0,0.0020408163265306124,0.0010204081632653062,0.006122448979591836,0.00510204081632653,0.0010204081632653062,0.0,0.0020408163265306124,0.0,0.003061224489795918,0.00510204081632653,0.0,0.0,0.0010204081632653062,0.0010204081632653062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010204081632653062,0.0,0.0,0.0010204081632653062,0.0,0.0010204081632653062,0.0,0.0,0.0010204081632653062,0.0,0.0010204081632653062,0.0,0.014285714285714285,0.0020408163265306124,0.011224489795918367,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0,0.0,0.0010204081632653062,0.0,0.0,0.004081632653061225,0.0020408163265306124,0.0,0.0,0.0,0.0020408163265306124,0.0,0.003061224489795918,0.0,0.0,0.0,0.0,0.0010204081632653062,0.0,0.0,0.0,0.006122448979591836,0.0,0.0010204081632653062,0.0,0.0010204081632653062,0.0,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.00510204081632653,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.00510204081632653,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.003061224489795918,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.004081632653061225,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.004081632653061225,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.003061224489795918,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.003061224489795918,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.004081632653061225,0.0020408163265306124,0.0010204081632653062,0.00510204081632653,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.003061224489795918,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.003061224489795918,0.0020408163265306124,0.0010204081632653062,0.003061224489795918,0.003061224489795918,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.003061224489795918,0.0010204081632653062,0.003061224489795918,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0020408163265306124,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.006122448979591836,0.0010204081632653062,0.0010204081632653062,0.0020408163265306124,0.0010204081632653062
SD2401025,10대,0.008241758241758242,0.03296703296703297,0.004120879120879121,0.009615384615384616,0.020604395604395604,0.0027472527472527475,0.01510989010989011,0.0013736263736263737,0.009615384615384616,0.008241758241758242,0.020604395604395604,0.01098901098901099,0.03159340659340659,0.046703296703296704,0.0027472527472527475,0.009615384615384616,0.023351648351648352,0.061813186813186816,0.012362637362637362,0.004120879120879121,0.0027472527472527475,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.03021978021978022,0.0013736263736263737,0.0013736263736263737,0.01510989010989011,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.013736263736263736,0.009615384615384616,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.012362637362637362,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0260989010989011,0.005494505494505495,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.009615384615384616,0.024725274725274724,0.01510989010989011,0.0013736263736263737,0.009615384615384616,0.0027472527472527475,0.013736263736263736,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.023351648351648352,0.0013736263736263737,0.0013736263736263737,0.006868131868131868,0.004120879120879121,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.008241758241758242,0.0013736263736263737,0.0013736263736263737,0.005494505494505495,0.0027472527472527475,0.0013736263736263737,0.01098901098901099,0.0027472527472527475,0.0027472527472527475,0.0027472527472527475,0.0013736263736263737,0.0027472527472527475,0.0027472527472527475,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.008241758241758242,0.0013736263736263737,0.01510989010989011,0.0027472527472527475,0.0027472527472527475,0.0027472527472527475,0.005494505494505495,0.004120879120879121,0.004120879120879121,0.0013736263736263737,0.0013736263736263737,0.013736263736263736,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.004120879120879121,0.0013736263736263737,0.0027472527472527475,0.0027472527472527475,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.006868131868131868,0.0027472527472527475,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.005494505494505495,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0027472527472527475,0.0013736263736263737,0.005494505494505495,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.006868131868131868,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.006868131868131868,0.0013736263736263737,0.004120879120879121,0.0013736263736263737,0.005494505494505495,0.0013736263736263737,0.0027472527472527475,0.004120879120879121,0.005494505494505495,0.004120879120879121,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.004120879120879121,0.004120879120879121,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.004120879120879121,0.0013736263736263737,0.0013736263736263737,0.004120879120879121,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0027472527472527475,0.0013736263736263737,0.0013736263736263737,0.0013736263736263737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
