화자ID,연령대,NP_나,NNG_이번,NNG_여름,NNG_휴가,VV_가,ETM_을,NNG_때,JKS_이,VA_좋,ETM_던,NNB_것,NNG_기억,VV_나,EF_어,NNG_그때,NNG_당시,JX_는,EC_어서,VA_힘들,EC_지만,NNG_생각,EC_어,EC_면,NNG_집,VV_있,ETM_는,NNG_행복,EC_지,EC_나,ETM_라는,VV_들,VV_맞,EC_어도,VA_있,VA_편하,EF_다,JKO_을,VV_하,VA_나쁘,ETM_은,NNG_추억,NNB_거,VV_남,EC_고,NP_우리,JKS_가,JX_은,VA_다르,EC_을까,EC_는데,EC_니까,JX_ᆫ,VA_같,NNG_경우,NNG_건물,VV_세우,ETM_ᆫ,NNG_양식,JX_도,VA_비슷하,NNG_사람,JKG_의,VV_놀,NNG_경험,ETM_ᆯ,NNB_줄,VV_알,EC_게,VA_크,NNG_보디,NNG_랭귀지,JX_만,VV_늘,NNG_느낌,NP_그분,NNG_말,JKO_ᆯ,VV_보,NNG_다음,NNG_여행,NNG_나라,NNG_언어,JKO_를,NNG_공부,EC_어야,ETM_다는,NNG_옛날,NNG_교통,NNG_시스템,NNG_다양,NNG_버스,VV_타,NNG_당연,NNG_교통비,NNG_차주,NNG_하,NNG_차지,NNG_비중,VA_많,VV_살,ETN_기,NNG_점,EC_구나,VV_느끼,NNG_자판기,NP_어디,EC_든지,EF_ᆫ가,NNG_목,VV_마르,JX_마다,VV_마시,NNB_수,NNG_자연,NNB_쪽,NNG_호수,NNG_이제,NNG_일본인,NNG_추천,NNB_데,NNB_번,NNG_인터넷,NNG_검색,NNG_풍경,NNG_공원,NP_뭐,EC_ᆯ까,NNG_나무,EC_니깐,NNG_차이점,VA_없,NNG_풍차,VV_돌아가,EC_면서,VA_멋지,NNG_아저씨,NNG_할아버지,NNG_낚시,NNG_물고기,NP_그것,NNG_운치,NNG_사정,VV_되,EF_지,NNG_관람,NNG_차,NNG_이용,NNG_지역,NNG_만족,EC_다길래,NNG_우리나라,NNG_차이,VV_오,ETM_단,NNG_기분,NNG_자체,NNG_유지,NNG_겨울,NNG_친구,NNB_중,NNB_명,NNG_고장,NNG_지금,EF_은데,NNG_서로,NNG_단점,NNG_사진,VV_찍,EC_는다고,NNG_잠바,VA_괜찮,VV_버티,NNB_만,NNG_추위,NP_이것,NNG_실내,NNG_바깥,NNG_온도,VA_심하,EC_다,EC_리,NP_그거,NNG_아버지,VV_머무르,NNG_곳,NNG_바다,NNG_유명,VA_별다르,NNG_요즘,NNG_카페,NNG_수제버거,VV_생기,NNG_편의점,NNB_등,VV_먹,VA_예쁘,NP_그,VV_대하,NNG_인식,NNG_끝,NNG_모래,NNG_옷,NNG_양말,VV_들어가,VV_나오,NNG_산,NNB_적,NNG_휴양지,NNG_선택,VA_알맞,VV_보이,NP_너,NNG_안,NNG_극단,ETN_음,VA_옳,EC_다가,EC_ᆫ데,NP_거기,NNG_가능,EC_도록,EF_자,ETN_ᆷ,VV_따르,NNG_계획,VA_짜,NNG_정작,VV_지나,VA_보람차,EC_다고,NP_이거,NNG_시간,VV_지키,EC_느라,VV_짜,EC_으면,VA_색다르,NNG_소식,NNG_할인,NNG_이벤트,VA_재밌,VV_즐기,NNB_터,EC_거나,NNG_면,EF_을까,NNG_현금,NNG_동전,VV_쓰,EC_ᆫ다길래,NNG_불편,NNG_잔돈,VV_넣,NNG_계산,NP_쟤,NNG_이유,EF_구나,NNG_문화,VV_모르,NNG_카드,NNG_일본도,NNG_비,NNG_돈,NNG_사치,VV_부리,VA_슬프,VA_똑같,NNG_일,NNG_처음,NNB_때문,NNG_변수,NNG_정도,NNG_쪼금,JX_밖에,NNG_가치,NNG_나중,NNG_지폐,NNG_위주,NNB_엔,EF_더라고,NNG_국내,NNG_유산,EF_잖아,EC_으니깐,NNG_오랜만,NNG_워터,NNG_전,VA_귀찮,NNG_음식,NNG_방수,NNG_팩,NNG_휴대폰,NNG_줄,VV_기다리,NNG_동안,VA_비싸,NNG_가격,EC_으니까,EF_야,EC_라서,NNG_아침,NNG_집안,NNG_호텔,NNG_밖,VV_나가,NNG_책,NNG_눈,NNG_고유,NNG_방학,EF_은가,NNG_광경,EC_은데,NNG_해외,NNG_견문,VV_높이,EF_거든,VV_섞,NNG_원어민,NNG_오케이,NNG_뜻,VV_통하,NNG_각각,EC_자,NNB_원,VA_멀,NNG_거리,NNG_추가,NNG_조금,NNG_이동,EC_더라도,NNG_비례,VV_붙,NNG_비용,NNG_대신,NNG_옆,NNG_음료수,NNG_커피,NNG_병,NNG_절약,NNG_은근,NNG_실망,NNG_부지,NNG_동그라미,NNG_배,NNG_증축,NNG_외국인,VV_뛰,NNG_환경,NNG_문제,NNG_날씨,NNG_땀,NNG_화장실,JX_이나,EC_는지,NNG_마음,EC_라면,NNG_마라톤,NNG_형태,NNG_설명,NNG_앞,NNG_강,VV_지나가,NNG_위,NNG_관광,NNG_구경,NNG_야경,NNG_경치,VA_높,NNG_이름,EF_더라,VA_흐리,NNG_정상,VV_오르,EF_나,NNG_빵,NNG_날,NNG_치즈,NNB_개,EC_자니,NNG_몸,NNG_다리,VV_떨어지,NNG_하루,EC_라,EF_ᆫ다,NNG_친척,VA_익숙하,VV_돌,NNG_특색,EC_라고,EF_ᆯ까,NNG_돌,NNG_기둥,VV_쌓,NNG_길,ETM_란,NNG_외국,EC_더라고,VV_좋아하,NNG_해변가,NNG_위치,NNG_사이,NNG_파스타,VV_파,NNG_음료,NNG_가게,VV_사,VV_꺼리,NNG_마지막,EC_으려고,NNG_물,EC_ᆫ다,EC_려고,NNB_겨를,NNG_평소,NNG_기회,NNG_그림,NNG_현장,NNG_체험,NNG_학습,VV_그리,EC_러,NNB_편,NNG_계곡,NNG_수박,VV_놔두,VA_시원하,VV_담그,NNG_뒤,EC_라든가,NNB_박,NNG_며칠,ETM_ᆫ단,NNG_신,NNG_예전,NNG_부모,NNB_시간,NNG_간격,VV_맞추,NNG_일정,NNG_비행기,NNG_수속,VA_늦,NNG_택시,VV_잡히,NNG_쓸모,NNB_일,NNG_중간,EF_ᆫ다니까,NNG_방,VV_자,NNG_핫,NNG_티브이,NNG_가구,NNG_실감,NNG_과자,NNG_화,NNG_예,NNG_필요,VV_찾,NNB_년,NNG_후,VV_바뀌,NNG_애,NNG_감정,EC_ᆫ지,NNB_쯤,NNG_낭비,VV_놀라,JX_나,NNB_차,NNG_음식점,JX_이라든가,NNG_끼,EF_ᆷ,NNG_공항,VA_급하,EC_ᆯ지,NNG_급박,NNG_상황,NNG_정확,NNG_이해,VV_그러,VV_돌아오,NNG_어제,NNB_간,NNG_이틀,NNG_인공,EF_ᆯ지,VV_달라지,VV_비하,NNG_여,VV_보내,NNB_법,EC_ᆫ가
SD2401225,10대,0.012260536398467433,0.0015325670498084292,0.0030651340996168583,0.0007662835249042146,0.01992337164750958,0.010727969348659003,0.014559386973180077,0.0367816091954023,0.006130268199233717,0.01532567049808429,0.013793103448275862,0.006130268199233717,0.0030651340996168583,0.0367816091954023,0.004597701149425287,0.0030651340996168583,0.028352490421455937,0.011494252873563218,0.004597701149425287,0.0053639846743295016,0.010727969348659003,0.029885057471264367,0.0053639846743295016,0.0030651340996168583,0.00842911877394636,0.011494252873563218,0.0007662835249042146,0.007662835249042145,0.0007662835249042146,0.0007662835249042146,0.0038314176245210726,0.01532567049808429,0.0030651340996168583,0.013793103448275862,0.004597701149425287,0.0007662835249042146,0.012260536398467433,0.00996168582375479,0.0007662835249042146,0.013026819923371647,0.0007662835249042146,0.017624521072796936,0.006130268199233717,0.041379310344827586,0.00842911877394636,0.01839080459770115,0.009195402298850575,0.0038314176245210726,0.0015325670498084292,0.01532567049808429,0.0053639846743295016,0.010727969348659003,0.012260536398467433,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.016091954022988506,0.0007662835249042146,0.029118773946360154,0.0015325670498084292,0.0038314176245210726,0.006896551724137931,0.0015325670498084292,0.0007662835249042146,0.01839080459770115,0.0030651340996168583,0.00842911877394636,0.012260536398467433,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0038314176245210726,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0030651340996168583,0.0053639846743295016,0.006896551724137931,0.0007662835249042146,0.0053639846743295016,0.0022988505747126436,0.0015325670498084292,0.00996168582375479,0.0007662835249042146,0.0015325670498084292,0.0015325670498084292,0.0053639846743295016,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.006130268199233717,0.0007662835249042146,0.010727969348659003,0.0022988505747126436,0.0015325670498084292,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.006130268199233717,0.0007662835249042146,0.0030651340996168583,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0015325670498084292,0.0007662835249042146,0.0038314176245210726,0.0015325670498084292,0.0007662835249042146,0.0022988505747126436,0.0007662835249042146,0.0038314176245210726,0.0015325670498084292,0.0038314176245210726,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.006896551724137931,0.006130268199233717,0.0015325670498084292,0.0022988505747126436,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0030651340996168583,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0053639846743295016,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0022988505747126436,0.0022988505747126436,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0022988505747126436,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0030651340996168583,0.0015325670498084292,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0038314176245210726,0.0007662835249042146,0.0007662835249042146,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0022988505747126436,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0030651340996168583,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0015325670498084292,0.0015325670498084292,0.0015325670498084292,0.0007662835249042146,0.004597701149425287,0.007662835249042145,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0015325670498084292,0.0030651340996168583,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0015325670498084292,0.0022988505747126436,0.0007662835249042146,0.0007662835249042146,0.004597701149425287,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0022988505747126436,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0007662835249042146,0.0015325670498084292,0.0007662835249042146,0.0007662835249042146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401226,10대,0.013626040878122634,0.0,0.002271006813020439,0.001514004542013626,0.023467070401211203,0.006813020439061317,0.00984102952308857,0.03709311127933384,0.00757002271006813,0.00984102952308857,0.0174110522331567,0.005299015897047691,0.005299015897047691,0.02195306585919758,0.002271006813020439,0.000757002271006813,0.015897047691143074,0.010598031794095382,0.0,0.004542013626040878,0.005299015897047691,0.02498107494322483,0.008327024981074944,0.003785011355034065,0.005299015897047691,0.02043906131718395,0.0,0.001514004542013626,0.005299015897047691,0.0,0.006056018168054504,0.002271006813020439,0.005299015897047691,0.006813020439061317,0.000757002271006813,0.0,0.018168054504163512,0.018925056775170326,0.0,0.0174110522331567,0.0,0.015897047691143074,0.000757002271006813,0.028766086298258896,0.003785011355034065,0.0174110522331567,0.004542013626040878,0.000757002271006813,0.000757002271006813,0.013626040878122634,0.005299015897047691,0.00984102952308857,0.009084027252081756,0.002271006813020439,0.001514004542013626,0.001514004542013626,0.0174110522331567,0.0,0.026495079485238455,0.0,0.003028009084027252,0.00984102952308857,0.001514004542013626,0.002271006813020439,0.010598031794095382,0.0,0.003028009084027252,0.006813020439061317,0.0,0.000757002271006813,0.000757002271006813,0.009084027252081756,0.0,0.000757002271006813,0.0,0.001514004542013626,0.006813020439061317,0.006813020439061317,0.000757002271006813,0.00757002271006813,0.002271006813020439,0.000757002271006813,0.008327024981074944,0.0,0.002271006813020439,0.000757002271006813,0.003028009084027252,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.0,0.000757002271006813,0.0,0.000757002271006813,0.0,0.0,0.0,0.0,0.003028009084027252,0.000757002271006813,0.009084027252081756,0.001514004542013626,0.0,0.001514004542013626,0.002271006813020439,0.002271006813020439,0.0,0.0,0.0,0.0,0.003028009084027252,0.003028009084027252,0.001514004542013626,0.0,0.0,0.0,0.0,0.0,0.0,0.001514004542013626,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.0,0.003785011355034065,0.0,0.0,0.0,0.004542013626040878,0.0,0.003028009084027252,0.0,0.000757002271006813,0.003028009084027252,0.0,0.0,0.0,0.0,0.0,0.000757002271006813,0.0,0.0,0.001514004542013626,0.003785011355034065,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.0,0.0,0.0,0.002271006813020439,0.0,0.002271006813020439,0.0,0.000757002271006813,0.0,0.0,0.001514004542013626,0.002271006813020439,0.0,0.000757002271006813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.0,0.003785011355034065,0.0,0.0,0.0,0.000757002271006813,0.000757002271006813,0.0,0.003028009084027252,0.0,0.0,0.002271006813020439,0.002271006813020439,0.0,0.0,0.0,0.002271006813020439,0.0,0.0,0.000757002271006813,0.000757002271006813,0.005299015897047691,0.0,0.000757002271006813,0.0,0.0,0.0,0.000757002271006813,0.0,0.0,0.000757002271006813,0.003785011355034065,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.0,0.0,0.003028009084027252,0.0,0.001514004542013626,0.0,0.0,0.0,0.002271006813020439,0.003028009084027252,0.001514004542013626,0.0,0.0,0.0,0.0,0.0,0.003785011355034065,0.0,0.0,0.000757002271006813,0.0,0.000757002271006813,0.0,0.0,0.0,0.0,0.001514004542013626,0.002271006813020439,0.0,0.0,0.0,0.0,0.001514004542013626,0.0,0.0,0.001514004542013626,0.000757002271006813,0.0,0.001514004542013626,0.002271006813020439,0.003028009084027252,0.0,0.001514004542013626,0.0,0.000757002271006813,0.001514004542013626,0.0,0.0,0.0,0.000757002271006813,0.005299015897047691,0.001514004542013626,0.000757002271006813,0.0,0.006056018168054504,0.0,0.0,0.0,0.000757002271006813,0.002271006813020439,0.002271006813020439,0.0,0.0,0.001514004542013626,0.000757002271006813,0.0,0.0,0.000757002271006813,0.000757002271006813,0.0,0.006056018168054504,0.003028009084027252,0.0,0.0,0.001514004542013626,0.000757002271006813,0.0,0.002271006813020439,0.000757002271006813,0.0,0.000757002271006813,0.0,0.0,0.0,0.0,0.0,0.000757002271006813,0.002271006813020439,0.001514004542013626,0.005299015897047691,0.000757002271006813,0.003028009084027252,0.000757002271006813,0.000757002271006813,0.003785011355034065,0.003028009084027252,0.002271006813020439,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.001514004542013626,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.002271006813020439,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.00984102952308857,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.003785011355034065,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.001514004542013626,0.002271006813020439,0.001514004542013626,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.003028009084027252,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.004542013626040878,0.000757002271006813,0.004542013626040878,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.002271006813020439,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.003028009084027252,0.001514004542013626,0.002271006813020439,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.002271006813020439,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.002271006813020439,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.002271006813020439,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.001514004542013626,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.001514004542013626,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813,0.000757002271006813
