화자ID,연령대,NP_너,JX_는,NNG_만약,NNG_애인,JKO_을,VV_만나,EC_게,VV_되,EC_ᆫ다면,JX_은,EC_다,JKS_가,EC_고,ETM_는,JKS_이,NNB_년,NNG_동안,NNB_번,ETM_ᆫ,NNG_사람,VA_좋,EF_어,EC_면,NNG_반대,JKG_의,NP_나,VA_있,ETM_던,NNB_거,VA_같,NP_이거,JKO_를,NNG_말,EC_어야,EC_ᆯ지,VV_모르,EC_는데,NNG_최근,VV_하,NNG_연애,VA_힘들,EC_여서,NNG_지금,JX_도,NNG_생각,NNG_마음,VA_아프,ETM_은,NNG_반,EC_어서,NNG_분리,NNG_수거,EC_ᆫ다,NP_걔,EC_ᆫ다고,EC_는지,NNG_남자,VV_알,EC_다가,ETM_ᆯ,VA_똑같,NNG_환승,VV_나가,EF_ᆯ래,VV_이러,NNG_미련,VV_있,EC_다고,EC_어,VA_없,NNG_관심,NNG_정도,EC_라고,EC_다면,VA_궁금하,NNB_것,EC_으니까,NNG_이상,ETN_음,ETM_을,NNG_연락,EC_어도,NP_뭐,EC_지,EC_ᆫ지,NP_그것,VV_나누,EF_지,VV_당하,EF_ᆷ,NNG_잠수,NNG_이별,VV_나,NNG_처음,NNG_집,NNG_작정,EC_지만,NNG_혼자,NNB_바,NNG_친구,NNG_애,EF_다,NNG_주변,NNG_문화,NNG_생활,EC_면서,VV_지내,ETN_기,NNG_결혼,NNG_결혼식,NNG_상대방,ETM_다는,JKO_ᆯ,EC_으면,EC_려고,NNG_노력,NNG_성격,NNG_오랫동안,VV_좋아하,EC_라서,VV_맞추,NNG_느낌,EC_라,VV_그러,EC_면은,EF_자,ETM_라는,NNB_식,NNG_부정,NNG_면,NNG_긍정,NNG_다음,JX_ᆫ,EC_은데,NNG_접점,VV_찾,NNG_존중,NNG_요즘,NNG_시간,VV_지나,NNG_트렌드,VV_변하,NNG_이해,NNG_쪽,JX_만,ETM_ᆫ다는,VV_어쩌,NNB_수,NNG_현상,EF_잖아,NNG_때,NNG_자신,NNG_상처,VV_보,EC_거든,VV_바라보,JX_마다,EF_거든,NP_얘,NNG_취급,EC_ᆫ데,VV_헤어지,EC_니까,NNG_연애사,NP_자기,NNG_고민,NNG_불안,NP_이것,NNG_집착,NNG_연인,EC_라면,NNG_하루,NNG_대화,NNG_시작,NNG_오후,NNB_시,NNB_적,ETM_자는,NNG_첫사랑,NNG_학생,NNG_다양,NNG_경험,VV_위하,NNG_전제,NNG_편안,NNG_교복,NNG_데이트,NNG_장난,VV_치,NNG_선,VV_넘,NNG_소개,VV_대하,NNG_아이,VV_낳,NNG_행복,NNG_가정,VV_꾸리,NNG_시기,VA_많,NP_누구,NNG_의지,NNG_가족,NNG_주민,NNG_등록,NNG_번호,NNG_등본,NNG_상,VV_모이,NNG_서로,NNG_힘,VV_들,NNG_옆,NNG_위로,VV_가,EC_든,NNG_사주,NNG_타,VV_지치,EC_더라도,NNG_상상,NNG_늪,VV_펼치,VV_사귀,VA_크,NNB_지,NNG_그때,EC_을지,NNG_부등호,NNB_쪽,NNG_판단,VV_맞,NNG_원,VV_잊,VA_편하,VV_끝나,NNG_꼴,VV_보이,EF_더라고,NNG_사랑,VV_버티,NNG_얘기,NNG_경우,NNG_생,EF_을까,NNG_불안감,NNG_기억,NNG_애초,VV_자,NNG_자체,EC_자고,EF_ᆯ까,NNG_끝,VV_맺,VV_타,NNG_기간,NNG_속앓이,NNB_가지,NNG_스트레스,NNG_감정,NNG_소모,VV_이기,NNG_방법,VV_바라,VA_소소하,NNG_지인,VV_모으,VA_작,NNG_특별,EF_나,VV_업신여기,NNG_프로그램,NNG_과거,VV_비하,VV_나오,EC_지만서도,VV_넘기,EC_거나,EC_ᆷ,NNG_관계,VV_여기,VV_잡히,EC_ᆫ가,NNG_외관,VA_착하,NNG_확신,NNG_확답,NNG_상황,ETM_ᆫ단,EF_야,NNG_답,NNG_인정,NNG_표현,NP_그거,NNG_안심,NNG_기준,NNG_보통,NNG_진심,EC_구,JX_나,EC_구나,VV_느끼,JX_까지,NNG_스타일,NNG_전,NNG_제로,EC_듯이,NNG_성향,NNG_만추,NNG_자연,NNG_만남,NNG_추구,VA_괜찮,NNG_선호,NNG_안전,VA_높,NNB_때문,NNG_준비,EC_다라고,VV_먹,NNG_옛날,NNG_정략,NNG_가난,NNG_회피,VV_갖,NNG_이유,NNG_고부,NNG_갈등,NNG_개인,NNG_자유,VV_사라지,VV_살,NNG_타협,NNG_정의,NNG_일정,NNG_부분,NNG_진짜,EC_라도,NNG_인생,ETM_란,VV_정하,NNB_대로,NNG_일,VV_일어나,NNG_우연,VV_겪,VV_생기,NNG_매몰,NP_거기,NNG_해,NNG_궁합,EC_으려고,VV_떠나,EC_야,NNG_별,NNG_후회,VV_참,VA_나쁘
SD2401195,10대,0.010784313725490196,0.03725490196078431,0.0,0.000980392156862745,0.030392156862745098,0.00196078431372549,0.010784313725490196,0.004901960784313725,0.0,0.010784313725490196,0.00196078431372549,0.01764705882352941,0.028431372549019607,0.04411764705882353,0.03333333333333333,0.0029411764705882353,0.00392156862745098,0.0029411764705882353,0.011764705882352941,0.022549019607843137,0.004901960784313725,0.029411764705882353,0.004901960784313725,0.0,0.016666666666666666,0.03725490196078431,0.0058823529411764705,0.0058823529411764705,0.030392156862745098,0.018627450980392157,0.000980392156862745,0.012745098039215686,0.00392156862745098,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.0,0.029411764705882353,0.01568627450980392,0.0,0.0,0.0,0.008823529411764706,0.025490196078431372,0.0029411764705882353,0.000980392156862745,0.011764705882352941,0.0,0.010784313725490196,0.0,0.0,0.000980392156862745,0.0,0.0,0.0,0.0,0.000980392156862745,0.0,0.010784313725490196,0.0,0.0029411764705882353,0.00196078431372549,0.0,0.0,0.000980392156862745,0.00784313725490196,0.006862745098039216,0.022549019607843137,0.008823529411764706,0.000980392156862745,0.000980392156862745,0.0058823529411764705,0.000980392156862745,0.0,0.011764705882352941,0.0,0.00196078431372549,0.0,0.006862745098039216,0.000980392156862745,0.0029411764705882353,0.0058823529411764705,0.00784313725490196,0.0,0.0029411764705882353,0.0,0.00196078431372549,0.000980392156862745,0.0,0.0029411764705882353,0.00196078431372549,0.000980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.0029411764705882353,0.0,0.0,0.0029411764705882353,0.0,0.00392156862745098,0.00980392156862745,0.000980392156862745,0.000980392156862745,0.00392156862745098,0.004901960784313725,0.000980392156862745,0.0,0.000980392156862745,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.004901960784313725,0.000980392156862745,0.0029411764705882353,0.0,0.000980392156862745,0.0,0.006862745098039216,0.000980392156862745,0.0,0.0,0.000980392156862745,0.000980392156862745,0.0,0.0,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.00392156862745098,0.000980392156862745,0.00392156862745098,0.00784313725490196,0.0,0.00392156862745098,0.0058823529411764705,0.00392156862745098,0.000980392156862745,0.004901960784313725,0.0,0.000980392156862745,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000980392156862745,0.0,0.000980392156862745,0.000980392156862745,0.0,0.0,0.0,0.000980392156862745,0.0,0.0,0.00392156862745098,0.0,0.0029411764705882353,0.0,0.0,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0,0.0,0.0,0.0,0.000980392156862745,0.0,0.0,0.0029411764705882353,0.00196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.00196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.000980392156862745,0.0,0.0,0.000980392156862745,0.0,0.00196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.000980392156862745,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.0029411764705882353,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.00196078431372549,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0029411764705882353,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.00196078431372549,0.004901960784313725,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.00392156862745098,0.00196078431372549,0.00196078431372549,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0029411764705882353,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0029411764705882353,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0029411764705882353,0.000980392156862745,0.0029411764705882353,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745
SD2401196,10대,0.013723696248856358,0.04025617566331199,0.006404391582799634,0.008234217749313814,0.03476669716376944,0.004574565416285453,0.009149130832570906,0.006404391582799634,0.0018298261665141812,0.01738334858188472,0.0036596523330283625,0.021043000914913082,0.01463860933211345,0.03202195791399817,0.0484903934126258,0.0018298261665141812,0.0018298261665141812,0.0018298261665141812,0.013723696248856358,0.01555352241537054,0.013723696248856358,0.03751143641354071,0.008234217749313814,0.0009149130832570906,0.010064043915827997,0.04757548032936871,0.010978956999085087,0.006404391582799634,0.021043000914913082,0.0192131747483989,0.0036596523330283625,0.01463860933211345,0.0036596523330283625,0.0018298261665141812,0.0009149130832570906,0.0036596523330283625,0.004574565416285453,0.0009149130832570906,0.03293687099725526,0.010064043915827997,0.004574565416285453,0.0009149130832570906,0.0009149130832570906,0.011893870082342177,0.01738334858188472,0.0036596523330283625,0.0018298261665141812,0.008234217749313814,0.0009149130832570906,0.013723696248856358,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0018298261665141812,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.01463860933211345,0.0009149130832570906,0.004574565416285453,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0054894784995425435,0.0054894784995425435,0.0192131747483989,0.0054894784995425435,0.0018298261665141812,0.0054894784995425435,0.004574565416285453,0.0009149130832570906,0.0018298261665141812,0.01646843549862763,0.0018298261665141812,0.0018298261665141812,0.0009149130832570906,0.007319304666056725,0.0054894784995425435,0.0009149130832570906,0.0009149130832570906,0.0036596523330283625,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0027447392497712718,0.0036596523330283625,0.0009149130832570906,0.0009149130832570906,0.0027447392497712718,0.0027447392497712718,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.004574565416285453,0.0036596523330283625,0.0018298261665141812,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.010064043915827997,0.0009149130832570906,0.0054894784995425435,0.004574565416285453,0.0009149130832570906,0.0009149130832570906,0.0027447392497712718,0.0036596523330283625,0.0036596523330283625,0.0018298261665141812,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.004574565416285453,0.0009149130832570906,0.0027447392497712718,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0018298261665141812,0.0009149130832570906,0.007319304666056725,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0036596523330283625,0.0009149130832570906,0.0027447392497712718,0.009149130832570906,0.0027447392497712718,0.004574565416285453,0.0054894784995425435,0.0009149130832570906,0.0018298261665141812,0.0036596523330283625,0.0027447392497712718,0.0018298261665141812,0.0018298261665141812,0.0018298261665141812,0.004574565416285453,0.004574565416285453,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0027447392497712718,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0027447392497712718,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0027447392497712718,0.0018298261665141812,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0027447392497712718,0.0018298261665141812,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
