화자ID,연령대,NNG_이번,NNG_학교,NNG_축제,NNG_뉴진스,VV_오,ETM_ᆫ,NNB_거,VV_보,EF_어,VV_나,EC_어,NNG_아무것,JX_도,VV_모르,NNG_애,EC_러,VV_가,EF_더라,NP_우리,VV_다니,ETM_ᆯ,NNG_때,VA_좋,ETM_던,NNG_가수,NNB_적,VV_있,EC_니,NNG_정상,NNG_수,NNG_체육,NNG_대회,NP_그거,VV_말,EC_고,JX_는,EF_지,NNG_그때,NNG_학생회,JKS_이,VV_좋아하,EC_어서,NNG_대신,VV_임하,NNG_별,NNG_사람,EF_잖아,NP_나,VA_없,NNG_곳,NNG_실습,VV_맞,NNG_선배,VA_있,EC_는데,VV_하,EC_다,EC_니까,VV_혼나,NNG_과목,NNG_초등,ETM_을,VA_밝,JX_ᆫ,VA_재밌,JKO_를,NNG_사탕,VV_주,NNG_과자,VV_나누,VA_어이없,EF_네,NNG_칭찬,NNG_에이,NNG_플러스,EF_ᆯ걸,NNG_지역,NNG_보건소,VV_나가,NNG_나,NNG_체조,VV_만들,VV_어르,NNB_분,VV_가르치,VV_알,NP_뭐,NNG_손,ETN_기,NNB_것,NNG_무릎,VV_굽히,NNG_선생,EC_지,NNG_자료,VV_읽,NNG_지침서,VV_채우,VV_그리,ETM_는,NNG_어르신,NNG_가족,VV_물어보,VV_막히,VA_힘들,VA_괜찮,EC_게,EC_다고,VV_그러,VV_넘어가,NNG_밥,VA_맛있,NP_거기,NNG_여비,NNG_짬뽕,NNB_번,JX_밖에,VV_먹,NNG_말,EC_면서,NNG_저녁,NNG_라면,NNB_수,VA_많,ETM_은,EF_야,NNG_살,VV_찌,EF_거든,EF_는데,NNG_점심밥,JKO_을,JKS_가,VA_바쁘,NNG_신경,VV_쓰,NNG_경우,NNG_우리,NNG_고생,NNG_사물함,NNG_배우,VV_비우,NNG_날,VA_싫,NNG_전공,NNG_책,EC_으니까,NNG_해부학,NNG_성인,NNG_간호,NNB_권,VV_들,VA_같,NNG_층,EC_으면,EC_은데,NNG_마지막,NNG_학생,NNG_실,VV_옮기,NNB_쪽,NNG_제일,NNG_입구,NNG_위치,VA_다르,NNG_관,VA_멀,NP_그것,NNG_학년,NNG_행동,NNG_봉사,NNG_시간,EC_어야,VV_되,JX_까지,NNG_끝,VV_미루,EC_다가,NNB_시간,NNG_교수,NNG_전화,EF_냐,VV_기억나,NNB_일,NNG_전,EF_ᆫ데,NNG_점수,VV_가지,NNG_도표,NNB_막,NNG_차이,EC_ᆫ데,VA_크,EC_ᆫ다고,NNB_데,NNG_수박,NNG_게임,VV_빠지,VA_높,NNG_수업,NNG_소리,VV_들리,EC_나,EF_ᆫ다,JX_은,VV_두,VV_남,VV_치,NNG_원어민,VV_뜨,EC_길래,NNG_신청,VV_바뀌,EF_더라고,NNG_징,NNG_수강,NNG_정정,VV_들어가,VV_바꾸,EC_려고,JX_뿐,JX_만,EC_라,NNG_사자성어,NNG_공책,NNG_뜻,JKO_ᆯ,NNG_페이지,VV_멈추,NNG_지금,NP_누구,EC_ᆫ다던데,EF_다,NNG_비,NNG_제시,VV_부르,NNG_발라드,NNG_생각,NNG_노래,VA_재미없,VV_따르,NP_너,NNB_지,NNG_얼마,NNG_혼,NNG_옛날,NNG_중환자실,VV_생각나,JX_나,NP_가,NNG_말괄량이,EF_나,NNG_초등학생,VA_비슷하,NNG_다음,NNG_지난주,EC_냐고,NNG_떼,NNG_비교,EC_냐며,NNG_유일,EC_여,EF_고,NNG_주,NNG_준비,EC_라고,NP_자기,NNG_말씀,VA_똑같,EF_은데,NNG_초등학교,NNG_문제,NNG_재고,NNG_할머니,NNG_할아버지,VV_놀,NNG_성적,VV_나오,VV_보이,JX_부터,NP_이거,VV_시키,VA_길,NNG_계속,NNG_박수,NNG_치매,NNG_예방,NNG_그림,VV_찾,NNG_산책,VV_바라,EC_는지,NNG_나중,NNG_완전,NNG_박사,VV_계시,EC_어도,NNG_설명,NNG_정도,VV_지어내,VV_적,NNG_밑,NNG_짜장면,NNG_집,NNG_중국집,EF_ᆫ가,NNG_맛,NNG_차돌,NNG_국립,NNG_병원,NNG_저녁밥,NNG_점심,NNG_일,VA_서글프,NNG_학기,JX_마다,NNG_정리,NNG_기숙사,VV_살,NNG_통학,VV_잃어버리,VV_가져가,NNG_교실,VV_놔두,EC_든,VV_놓아두,VV_건들,EC_면,NP_아무,EC_건,NNG_후배,VV_건드리,NNG_과,NNG_필요,VV_끝내,NNG_휴학,NNG_뒤,VV_까먹,NNG_이상,NNG_잔소리,VA_심하,VV_찾아오,VV_혼내,VV_지내,NNB_중,EC_자,NNG_공부,NNG_시험,NP_너희,NNG_반,NNG_얘기,NNG_중학,NNG_느낌,NNG_성숙,EC_라서,NNG_짓,NNG_앞,VA_급하,VV_끄,VV_펴,NNG_기억,NNG_옆,NNG_진짜,EC_으려고,NNB_년,NNG_동안,NNB_명,NNG_학점,EF_려고
SD2400220,20대,0.0025412960609911056,0.0063532401524777635,0.0012706480304955528,0.0012706480304955528,0.008894536213468869,0.01397712833545108,0.020330368487928845,0.005082592121982211,0.053367217280813214,0.005082592121982211,0.03811944091486658,0.0012706480304955528,0.01397712833545108,0.0012706480304955528,0.005082592121982211,0.0012706480304955528,0.008894536213468869,0.0025412960609911056,0.01905972045743329,0.005082592121982211,0.012706480304955527,0.025412960609911054,0.007623888182973317,0.007623888182973317,0.0012706480304955528,0.0038119440914866584,0.007623888182973317,0.0012706480304955528,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.008894536213468869,0.0038119440914866584,0.03303684879288437,0.030495552731893267,0.020330368487928845,0.011435832274459974,0.0012706480304955528,0.022871664548919948,0.0038119440914866584,0.01905972045743329,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.01397712833545108,0.03939008894536213,0.0038119440914866584,0.0012706480304955528,0.008894536213468869,0.005082592121982211,0.0025412960609911056,0.007623888182973317,0.010165184243964422,0.0241423125794155,0.005082592121982211,0.0038119440914866584,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.010165184243964422,0.0012706480304955528,0.012706480304955527,0.0025412960609911056,0.0038119440914866584,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0038119440914866584,0.0012706480304955528,0.0012706480304955528,0.0038119440914866584,0.0038119440914866584,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0063532401524777635,0.005082592121982211,0.0012706480304955528,0.0012706480304955528,0.005082592121982211,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.005082592121982211,0.0025412960609911056,0.007623888182973317,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.011435832274459974,0.0012706480304955528,0.0063532401524777635,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0025412960609911056,0.0038119440914866584,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.005082592121982211,0.0012706480304955528,0.007623888182973317,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0038119440914866584,0.0063532401524777635,0.0063532401524777635,0.0025412960609911056,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.008894536213468869,0.015247776365946633,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0038119440914866584,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0038119440914866584,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.005082592121982211,0.0038119440914866584,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0038119440914866584,0.0038119440914866584,0.0038119440914866584,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.01905972045743329,0.0012706480304955528,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0038119440914866584,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0038119440914866584,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0038119440914866584,0.0025412960609911056,0.0025412960609911056,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0025412960609911056,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0012706480304955528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2400221,20대,0.0,0.006183745583038869,0.0008833922261484099,0.0008833922261484099,0.009717314487632508,0.0088339222614841,0.02120141342756184,0.00441696113074205,0.045053003533568906,0.007950530035335688,0.04063604240282685,0.0,0.01678445229681979,0.00265017667844523,0.011484098939929329,0.0008833922261484099,0.015901060070671377,0.0008833922261484099,0.007950530035335688,0.00265017667844523,0.006183745583038869,0.0088339222614841,0.00530035335689046,0.0176678445229682,0.0008833922261484099,0.00530035335689046,0.00265017667844523,0.00441696113074205,0.0008833922261484099,0.0008833922261484099,0.0,0.0,0.00530035335689046,0.0017667844522968198,0.06537102473498234,0.018551236749116608,0.007067137809187279,0.009717314487632508,0.0,0.022968197879858657,0.0,0.00441696113074205,0.0,0.0,0.0,0.00530035335689046,0.00530035335689046,0.026501766784452298,0.007067137809187279,0.0,0.00265017667844523,0.013250883392226149,0.0008833922261484099,0.01060070671378092,0.014134275618374558,0.022968197879858657,0.0017667844522968198,0.006183745583038869,0.0035335689045936395,0.0,0.0008833922261484099,0.0017667844522968198,0.0,0.01060070671378092,0.011484098939929329,0.0017667844522968198,0.0,0.0008833922261484099,0.0008833922261484099,0.0,0.0,0.0035335689045936395,0.0008833922261484099,0.0,0.0,0.0,0.0008833922261484099,0.00265017667844523,0.0035335689045936395,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0017667844522968198,0.0035335689045936395,0.0,0.00441696113074205,0.009717314487632508,0.0,0.0,0.00441696113074205,0.011484098939929329,0.0,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0,0.014134275618374558,0.0,0.0,0.0,0.0,0.00441696113074205,0.0008833922261484099,0.007067137809187279,0.00265017667844523,0.0035335689045936395,0.0017667844522968198,0.00530035335689046,0.00530035335689046,0.0017667844522968198,0.0017667844522968198,0.00265017667844523,0.0035335689045936395,0.0,0.006183745583038869,0.0008833922261484099,0.0017667844522968198,0.0,0.0,0.0008833922261484099,0.00265017667844523,0.007067137809187279,0.0,0.0017667844522968198,0.0008833922261484099,0.0,0.0008833922261484099,0.0008833922261484099,0.0035335689045936395,0.015017667844522967,0.0,0.0,0.0035335689045936395,0.0,0.0,0.0008833922261484099,0.00265017667844523,0.0,0.0017667844522968198,0.0,0.0008833922261484099,0.0,0.00265017667844523,0.0008833922261484099,0.0,0.0,0.0,0.0,0.0008833922261484099,0.013250883392226149,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0008833922261484099,0.0,0.0,0.0,0.0,0.0,0.0,0.0008833922261484099,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0008833922261484099,0.0017667844522968198,0.0035335689045936395,0.0,0.0,0.0,0.00530035335689046,0.0,0.015017667844522967,0.0008833922261484099,0.0,0.0,0.0,0.0,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0,0.0,0.0017667844522968198,0.0,0.00265017667844523,0.00441696113074205,0.0,0.0,0.0008833922261484099,0.0008833922261484099,0.0035335689045936395,0.0035335689045936395,0.0008833922261484099,0.0035335689045936395,0.0,0.00441696113074205,0.0008833922261484099,0.0,0.0,0.00265017667844523,0.0,0.0008833922261484099,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0008833922261484099,0.0,0.0017667844522968198,0.0,0.00441696113074205,0.00530035335689046,0.0,0.0,0.0,0.0,0.0,0.0,0.0008833922261484099,0.0035335689045936395,0.0008833922261484099,0.00441696113074205,0.0008833922261484099,0.0008833922261484099,0.00441696113074205,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.007067137809187279,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.00441696113074205,0.0017667844522968198,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.0035335689045936395,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.00441696113074205,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0035335689045936395,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0035335689045936395,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0035335689045936395,0.0008833922261484099,0.0008833922261484099
