화자ID,연령대,NP_너,JX_는,VV_키우,EC_고,ETM_는,NNG_반려동물,JKS_이,VA_있,EF_어,NP_나,JX_도,JX_은,NNB_것,VA_없,NNB_데,VA_어리,ETM_ᆯ,NNG_때,NNG_집,NNG_처음,JX_부터,JKS_가,EC_어서,NNG_초등학교,NNG_학년,JX_까지,JKO_를,NNG_학교,NNG_끝,VV_나,VV_가,EC_면,NNG_밥,NNG_주,VV_주,NNG_저녁,NNG_전,NNG_게네,VV_쳐다보,EC_면서,NNG_멍,VV_때리,VV_하,VV_보,NNG_병아리,NNG_고슴도치,NNB_번,EC_어,ETM_던,NNB_거,VA_같,NNG_오빠,VV_다니,NNG_문,NNG_앞,NNG_문방구,VV_파,NNG_아저씨,EF_잖아,NP_거기,VV_사,NNB_마리,VV_데리,VV_오,EC_는데,ETM_을,JKG_의,NNG_코,VV_쪼,VV_먹,ETM_은,EF_야,NP_그거,VV_가지,VV_싸우,NNG_엄마,VV_혼나,NNB_적,NNG_이후,NNG_고양이,VV_좋아하,NNG_입양,EC_게,VV_되,ETM_ᆫ,EF_거든,NNG_고등,VV_들어가,ETN_기,EC_다가,NNG_할머니,NNG_옆집,NNB_분,NNG_이사,NNG_부탁,EC_러,EC_ᆫ지,NP_뭐,EC_ᆫ가,ETM_다는,NNG_생각,NNG_책임감,JKO_을,VV_대하,NNG_미안,ETN_ᆷ,VV_있,EC_지,EF_다,NNG_개,NNB_중,JKO_ᆯ,NNG_선호,VV_물어보,VV_살,EC_던데,NP_우리,EF_ᆯ까,VV_이러,EF_던데,NNG_돈,NNG_반려,NNG_동물,VV_들,JX_ᆫ,NNG_수명,NNB_년,NNG_그때,NNG_케어,NNG_자신,NNG_나중,NNG_직업,VV_갖,NNG_정착,NNG_정도,ETM_라는,VA_길,NNG_털,NNG_하얀색,NNG_눈,VA_좋,VV_말,NNG_애완동물,NNG_학생회,NNG_애,NNG_물고기,NNG_열대어,EC_나,VA_비싸,NNG_친구,VV_빠지,NP_걔,NNG_누끼,VV_따,NNG_사진,VV_만들,NNG_짤,VV_쓰,EF_더라고,NNB_달,NNG_달,VV_죽,EC_다고,VA_속상하,NNG_해외여행,NNG_대신,NNG_사람,VV_찾,EC_으면서,VV_애타,VA_짧,NNG_강아지,NNG_중학교,NNG_거북이,NNG_게,NNB_살,EF_ᆫ대,NNG_본가,EC_어도,VV_알,VV_지내,ETM_ᆫ단,NNG_말,EC_는지,VA_신기하,NNG_나,NNG_중성,NNG_수술,NNG_변,NNG_이상,NNG_피,VV_섞이,NNB_때문,NNG_귀,VV_접히,VV_피,EC_야,VV_찢어지,EC_거나,VV_다치,EC_ᆫ데,NP_얘,NNB_채,NNG_병원,VA_크,NNG_병,NNG_사료,EC_라서,NNG_몸,NNG_그루밍을,NP_자기,VV_끼,VV_그러,VV_깨지,NNG_체감,VA_많,NNG_다양,NNG_예전,EC_자,EC_으면,NNG_새,EC_니까,NNG_주변,NNG_펫,NNG_숍,VV_생기,NNG_근처,VV_붙,NNG_물품,NNG_파,NNG_마트,NNG_자취,EC_은데,VV_내려가,NNG_물,NNG_거북,NNB_등등,NNG_중학,NNG_언니,NNG_간택,VV_당하,NNG_츄르,NNG_냄새,JX_만,VV_맡,NNG_가까이,EF_고,NNG_평소,NNG_츄,NNG_르,VV_꺼내,NNG_소리,VV_들리,VV_다가오,EF_더라,NNG_길거리,EC_까,VV_마주치,EC_려고,NNG_기억,EC_라고,NNG_형태,NNG_간식,NP_그것,NNG_봉투,VV_담기,VV_흔들,VV_쫓아오,NNG_아,NNG_유명,NNG_동아리,VV_놀,VV_날리,NNG_장난감,VV_부러지,NNG_옛날,EC_냐,NNG_아파트,NNG_단지,VV_버리,EC_어다가,VA_아프,NNG_세상,VV_뜨,NNG_소라,NNG_시장,VV_잃,JX_대로,NNG_음,NNG_밖,NNG_닭,NNG_주인,NNG_경험,VV_맞,EF_랄까,NNG_영상,JX_밖에,NP_이것,VV_느끼,NNG_부담,EF_ᆫ가,NNG_매력,NNG_길,VV_보이,VV_찍,NNB_편,EF_구나,VV_치,NNG_앵무새,VA_똑똑하,NNG_이름,NNG_인사,EF_지,NNB_외,NNB_쯤,VV_태어나,NNG_표현,NNB_수,ETM_ᆫ다는,NNG_동네,NNG_혼,NNG_혼자,NNG_새끼,NNG_상태,NNG_검사,VV_어쩌,NNG_의사,NNG_선생,VV_데려가,VA_힘들,NNB_원,NNG_요즘,NNG_제품,VV_나오,NNG_축구,NNG_공,VV_나가,NP_그쪽,NNG_허무,NNG_개발,NNG_지역,NP_아무,NNG_며칠,NNG_뒤,NNG_건물,VV_무너뜨리,NNG_곳,EF_으,NNG_위험,VV_올라가,NNB_만,NNG_구멍,VV_구하,NNB_명,VV_피하,NNG_제품명,NNG_저번,NNG_껌,VV_개,NNG_육포,NNG_전용,NNG_영양분,VA_풍부하,EC_라,NNG_가족,NNG_용품,NNB_개,NNG_이유,NNG_쪼끔,VV_건들,EC_ᆫ다고,VV_챙기,NNG_길고양이,VV_만나
SD2401267,20대,0.007543103448275862,0.032327586206896554,0.022629310344827586,0.04310344827586207,0.03017241379310345,0.005387931034482759,0.03556034482758621,0.018318965517241378,0.023706896551724137,0.01293103448275862,0.023706896551724137,0.00646551724137931,0.005387931034482759,0.007543103448275862,0.0021551724137931034,0.0,0.003232758620689655,0.004310344827586207,0.00646551724137931,0.0010775862068965517,0.0010775862068965517,0.02693965517241379,0.010775862068965518,0.0,0.0021551724137931034,0.0021551724137931034,0.009698275862068966,0.0010775862068965517,0.0,0.0010775862068965517,0.008620689655172414,0.008620689655172414,0.0,0.0,0.0010775862068965517,0.0,0.0010775862068965517,0.0,0.0,0.00646551724137931,0.0,0.0,0.014008620689655173,0.020474137931034482,0.0021551724137931034,0.0021551724137931034,0.00646551724137931,0.0334051724137931,0.01293103448275862,0.03879310344827586,0.016163793103448277,0.0,0.0021551724137931034,0.0,0.0010775862068965517,0.0010775862068965517,0.0,0.0,0.0010775862068965517,0.0,0.0010775862068965517,0.0021551724137931034,0.0021551724137931034,0.003232758620689655,0.017241379310344827,0.0,0.0021551724137931034,0.0,0.0,0.0,0.005387931034482759,0.009698275862068966,0.009698275862068966,0.0010775862068965517,0.0,0.0,0.0,0.016163793103448277,0.0021551724137931034,0.022629310344827586,0.0010775862068965517,0.0,0.00646551724137931,0.0021551724137931034,0.022629310344827586,0.0021551724137931034,0.0,0.0,0.0021551724137931034,0.004310344827586207,0.0,0.0,0.0010775862068965517,0.0,0.0,0.0010775862068965517,0.0,0.005387931034482759,0.0,0.004310344827586207,0.00646551724137931,0.0,0.005387931034482759,0.0010775862068965517,0.0,0.0,0.00646551724137931,0.005387931034482759,0.0010775862068965517,0.0021551724137931034,0.004310344827586207,0.003232758620689655,0.0,0.0,0.0010775862068965517,0.0,0.0010775862068965517,0.0010775862068965517,0.003232758620689655,0.0,0.0021551724137931034,0.0,0.0010775862068965517,0.004310344827586207,0.004310344827586207,0.0,0.0,0.004310344827586207,0.0021551724137931034,0.0,0.0,0.0,0.0,0.0,0.0010775862068965517,0.0010775862068965517,0.0,0.0,0.0,0.0,0.003232758620689655,0.003232758620689655,0.0,0.0,0.004310344827586207,0.0010775862068965517,0.0,0.0010775862068965517,0.0021551724137931034,0.017241379310344827,0.0010775862068965517,0.0021551724137931034,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0010775862068965517,0.004310344827586207,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.0021551724137931034,0.003232758620689655,0.0,0.0,0.0,0.009698275862068966,0.0010775862068965517,0.003232758620689655,0.0,0.0021551724137931034,0.0,0.0,0.0010775862068965517,0.0010775862068965517,0.0,0.0010775862068965517,0.0021551724137931034,0.0,0.0,0.0,0.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.0010775862068965517,0.0,0.0010775862068965517,0.0,0.0010775862068965517,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0010775862068965517,0.0,0.0021551724137931034,0.0,0.0010775862068965517,0.0,0.0,0.0010775862068965517,0.0,0.0,0.0010775862068965517,0.0,0.0021551724137931034,0.0021551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010775862068965517,0.0,0.0,0.004310344827586207,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021551724137931034,0.0,0.004310344827586207,0.0,0.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.003232758620689655,0.0,0.0,0.0,0.0,0.0,0.0010775862068965517,0.0,0.0,0.005387931034482759,0.0,0.0,0.0010775862068965517,0.0,0.0,0.0010775862068965517,0.0,0.003232758620689655,0.0,0.0021551724137931034,0.0010775862068965517,0.0021551724137931034,0.0010775862068965517,0.0021551724137931034,0.0021551724137931034,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0021551724137931034,0.0021551724137931034,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0021551724137931034,0.0010775862068965517,0.004310344827586207,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0010775862068965517,0.003232758620689655,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.003232758620689655,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.003232758620689655,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0021551724137931034,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517,0.0010775862068965517
SD2401268,20대,0.005676442762535478,0.020813623462630087,0.03122043519394513,0.052980132450331126,0.02554399243140965,0.000946073793755913,0.021759697256385997,0.014191106906338695,0.02459791863765374,0.015137180700094607,0.0293282876064333,0.011352885525070956,0.007568590350047304,0.003784295175023652,0.004730368968779565,0.001892147587511826,0.00946073793755913,0.011352885525070956,0.005676442762535478,0.000946073793755913,0.001892147587511826,0.02459791863765374,0.017975402081362345,0.002838221381267739,0.000946073793755913,0.003784295175023652,0.01892147587511826,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.01229895931882687,0.007568590350047304,0.005676442762535478,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.005676442762535478,0.000946073793755913,0.000946073793755913,0.013245033112582781,0.00946073793755913,0.005676442762535478,0.001892147587511826,0.002838221381267739,0.030274361400189215,0.008514664143803218,0.026490066225165563,0.017029328287606435,0.008514664143803218,0.003784295175023652,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.003784295175023652,0.001892147587511826,0.002838221381267739,0.003784295175023652,0.000946073793755913,0.002838221381267739,0.008514664143803218,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.004730368968779565,0.008514664143803218,0.001892147587511826,0.008514664143803218,0.003784295175023652,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.006622516556291391,0.000946073793755913,0.020813623462630087,0.001892147587511826,0.002838221381267739,0.008514664143803218,0.007568590350047304,0.01892147587511826,0.004730368968779565,0.000946073793755913,0.001892147587511826,0.001892147587511826,0.002838221381267739,0.002838221381267739,0.002838221381267739,0.001892147587511826,0.000946073793755913,0.001892147587511826,0.002838221381267739,0.001892147587511826,0.003784295175023652,0.003784295175023652,0.001892147587511826,0.002838221381267739,0.000946073793755913,0.011352885525070956,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.011352885525070956,0.002838221381267739,0.002838221381267739,0.001892147587511826,0.001892147587511826,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.005676442762535478,0.003784295175023652,0.002838221381267739,0.002838221381267739,0.001892147587511826,0.001892147587511826,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.003784295175023652,0.000946073793755913,0.000946073793755913,0.002838221381267739,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.005676442762535478,0.004730368968779565,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.006622516556291391,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.004730368968779565,0.000946073793755913,0.001892147587511826,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.001892147587511826,0.003784295175023652,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.004730368968779565,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.001892147587511826,0.003784295175023652,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.001892147587511826,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.002838221381267739,0.001892147587511826,0.000946073793755913,0.002838221381267739,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.000946073793755913,0.001892147587511826,0.001892147587511826,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.001892147587511826,0.001892147587511826,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.000946073793755913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
