화자ID,연령대,NP_너,JX_ᆫ,NNG_요새,NNG_애,JKS_이,NNG_연애,JKO_를,VV_하,ETM_ᆯ,NNG_때,NNG_동거,NNG_시작,EC_고,ETM_는,NNG_사람,NP_나,NNG_주변,VV_보,EF_거든,JX_는,JKS_가,NNG_필수,EC_라고,NNG_생각,JKO_을,EF_어,EC_면,JX_은,NNG_나중,NNG_추후,NNG_결혼,EC_ᆫ다고,NNG_신혼부부,NNG_사랑,NNG_주택,VA_같,ETM_은,NNB_것,JX_도,VV_되,EC_어,EC_어서,NNG_보증금,VA_싸,NNG_월세,NNG_대신,NNG_계약,NNG_기간,NNB_년,NNG_정도,EC_는데,NNG_국가,NNG_지원,NNB_거,EC_라서,NNG_처음,JX_부터,NNG_집,NNG_살림,VA_좋,ETN_기,EC_지만,NNG_자가,VV_들어가,ETM_ᆫ,NNB_때문,NP_그거,NNG_추천,EC_지,EC_는다고,NNG_혼인,NNG_신고,EC_든지,NNG_돈,VV_보태,JKG_의,VV_만들,NNG_곳,VV_가,VA_괜찮,EC_다고,NNG_경우,NP_우리,EC_려,EF_잖아,EC_게,VV_맞추,EC_어야,NP_이것,NNG_직장,EC_든,NP_어디,NNB_시,NNG_출근,NNG_퇴근,ETM_을,NNG_자기,NNG_계발,VV_위하,VA_늦,VV_자,VV_일어나,NNG_피곤,ETN_ᆷ,NNG_상관,VA_없,NNG_애초,NNG_밤,NNG_일,NNG_아침,VV_들,NNG_만약,NNG_초반,NNG_이해,VV_있,NNG_시간,NNG_필요,EC_니까,NNG_얘기,ETM_던,NNG_내용,NNG_말,EF_을까,NNG_일반,NNG_웨딩,NNG_스몰,VV_좋아하,NNG_야외,NNG_결혼식,JX_이라든지,NNG_친구,JX_만,NNB_명,VV_부르,VV_알,EC_다시피,NNG_부모,JKS_께서,VV_뿌리,VA_많,JKO_ᆯ,EC_으면,VV_주,NNG_이모,EC_은데,NNG_조카,NNG_사촌,NNG_왕래,VA_잦,NNG_중요,EF_지,VA_있,EC_거나,NP_뭐,NNG_가족,NNG_모임,NNB_수,EC_ᆷ,VV_만나,NNG_하하호호,EC_면서,NNG_관계,NNG_도움,NNG_장점,NNG_예,NNG_살,NNG_여행,VV_살,JX_나,VV_대하,NNG_부정,EF_야,NNG_사주,EC_ᆫ데,NNG_맹신,VV_맞,NP_이거,NNG_최악,NNG_판단,EF_ᆯ까,EC_라면,NNG_상황,NP_그것,EC_나,ETM_라는,VV_나오,EF_은데,NNG_자,EC_니깐,NNG_경험,NNG_설명,EF_ᆯ래,NNG_기억,NNG_보통,NNG_구경,NNG_슬픔,NNG_기쁨,NNG_축하,VA_기쁘,EF_네,NNG_자식,VV_보내,NNG_기,EF_다,NNG_눈물,NNG_걸,NNG_가슴,VA_벅차,NNB_적,EF_고,NNG_응원,NNG_감정,NNB_초,NNG_중반,VA_다르,EC_려고,VV_쓰,NNG_그다음,NNB_중,NNG_반,NNG_아르바이트,NNB_편,NNG_학교,VV_다니,EC_으니까,NNG_그때,JX_야,NNG_취직,NNG_연차,VV_겹치,EC_다,JX_마다,NNB_시간,NNG_주말,VV_데리,EC_어다,NNG_만남,EC_ᆫ지,NNG_데이트,NNB_번,NNG_이유,VV_빼,EC_라,NNG_부분,NNG_각자,VV_인하,NNG_침대,NNG_에너지,VV_차,NNG_자유,EC_어도,VA_상관없,NNG_방,NNG_어머님,NNG_거실,NNG_생활,NNG_컴퓨터,VV_두,NP_너희,VA_궁금하,VV_나가,NNG_처,NNG_언니,NNG_남자,VV_모르,EC_자면,NNG_패턴,VV_살아오,NNG_체크,NNG_리스트,NNG_청소,NNG_설거지,EF_ᆯ게,VV_건들,VV_가지,NNG_쓰레기,VV_비우,NNG_빨래,NNG_전,VV_쉬,VV_오,NP_자기,VV_졸리,VV_붙,EF_는데,VV_깨,VV_그러,NNG_잠,NNG_스트레스,NNG_약,VV_먹,NNG_극단,NNG_개개인,NNG_선택,NNG_전제,EC_ᆫ다면,EC_다가,NNG_직전,NNG_세대,VV_열리,NNG_상태,VV_다투,NNG_문제,NNG_서로,NNG_텍스트,NNG_전화,NNG_목소리,NNG_실질,VV_느끼,NNG_다툼,VV_줄어들,EC_을까,NNG_행동,NNG_반경,NNG_인간,NNG_저녁,NNG_장단점,NNG_요즘,NNG_금액,NNG_엄마,NNB_살,NNG_차이,VV_나,VA_어리,NNG_경조사,VV_뵈,NNG_소통,VA_크,NNG_지점,ETN_라기,VV_피,NNG_참,ETM_ᆫ다는,NNG_느낌,NNG_강박,EC_ᆯ까,NNG_아이티,NNG_운,NNG_배우자,NNG_위로,NNG_조언,EC_다면,NNG_인정,NNG_남,NNG_인사,VV_드리,NNG_아버지,NNG_손,VV_떠나,NNG_남편,VV_흘리,NP_거기,NNG_신부,VV_나누,NNG_현장,NNG_감동,EF_나,EF_ᆫ가,EF_ᆷ,NNG_어미,NNG_새,NNG_아기,NNG_모습,VV_보이,NNG_둥지,NNB_주일,NNB_회,NNG_활동,EC_면은,NNG_안,NNG_자신,NNG_공간,NNG_자취방,VV_지내,NNG_치안,NNB_분,NNG_독립,NNG_시기,NNG_불안,NNG_기대감,NP_언제,NNG_동감,NNG_충돌,VV_치우,VV_이러,NNG_거지,NNG_커플,NNG_애교,NNG_투정,VV_받아들이
SD2401639,20대,0.020697167755991286,0.004357298474945534,0.0,0.0,0.04030501089324619,0.0032679738562091504,0.020697167755991286,0.042483660130718956,0.016339869281045753,0.00980392156862745,0.011982570806100218,0.0032679738562091504,0.02505446623093682,0.027233115468409588,0.0010893246187363835,0.030501089324618737,0.0,0.004357298474945534,0.002178649237472767,0.04139433551198257,0.015250544662309368,0.0010893246187363835,0.004357298474945534,0.026143790849673203,0.04357298474945534,0.023965141612200435,0.010893246187363835,0.014161220043572984,0.0,0.0,0.013071895424836602,0.0010893246187363835,0.0,0.0,0.0,0.007625272331154684,0.0032679738562091504,0.013071895424836602,0.015250544662309368,0.008714596949891068,0.016339869281045753,0.016339869281045753,0.0,0.0,0.0,0.0010893246187363835,0.0,0.0,0.0,0.002178649237472767,0.013071895424836602,0.0,0.0,0.011982570806100218,0.0,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0,0.008714596949891068,0.004357298474945534,0.002178649237472767,0.0,0.0,0.007625272331154684,0.002178649237472767,0.0010893246187363835,0.0,0.00980392156862745,0.0010893246187363835,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0010893246187363835,0.0,0.0010893246187363835,0.0032679738562091504,0.013071895424836602,0.0,0.004357298474945534,0.0,0.0054466230936819175,0.014161220043572984,0.004357298474945534,0.0032679738562091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004357298474945534,0.0,0.0,0.0,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0,0.0,0.0,0.0010893246187363835,0.0,0.0,0.0,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0,0.0010893246187363835,0.004357298474945534,0.0010893246187363835,0.0010893246187363835,0.0032679738562091504,0.0032679738562091504,0.0054466230936819175,0.0,0.0010893246187363835,0.004357298474945534,0.0,0.0032679738562091504,0.002178649237472767,0.0,0.0,0.0054466230936819175,0.0,0.002178649237472767,0.004357298474945534,0.0,0.0,0.0,0.0,0.004357298474945534,0.0,0.0,0.0010893246187363835,0.0010893246187363835,0.0,0.0,0.0010893246187363835,0.0,0.0,0.0,0.0032679738562091504,0.002178649237472767,0.0010893246187363835,0.0,0.011982570806100218,0.0010893246187363835,0.002178649237472767,0.0,0.0,0.0032679738562091504,0.0,0.0054466230936819175,0.0,0.002178649237472767,0.0,0.0,0.0010893246187363835,0.0,0.0,0.0,0.002178649237472767,0.0010893246187363835,0.004357298474945534,0.0010893246187363835,0.0032679738562091504,0.0054466230936819175,0.0010893246187363835,0.0,0.0010893246187363835,0.0010893246187363835,0.0,0.0,0.0010893246187363835,0.0010893246187363835,0.0,0.006535947712418301,0.002178649237472767,0.0054466230936819175,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0,0.0010893246187363835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010893246187363835,0.0,0.0,0.002178649237472767,0.0010893246187363835,0.0,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0,0.0,0.0010893246187363835,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.0010893246187363835,0.0,0.0,0.0,0.0,0.0032679738562091504,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.010893246187363835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010893246187363835,0.0,0.0,0.004357298474945534,0.0,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.002178649237472767,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0010893246187363835,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0010893246187363835,0.0,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0054466230936819175,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.002178649237472767,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0032679738562091504,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.004357298474945534,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0032679738562091504,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835,0.0010893246187363835
SD2401640,20대,0.0248,0.0144,0.0024,0.0016,0.0264,0.0056,0.0216,0.0416,0.012,0.0128,0.0056,0.0008,0.0328,0.0216,0.0056,0.0344,0.0008,0.0024,0.0016,0.0376,0.028,0.0008,0.0032,0.0184,0.0272,0.0192,0.0128,0.0136,0.0008,0.0008,0.0104,0.0032,0.0008,0.0024,0.0024,0.0104,0.004,0.0064,0.0136,0.0112,0.0104,0.016,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0016,0.004,0.0072,0.0008,0.0008,0.02,0.004,0.0016,0.0024,0.0016,0.0008,0.0056,0.0056,0.0032,0.0008,0.0024,0.0088,0.0024,0.0104,0.0008,0.0056,0.0008,0.0008,0.0008,0.0008,0.0024,0.0008,0.0096,0.0024,0.0008,0.0016,0.0008,0.0072,0.0016,0.0048,0.0008,0.004,0.0072,0.0008,0.0048,0.0008,0.0024,0.0032,0.0016,0.0016,0.0032,0.0008,0.0152,0.0008,0.0008,0.0008,0.0008,0.0024,0.0008,0.0008,0.0016,0.0008,0.0056,0.0016,0.0008,0.0024,0.0008,0.0064,0.0008,0.0016,0.0008,0.0056,0.0088,0.0048,0.0048,0.0056,0.0048,0.0008,0.0016,0.0032,0.0008,0.0024,0.0016,0.0008,0.0008,0.0008,0.0008,0.0016,0.0064,0.0008,0.0008,0.004,0.0016,0.0016,0.0008,0.0008,0.0056,0.0024,0.0024,0.0008,0.0032,0.0016,0.0008,0.0008,0.0016,0.0008,0.0008,0.004,0.0088,0.0008,0.0016,0.0016,0.0008,0.0048,0.0008,0.0032,0.0008,0.0016,0.0016,0.0008,0.0008,0.0048,0.0008,0.0016,0.0016,0.0008,0.0032,0.0008,0.0016,0.004,0.0016,0.0024,0.0016,0.0016,0.0008,0.0008,0.0008,0.0008,0.0016,0.0016,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0016,0.0008,0.0024,0.0016,0.0008,0.0008,0.0008,0.0008,0.0024,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0032,0.0008,0.0024,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0032,0.0008,0.0008,0.0016,0.0008,0.0008,0.0016,0.0016,0.0008,0.0008,0.0016,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0024,0.0008,0.0016,0.0008,0.0024,0.004,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0016,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
