50대,상대빈도_50대,누적빈도
생각,0.03485002741013392,0.03485002741013392
때,0.03445845406844702,0.06930848147858093
사람,0.026940245908058578,0.0962487273866395
집,0.020048555094369175,0.11629728248100868
애,0.016837653692536612,0.1331349361735453
친구,0.012373717597305975,0.14550865377085126
얘기,0.010885738898895762,0.15639439266974703
요즘,0.010650794893883625,0.16704518756363065
경우,0.009867648210509828,0.1769128357741405
결혼,0.008614613517111755,0.18552744929125226
부분,0.007909781502075339,0.19343723079332759
그때,0.00775315216540058,0.20119038295872815
정도,0.007204949487038923,0.20839533244576708
말,0.007048320150364163,0.21544365259613124
동물,0.0067350614770146445,0.22217871407314588
일,0.006265173466990367,0.22844388754013625
강아지,0.006265173466990367,0.23470906100712663
다음,0.006030229461978229,0.24073929046910486
나이,0.0058736001253034695,0.24661289059440833
마음,0.00571697078862871,0.25232986138303704
시간,0.00571697078862871,0.25804683217166574
학교,0.00563865612029133,0.2636854882919571
지금,0.005403712115279192,0.2690892004072363
아이,0.005247082778604433,0.2743362831858407
공간,0.005247082778604433,0.2795833659644451
성격,0.005168768110267053,0.28475213407471217
전,0.005090453441929673,0.2898425875166418
생활,0.005012138773592294,0.2948547262902341
아파트,0.005012138773592294,0.2998668650638264
필요,0.004620565431905396,0.30448743049573185
고양이,0.0038374187485316,0.30832484924426345
문제,0.0038374187485316,0.31216226799279506
가족,0.0036807894118568406,0.3158430574046519
공사,0.0036024747435194613,0.31944553214817134
선생,0.0036024747435194613,0.3230480068916908
연애,0.0035241600751820816,0.32657216696687286
처음,0.003289216070169943,0.3298613830370428
옛날,0.003289216070169943,0.3331505991072128
엄마,0.0032109014018325633,0.33636150050904534
이사,0.0031325867334951836,0.33949408724254054
개,0.003054272065157804,0.34254835930769834
청소,0.003054272065157804,0.34560263137285613
나중,0.003054272065157804,0.3486569034380139
여행,0.0029759573968204246,0.35163286083483436
언니,0.002897642728483045,0.3545305035633174
밥,0.002819328060145665,0.35734983162346307
돈,0.002819328060145665,0.36016915968360874
공부,0.0027410133918082855,0.362910173075417
아들,0.0026626987234709062,0.3655728717988879
예전,0.0026626987234709062,0.36823557052235883
청소기,0.0026626987234709062,0.37089826924582975
딸,0.0025843840551335266,0.37348265330096325
이야기,0.0025843840551335266,0.37606703735609676
여자,0.0025843840551335266,0.37865142141123026
신경,0.0025843840551335266,0.38123580546636376
부모,0.002506069386796147,0.3837418748531599
자체,0.002506069386796147,0.38624794423995606
만약,0.002506069386796147,0.3887540136267522
인테리어,0.002506069386796147,0.39126008301354837
반려동물,0.002506069386796147,0.3937661524003445
날,0.002506069386796147,0.39627222178714067
얼마,0.002506069386796147,0.3987782911739368
상황,0.002427754718458767,0.40120604589239556
관계,0.002427754718458767,0.4036338006108543
앞,0.002349440050121388,0.4059832406609757
느낌,0.002349440050121388,0.4083326807110971
층,0.0021928107134466285,0.4105254914245437
아빠,0.0021928107134466285,0.4127183021379903
안,0.0021928107134466285,0.41491111285143695
중요,0.0021928107134466285,0.41710392356488357
사용,0.002114496045109249,0.41921841960999284
주택,0.002114496045109249,0.4213329156551021
소음,0.002114496045109249,0.4234474117002114
직장,0.002114496045109249,0.42556190774532066
위,0.002114496045109249,0.4276764037904299
건강,0.0020361813767718695,0.4297125851672018
주변,0.00195786670843449,0.4316704518756363
환경,0.00195786670843449,0.4336283185840708
모습,0.00195786670843449,0.4355861852925053
주인,0.0018795520400971101,0.4374657373326024
혼자,0.0018795520400971101,0.4393452893726995
기억,0.0018795520400971101,0.4412248414127966
준비,0.0018795520400971101,0.4431043934528937
경험,0.0018795520400971101,0.4449839454929908
본인,0.0018795520400971101,0.4468634975330879
산책,0.0018795520400971101,0.448743049573185
옆,0.0018012373717597307,0.45054428694494475
용품,0.0018012373717597307,0.4523455243167045
제사,0.0018012373717597307,0.45414676168846424
상태,0.001722922703422351,0.4558696843918866
수학,0.001722922703422351,0.4575926070953089
애완견,0.001722922703422351,0.45931552979873125
차,0.001722922703422351,0.4610384525021536
활동,0.001722922703422351,0.4627613752055759
건조기,0.001722922703422351,0.46448429790899826
전원주택,0.001722922703422351,0.4662072206124206
오피스텔,0.0016446080350849715,0.4678518286475056
시작,0.0016446080350849715,0.46949643668259056
교회,0.0016446080350849715,0.47114104471767554
남자,0.0016446080350849715,0.4727856527527605
관리,0.0016446080350849715,0.4744302607878455
배려,0.0016446080350849715,0.4760748688229305
사실,0.0016446080350849715,0.47771947685801547
가사,0.0016446080350849715,0.47936408489310045
연락,0.0015662933667475918,0.480930378259848
회사,0.0015662933667475918,0.4824966716265956
세탁기,0.0015662933667475918,0.48406296499334317
관심,0.0015662933667475918,0.48562925836009074
최근,0.0014879786984102123,0.48711723705850096
밖,0.0014879786984102123,0.4886052157569112
불편,0.0014879786984102123,0.4900931944553214
걱정,0.0014879786984102123,0.4915811731537316
가전,0.0014879786984102123,0.49306915185214184
이해,0.0014879786984102123,0.49455713055055206
반려,0.0014879786984102123,0.4960451092489623
할머니,0.0014879786984102123,0.4975330879473725
곳,0.0014879786984102123,0.4990210666457827
