40대,상대빈도_40대,누적빈도
때,0.03833261710356682,0.03833261710356682
생각,0.03403523850451225,0.07236785560807907
사람,0.023119896862913623,0.0954877524709927
애,0.014868929952728836,0.11035668242372154
집,0.014181349376880103,0.12453803180060165
얘기,0.01289213579716373,0.13743016759776538
엄마,0.011602922217447357,0.14903308981521274
친구,0.011087236785560808,0.16012032660077355
아이,0.011087236785560808,0.17120756338633436
말,0.010313708637730984,0.18152127202406534
일,0.008680704770090244,0.1902019767941556
그때,0.008680704770090244,0.19888268156424585
학교,0.008250966910184787,0.20713364847443064
요즘,0.00790717662226042,0.21504082509669106
결혼,0.00790717662226042,0.2229480017189515
부분,0.00730554361839278,0.23025354533734427
시간,0.007219596046411689,0.23747314138375597
성격,0.007047700902449505,0.24452084228620546
경우,0.006875805758487323,0.2513966480446928
강아지,0.0067039106145251395,0.25810055865921794
언니,0.006446067898581865,0.2645466265577998
여행,0.006446067898581865,0.2709926944563817
정도,0.006360120326600774,0.27735281478298246
기억,0.005758487322733132,0.2831113021057156
선생,0.005328749462827675,0.2884400515685433
아빠,0.004984959174903309,0.2934250107434466
생활,0.004984959174903309,0.29840996991834995
이사,0.004813064030941126,0.30322303394929107
회사,0.004727116458960034,0.3079501504082511
공부,0.004727116458960034,0.3126772668672111
다음,0.004727116458960034,0.3174043833261711
남편,0.004297378599054577,0.3217017619252257
처음,0.004211431027073485,0.3259131929522992
아파트,0.004211431027073485,0.3301246239793727
전,0.003867640739149119,0.33399226471852184
지금,0.003867640739149119,0.337859905457671
계획,0.0037816931671680277,0.341641598624839
층,0.0034379028792436614,0.3450795015040827
예전,0.0033519553072625698,0.34843145681134524
이번,0.0033519553072625698,0.3517834121186078
학원,0.003266007735281478,0.35504941985388927
불편,0.003180060163300387,0.3582294800171897
남자,0.003094112591319295,0.361323592608509
나이,0.0030081650193382035,0.3643317576278472
개,0.0030081650193382035,0.3673399226471854
가족,0.0030081650193382035,0.3703480876665236
만약,0.0029222174473571122,0.3732703051138807
형,0.0029222174473571122,0.3761925225612378
마음,0.0028362698753760206,0.3790287924366138
나무,0.0028362698753760206,0.3818650623119898
소리,0.002750322303394929,0.38461538461538475
중학교,0.0026643747314138377,0.3872797593467986
고양이,0.0026643747314138377,0.38994413407821243
오빠,0.002578427159432746,0.3925225612376452
아버님,0.0024924795874516543,0.3950150408250968
건조기,0.0024924795874516543,0.39750752041254844
문제,0.002406532015470563,0.39991405242801903
여자,0.002406532015470563,0.4023205844434896
고민,0.0022346368715083797,0.404555221314998
옛날,0.0022346368715083797,0.40678985818650637
나중,0.0022346368715083797,0.40902449505801475
혼자,0.0021486892995272885,0.411173184357542
곳,0.0021486892995272885,0.4133218736570693
만족,0.0021486892995272885,0.41547056295659657
사실,0.0021486892995272885,0.41761925225612384
산책,0.0021486892995272885,0.4197679415556511
안,0.0021486892995272885,0.4219166308551784
결혼식,0.0021486892995272885,0.42406532015470566
근무,0.0021486892995272885,0.42621400945423293
자체,0.0020627417275461968,0.4282767511817791
고등학교,0.0020627417275461968,0.43033949290932527
장모,0.001976794155565105,0.4323162870648904
스트레스,0.001976794155565105,0.4342930812204555
대화,0.001976794155565105,0.43626987537602063
복지,0.001976794155565105,0.43824666953158575
책,0.001976794155565105,0.4402234636871509
앞,0.001976794155565105,0.442200257842716
추천,0.001976794155565105,0.4441770519982811
방,0.0018908465835840139,0.44606789858186513
동물,0.0018908465835840139,0.44795874516544915
직장,0.0018908465835840139,0.44984959174903316
부모,0.0018908465835840139,0.4517404383326172
주변,0.0018048990116029222,0.4535453373442201
학창,0.0018048990116029222,0.455350236355823
자연,0.0018048990116029222,0.4571551353674259
돈,0.0018048990116029222,0.4589600343790288
대학,0.0017189514396218307,0.46067898581865063
보리,0.0017189514396218307,0.46239793725827244
소음,0.0017189514396218307,0.46411688869789425
시절,0.0017189514396218307,0.46583584013751606
해외,0.0017189514396218307,0.46755479157713786
하루,0.0017189514396218307,0.46927374301675967
이상,0.0017189514396218307,0.4709926944563815
느낌,0.001633003867640739,0.47262569832402224
아기,0.001633003867640739,0.474258702191663
숙소,0.001633003867640739,0.47589170605930375
선택,0.001633003867640739,0.4775247099269445
반,0.001633003867640739,0.47915771379458527
경험,0.001633003867640739,0.48079071766222603
제사,0.0015470562956596476,0.4823377739578857
호텔,0.0015470562956596476,0.48388483025354534
필요,0.0015470562956596476,0.485431886549205
빨래,0.0015470562956596476,0.48697894284486465
작년,0.0015470562956596476,0.4885259991405243
눈,0.0014611087236785561,0.48998710786420285
부담,0.0014611087236785561,0.4914482165878814
기본,0.0014611087236785561,0.49290932531155995
수학,0.0014611087236785561,0.4943704340352385
날,0.0014611087236785561,0.49583154275891705
공간,0.0014611087236785561,0.4972926514825956
반려동물,0.0013751611516974644,0.49866781263429305
