60대,상대빈도_60대,누적빈도
생각,0.03491228070175439,0.03491228070175439
때,0.03368421052631579,0.06859649122807018
사람,0.029035087719298247,0.09763157894736843
친구,0.019649122807017545,0.11728070175438597
강아지,0.01956140350877193,0.1368421052631579
애,0.013947368421052632,0.15078947368421053
얘기,0.013333333333333334,0.16412280701754386
집,0.012543859649122807,0.17666666666666667
결혼,0.010350877192982456,0.1870175438596491
요즘,0.008157894736842105,0.19517543859649122
성격,0.007631578947368421,0.20280701754385966
말,0.007543859649122807,0.21035087719298246
선생,0.007192982456140351,0.21754385964912282
엄마,0.006666666666666667,0.22421052631578947
일,0.006578947368421052,0.23078947368421052
그때,0.006491228070175438,0.23728070175438595
부분,0.006228070175438596,0.24350877192982456
아이,0.0059649122807017545,0.24947368421052632
마음,0.005877192982456141,0.25535087719298244
개,0.005614035087719298,0.26096491228070173
생활,0.00543859649122807,0.2664035087719298
나이,0.005350877192982456,0.27175438596491225
학교,0.005263157894736842,0.2770175438596491
지금,0.005175438596491228,0.28219298245614033
경우,0.005175438596491228,0.28736842105263155
동물,0.005087719298245614,0.2924561403508772
여행,0.005087719298245614,0.29754385964912283
고양이,0.004736842105263158,0.302280701754386
정도,0.004649122807017544,0.30692982456140355
옛날,0.0043859649122807015,0.31131578947368427
문제,0.0043859649122807015,0.315701754385965
문화,0.0042982456140350876,0.32000000000000006
처음,0.0042982456140350876,0.32429824561403514
기억,0.00412280701754386,0.328421052631579
다음,0.00412280701754386,0.33254385964912286
전,0.00412280701754386,0.3366666666666667
가족,0.003947368421052632,0.34061403508771937
딸,0.0038596491228070177,0.3444736842105264
병원,0.0036842105263157894,0.34815789473684217
밥,0.0036842105263157894,0.35184210526315796
시골,0.0035087719298245615,0.35535087719298253
점,0.0035087719298245615,0.3588596491228071
남편,0.0033333333333333335,0.36219298245614046
언니,0.003245614035087719,0.3654385964912282
환경,0.0028947368421052633,0.36833333333333346
곳,0.002807017543859649,0.3711403508771931
아파트,0.002807017543859649,0.37394736842105275
반려동물,0.002807017543859649,0.3767543859649124
교육,0.002807017543859649,0.37956140350877204
부모,0.002719298245614035,0.38228070175438605
이상,0.002719298245614035,0.38500000000000006
건강,0.002719298245614035,0.3877192982456141
말씀,0.002631578947368421,0.3903508771929825
사회,0.002631578947368421,0.39298245614035093
공부,0.002543859649122807,0.3955263157894737
사랑,0.002543859649122807,0.3980701754385965
결혼식,0.002456140350877193,0.40052631578947373
연애,0.002456140350877193,0.40298245614035094
날,0.002456140350877193,0.40543859649122815
아기,0.002368421052631579,0.40780701754385973
제사,0.002368421052631579,0.4101754385964913
손,0.002368421052631579,0.4125438596491229
앞,0.002368421052631579,0.41491228070175445
산,0.002368421052631579,0.41728070175438603
나라,0.0022807017543859647,0.41956140350877197
불편,0.0021929824561403508,0.4217543859649123
주변,0.0021929824561403508,0.4239473684210527
예전,0.0021929824561403508,0.42614035087719304
이사,0.002105263157894737,0.42824561403508776
모임,0.002105263157894737,0.4303508771929825
면,0.002017543859649123,0.4323684210526316
아들,0.002017543859649123,0.43438596491228076
시간,0.002017543859649123,0.4364035087719299
시절,0.002017543859649123,0.43842105263157904
이해,0.0019298245614035089,0.44035087719298255
관계,0.0019298245614035089,0.44228070175438605
노력,0.0019298245614035089,0.44421052631578956
걱정,0.0019298245614035089,0.44614035087719306
필요,0.0019298245614035089,0.44807017543859656
회사,0.0018421052631578947,0.44991228070175443
예,0.0018421052631578947,0.4517543859649123
본인,0.0018421052631578947,0.45359649122807016
자식,0.0018421052631578947,0.45543859649122803
직장,0.0018421052631578947,0.4572807017543859
소음,0.0018421052631578947,0.45912280701754377
밖,0.0018421052631578947,0.46096491228070163
중학교,0.0017543859649122807,0.4627192982456139
개인,0.0017543859649122807,0.4644736842105262
나중,0.0017543859649122807,0.4662280701754385
반려,0.0017543859649122807,0.4679824561403508
소리,0.0017543859649122807,0.46973684210526306
상대방,0.0017543859649122807,0.47149122807017535
비용,0.0017543859649122807,0.47324561403508764
인테리어,0.0017543859649122807,0.4749999999999999
물,0.0017543859649122807,0.4767543859649122
체리,0.0016666666666666668,0.47842105263157886
추억,0.0016666666666666668,0.4800877192982455
학년,0.0016666666666666668,0.48175438596491216
고등학교,0.0016666666666666668,0.4834210526315788
티브이,0.0015789473684210526,0.4849999999999999
바다,0.0015789473684210526,0.48657894736842094
혼자,0.0015789473684210526,0.488157894736842
쥐,0.0015789473684210526,0.4897368421052631
노인,0.0015789473684210526,0.49131578947368415
책,0.0015789473684210526,0.4928947368421052
동네,0.0014912280701754386,0.49438596491228065
장례식,0.0014912280701754386,0.4958771929824561
스트레스,0.0014912280701754386,0.4973684210526315
사실,0.0014912280701754386,0.49885964912280695
