10대,상대빈도_10대,누적빈도
생각,0.045426749366646285,0.045426749366646285
때,0.03302175242421595,0.07844850179086224
친구,0.02515943041845025,0.1036079322093125
사람,0.02218921988293876,0.12579715209225126
집,0.01939372761422207,0.14519087970647332
말,0.017384467546081944,0.16257534725255526
애,0.011531405608456365,0.17410675286101163
강아지,0.011356687341661571,0.1854634402026732
기억,0.010133659474098018,0.19559709967677122
학교,0.00952214554031624,0.20511924521708746
여행,0.007774962872368306,0.21289420808945578
고양이,0.007687603738970909,0.22058181182842668
선생,0.006814012404996943,0.2273958242334236
정도,0.006639294138202149,0.23403511837162577
성격,0.006027780204420372,0.24006289857604615
그때,0.005853061937625578,0.24591596051367173
아파트,0.005328907137241198,0.2512448676509129
연애,0.005154188870446406,0.2563990565213593
방,0.005154188870446406,0.2615532453918057
요즘,0.005066829737049009,0.2666200751288547
동물,0.004892111470254215,0.2715121865991089
층,0.004804752336856818,0.27631693893596576
얘기,0.004804752336856818,0.2811216912728226
결혼,0.004804752336856818,0.28592644360967945
학년,0.0047173932034594215,0.2906438368131389
아이,0.004542674936664629,0.2951865117498035
마음,0.004367956669869835,0.2995544684196733
공부,0.004280597536472438,0.30383506595614573
일,0.004018520136280248,0.30785358609242597
경험,0.003931161002882852,0.31178474709530885
돈,0.0038438018694854545,0.3156285489647943
필요,0.003756442736088058,0.31938499170088236
계획,0.003756442736088058,0.3231414344369704
피,0.003756442736088058,0.32689787717305846
만약,0.0036690836026906613,0.3305669607757491
경우,0.0035817244692932645,0.3341486852450424
생활,0.003494365335895868,0.33764305058093824
시간,0.003494365335895868,0.3411374159168341
가족,0.0034070062024984713,0.34454442211933256
옛날,0.0033196470691010745,0.34786406918843366
전,0.0033196470691010745,0.35118371625753475
주변,0.0032322879357036777,0.35441600419323843
겨울,0.0032322879357036777,0.3576482921289421
부분,0.0031449288023062813,0.3607932209312484
결혼식,0.0031449288023062813,0.36393814973355465
여름,0.0030575696689088844,0.36699571940246356
점,0.0030575696689088844,0.37005328907137247
중학교,0.0030575696689088844,0.3731108587402814
느낌,0.0029702105355114876,0.3760810692757929
고등학교,0.0028828514021140912,0.37896392067790696
이상,0.0028828514021140912,0.38184677208002105
처음,0.0028828514021140912,0.38472962348213513
반,0.0027954922687166944,0.3875251157508518
이사,0.0027954922687166944,0.39032060801956847
티,0.0027954922687166944,0.39311610028828514
동생,0.0027081331353192976,0.39582423342360445
나중,0.0027081331353192976,0.39853236655892377
물,0.0027081331353192976,0.4012404996942431
기분,0.0026207740019219008,0.403861273696165
청소기,0.0026207740019219008,0.4064820476980869
인테리어,0.0025334148685245044,0.40901546256661137
엄마,0.0025334148685245044,0.41154887743513585
지금,0.0024460557351271076,0.413994933170263
아빠,0.0024460557351271076,0.4164409889053901
주택,0.0023586966017297107,0.4187996855071198
시험,0.0022713374683323143,0.4210710229754521
남자,0.0022713374683323143,0.4233423604437844
소음,0.0022713374683323143,0.42561369791211673
야자,0.0022713374683323143,0.42788503538044903
곳,0.0022713374683323143,0.43015637284878133
반려동물,0.0021839783349349175,0.4323403511837163
바다,0.0021839783349349175,0.4345243295186512
여자,0.0020966192015375207,0.43662094872018875
추억,0.0020966192015375207,0.4387175679217263
아기,0.0020966192015375207,0.4408141871232638
부모,0.002009260068140124,0.44282344719140393
중요,0.002009260068140124,0.44483270725954405
문제,0.002009260068140124,0.44684196732768416
다음,0.002009260068140124,0.4488512273958243
엔에프,0.002009260068140124,0.4508604874639644
오빠,0.0019219009347427273,0.4527823883987071
이번,0.0019219009347427273,0.4547042893334498
연락,0.0019219009347427273,0.4566261902681925
자신,0.0019219009347427273,0.4585480912029352
이유,0.0019219009347427273,0.4604699921376779
환승,0.0019219009347427273,0.4623918930724206
공감,0.0018345418013453307,0.46422643487376597
공간,0.0018345418013453307,0.4660609766751113
학생,0.0018345418013453307,0.46789551847645666
상황,0.0018345418013453307,0.469730060277802
청소,0.0018345418013453307,0.47156460207914735
시절,0.001747182667947934,0.4733117847470953
나라,0.001747182667947934,0.4750589674150432
날,0.001747182667947934,0.47680615008299115
안,0.001747182667947934,0.4785533327509391
특징,0.001747182667947934,0.480300515418887
앞,0.001747182667947934,0.48204769808683495
체육,0.001747182667947934,0.4837948807547829
눈,0.0016598235345505372,0.4854547042893334
용품,0.0016598235345505372,0.4871145278238839
소리,0.0016598235345505372,0.48877435135843444
종류,0.0016598235345505372,0.49043417489298496
불편,0.0016598235345505372,0.4920939984275355
반려,0.0016598235345505372,0.493753821962086
자판기,0.0016598235345505372,0.4954136454966365
궁합,0.0015724644011531406,0.4969861098977897
선택,0.0015724644011531406,0.49855857429894285
