20대,상대빈도_20대,누적빈도
생각,0.04193695751484696,0.04193695751484696
때,0.037003197807217905,0.07894015532206486
사람,0.025673823663773413,0.10461397898583827
친구,0.018547281863864777,0.12316126084970305
집,0.013978985838282321,0.13714024668798538
말,0.012425765189584286,0.14956601187756968
선생,0.01068981269986295,0.16025582457743262
얘기,0.008405664687071723,0.16866148926450433
여행,0.008405664687071723,0.17706715395157605
그때,0.008131566925536775,0.1851987208771128
언니,0.008040201005025126,0.19323892188213793
고양이,0.007857469164001827,0.20109639104613974
기억,0.0077661032434901784,0.2088624942896299
부분,0.007674737322978529,0.21653723161260843
애,0.00749200548195523,0.22402923709456365
아이,0.007309273640931932,0.23133851073549558
학교,0.006943809958885336,0.2382823206943809
시간,0.006852444038373686,0.24513476473275458
정도,0.006852444038373686,0.2519872087711283
곳,0.006578346276838739,0.258565555047967
일,0.006212882594792143,0.26477843764275916
강아지,0.006121516674280493,0.27089995431703967
오빠,0.005664687071722248,0.2765646413887619
티,0.005207857469164002,0.28177249885792593
생활,0.005116491548652353,0.2868889904065783
성격,0.005025125628140704,0.291914116034719
결혼,0.005025125628140704,0.29693924166285973
학년,0.0045682960255824575,0.3015075376884422
이사,0.0044769301050708084,0.305984467793513
주변,0.004385564184559159,0.31037003197807217
경우,0.004202832343535861,0.314572864321608
청소,0.004020100502512563,0.3185929648241206
연애,0.003928734582000913,0.3225216994061215
요즘,0.003746002740977615,0.32626770214709916
반려동물,0.003654636820465966,0.3299223389675651
겨울,0.003654636820465966,0.3335769757880311
전,0.003654636820465966,0.33723161260849704
느낌,0.003563270899954317,0.3407948835084514
경험,0.003563270899954317,0.3443581544084057
이번,0.003471904979442668,0.3478300593878484
결혼식,0.0033805390589310186,0.35121059844677943
밥,0.0033805390589310186,0.3545911375057105
고등학교,0.0033805390589310186,0.3579716765646415
동물,0.0031978072179077205,0.36116948378254926
교수,0.0031978072179077205,0.364367291000457
불편,0.0031064412973960715,0.3674737322978531
다음,0.0031064412973960715,0.37058017359524914
처음,0.003015075376884422,0.3735952489721336
만약,0.003015075376884422,0.37661032434901803
이유,0.003015075376884422,0.3796253997259025
가족,0.003015075376884422,0.3826404751027869
이상,0.003015075376884422,0.38565555047967137
앞,0.002923709456372773,0.38857925993604414
산,0.002923709456372773,0.3915029693924169
계획,0.002923709456372773,0.3944266788487897
마음,0.002740977615349475,0.39716765646413915
바다,0.002740977615349475,0.3999086340794886
중요,0.002740977615349475,0.4026496116948381
중학교,0.0026496116948378254,0.40529922338967594
대화,0.0025582457743261763,0.4078574691640021
돈,0.0025582457743261763,0.4104157149383283
층,0.0025582457743261763,0.41297396071265446
점,0.0025582457743261763,0.41553220648698064
여름,0.0025582457743261763,0.4180904522613068
소리,0.0024668798538145273,0.42055733211512136
상황,0.0023755139333028782,0.42293284604842424
자취,0.0023755139333028782,0.4253083599817271
건조기,0.0023755139333028782,0.42768387391503
스키장,0.0023755139333028782,0.43005938784833286
거북이,0.0022841480127912287,0.4323435358611241
엄마,0.0022841480127912287,0.43462768387391537
아파트,0.0022841480127912287,0.4369118318867066
피,0.0022841480127912287,0.4391959798994979
빨래,0.0022841480127912287,0.44148012791228913
최근,0.0021927820922795797,0.4436729100045687
방,0.0021927820922795797,0.4458656920968483
영화,0.0021014161717679307,0.44796710826861624
만족,0.0021014161717679307,0.4500685244403842
공부,0.0020100502512562816,0.4520785746916405
예,0.0020100502512562816,0.45408862494289676
연락,0.0020100502512562816,0.45609867519415304
실습,0.0020100502512562816,0.4581087254454093
혼자,0.0020100502512562816,0.4601187756966656
부모,0.0019186843307446323,0.46203746002741025
소음,0.0019186843307446323,0.4639561443581549
문제,0.0019186843307446323,0.46587482868889957
과목,0.0019186843307446323,0.4677935130196442
필요,0.001827318410232983,0.4696208314298772
옛날,0.001827318410232983,0.4714481498401102
낚시,0.001827318410232983,0.47327546825034317
옆,0.001827318410232983,0.47510278666057615
사주,0.001827318410232983,0.47693010507080913
학생,0.001735952489721334,0.4786660575605305
안,0.001735952489721334,0.48040201005025185
공간,0.001735952489721334,0.4821379625399732
관계,0.001735952489721334,0.48387391502969457
누나,0.001735952489721334,0.4856098675194159
국내,0.001735952489721334,0.4873458200091373
나중,0.0016445865692096848,0.48899040657834697
사용,0.0016445865692096848,0.49063499314755665
남자,0.0016445865692096848,0.49227957971676634
동거,0.0016445865692096848,0.493924166285976
수업,0.0016445865692096848,0.4955687528551857
아빠,0.0016445865692096848,0.4972133394243954
장례식,0.0016445865692096848,0.49885792599360507
