형태소,POS,절대빈도,상대빈도
.,SF,2633,0.0337815298555336
고,EC,2084,0.026737830694619075
이,JKS,1708,0.021913730722845193
하,VV,1504,0.01929639988709553
에,JKB,1264,0.016217187139154755
가,JKS,1230,0.01578096533319648
는,JX,1208,0.015498704164635242
었,EP,1190,0.015267763208539684
도,JX,1162,0.014908521721279926
어,EC,1133,0.01453645018090375
을,JKO,1088,0.013959097790664853
는,ETM,1040,0.013343255241076699
이,VCP,965,0.012381001257345205
그,MM,923,0.01184213902645557
거,NNB,868,0.011136486105052475
들,XSN,800,0.010264042493135922
게,EC,779,0.009994611377691103
하,XSV,775,0.009943291165225424
를,JKO,738,0.009468579199917887
은,JX,717,0.00919914808447307
ᆫ,ETM,711,0.00912216776577455
어서,EC,707,0.009070847553308871
어요,EF,610,0.00782633240101614
뭐,IC,606,0.00777501218855046
어,IC,597,0.007659541710502682
그,IC,589,0.007556901285571322
나,NP,549,0.007043699160914526
되,VV,539,0.006915398629750327
ᆯ,ETM,539,0.006915398629750327
면,EC,520,0.006671627620538349
그렇,VA-I,514,0.0065946473018398295
그런,MM,508,0.006517666983141311
것,NNB,485,0.006222575761463653
는데,EC,485,0.006222575761463653
있,VA,466,0.005978804752251674
가,VV,455,0.005837674167971056
같,VA,446,0.005722203689923276
어,EF,445,0.005709373636806857
우리,NP,431,0.0055297528931769774
은,ETM,426,0.005465602627594878
또,MAG,423,0.005427112468245619
하,XSA,421,0.005401452362012778
생각,NNG,398,0.005106361140335121
때,NNG,384,0.004926740396705242
안,MAG,358,0.004593159015678325
니까,EC,346,0.004439198378281286
저,NP,345,0.004426368325164866
그래서,MAJ,343,0.004400708218932027
지,EC,337,0.004323727900233507
좀,MAG,336,0.004310897847117087
사람,NNG,331,0.004246747581534987
좋,VA,322,0.004131277103487208
보,VX,320,0.004105616997254369
인제,MAG,310,0.00397731646609017
보,VV,304,0.00390033614739165
많이,MAG,304,0.00390033614739165
에서,JKB,298,0.0038233558286931307
근데,MAJ,286,0.003669395191296092
기,ETN,262,0.0033614739165020143
이제,MAG,261,0.0033486438633855945
으로,JKB,252,0.0032331733853378153
않,VX,249,0.003194683225988556
다,EC,249,0.003194683225988556
ᆫ,JX,248,0.0031818531728721356
있,VV,247,0.0031690231197557157
?,SF,239,0.0030663826948243568
있,VX,238,0.0030535526417079365
가지,VX,236,0.003027892535475097
이렇,VA-I,234,0.0030022324292422573
더라고,EF,233,0.002989402376125837
의,JKG,232,0.002976572323009417
그냥,MAG,231,0.0029637422698929974
키우,VV,231,0.0029637422698929974
친구,NNG,224,0.0028739318980780582
강아지,NNG,223,0.002861101844961638
그러,VV,223,0.002861101844961638
없,VA,222,0.002848271791845218
다,MAG,219,0.0028097816324959587
어야,EC,217,0.0027841215262631187
을,ETM,217,0.0027841215262631187
하,VX,213,0.002732801313797439
수,NNB,209,0.0026814811013317597
시,EP,203,0.00260450078263324
아,IC,199,0.0025531805701675607
1.0,SN,188,0.0024120499858869414
겠,EP,185,0.002373559826537682
그거,NP,183,0.002347899720304842
너무,MAG,181,0.0023222396140720023
그것,NP,175,0.002245259295373483
지금,MAG,171,0.0021939390829078032
이런,MM,169,0.0021682789766749636
주,VX,168,0.0021554489235585434
잘,MAG,168,0.0021554489235585434
지,EF,165,0.002116958764209284
자기,NP,163,0.002091298657976444
들,VV,160,0.0020528084986271844
애,NNG,159,0.0020399784455107646
오,VV,158,0.0020271483923943443
로,JKB,158,0.0020271483923943443
면서,EC,157,0.0020143183392779245
그러니까,MAJ,156,0.0020014882861615047
이,MM,154,0.001975828179928665
얘기,NNG,152,0.001950168073695825
요,JX,149,0.0019116779143465653
ᆯ,JKO,147,0.0018860178081137255
아니,VCN,147,0.0018860178081137255
인제,IC,146,0.0018731877549973057
집,NNG,143,0.001834697595648046
적,XSN,142,0.001821867542531626
많,VA,141,0.0018090374894152062
으면,EC,140,0.0017962074362987863
만,JX,139,0.0017833773831823663
한,MM,135,0.0017320571707166868
더,MAG,135,0.0017320571707166868
살,VV,131,0.0016807369582510071
못,MAG,131,0.0016807369582510071
이렇게,MAG,128,0.0016422467989017475
님,XSN,126,0.0016165866926689076
어떤,MM,124,0.0015909265864360678
지만,EC,120,0.0015396063739703883
어떻,VA-I,118,0.0015139462677375484
결혼,NNG,118,0.0015139462677375484
다니,VV,116,0.0014882861615047086
데,NNB,116,0.0014882861615047086
하고,JKB,116,0.0014882861615047086
그리고,MAJ,115,0.0014754561083882888
한테,JKB,114,0.0014626260552718688
때문,NNB,113,0.001449796002155449
싶,VX,111,0.001424135895922609
만나,VV,109,0.0013984757896897692
막,MAG,106,0.0013599856303405096
거기,NP,105,0.0013471555772240898
번,NNB,104,0.0013343255241076697
먹,VV,104,0.0013343255241076697
대하,VV,100,0.0012830053116419902
이,JKC,99,0.0012701752585255702
잖아,EF,98,0.0012573452054091504
ᆫ데,EC,98,0.0012573452054091504
같이,MAG,97,0.0012445151522927306
던,ETM,97,0.0012445151522927306
어도,EC,96,0.0012316850991763106
까지,JX,96,0.0012316850991763106
요즘,NNG,93,0.0011931949398270509
라고,EC,93,0.0011931949398270509
name,SL,92,0.001180364886710631
다,EF,92,0.001180364886710631
지,VX,91,0.001167534833594211
야,EF,89,0.0011418747273613712
습니다,EF,88,0.0011290446742449514
쪽,NNB,87,0.0011162146211285316
성격,NNG,87,0.0011162146211285316
주,VV,87,0.0011162146211285316
모르,VV,86,0.0011033845680121115
뭐,NP,86,0.0011033845680121115
말,NNG,86,0.0011033845680121115
다고,EC,84,0.0010777244617792717
굉장히,MAG,83,0.0010648944086628519
선생,NNG,82,0.001052064355546432
죠,EF,81,0.001039234302430012
으니까,EC,81,0.001039234302430012
잖아요,EF,81,0.001039234302430012
참,MAG,77,0.0009879140899643325
엄마,NNG,76,0.0009750840368479125
분,NNB,76,0.0009750840368479125
나,VV,76,0.0009750840368479125
일,NNG,75,0.0009622539837314927
그때,NNG,74,0.0009494239306150728
ᆸ니다,EF,74,0.0009494239306150728
이것,NP,74,0.0009494239306150728
년,NNB,73,0.0009365938774986528
음,IC,73,0.0009365938774986528
쪼끔,MAG,73,0.0009365938774986528
보다,JKB,72,0.0009237638243822329
맞,VV,71,0.000910933771265813
부분,NNG,71,0.000910933771265813
다가,EC,70,0.0008981037181493932
그런데,MAJ,69,0.0008852736650329732
힘들,VA,68,0.0008724436119165533
아이,NNG,68,0.0008724436119165533
저,IC,68,0.0008724436119165533
마음,NNG,67,0.0008596135588001334
나오,VV,67,0.0008596135588001334
크,VA,66,0.0008467835056837135
아주,MAG,65,0.0008339534525672937
개,NNG,64,0.0008211233994508737
2.0,SN,63,0.0008082933463344538
라,EC,62,0.0007954632932180339
생활,NNG,62,0.0007954632932180339
그래도,MAJ,62,0.0007954632932180339
정말,MAG,62,0.0007954632932180339
려고,EC,61,0.0007826332401016141
나이,NNG,61,0.0007826332401016141
다는,ETM,60,0.0007698031869851941
학교,NNG,60,0.0007698031869851941
경우,NNG,59,0.0007569731338687742
지금,NNG,59,0.0007569731338687742
사,VV,59,0.0007569731338687742
저,MM,59,0.0007569731338687742
진짜,MAG,58,0.0007441430807523543
갖,VV,58,0.0007441430807523543
나,EC,58,0.0007441430807523543
거든요,EF,58,0.0007441430807523543
라는,ETM,58,0.0007441430807523543
놓,VX,58,0.0007441430807523543
여행,NNG,58,0.0007441430807523543
동물,NNG,58,0.0007441430807523543
되,XSV,56,0.0007184829745195146
네,XSN,55,0.0007056529214030946
서,JKB,55,0.0007056529214030946
갖,VX,54,0.0006928228682866747
고양이,NNG,54,0.0006928228682866747
정도,NNG,53,0.0006799928151702548
좋아하,VV,53,0.0006799928151702548
걔,NP,53,0.0006799928151702548
예요,EF,53,0.0006799928151702548
다른,MM,53,0.0006799928151702548
그러면,MAJ,53,0.0006799928151702548
거든,EF,52,0.0006671627620538349
어디,NP,51,0.000654332708937415
알,VV,51,0.000654332708937415
은데,EC,50,0.0006415026558209951
이,IC,50,0.0006415026558209951
저희,NP,50,0.0006415026558209951
옛날,NNG,50,0.0006415026558209951
문제,NNG,50,0.0006415026558209951
그렇게,MAG,49,0.0006286726027045752
처음,NNG,49,0.0006286726027045752
문화,NNG,49,0.0006286726027045752
전,NNG,47,0.0006030124964717354
여러,MM,47,0.0006030124964717354
기억,NNG,47,0.0006030124964717354
다음,NNG,47,0.0006030124964717354
나가,VV,46,0.0005901824433553155
었었,EP,46,0.0005901824433553155
받,VV-R,46,0.0005901824433553155
젊,VA,46,0.0005901824433553155
가족,NNG,45,0.0005773523902388956
듣,VV-I,44,0.0005645223371224757
딸,NNG,44,0.0005645223371224757
3.0,SN,44,0.0005645223371224757
는지,EC,43,0.0005516922840060558
가지,VV,43,0.0005516922840060558
왜,MAG,43,0.0005516922840060558
밥,NNG,42,0.0005388622308896358
이제,IC,42,0.0005388622308896358
병원,NNG,42,0.0005388622308896358
이나,JC,42,0.0005388622308896358
어느,MM,42,0.0005388622308896358
가,JKC,41,0.000526032177773216
ᆫ가,EF,41,0.000526032177773216
하나,NR,41,0.000526032177773216
