형태소,POS,절대빈도,상대빈도
.,SF,2621,0.029977582578460976
고,ECE,2340,0.026763656327202855
이,JKS,1659,0.01897474608838869
하,VV,1625,0.018585872449446428
ㄴ,ETD,1518,0.017362064232775185
는,ETD,1363,0.015589257937597219
에,JKM,1358,0.015532070637752768
어,ECS,1287,0.01472001097996157
는,JX,1282,0.014662823680117119
도,JX,1228,0.014045200841797053
하,XSV,1169,0.013370390703632537
을,JKO,1149,0.013141641504254736
었,EPT,1108,0.012672705645530241
가,JKS,1042,0.011917833287583493
게,ECD,975,0.011151523469667857
그,MDT,953,0.010899899350352274
뭐,NP,901,0.010305151431969988
있,VV,891,0.010190776832281086
거,NNB,887,0.010145026992405527
들,XSN,820,0.00937871717448989
이,VCP,817,0.00934440479458322
ㄹ,ETD,763,0.008726781956263153
를,JKO,712,0.008143471497849757
것,NNB,708,0.008097721657974196
그러,VV,678,0.007754597858907494
은,JX,622,0.007114100100649647
되,VV,619,0.007079787720742977
보,VV,609,0.006965413121054077
는데,ECD,605,0.006919663281178516
니까,ECD,596,0.006816726141458505
면,ECE,591,0.006759538841614054
아,ECS,562,0.006427852502516241
어,VV,542,0.006199103303138439
같,VA,534,0.006107603623387318
좀,MAG,514,0.005878854424009516
은,ETD,478,0.005467105865129472
지,ECD,465,0.005318418885533901
나,NP,463,0.00529554396559612
어서,ECD,450,0.005146856986000549
생각,NNG,444,0.005078232226187208
또,MAG,438,0.005009607466373868
가,VV,434,0.0049638576264983076
우리,NP,425,0.004860920486778296
인제,MAG,416,0.004757983347058285
때,NNG,413,0.004723670967151615
좋,VA,368,0.0042089852685515605
그래서,MAC,358,0.004094610668862659
아,ECD,344,0.003934486229298198
사람,NNG,341,0.003900173849391527
더,EPT,333,0.003808674169640406
기,ETN,329,0.003762924329764846
많이,MAG,323,0.003694299569951505
이렇,VA,320,0.003659987190044835
그렇,VA,311,0.0035570500503248237
어,ECD,310,0.003545612590355934
에서,JKM,310,0.003545612590355934
안,MAG,310,0.003545612590355934
