형태소,POS,절대빈도,상대빈도
.,SF,3110,0.03772211777548669
고,ECE,2041,0.024755897871308146
하,VV,1757,0.021311177148401965
는,JX,1581,0.01917642064406574
ㄴ,ETD,1517,0.01840014555157984
이,JKS,1447,0.01755109466917339
었,EPT,1309,0.015877251501000667
어,ECS,1271,0.015416338164837165
에,JKM,1221,0.014809873248832555
는,ETD,1214,0.01472496816059191
가,JKS,1077,0.013063254290739281
도,JX,1068,0.012954090605858452
을,JKO,1014,0.012299108496573473
거,NNB,999,0.01211716902177209
하,XSV,941,0.011413669719206744
게,ECD,887,0.010758687609921765
이,VCP,846,0.010261386378797987
있,VV,783,0.009497240584632178
를,JKO,777,0.009424464794711625
뭐,NP,754,0.009145490933349506
것,NNB,702,0.008514767420704712
같,VA,700,0.008490508824064527
ㄹ,ETD,690,0.008369215840863605
나,NP,633,0.007677845836618352
은,JX,596,0.0072290617987749405
되,VV,595,0.007216932500454848
그러,VV,593,0.007192673903814665
들,XSN,568,0.00688944144581236
아,ECS,549,0.006658984777730608
그,MDT,540,0.006549821092849779
면,ECE,512,0.0062102007398871974
좀,MAG,505,0.006125295651646552
니까,ECD,500,0.006064649160046091
가,VV,495,0.00600400266844563
는데,ECD,485,0.005882709685244709
어,VV,456,0.005530960033962035
?,SF,444,0.005385408454120929
지,ECD,444,0.005385408454120929
때,NNG,442,0.005361149857480744
어서,ECD,427,0.005179210382679362
아,ECD,412,0.004997270907877979
더,EPT,407,0.004936624416277518
보,VV,395,0.004791072836436412
생각,NNG,393,0.0047668142397962274
은,ETD,386,0.004681909151555583
근데,MAG,384,0.0046576505549153985
기,ETN,376,0.004560616168354661
어,ECD,360,0.004366547395233186
안,MAG,350,0.004245254412032264
았,EPT,345,0.004184607920431803
그래서,MAG,335,0.004063314937230882
좋,VA,299,0.0036266601977075624
우리,NP,291,0.0035296258111468253
그렇,VA,283,0.0034325914245860877
많이,MAG,269,0.0032627812481047973
사람,NNG,269,0.0032627812481047973
너무,MAG,268,0.003250651949784705
그냥,MAG,263,0.003190005458184244
또,MAG,258,0.003129358966583783
을,ETD,258,0.003129358966583783
어,EFN,240,0.002911031596822124
이렇,VA,237,0.0028746437018618474
거든,EFN,234,0.0028382558069015708
에서,JKM,231,0.002801867911941294
있,VXV,229,0.0027776093153011098
그리하,VV,228,0.0027654800169810176
않,VXV,226,0.002741221420340833
으로,JKM,226,0.002741221420340833
수,NNB,225,0.002729092122020741
인제,MAG,223,0.0027048335253805566
잖아,EFN,210,0.0025471526472193584
아서,ECD,208,0.002522894050579174
아,VV,200,0.0024258596640184364
이제,MAG,197,0.00238947176905816
없,VA,196,0.0023773424707380676
다,MAG,195,0.0023652131724179754
가지,VXV,187,0.0022681787858572383
어야,ECD,183,0.0022196615925768695
겠,EPT,182,0.0022075322942567773
아이,NNG,180,0.002183273697616593
보,VXV,176,0.002134756504336224
주,VXV,173,0.0020983686093759475
애,NNG,167,0.0020255928194553947
다,ECS,167,0.0020255928194553947
그,VV,165,0.0020013342228152103
내가,NNG,164,0.001989204924495118
키우,VV,164,0.001989204924495118
그런,MDT,162,0.0019649463278549337
로,JKM,158,0.001916429134574565
싶,VXA,156,0.0018921705379343805
더,MAG,155,0.0018800412396142883
시,EPH,154,0.0018679119412941961
라고,EFN,154,0.0018679119412941961
집,NNG,152,0.0018436533446540117
잘,MAG,147,0.001783006853053551
저,NP,146,0.0017708775547334587
얘기,NNG,146,0.0017708775547334587
1,NR,145,0.0017587482564133665
으면,ECD,143,0.0017344896597731821
자기,NP,140,0.0016981017648129055
하,XSA,139,0.0016859724664928133
만,JX,138,0.0016738431681727211
는,JKS,138,0.0016738431681727211
ㄴ데,ECE,136,0.0016495845715325367
갈,VV,135,0.0016374552732124448
엄마,NNG,135,0.0016374552732124448
많,VA,133,0.0016131966765722604
야,JX,132,0.0016010673782521682
그때,NNG,126,0.001528291588331615
살,VV,125,0.0015161622900115228
친구,NNG,125,0.0015161622900115228
되게,MAG,124,0.0015040329916914306
랑,JC,123,0.0014919036933713384
좋아하,VV,122,0.0014797743950512464
오,VV,120,0.001455515798411062
의,JKG,119,0.0014433865000909698
면서,ECE,117,0.0014191279034507854
지금,NNG,116,0.0014069986051306932
다니,VV,114,0.0013827400084905088
맞,VV,114,0.0013827400084905088
은,NNG,114,0.0013827400084905088
한테,JKO,114,0.0013827400084905088
데,NNB,113,0.0013706107101704166
다고,EFN,112,0.0013584814118503244
다,EFN,112,0.0013584814118503244
2,NR,111,0.0013463521135302322
