형태소,POS,절대빈도,상대빈도
.,SF,2633,0.033464241684777775
고,ECE,2255,0.028660032282253656
하,VV,1551,0.01971251000876959
이,JKS,1494,0.018988065733785794
ㄴ,ETD,1274,0.01619196502332202
어,ECS,1265,0.016077579085166684
에,JKM,1259,0.016001321793063128
는,JX,1196,0.015200620225975776
을,JKO,1172,0.014895591057561546
그,MDT,1118,0.01420927542862953
는,ETD,1070,0.01359921709180107
도,JX,1027,0.013052706498392241
가,JKS,999,0.012696839135242308
하,XSV,993,0.01262058184313875
었,EPT,956,0.01215032854183348
게,ECD,952,0.012099490347097775
있,VV,751,0.009544871061628601
이,VCP,748,0.009506742415576823
를,JKO,718,0.009125455955059036
들,XSN,711,0.009036489114271552
뭐,NP,671,0.008528107166914503
그러,VV,639,0.008121401609028864
거,NNB,637,0.00809598251166101
은,JX,618,0.007854501086666412
ㄹ,ETD,613,0.0077909533432467815
어,VV,597,0.007587600564303962
것,NNB,568,0.007219023652470101
되,VV,529,0.006723351253796978
아,ECS,514,0.006532708023538085
면,ECE,509,0.006469160280118453
는데,ECD,507,0.0064437411827506005
또,MAG,453,0.005757425553818584
니까,ECD,450,0.005719296907766805
보,VV,442,0.005617620518295396
어서,ECD,441,0.0056049109696114695
인제,MAG,440,0.005592201420927543
같,VA,430,0.00546510593408828
우리,NP,395,0.005020271730150862
생각,NNG,394,0.005007562181466936
어요,EFN,387,0.004918595340679452
가,VV,372,0.004727952110420559
은,ETD,369,0.0046898234643687805
그렇,VA,357,0.004537308880161665
때,NNG,355,0.004511889782793813
지,ECD,352,0.004473761136742034
사람,NNG,330,0.004194151065695657
나,NP,330,0.004194151065695657
안,MAG,320,0.004067055578856395
좀,MAG,311,0.003952669640701059
많이,MAG,303,0.0038509932512296487
좋,VA,302,0.0038382837025457226
그래서,MAC,302,0.0038382837025457226
에서,JKM,297,0.0037747359591260915
이렇,VA,296,0.0037620264104421654
더,EPT,285,0.0036222213749189766
그,NP,275,0.0034951258880797143
그리하,VV,263,0.0033426113038725995
으로,JKM,262,0.0033299017551886734
아,ECD,250,0.0031773871709815586
그런,MDT,249,0.003164677622297632
다,ECS,242,0.0030757107815101484
?,SF,239,0.00303758213545837
았,EPT,235,0.0029867439407226647
저,NP,233,0.0029613248433548126
키우,VV,232,0.002948615294670886
그냥,MAG,231,0.00293590574598696
이제,MAG,230,0.0029231961973030336
강아지,NNG,222,0.002821519807831624
을,ETD,222,0.002821519807831624
어,ECD,220,0.0027961007104637713
친구,NNG,215,0.00273255296704414
아,VV,213,0.0027071338696762876
기,ETN,212,0.0026944243209923615
