화자ID,연령대,JX_는,MAG_요새,NNG_최근,NNG_애,JKS_이,NNG_연애,JKO_를,VV_하,ETD_ㄹ,NNG_때,NNG_보통,MAG_먼저,NNG_동거,NNG_시작,ECE_고,ETD_는,NNG_사람,VV_낳,ETD_ㄴ,NNG_요새,NNG_주변,MAG_많이,VV_보,VXV_있,EFN_거든,JKS_가,NNG_필수,JX_라고,NNG_생각,JKO_을,ECS_어,ECE_면,NNG_은,NNG_나중,NNG_추,NNG_후,NNG_결혼,ECE_ㄴ다고,MAG_근데,NNG_신혼부부,NNG_사랑,NNG_주택,VA_같,ETD_은,JX_도,MAG_잘,VV_되,ECD_어,VV_있,ECD_어서,NNG_보증금,VV_싸,NNG_월세,NNG_계약,NNG_기간,NNG_정도,ECD_는데,MDT_그,NNG_국가,NNG_지원,VXV_주,JKS_라서,MAG_굳이,NNG_처음,JX_부터,NNG_집,NNG_살림,VA_좋,ETN_기,JKS_는,ECE_지만,NNG_자가,VV_들어가,VV_아니,MAG_솔직히,NNG_추천,ECD_지,VXV_않,EFQ_는다고,NNG_혼인,NNG_신고,ECE_든지,MAG_더,NNG_돈,NNG_보태,MAG_아예,VV_만들,NNG_곳,NNG_가면,JX_은,VA_괜찮,EFN_다고,NNG_경우,NNG_원래,ECD_려,VV_그리하,EFN_잖아,VV_어,MAG_혹시,VA_어떻,ECD_게,MDT_어느,VV_맞추,ECD_어야,NNG_직장,ECE_든,JX_든,NNG_출근,NNG_퇴근,ETD_을,MAG_물론,NNG_계발,VV_위하,VA_늦,NNG_자서,VV_일어나,NNG_피곤,ETN_ㅁ,VV_입,NNG_상관,VA_없다,NNG_애초,NNG_밤,NNG_일,NNG_아침,VV_들어오,MAG_쪼끔,NNG_만약,NNG_초반,MAG_조금,NNG_이해,MAG_안,MAG_같이,NNG_시간,NNG_필요,ECD_니까,MAG_그럼,MDN_네,NNG_가,NNG_얘기,NNG_내용,JKO_한테,NNG_말,EFQ_을까,MAG_그냥,NNG_일반,NNG_웨딩,ECD_아,NNG_스몰,VV_좋아하,NNG_야외,NNG_결혼식,ECE_라든지,NNG_친구,MDT_몇,VV_불르,VV_알,ECD_다시피,NNG_부모님,JKS_께서,VV_뿌리,VA_많,VV_받,ECD_아야,NNG_안,ECD_으면,NNG_주고,VA_그렇,NNG_이모,ECD_은데,VV_느,NNG_조카,NNG_사촌,NNG_왕래,VV_잦,NNG_중요,ECE_거나,NNG_가족,NNG_모임,NNG_아,VV_만나,MAG_하하,MAG_호호,ECE_면서,VV_웃,NNG_관계,VA_어렵,NNG_도움,MDT_그런,NNG_장점,VV_가지,NNG_예,VV_들,NNG_하,VV_사,NNG_여행,MAG_잠깐,VV_살,MAG_좀,VV_나,ECS_아,VV_대하,NNG_부정적,JX_야,NNG_사주,VV_믿,NNG_사,VA_길,NNG_맹신,VV_그러,JKG_의,VV_맞,NNG_최악,NNG_판단,NNG_내가,VV_가,EFQ_ㄹ까,MAG_이미,ECD_라면,EFN_지,NNG_상황,MAG_괜히,EFQ_나,VV_나오,VV_자,ECD_니깐,VV_해보,ECD_아서,NNG_경험,VA_없,MAG_다시,NNG_설명,EFQ_ㄹ래,NNG_기억,NNG_구경,NNG_슬픔,NNG_기쁨,NNG_축하,ECD_라서,VV_아,VA_기쁘,EFN_네,MAG_각자,VXV_가지,NNG_이제,NNG_자식,VV_보내,VV_걸,MAG_참,NNG_기,MAG_참으로,EFN_다,MAC_그래서,VA_그,NNG_눈물,VXV_나,ECD_라고,NNG_가슴,VA_벅차,NNG_응원,NNG_감정,ECD_ㄹ지,MAG_왈칵,MAG_왜,NNG_을,MDT_이,NNG_중반,VA_다르,MAG_서로,ECD_려고,NNG_최대한,VV_쓰,NNG_그다음,MAG_이제,MAG_다,NNG_아르바이트,MAG_딱히,NNG_편이,NNG_기도,VV_넣,NNG_학교,VV_다니,NNG_그때,JX_만,ECD_으니까,MAG_매일,VV_있었,NNG_취직,NNG_하면서,NNG_연차,VV_겹치,ECS_다,ECE_건,JX_마다,VA_달르,NNG_주말,NNG_홍,NNG_대,VV_일하,MAG_거의,MAG_무조건,VXV_보,VV_데려다주,NNG_만남,VV_말하,ECS_ㄴ지,NNG_데이트,MAG_정확히,NNG_이유,VV_빼,ECD_라,JX_이,ECD_서,NNG_힐링,NNG_부분,NNG_각자,ECD_거든,VV_인하,NNG_침대,VV_눕,NNG_에너지,VV_차,NNG_자유,ECD_어도,VA_상관없,NNG_방,NNG_어머님,NNG_거실,NNG_생활,NNG_컴퓨터,VV_나가,NNG_처,NNG_언니,NNG_남자,MAG_지금,NNG_당장,VV_모르,ECE_자면,NNG_아까,NNG_서로,NNG_패턴,VV_살아오,MAG_살짝,NNG_체크,NNG_리스트,EFN_야,NNG_청소,NNG_설,VV_거지,EFN_ㄹ게,MAC_그리고,VV_건들,NNG_마,NNG_쓰레기,VV_비우,NNG_빨래,MDT_이런,NNG_살,MDT_저,NNG_전,VV_그리,VV_쉬,VV_오,NNG_자기,VV_졸리,MAG_막,VV_붙,NNG_자야,VV_깨,MAG_그러면,ECD_여도,NNG_잠,NNG_스트레스,ECD_아도,MAG_아마,NNG_약,VV_먹,NNG_극단적,ETD_라는,NNG_개개인,NNG_선택,NNG_전제,ECE_ㄴ다면,VV_잇,VV_다그,NNG_직전,ECE_ㄴ데,NNG_요즘,NNG_세대,VV_열리,VV_시작하,NNG_상태,NNG_동,VV_거하,EFQ_던,VV_다투,NNG_문제,MAG_못,NNG_보고,NNG_텍스트,NNG_전화,NNG_목,NNG_소리,NNG_실질적,VV_느끼,NNG_다툼,VV_줄어들,VV_싶,VV_갈,NNG_행동,NNG_반경,VV_그,NNG_거지,VV_않,NNG_인간,NNG_저녁,NNG_장단점,VV_주고받,NNG_금액,MAG_상관없이,MDT_어떤,VXA_싶,VA_잦,MAG_주로,NNG_엄마,NNG_차이,NNG_이랑,MAG_가장,MAG_그나마,VA_어리,ECE_고는,NNG_경조사,JX_나,VA_이렇,VV_뵈,MAG_적이,VA_아쉽,NNG_소통,VA_크,NNG_지점,MAG_꼭,VV_피,VA_참하,ETD_ㄴ다는,NNG_느낌,NNG_강박,NNG_엠,NNG_비,NNG_아이,NNG_티,VV_널,NNG_운,VV_봐,NNG_고,NNG_배우자,NNG_위로,NNG_줄,NNG_조언,ECE_다면,NNG_나도,NNG_인정,MAG_가끔,NNG_남,NNG_인사,VV_드리,NNG_아버지,NNG_손,VV_잡,VV_떠나,NNG_남편,VV_흘리,NNG_남의,NNG_신부,MAG_이렇게,VV_나누,NNG_현장,MAG_쪼금,NNG_감동,ECE_나,VV_같,MAG_울컥,MDN_한,MDT_뭔,NNG_어미,NNG_새,NNG_아기,NNG_모습,VV_보이,NNG_둥지,NNG_적당,MAG_하긴,VA_궁금하,VV_나르,NNG_지금,NNG_활동,NNG_자신,NNG_공간,NNG_자취방,MAG_들락날락,VV_지내,NNG_치안,NNG_독립,NNG_시기,MAG_오히려,NNG_불안,NNG_기대감,NNG_동감,MAG_막상,NNG_충돌,MAG_덜,VV_다르,VV_치우,VV_이러,EFN_아,VV_느껴지,NNG_커플,VA_귀엽,NNG_애교,NNG_투정,VV_받아들이
SD2401639,20대,0.039,0.0,0.0,0.0,0.033,0.003,0.018,0.043,0.014,0.009,0.0,0.001,0.01,0.001,0.022,0.029,0.001,0.001,0.017,0.0,0.0,0.003,0.004,0.0,0.002,0.014,0.001,0.003,0.024,0.041,0.021,0.008,0.007,0.0,0.0,0.0,0.012,0.001,0.006,0.0,0.0,0.0,0.006,0.002,0.011,0.002,0.008,0.006,0.017,0.01,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.01,0.0,0.0,0.003,0.0,0.0,0.001,0.001,0.002,0.0,0.007,0.003,0.001,0.002,0.0,0.0,0.001,0.0,0.0,0.006,0.005,0.001,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.001,0.0,0.0,0.007,0.003,0.01,0.0,0.0,0.0,0.002,0.006,0.003,0.001,0.002,0.016,0.001,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.0,0.0,0.001,0.004,0.006,0.001,0.001,0.003,0.001,0.001,0.0,0.003,0.0,0.003,0.0,0.006,0.008,0.0,0.003,0.006,0.002,0.001,0.0,0.005,0.0,0.002,0.004,0.0,0.0,0.0,0.004,0.0,0.0,0.001,0.002,0.0,0.001,0.0,0.0,0.007,0.001,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.001,0.0,0.0,0.0,0.006,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.008,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.008,0.0,0.002,0.004,0.001,0.001,0.005,0.001,0.0,0.0,0.0,0.005,0.007,0.001,0.0,0.0,0.001,0.002,0.002,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.001,0.0,0.001,0.005,0.002,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.002,0.003,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.003,0.0,0.0,0.0,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.003,0.002,0.002,0.001,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
SD2401640,20대,0.03902065799540933,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.02754399387911247,0.005355776587605203,0.020657995409334353,0.03902065799540933,0.013006885998469778,0.011476664116296864,0.0045906656465187455,0.0007651109410864575,0.005355776587605203,0.0007651109410864575,0.03289977046671767,0.02218821729150727,0.005355776587605203,0.00612088752869166,0.026013771996939557,0.0022953328232593728,0.0007651109410864575,0.001530221882172915,0.00306044376434583,0.0045906656465187455,0.0007651109410864575,0.013006885998469778,0.0007651109410864575,0.0022953328232593728,0.017597551644988524,0.02754399387911247,0.020657995409334353,0.009946442234123947,0.0022953328232593728,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.009946442234123947,0.00306044376434583,0.001530221882172915,0.0007651109410864575,0.0022953328232593728,0.0022953328232593728,0.009946442234123947,0.0038255547054322878,0.010711553175210406,0.0007651109410864575,0.010711553175210406,0.00306044376434583,0.014537107880642693,0.009181331293037491,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0038255547054322878,0.0076511094108645756,0.0076511094108645756,0.0007651109410864575,0.0007651109410864575,0.0045906656465187455,0.0007651109410864575,0.001530221882172915,0.001530221882172915,0.0022953328232593728,0.001530221882172915,0.0007651109410864575,0.005355776587605203,0.0038255547054322878,0.0007651109410864575,0.00306044376434583,0.0007651109410864575,0.0022953328232593728,0.0038255547054322878,0.0007651109410864575,0.0007651109410864575,0.00612088752869166,0.0045906656465187455,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.0022953328232593728,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.0007651109410864575,0.0007651109410864575,0.011476664116296864,0.0007651109410864575,0.0045906656465187455,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.00306044376434583,0.0038255547054322878,0.0022953328232593728,0.001530221882172915,0.00306044376434583,0.009181331293037491,0.001530221882172915,0.0007651109410864575,0.00306044376434583,0.0022953328232593728,0.0022953328232593728,0.0007651109410864575,0.00306044376434583,0.0007651109410864575,0.013771996939556235,0.00306044376434583,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.001530221882172915,0.0007651109410864575,0.00612088752869166,0.00306044376434583,0.009181331293037491,0.0045906656465187455,0.0045906656465187455,0.0022953328232593728,0.00612088752869166,0.0022953328232593728,0.005355776587605203,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.00306044376434583,0.00612088752869166,0.0007651109410864575,0.0022953328232593728,0.005355776587605203,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0038255547054322878,0.001530221882172915,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.005355776587605203,0.00306044376434583,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.0007651109410864575,0.00306044376434583,0.00306044376434583,0.00306044376434583,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.00306044376434583,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.0007651109410864575,0.001530221882172915,0.0045906656465187455,0.005355776587605203,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.001530221882172915,0.006885998469778117,0.00306044376434583,0.0007651109410864575,0.001530221882172915,0.0038255547054322878,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.00306044376434583,0.0076511094108645756,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0045906656465187455,0.0045906656465187455,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.00306044376434583,0.0007651109410864575,0.0045906656465187455,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.001530221882172915,0.0007651109410864575,0.00306044376434583,0.0022953328232593728,0.0022953328232593728,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.00306044376434583,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.001530221882172915,0.0022953328232593728,0.0038255547054322878,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.0007651109410864575,0.00306044376434583,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.005355776587605203,0.001530221882172915,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.00306044376434583,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0022953328232593728,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0022953328232593728,0.0038255547054322878,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.001530221882172915,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
