화자ID,연령대,형태소_엠,형태소_비,형태소_티,형태소_아이,형태소_하,형태소_보시,형태소_저,형태소_요새,형태소_는,형태소_기,형태소_아이엔에프,형태소_피,형태소_요,형태소_내성적,형태소_직관적,형태소_즉흥적,형태소_편,형태소_잔,형태소_다르크,형태소_형,형태소_언니,형태소_어,형태소_때,형태소_의,형태소_이면,형태소_은,형태소_사람,형태소_이,형태소_계획,형태소_을,형태소_짜,형태소_데,형태소_대로,형태소_되,형태소_화도,형태소_나,형태소_그러,형태소_맞,형태소_계획적,형태소_잘되,형태소_다이어트,형태소_가,형태소_거,형태소_같,형태소_생각,형태소_아니,형태소_고,형태소_것,형태소_힘들,형태소_바깥,형태소_울,형태소_운동,형태소_헬스,형태소_쪽,형태소_재미,형태소_없,형태소_보통,형태소_7,형태소_법칙,형태소_이렇,형태소_있,형태소_예전,형태소_팔찌,형태소_를,형태소_차,형태소_뭐,형태소_책,형태소_사,형태소_주,형태소_거기,형태소_1,형태소_17,형태소_14,형태소_21,형태소_계속,형태소_보,형태소_살,형태소_그렇,형태소_실천,형태소_부럽,형태소_약간,형태소_성격,형태소_이나,형태소_감정,형태소_크,형태소_틀,형태소_끝자리,형태소_2,형태소_달라지,형태소_경우,형태소_많,형태소_제가,형태소_상상,형태소_좋아하,형태소_이것,형태소_몽상가,형태소_아,형태소_4,형태소_정돈,형태소_끝,형태소_만,형태소_기본적,형태소_똑같,형태소_도,형태소_궁합,형태소_엄마,형태소_엔,형태소_에프,형태소_라서,형태소_앞,형태소_자리,형태소_달르,형태소_하려,형태소_까,형태소_결과,형태소_나오,형태소_귀찮,형태소_해지,형태소_시들,형태소_주변,형태소_대,형태소_강,형태소_알,형태소_검사,형태소_따르,형태소_성향,형태소_파악,형태소_좋,형태소_좋아지,형태소_그리하,형태소_전,형태소_티브이,형태소_다르,형태소_16,형태소_가지,형태소_사주팔자,형태소_철학,형태소_분,형태소_다양,형태소_확률,형태소_정확,형태소_수,형태소_환경,형태소_낳,형태소_혈액형,형태소_낫,형태소_저희,형태소_나이,형태소_비형,형태소_들,형태소_에이형,형태소_면,형태소_괜찮,형태소_언,형태소_니,형태소_사장님,형태소_음악,형태소_모으,형태소_시,형태소_진짜,형태소_보고,형태소_오라,형태소_모임,형태소_회비,형태소_강의,형태소_요일,형태소_시간,형태소_정해지,형태소_배우,형태소_있었,형태소_기타,형태소_손가락,형태소_아프,형태소_피아노,형태소_초등학교,형태소_손,형태소_굳,형태소_야,형태소_어렵,형태소_좀,형태소_작년,형태소_이랑,형태소_유행,형태소_재작년,형태소_지금,형태소_긍정적,형태소_구체적,형태소_믿,형태소_나누,형태소_직업,형태소_면접,형태소_회사,형태소_뽑,형태소_기준,형태소_그,형태소_추면,형태소_어울리,형태소_모르,형태소_어른,형태소_본인,형태소_걸,형태소_기억,형태소_거르,형태소_정도,형태소_드리,형태소_알리,형태소_곳,형태소_드시,형태소_그분,형태소_반,형태소_묻,형태소_어떻,형태소_너,형태소_이래,형태소_설명,형태소_유형,형태소_말씀드리,형태소_말씀,형태소_어린애,형태소_3,형태소_잊,형태소_이제,형태소_가족,형태소_맞추,형태소_처음,형태소_이거,형태소_심리학자,형태소_이러,형태소_동생,형태소_대학교,형태소_다니,형태소_애,형태소_달,형태소_뒤,형태소_그때,형태소_놀라,형태소_말,형태소_들어서,형태소_마다,형태소_세우,형태소_생활,형태소_실행력,형태소_망가,형태소_없애,형태소_느낌,형태소_옛날,형태소_술자리,형태소_하이볼,형태소_취하,형태소_술,형태소_먹,형태소_부터,형태소_건강,형태소_알바,형태소_몸,형태소_소개,형태소_갈,형태소_예정,형태소_받,형태소_9,형태소_번,형태소_연장,형태소_야구장,형태소_벌,형태소_나가,형태소_축나,형태소_주말,형태소_갔잖,형태소_절,형태소_일,형태소_초반,형태소_피곤,형태소_까지,형태소_늘,형태소_올해,형태소_궁하,형태소_피곤하,형태소_내년,형태소_만약,형태소_닥치,형태소_제이,형태소_언변,형태소_편이,형태소_그리,형태소_호,형태소_화,형태소_날,형태소_넘어가,형태소_지,형태소_힘,형태소_싫,형태소_땀,형태소_동영상,형태소_빅,형태소_씨,형태소_스,형태소_슬,형태소_불,형태소_중,형태소_50,형태소_챌린지,형태소_날짜,형태소_정하,형태소_재,형태소_5,형태소_쉬,형태소_목요일,형태소_일요일,형태소_토,형태소_금,형태소_체크,형태소_오늘,형태소_식,형태소_어제,형태소_27,형태소_나름,형태소_넘,형태소_라고,형태소_추진,형태소_잘하,형태소_예,형태소_친구,형태소_만나,형태소_한테,형태소_연락,형태소_추진력,형태소_안,형태소_자기,형태소_오래되,형태소_밖에,형태소_최근,형태소_지가,형태소_내용,형태소_문제,형태소_가요,형태소_조,형태소_한번,형태소_이인,형태소_어떠,형태소_성,형태소_프로,형태소_계산,형태소_보여주,형태소_단편적,형태소_에이,형태소_합리적,형태소_이성적,형태소_라더,형태소_오형,형태소_대세,형태소_요즘,형태소_기회,형태소_서,형태소_얘기,형태소_아이이,형태소_무엇,형태소_낯가리,형태소_원래,형태소_수요일,형태소_우리,형태소_사무실,형태소_쓰,형태소_기분,형태소_결국,형태소_새롭,형태소_오,형태소_그거,형태소_강습료,형태소_거거,형태소_든,형태소_대하,형태소_직종,형태소_도움,형태소_계시,형태소_관심,형태소_물어보,형태소_그것,형태소_코로나,형태소_실제,형태소_경향,형태소_부분,형태소_안내,형태소_삽입,형태소_거나,형태소_변덕,형태소_심하,형태소_이요,형태소_부지런,형태소_일하,형태소_왕래,형태소_조끔,형태소_친목,형태소_도모,형태소_마시,형태소_또래,형태소_치,형태소_결혼,형태소_가정,형태소_부장,형태소_아쉽,형태소_날씨,형태소_덥,형태소_이상,형태소_돈,형태소_결론,형태소_아끼
SD2401355,40대,0.006593406593406593,0.006593406593406593,0.006593406593406593,0.008791208791208791,0.05054945054945055,0.001098901098901099,0.020879120879120878,0.007692307692307693,0.04835164835164835,0.007692307692307693,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.0032967032967032967,0.001098901098901099,0.0032967032967032967,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.012087912087912088,0.0032967032967032967,0.007692307692307693,0.0032967032967032967,0.001098901098901099,0.03296703296703297,0.014285714285714285,0.02967032967032967,0.00989010989010989,0.025274725274725275,0.004395604395604396,0.0032967032967032967,0.001098901098901099,0.015384615384615385,0.001098901098901099,0.005494505494505495,0.012087912087912088,0.015384615384615385,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.02197802197802198,0.045054945054945054,0.03076923076923077,0.007692307692307693,0.004395604395604396,0.001098901098901099,0.015384615384615385,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.0032967032967032967,0.015384615384615385,0.004395604395604396,0.002197802197802198,0.006593406593406593,0.002197802197802198,0.014285714285714285,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.002197802197802198,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.013186813186813187,0.001098901098901099,0.006593406593406593,0.001098901098901099,0.001098901098901099,0.006593406593406593,0.01098901098901099,0.002197802197802198,0.001098901098901099,0.0032967032967032967,0.002197802197802198,0.001098901098901099,0.0032967032967032967,0.0032967032967032967,0.002197802197802198,0.005494505494505495,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.0032967032967032967,0.001098901098901099,0.005494505494505495,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.004395604395604396,0.0032967032967032967,0.001098901098901099,0.013186813186813187,0.001098901098901099,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.004395604395604396,0.002197802197802198,0.001098901098901099,0.007692307692307693,0.002197802197802198,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.005494505494505495,0.002197802197802198,0.001098901098901099,0.004395604395604396,0.001098901098901099,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.002197802197802198,0.004395604395604396,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.005494505494505495,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.0032967032967032967,0.002197802197802198,0.005494505494505495,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.006593406593406593,0.0032967032967032967,0.0032967032967032967,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.004395604395604396,0.001098901098901099,0.002197802197802198,0.0032967032967032967,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401356,40대,0.008101851851851851,0.008101851851851851,0.008101851851851851,0.009259259259259259,0.06597222222222222,0.0,0.02662037037037037,0.0,0.046296296296296294,0.015046296296296295,0.0,0.0011574074074074073,0.003472222222222222,0.0,0.0,0.003472222222222222,0.005787037037037037,0.0,0.0,0.0011574074074074073,0.0,0.0,0.016203703703703703,0.004629629629629629,0.0,0.017361111111111112,0.008101851851851851,0.032407407407407406,0.0011574074074074073,0.01273148148148148,0.0,0.0011574074074074073,0.0,0.016203703703703703,0.0,0.0011574074074074073,0.016203703703703703,0.01273148148148148,0.0023148148148148147,0.0,0.0011574074074074073,0.023148148148148147,0.03009259259259259,0.03356481481481482,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.02662037037037037,0.004629629629629629,0.0,0.0,0.0011574074074074073,0.0,0.0023148148148148147,0.0,0.006944444444444444,0.0,0.0,0.0,0.004629629629629629,0.034722222222222224,0.0011574074074074073,0.0,0.017361111111111112,0.0,0.024305555555555556,0.0,0.0,0.0,0.0023148148148148147,0.005787037037037037,0.0,0.0,0.0,0.0023148148148148147,0.010416666666666666,0.0,0.005787037037037037,0.0,0.0,0.0,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0011574074074074073,0.003472222222222222,0.0023148148148148147,0.0023148148148148147,0.0,0.003472222222222222,0.0023148148148148147,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.03125,0.0,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0,0.003472222222222222,0.0,0.0,0.0,0.0011574074074074073,0.0,0.0,0.005787037037037037,0.006944444444444444,0.0,0.0023148148148148147,0.0,0.003472222222222222,0.0,0.003472222222222222,0.0011574074074074073,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0,0.0,0.0,0.0023148148148148147,0.004629629629629629,0.0,0.0,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0,0.0023148148148148147,0.004629629629629629,0.0011574074074074073,0.0,0.0,0.0,0.0,0.009259259259259259,0.003472222222222222,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.004629629629629629,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.016203703703703703,0.0,0.0011574074074074073,0.006944444444444444,0.0011574074074074073,0.0,0.003472222222222222,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0011574074074074073,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.003472222222222222,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0011574074074074073,0.0023148148148148147,0.0,0.0,0.0011574074074074073,0.0011574074074074073,0.0,0.003472222222222222,0.0,0.0011574074074074073,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0,0.003472222222222222,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0011574074074074073,0.005787037037037037,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0023148148148148147,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.005787037037037037,0.004629629629629629,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073
