화자ID,연령대,NNG_형,NNG_작년,MAG_참,NNG_근무,ETM_ᆯ,NNG_때,NNG_휴가,VV_가,NNG_그때,JKS_가,MAJ_그래도,VA_재밌,EF_어요,JX_도,JKO_을,MM_몇,EC_어,VX_보,MM_한,EC_는데,EC_면,JX_은,VA_있,EF_잖아요,MAJ_그래서,MAG_이제,EC_어서,MAG_또,VV_사,EF_어,NNG_삼,NNG_합,JKS_이,NNG_유명,MAJ_또,VV_먹,EC_고,VV_하,VV_돌아오,ETM_ᆫ,JX_만,EC_어도,EF_야,ETM_은,VV_알,MAG_지금,MAG_안,EC_니까,VA_멀,VX_지,EC_게,VV_느끼,ETM_는,EF_예요,MAG_한번,MAG_다,MAG_다시,VX_싶,JKO_를,VV_다니,EC_지,VX_말,EF_세요,NNG_장성,NNG_댐,VV_있,MM_그,NNG_고기,MAG_얼마나,MAG_많이,EC_냐면,NNG_말,MAG_못,VV_살,EC_지만은,JKO_ᆯ,NNG_절,ETN_기,NNG_옆,NNG_길,MAG_잘,VV_나,VX_있,MAG_출렁,NNG_다리,VX_가지,MAG_하여튼,VX_놓,EC_어요,MAJ_그러니까,VV_돌아보,MAJ_그러면,MAG_진짜,NNG_하루,MAG_금방,EF_ᆸ니다,NNG_전,JX_는,MAG_그냥,NNG_여행,EC_야,NNG_계도,MAG_막,VV_만들,MAG_왜,EC_는지,VV_모르,EC_지만,VV_만나,EC_자,NNG_돈,VV_모으,VX_갖,NNG_계,MAG_뚝딱뚝딱,NNG_요즘,EC_려면,VV_되,EF_죠,NNG_옛날,VV_남,NNG_사진,EC_라고,VV_찍,NNG_핸드폰,JKG_의,MAG_아주,NNG_카메라,JX_마다,VV_찍히,VX_버리,MAG_좀,MAG_너무너무,VA_많,NNG_생각,NNG_이제,VV_놔두,EF_ᆯ까,MAJ_그런데,EF_ᆯ까요,VX_않,VV_보내,VX_주,VV_보,VA_좋,NNG_형수,MAG_더,VX_하,VA_같,EF_더라고,JX_요,VV_싸우,NNG_누,NNG_동네,NNG_사람,ETM_다는,VV_갖,EC_다가,NNG_집,NNG_이야기,MM_다른,EC_다,VV_오,EC_다고,VV_그러,NNG_집사람,EC_다는데,ETM_냐는,MM_무슨,NNG_소리,VA_그,NNG_들통,NNG_방법,VA_없,VV_막,ETM_을,VV_혼나,EC_ᆫ데,NNG_이번,EF_ᆸ시다,VV_놀,MAG_진짜로,MAJ_하여튼,MAG_언제,NNG_시간,VV_내,EC_어야,MAG_같이,NNG_기회,NNG_제일,VV_신나,EF_더구먼,EC_요,NNG_앞,MAG_아직,NNG_우리,NNG_타입,VV_놓,EC_러,EC_면서,NNG_경비,VV_들,MM_그런,NNG_회,VV_시키,EC_어야지,MAG_쫙,VV_깔,VV_생기,EF_더라고요,EF_구나,MAG_그나저나,NNG_멋,NNG_멋쟁이,MAG_이렇게,NNG_나이,NNG_돌,NNG_복,EC_에요,MAJ_그럼,MAG_굉장히,VV_좋아하,MAG_아까,NNG_모임,MAJ_근데,VV_그만두,MM_저,NNG_애,NNG_위로,EF_ᆫ다고,NNG_수,EC_자고,MM_딴,NNG_약속,NNG_스케줄,EC_으니까,NNG_친구,VX_가,EC_ᆫ다고,EC_냐,ETM_던,EF_잖아,NNG_꽃,NNG_구경,EF_면서,EF_대,NNG_서,MM_이,JX_까지,EC_나,NNG_군대,NNG_발전,NNG_지방,NNG_새마을,NNG_운동,NNG_대통령,MM_새,NNG_마을,EF_ᆫ다,NNG_주변,NNG_농가,VX_나,NNG_자치,MM_각,NNG_구역,VV_위하,NNG_가면,VV_도,MAJ_그리고,ETM_라는,NNG_곡,MAG_완전히,NNG_시,NNG_시골,NNG_지금,EF_지,VV_빠지,MAG_글로,NNG_내루,VV_타,VV_비비,NNG_이,NNG_직진,NNG_전동차,VV_삼,NNG_강,VV_끼,NNG_볼거리,NNG_외국,NNG_화,VV_잘되,VV_나가,NNG_단풍,VV_맞,NNG_산,NNG_글,NNG_성,NNG_친목회,MM_옛,NNG_가성,NNG_가성회,NNG_전국,MAG_없이,EF_다고,NNG_산악,NNG_대장,NNG_비행기,VV_내리,NNG_목적,NNG_그새,VA_젊,NNG_당시,VV_오르,NNG_얘기,NNG_관광,NNG_산악회,VV_가지,NNG_버스,VV_나다니,MAG_자꾸,EF_다,MM_이런,NNG_추억,VA_드물,EC_는다고,NNG_앨범,EF_거든,MAG_하나하나,EC_으면,VA_답답하,MAG_서로,NNG_연락,NNG_불안,MAG_잠깐,EC_더라도,NNG_여기저기,NNG_딸,JX_ᆫ,NNG_아빠,JX_부터,VV_미루,EC_더니,EC_고서,NNG_얼마,VV_가져가,NNG_호텔,NNG_온천,NNG_숙소,NNG_해,NNG_곶감,EF_은데,VV_들르,VV_나오,MM_내,NNG_차,NNG_밤,NNG_발,VV_담그,NNG_물,JX_이야,JX_나,NNG_관광객,NNG_장소,NNG_처음,NNG_아침,MAG_일찍,EF_ᆫ대,NNG_저녁,VV_늦,NNG_문,JX_여,EC_ᆫ다,EC_면은,MAG_몰래,NNG_남자,MM_여러,NNG_가족,EF_냐,EF_ᆫ가,MAG_딱,MAG_제대로,VV_않,EC_니,NNG_일,NNG_오해,NNG_안면,NNG_터널,VV_뚫,NNG_해저,NNG_도로,NNG_통과,NNG_비,MAG_바로,NNG_콘도,NNG_날,NNG_전체,NNG_부부,NNG_동반,NNG_혼자,MM_단,MAG_왜냐하면,VV_떠들,NNG_노래,VV_부르,NNG_노래방,NNG_노,VV_올라오,NNG_술,MAG_약간,VA_어리,JKG_이,MAG_제일,VV_치,NNG_부인,NNG_총각,NNG_선생,MAJ_그래,NNG_뒤,NNG_뒷모습,NNG_야,NNG_별명,NNG_남,NNG_건강,VV_움직이,NNG_활동,VV_뜨,NNG_우럭,NNG_낙지,NNG_전복,VV_쓰,MAG_너무,NNG_개인,NNG_부담,NNG_공짜,VV_빌리,EF_라고,NNG_여름,NNG_풀장,NNG_밑,NNG_저수지,NNG_인,NNG_회비,VA_적,NNG_연체,MAG_별로,MAG_얼마든지,NNG_회촉으,EC_으려면,EC_느라고,EF_어야지,VV_서,NNG_배
SD2400009,60대 이상,0.019975031210986267,0.0012484394506866417,0.012484394506866416,0.0012484394506866417,0.006242197253433208,0.006242197253433208,0.0012484394506866417,0.04744069912609238,0.011235955056179775,0.024968789013732832,0.006242197253433208,0.0012484394506866417,0.02247191011235955,0.02372034956304619,0.009987515605493134,0.0012484394506866417,0.03870162297128589,0.011235955056179775,0.0149812734082397,0.016229712858926344,0.009987515605493134,0.019975031210986267,0.008739076154806492,0.0024968789013732834,0.006242197253433208,0.009987515605493134,0.011235955056179775,0.011235955056179775,0.0024968789013732834,0.004993757802746567,0.0012484394506866417,0.0024968789013732834,0.03620474406991261,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.03245942571785269,0.016229712858926344,0.0012484394506866417,0.00749063670411985,0.00749063670411985,0.00749063670411985,0.003745318352059925,0.003745318352059925,0.0024968789013732834,0.0024968789013732834,0.003745318352059925,0.003745318352059925,0.0024968789013732834,0.0024968789013732834,0.00749063670411985,0.0012484394506866417,0.008739076154806492,0.008739076154806492,0.016229712858926344,0.0024968789013732834,0.0024968789013732834,0.0024968789013732834,0.016229712858926344,0.0024968789013732834,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.00749063670411985,0.008739076154806492,0.0012484394506866417,0.012484394506866416,0.0012484394506866417,0.0024968789013732834,0.006242197253433208,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.003745318352059925,0.0012484394506866417,0.006242197253433208,0.0012484394506866417,0.0024968789013732834,0.008739076154806492,0.003745318352059925,0.003745318352059925,0.0024968789013732834,0.0024968789013732834,0.006242197253433208,0.006242197253433208,0.003745318352059925,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.003745318352059925,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.024968789013732832,0.016229712858926344,0.011235955056179775,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.003745318352059925,0.0012484394506866417,0.004993757802746567,0.003745318352059925,0.0012484394506866417,0.003745318352059925,0.0012484394506866417,0.003745318352059925,0.0024968789013732834,0.0024968789013732834,0.0012484394506866417,0.004993757802746567,0.0012484394506866417,0.0012484394506866417,0.006242197253433208,0.0012484394506866417,0.0012484394506866417,0.003745318352059925,0.0012484394506866417,0.0012484394506866417,0.003745318352059925,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0024968789013732834,0.01373283395755306,0.006242197253433208,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0024968789013732834,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.003745318352059925,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.004993757802746567,0.004993757802746567,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.003745318352059925,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.003745318352059925,0.0012484394506866417,0.0024968789013732834,0.003745318352059925,0.0024968789013732834,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,0.0024968789013732834,0.0012484394506866417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2400010,60대 이상,0.000572737686139748,0.0,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.009163802978235968,0.0,0.033218785796105384,0.012027491408934709,0.037800687285223365,0.000572737686139748,0.001718213058419244,0.0028636884306987398,0.018900343642611683,0.006872852233676976,0.0,0.027491408934707903,0.004581901489117984,0.002290950744558992,0.005154639175257732,0.0143184421534937,0.0143184421534937,0.010309278350515464,0.0,0.003436426116838488,0.021764032073310423,0.013172966781214204,0.012600229095074456,0.000572737686139748,0.009736540664375716,0.0,0.0,0.0286368843069874,0.0,0.0,0.005154639175257732,0.0441008018327606,0.020618556701030927,0.0,0.006872852233676976,0.004009163802978236,0.001718213058419244,0.0074455899198167235,0.006872852233676976,0.003436426116838488,0.001145475372279496,0.0057273768613974796,0.006300114547537228,0.0,0.000572737686139748,0.012027491408934709,0.0,0.009163802978235968,0.0,0.0,0.003436426116838488,0.0,0.0,0.010309278350515464,0.006872852233676976,0.001718213058419244,0.0,0.0,0.0,0.0,0.006872852233676976,0.033218785796105384,0.0,0.0,0.0057273768613974796,0.0028636884306987398,0.001718213058419244,0.001718213058419244,0.001718213058419244,0.001718213058419244,0.002290950744558992,0.0,0.00859106529209622,0.0,0.000572737686139748,0.001718213058419244,0.001145475372279496,0.001145475372279496,0.0,0.0,0.009736540664375716,0.0,0.002290950744558992,0.000572737686139748,0.008018327605956471,0.0,0.001145475372279496,0.009163802978235968,0.0,0.000572737686139748,0.0,0.001718213058419244,0.022336769759450172,0.001718213058419244,0.005154639175257732,0.0,0.0,0.005154639175257732,0.000572737686139748,0.001718213058419244,0.000572737686139748,0.001145475372279496,0.0028636884306987398,0.001718213058419244,0.0028636884306987398,0.002290950744558992,0.001145475372279496,0.0,0.0,0.0,0.001145475372279496,0.000572737686139748,0.005154639175257732,0.0,0.0057273768613974796,0.003436426116838488,0.004581901489117984,0.001145475372279496,0.004009163802978236,0.001718213058419244,0.002290950744558992,0.000572737686139748,0.000572737686139748,0.0,0.0,0.000572737686139748,0.002290950744558992,0.001145475372279496,0.0028636884306987398,0.000572737686139748,0.0,0.000572737686139748,0.0,0.0,0.0,0.000572737686139748,0.0,0.001718213058419244,0.0057273768613974796,0.006300114547537228,0.0,0.001718213058419244,0.0028636884306987398,0.000572737686139748,0.0028636884306987398,0.0,0.0,0.0,0.000572737686139748,0.002290950744558992,0.0,0.000572737686139748,0.001718213058419244,0.001145475372279496,0.0,0.0,0.0057273768613974796,0.0028636884306987398,0.001145475372279496,0.006872852233676976,0.001145475372279496,0.0,0.0,0.001145475372279496,0.0,0.0,0.0,0.0,0.0028636884306987398,0.0,0.001718213058419244,0.0,0.001145475372279496,0.001145475372279496,0.0,0.006300114547537228,0.0,0.0,0.001145475372279496,0.001145475372279496,0.0028636884306987398,0.001145475372279496,0.001718213058419244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028636884306987398,0.006300114547537228,0.0,0.001145475372279496,0.002290950744558992,0.001718213058419244,0.0,0.0,0.0,0.0,0.001145475372279496,0.0,0.0,0.0,0.000572737686139748,0.0,0.001718213058419244,0.001145475372279496,0.0,0.0,0.0,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.002290950744558992,0.002290950744558992,0.0074455899198167235,0.001145475372279496,0.002290950744558992,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.0028636884306987398,0.000572737686139748,0.000572737686139748,0.004009163802978236,0.005154639175257732,0.002290950744558992,0.001145475372279496,0.000572737686139748,0.001145475372279496,0.0074455899198167235,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.006872852233676976,0.001145475372279496,0.001145475372279496,0.000572737686139748,0.001718213058419244,0.001145475372279496,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.002290950744558992,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.001718213058419244,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.0074455899198167235,0.000572737686139748,0.001718213058419244,0.001145475372279496,0.0028636884306987398,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.000572737686139748,0.001718213058419244,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.004009163802978236,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001718213058419244,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.000572737686139748,0.005154639175257732,0.002290950744558992,0.000572737686139748,0.001718213058419244,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.0028636884306987398,0.000572737686139748,0.001145475372279496,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.000572737686139748,0.001718213058419244,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.002290950744558992,0.001718213058419244,0.0028636884306987398,0.001145475372279496,0.001718213058419244,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.001145475372279496,0.002290950744558992,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.001145475372279496,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.0028636884306987398,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001718213058419244,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.001145475372279496,0.000572737686139748,0.0028636884306987398,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.002290950744558992,0.000572737686139748,0.001145475372279496,0.001718213058419244,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.0028636884306987398,0.001718213058419244,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.001718213058419244,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.003436426116838488,0.001145475372279496,0.001718213058419244,0.001718213058419244,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.004009163802978236,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.000572737686139748,0.001145475372279496,0.000572737686139748,0.000572737686139748,0.000572737686139748
