화자ID,연령대,형태소_회사,형태소_업무,형태소_를,형태소_하,형태소_보시,형태소_저,형태소_는,형태소_있,형태소_직장,형태소_이,형태소_계속,형태소_사회,형태소_복지,형태소_쪽,형태소_이용,형태소_인들,형태소_을,형태소_케어,형태소_관련,형태소_위하,형태소_프로그램,형태소_계획,형태소_진행,형태소_결과,형태소_보,형태소_사시,형태소_가깝,형태소_데,형태소_같,형태소_경우,형태소_집,형태소_차로,형태소_15,형태소_정도,형태소_거리,형태소_출퇴근,형태소_색다르,형태소_경험,형태소_어,형태소_그렇,형태소_만족,형태소_못하,형태소_거,형태소_직,형태소_종이,형태소_직종,형태소_휴가,형태소_것,형태소_도,형태소_쓰기,형태소_가,형태소_힘들,형태소_급여,형태소_적,형태소_그러,형태소_복리,형태소_후생,형태소_은,형태소_좋,형태소_기억,형태소_재택근무,형태소_대하,형태소_어떻,형태소_생각,형태소_어리,형태소_때,형태소_부터,형태소_대전,형태소_살,형태소_학교,형태소_대학교,형태소_까지,형태소_늘,형태소_나오,형태소_다니,형태소_형편,형태소_아니,형태소_학원,형태소_이제,형태소_지역,형태소_시설,형태소_연결,형태소_번,형태소_배우,형태소_학과,형태소_직전,형태소_출장,형태소_없,형태소_그,형태소_있었,형태소_교육,형태소_이나,형태소_사전,형태소_답사,형태소_의,형태소_명목,형태소_1,형태소_지,형태소_얼마,형태소_되,형태소_연락,형태소_직원,형태소_상,형태소_사,형태소_불,형태소_찾아뵈,형태소_대화,형태소_다음,형태소_가지,형태소_이렇,형태소_제도,형태소_가면,형태소_뭐,형태소_4,형태소_데로,형태소_이러,형태소_출장비,형태소_없었,형태소_이상,형태소_킬로수,형태소_교통비,형태소_챙기,형태소_장거리,형태소_플러스,형태소_숙박,형태소_숙박비,형태소_수당,형태소_이공계,형태소_직업,형태소_학창,형태소_시절,형태소_좋아하,형태소_과목,형태소_언어,형태소_영역,형태소_싫어하,형태소_배우기,형태소_어렵,형태소_외우,형태소_많,형태소_국어,형태소_단,형태소_라든지,형태소_영어,형태소_어려워하,형태소_기,형태소_소풍,형태소_수학여행,형태소_얘기,형태소_수,형태소_고등,형태소_3,형태소_학년,형태소_담임,형태소_선생님,형태소_남,형태소_뽑,형태소_면,형태소_초등학교,형태소_께서,형태소_학생,형태소_주시,형태소_덜,형태소_한테,형태소_무언,형태소_갈,형태소_하나,형태소_라도,형태소_주,형태소_무엇,형태소_찾,형태소_선물,형태소_남기,형태소_평하,형태소_아,형태소_제가,형태소_음,형태소_전기,형태소_소프트,형태소_웨,형태소_여,형태소_기계,형태소_프로그래밍,형태소_짜,형태소_담당,형태소_실력,형태소_부족,형태소_서포트,형태소_역할,형태소_만,형태소_보조,형태소_반대,형태소_천안,형태소_그리하,형태소_반,형태소_동안,형태소_주말,형태소_돌아오,형태소_평일,형태소_거기,형태소_자,형태소_어디,형태소_작지,형태소_크,형태소_중소기업,형태소_새롭,형태소_처음,형태소_실수,형태소_사람,형태소_곳,형태소_결국,형태소_특별,형태소_낳,형태소_이것,형태소_보통,형태소_소프트웨어,형태소_코딩,형태소_분,형태소_본인,형태소_혼자,형태소_컴퓨터,형태소_처리,형태소_가능,형태소_일,형태소_편,형태소_말하,형태소_흥미,형태소_갖,형태소_들어가,형태소_재택,형태소_근무,형태소_기회,형태소_능력,형태소_만약,형태소_선,형태소_오,형태소_지금,형태소_30,형태소_지도,형태소_중학교,형태소_고등학교,형태소_지내,형태소_정보,형태소_통신,형태소_공,형태소_맞,형태소_과,형태소_친구,형태소_소개,형태소_중,형태소_지원,형태소_붙,형태소_운,형태소_실질적,형태소_생활,형태소_짧,형태소_그만두,형태소_전,형태소_닿,형태소_저희,형태소_고객,형태소_사가,형태소_적지,형태소_도시,형태소_서울,형태소_밑,형태소_경상도,형태소_지방,형태소_해외,형태소_그때,형태소_당시,형태소_회사원,형태소_계시,형태소_야근,형태소_추가,형태소_때문,형태소_그것,형태소_반항심,형태소_생기,형태소_따라오,형태소_금전,형태소_부분,형태소_의미,형태소_라고,형태소_자신,형태소_의욕,형태소_사라지,형태소_수학,형태소_외국어,형태소_욕망,형태소_모르,형태소_수능,형태소_시험,형태소_중요,형태소_재미,형태소_붙이,형태소_성적,형태소_제주,형태소_도로,형태소_등반,형태소_날,형태소_덥,형태소_땀,형태소_흘리,형태소_정상,형태소_올라가,형태소_기분,형태소_돈,형태소_쓰,형태소_유일,형태소_내려오,형태소_슈퍼마켓,형태소_콜라,형태소_먹,형태소_나,형태소_여행,형태소_따돌림,형태소_당하,형태소_그리,형태소_걸,형태소_아침,형태소_등교,형태소_공부,형태소_저녁,형태소_야간,형태소_자습,형태소_치,형태소_구들,형태소_시간,형태소_재밌,형태소_떠들,형태소_그거,형태소_말,형태소_졸업,형태소_돌이키,형태소_돌아가
SD2400635,30대,0.016355140186915886,0.004672897196261682,0.011682242990654205,0.0397196261682243,0.002336448598130841,0.016355140186915886,0.0397196261682243,0.02570093457943925,0.016355140186915886,0.028037383177570093,0.004672897196261682,0.007009345794392523,0.009345794392523364,0.004672897196261682,0.004672897196261682,0.004672897196261682,0.06074766355140187,0.002336448598130841,0.007009345794392523,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.011682242990654205,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.018691588785046728,0.007009345794392523,0.007009345794392523,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.007009345794392523,0.002336448598130841,0.002336448598130841,0.007009345794392523,0.007009345794392523,0.011682242990654205,0.002336448598130841,0.004672897196261682,0.009345794392523364,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.014018691588785047,0.018691588785046728,0.002336448598130841,0.016355140186915886,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.011682242990654205,0.002336448598130841,0.002336448598130841,0.018691588785046728,0.011682242990654205,0.011682242990654205,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.007009345794392523,0.002336448598130841,0.007009345794392523,0.002336448598130841,0.009345794392523364,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.007009345794392523,0.011682242990654205,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.009345794392523364,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.016355140186915886,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.016355140186915886,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.007009345794392523,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.004672897196261682,0.007009345794392523,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.007009345794392523,0.007009345794392523,0.011682242990654205,0.002336448598130841,0.004672897196261682,0.004672897196261682,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.007009345794392523,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.004672897196261682,0.016355140186915886,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.009345794392523364,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2400636,30대,0.03193033381712627,0.002902757619738752,0.013062409288824383,0.02902757619738752,0.0,0.026124818577648767,0.02902757619738752,0.02177068214804064,0.001451378809869376,0.03773584905660377,0.0,0.0,0.001451378809869376,0.0043541364296081275,0.0,0.0,0.01741654571843251,0.0,0.001451378809869376,0.001451378809869376,0.0,0.0,0.0,0.005805515239477504,0.0043541364296081275,0.0,0.001451378809869376,0.0,0.018867924528301886,0.001451378809869376,0.001451378809869376,0.0,0.0,0.001451378809869376,0.0,0.0,0.0,0.002902757619738752,0.015965166908563134,0.002902757619738752,0.002902757619738752,0.0,0.015965166908563134,0.0,0.0,0.0,0.0,0.00725689404934688,0.03193033381712627,0.0,0.023222060957910014,0.0,0.0,0.0,0.005805515239477504,0.0,0.0,0.023222060957910014,0.011611030478955007,0.00725689404934688,0.0043541364296081275,0.00725689404934688,0.0,0.002902757619738752,0.001451378809869376,0.011611030478955007,0.0,0.010159651669085631,0.0043541364296081275,0.008708272859216255,0.002902757619738752,0.001451378809869376,0.0,0.005805515239477504,0.02177068214804064,0.0,0.002902757619738752,0.001451378809869376,0.0,0.0,0.0,0.0,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.0,0.00725689404934688,0.005805515239477504,0.005805515239477504,0.0,0.0,0.001451378809869376,0.0,0.0,0.010159651669085631,0.0,0.005805515239477504,0.0,0.0,0.00725689404934688,0.001451378809869376,0.0,0.0,0.005805515239477504,0.0,0.0,0.0,0.0,0.01451378809869376,0.001451378809869376,0.0,0.0,0.0043541364296081275,0.0,0.0,0.0,0.0,0.001451378809869376,0.0,0.0,0.0,0.002902757619738752,0.0,0.0,0.0,0.0,0.0043541364296081275,0.0,0.0,0.0043541364296081275,0.0043541364296081275,0.010159651669085631,0.002902757619738752,0.001451378809869376,0.0,0.002902757619738752,0.0,0.0,0.0,0.005805515239477504,0.0,0.0,0.0,0.005805515239477504,0.0,0.0043541364296081275,0.0,0.002902757619738752,0.0,0.002902757619738752,0.0,0.0,0.0,0.0,0.001451378809869376,0.0,0.0,0.0,0.001451378809869376,0.0,0.001451378809869376,0.0,0.001451378809869376,0.0,0.0,0.0,0.001451378809869376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002902757619738752,0.00725689404934688,0.00725689404934688,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.0043541364296081275,0.002902757619738752,0.001451378809869376,0.0043541364296081275,0.00725689404934688,0.001451378809869376,0.002902757619738752,0.002902757619738752,0.005805515239477504,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.0043541364296081275,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.005805515239477504,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.002902757619738752,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.0043541364296081275,0.001451378809869376,0.002902757619738752,0.0043541364296081275,0.0043541364296081275,0.0043541364296081275,0.001451378809869376,0.002902757619738752,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.0043541364296081275,0.005805515239477504,0.0043541364296081275,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.005805515239477504,0.0043541364296081275,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.0043541364296081275,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.00725689404934688,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.005805515239477504,0.0043541364296081275,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752,0.002902757619738752,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.001451378809869376,0.002902757619738752
