화자ID,연령대,형태소_나,형태소_는,형태소_최근,형태소_속,형태소_초,형태소_여행,형태소_을,형태소_가,형태소_오,형태소_갈,형태소_때,형태소_버스,형태소_타,형태소_9,형태소_차,형태소_를,형태소_막히,형태소_어,형태소_너,형태소_적,형태소_있,형태소_4,형태소_5,형태소_시간,형태소_걸리,형태소_거,형태소_같,형태소_2,형태소_쯤,형태소_도착,형태소_하,형태소_중간,형태소_1,형태소_쉬,형태소_기,형태소_도,형태소_그,형태소_힘들,형태소_다음,형태소_여름휴가,형태소_말,형태소_라,형태소_생각,형태소_이,형태소_듣,형태소_바다,형태소_보,형태소_마음,형태소_푸,형태소_리더,형태소_라고,형태소_좋,형태소_휴게소,형태소_들르,형태소_10,형태소_15,형태소_정도,형태소_위치,형태소_기억,형태소_화장실,형태소_모르,형태소_일,형태소_대비,형태소_사람,형태소_많,형태소_먹,형태소_없었,형태소_뭐,형태소_은,형태소_젤,형태소_토,형태소_좋아하,형태소_잘되,형태소_예전,형태소_여기,형태소_거기,형태소_맛,형태소_어떻,형태소_것,형태소_있었,형태소_쌀,형태소_되,형태소_맛있,형태소_들깨,형태소_녹차,형태소_토라,형태소_그때,형태소_물어보,형태소_알리,형태소_그러,형태소_다르,형태소_데,형태소_술,형태소_빵,형태소_달르,형태소_ㅁ,형태소_알,형태소_의,형태소_루트,형태소_대로,형태소_집,형태소_수,형태소_이번,형태소_카페,형태소_만,형태소_라서,형태소_참,형태소_편하,형태소_풀,형태소_내가,형태소_곳,형태소_장산,형태소_항,형태소_쪽,형태소_리스,형태소_층,형태소_보이,형태소_느,형태소_추천,형태소_그리,형태소_없,형태소_친구,형태소_이나,형태소_오징어,형태소_회,형태소_야,형태소_요즘,형태소_날씨,형태소_덥,형태소_그렇,형태소_잡히,형태소_한,형태소_식당,형태소_다섯,형태소_번째,형태소_회가,형태소_첫날,형태소_물,형태소_저녁,형태소_하루,형태소_마무리,형태소_날,형태소_숙소,형태소_근처,형태소_혼자,형태소_터,형태소_아,형태소_아니,형태소_아침,형태소_원래,형태소_나도,형태소_문,형태소_닫,형태소_다음날,형태소_사실,형태소_처음,형태소_보통,형태소_이렇,형태소_담기,형태소_음,형태소_모둠,형태소_회로,형태소_널,형태소_어리,형태소_부터,형태소_얘기,형태소_해변가,형태소_파도,형태소_위험,형태소_나오,형태소_들이치,형태소_빠지,형태소_힘,형태소_세서,형태소_아이,형태소_빨리,형태소_크,형태소_도움,형태소_주,형태소_어른,형태소_필요,형태소_상황,형태소_안타깝,형태소_할머니,형태소_애,형태소_익사,형태소_주변,형태소_경우,형태소_큰일,형태소_거거,형태소_든,형태소_바닷속,형태소_놀,형태소_모래,형태소_놀이,형태소_오랜만,형태소_길,형태소_동심,형태소_돌아가,형태소_맞,형태소_바닷가,형태소_밖,형태소_않,형태소_에너지,형태소_식,형태소_손,형태소_다지,형태소_모래성,형태소_만들,형태소_새롭,형태소_경험,형태소_다그,형태소_손재주,형태소_조카,형태소_동생,형태소_가면,형태소_그거,형태소_과정,형태소_재미,형태소_재밌,형태소_궁금하,형태소_캐릭터,형태소_발,형태소_담그,형태소_고민,형태소_까지,형태소_바닷물,형태소_만지,형태소_예의,형태소_한번,형태소_용기,형태소_내서,형태소_전,형태소_바,형태소_씻,형태소_귀찮,형태소_어렵,형태소_들어가,형태소_물고기,형태소_즐겁,형태소_한번쯤,형태소_바라보,형태소_초가,형태소_이것,형태소_속이,형태소_계획,형태소_3,형태소_즉흥,형태소_막판,형태소_예약,형태소_비,형태소_부담,형태소_성수기,형태소_간다라,형태소_비싸,형태소_괜찮,형태소_가족,형태소_이랑,형태소_리조트,형태소_새벽,형태소_출발,형태소_휴게,형태소_소,형태소_길이,형태소_얼마,형태소_밖에,형태소_우리,형태소_시장,형태소_가기,형태소_체인점,형태소_다양,형태소_종류,형태소_르,형태소_베,형태소_과일,형태소_나중,형태소_청사과,형태소_딸기,형태소_블루,형태소_이기,형태소_정확,형태소_기억나,형태소_진하,형태소_이러,형태소_해외,형태소_들어오,형태소_나라,형태소_전통,형태소_음식,형태소_이제,형태소_군것질,형태소_거리,형태소_팔,형태소_음식점,형태소_그중,형태소_빵집,형태소_가자,형태소_제일,형태소_찾,형태소_줄,형태소_돋,형태소_스,형태소_그것,형태소_언니,형태소_이거,형태소_먹자,형태소_자기,형태소_서서,형태소_싫,형태소_한테,형태소_보라,형태소_기다리,형태소_평소,형태소_사,형태소_떡집,형태소_보관,형태소_상태,형태소_회랑,형태소_순대,형태소_저녁때,형태소_유명,형태소_회집,형태소_그릇,형태소_모자반,형태소_국,형태소_시키,형태소_소면,형태소_시원,형태소_쫄,형태소_편,형태소_안,형태소_간,형태소_지키,형태소_떠밀,형태소_굴러다니,형태소_아기,형태소_부모님,형태소_떨어지,형태소_휩쓸리,형태소_구르,형태소_떠밀리,형태소_치,형태소_일어,형태소_나지,형태소_못하,형태소_낳,형태소_달려가,형태소_일으키,형태소_세우,형태소_본인,형태소_모시,형태소_거지,형태소_챙기,형태소_속상하,형태소_형부,형태소_튜브,형태소_비치,형태소_볼,형태소_가지,형태소_수영,형태소_저기,형태소_넘,형태소_까,형태소_안전선,형태소_전선,형태소_잡,형태소_건지,형태소_결국,형태소_한참,형태소_동안,형태소_사장,형태소_쌓,형태소_눕,형태소_덮,형태소_고,형태소_나가,형태소_도구,형태소_곱,형태소_감촉,형태소_무엇,형태소_둘,형태소_만화,형태소_동료,형태소_나이,형태소_또래,형태소_거랑,형태소_드,형태소_오랫동안,형태소_치명적,형태소_무섭,형태소_국내,형태소_그리하,형태소_내,형태소_보고,형태소_쓰,형태소_걸,형태소_라든지
SD2401499,30대,0.02197802197802198,0.03956043956043956,0.002197802197802198,0.014285714285714285,0.01098901098901099,0.008791208791208791,0.02197802197802198,0.03736263736263736,0.00989010989010989,0.01098901098901099,0.01868131868131868,0.0032967032967032967,0.004395604395604396,0.002197802197802198,0.004395604395604396,0.020879120879120878,0.001098901098901099,0.027472527472527472,0.006593406593406593,0.0032967032967032967,0.017582417582417582,0.002197802197802198,0.001098901098901099,0.0032967032967032967,0.002197802197802198,0.03626373626373627,0.01868131868131868,0.0032967032967032967,0.002197802197802198,0.002197802197802198,0.02967032967032967,0.001098901098901099,0.0032967032967032967,0.002197802197802198,0.0032967032967032967,0.02197802197802198,0.006593406593406593,0.0032967032967032967,0.007692307692307693,0.001098901098901099,0.0032967032967032967,0.007692307692307693,0.002197802197802198,0.017582417582417582,0.0032967032967032967,0.017582417582417582,0.016483516483516484,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.012087912087912088,0.004395604395604396,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.005494505494505495,0.0032967032967032967,0.017582417582417582,0.002197802197802198,0.004395604395604396,0.015384615384615385,0.005494505494505495,0.004395604395604396,0.006593406593406593,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.01098901098901099,0.0032967032967032967,0.002197802197802198,0.006593406593406593,0.002197802197802198,0.001098901098901099,0.01098901098901099,0.0032967032967032967,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.006593406593406593,0.001098901098901099,0.002197802197802198,0.0032967032967032967,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.001098901098901099,0.006593406593406593,0.007692307692307693,0.0032967032967032967,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.001098901098901099,0.0032967032967032967,0.002197802197802198,0.0032967032967032967,0.005494505494505495,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.007692307692307693,0.012087912087912088,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.002197802197802198,0.00989010989010989,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.0032967032967032967,0.001098901098901099,0.004395604395604396,0.001098901098901099,0.001098901098901099,0.004395604395604396,0.001098901098901099,0.002197802197802198,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.002197802197802198,0.002197802197802198,0.004395604395604396,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.002197802197802198,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.005494505494505495,0.005494505494505495,0.004395604395604396,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.0032967032967032967,0.001098901098901099,0.0032967032967032967,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0032967032967032967,0.006593406593406593,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.006593406593406593,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.002197802197802198,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401500,30대,0.012746234067207415,0.03360370799536501,0.0,0.011587485515643106,0.011587485515643106,0.004634994206257242,0.03244495944380069,0.047508690614136734,0.011587485515643106,0.009269988412514484,0.004634994206257242,0.0,0.005793742757821553,0.0,0.0011587485515643105,0.019698725376593278,0.002317497103128621,0.012746234067207415,0.004634994206257242,0.0,0.009269988412514484,0.0,0.0,0.0011587485515643105,0.0034762456546929316,0.026651216685979143,0.019698725376593278,0.0,0.0,0.0011587485515643105,0.01738122827346466,0.0,0.0,0.0,0.008111239860950173,0.019698725376593278,0.010428736964078795,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0034762456546929316,0.010428736964078795,0.0034762456546929316,0.02085747392815759,0.0,0.004634994206257242,0.008111239860950173,0.0,0.0,0.0,0.0011587485515643105,0.005793742757821553,0.002317497103128621,0.0034762456546929316,0.0,0.0,0.002317497103128621,0.0,0.0,0.0,0.0011587485515643105,0.0,0.0,0.008111239860950173,0.0011587485515643105,0.013904982618771726,0.0,0.006952491309385863,0.012746234067207415,0.010428736964078795,0.010428736964078795,0.0034762456546929316,0.0,0.0,0.0011587485515643105,0.005793742757821553,0.005793742757821553,0.0,0.011587485515643106,0.0,0.0,0.0034762456546929316,0.009269988412514484,0.0011587485515643105,0.0011587485515643105,0.0,0.0011587485515643105,0.0011587485515643105,0.0,0.002317497103128621,0.0034762456546929316,0.0034762456546929316,0.005793742757821553,0.0034762456546929316,0.0,0.0,0.004634994206257242,0.005793742757821553,0.0,0.0,0.0034762456546929316,0.002317497103128621,0.0,0.002317497103128621,0.004634994206257242,0.0,0.0,0.0,0.0,0.0034762456546929316,0.002317497103128621,0.0,0.0,0.0011587485515643105,0.0011587485515643105,0.0,0.0011587485515643105,0.002317497103128621,0.0,0.002317497103128621,0.0034762456546929316,0.0011587485515643105,0.0011587485515643105,0.005793742757821553,0.0034762456546929316,0.009269988412514484,0.0,0.0,0.0,0.002317497103128621,0.0,0.0,0.0,0.0,0.0,0.0011587485515643105,0.0,0.008111239860950173,0.0,0.0,0.0,0.0,0.002317497103128621,0.0011587485515643105,0.0034762456546929316,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0034762456546929316,0.004634994206257242,0.0,0.0,0.0,0.0011587485515643105,0.0,0.0,0.0034762456546929316,0.0,0.002317497103128621,0.0,0.0,0.0,0.0,0.0011587485515643105,0.0,0.0011587485515643105,0.005793742757821553,0.0,0.0034762456546929316,0.0,0.0,0.0,0.0011587485515643105,0.0034762456546929316,0.0,0.0,0.0,0.0011587485515643105,0.0,0.0011587485515643105,0.0,0.0,0.002317497103128621,0.0,0.0,0.0,0.0,0.0011587485515643105,0.0,0.0,0.002317497103128621,0.009269988412514484,0.012746234067207415,0.0034762456546929316,0.0,0.006952491309385863,0.0,0.0,0.0034762456546929316,0.0,0.0,0.0,0.0,0.0,0.0034762456546929316,0.0,0.0034762456546929316,0.005793742757821553,0.0,0.0,0.0,0.0,0.002317497103128621,0.005793742757821553,0.0011587485515643105,0.002317497103128621,0.0,0.0,0.0011587485515643105,0.0,0.0011587485515643105,0.0,0.0,0.0,0.0034762456546929316,0.0,0.0,0.0,0.0011587485515643105,0.0,0.0,0.002317497103128621,0.0,0.0,0.0,0.0,0.002317497103128621,0.002317497103128621,0.0,0.0011587485515643105,0.0,0.0,0.0,0.0,0.0,0.002317497103128621,0.0,0.0,0.002317497103128621,0.0011587485515643105,0.0,0.0,0.0,0.0011587485515643105,0.0011587485515643105,0.0034762456546929316,0.0034762456546929316,0.0011587485515643105,0.002317497103128621,0.002317497103128621,0.0011587485515643105,0.004634994206257242,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.004634994206257242,0.0034762456546929316,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.004634994206257242,0.0034762456546929316,0.0034762456546929316,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.002317497103128621,0.004634994206257242,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.002317497103128621,0.006952491309385863,0.004634994206257242,0.0011587485515643105,0.005793742757821553,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.0034762456546929316,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0034762456546929316,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0034762456546929316,0.005793742757821553,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.004634994206257242,0.0011587485515643105,0.0034762456546929316,0.0034762456546929316,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.002317497103128621,0.002317497103128621,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.004634994206257242,0.0034762456546929316,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105
