화자ID,연령대,MAG_다,NNG_고등,NNG_학교,JKO_를,VV_다니,EF_잖아,MAJ_그런데,JX_는,NNG_고등학교,NNG_졸업,EC_고,NNG_자퇴,MAG_혹시,EC_는데,MM_그런,VA_크,ETM_ᆫ,NNG_의미,JKS_가,MAG_왜,EC_ᆫ지,NNG_이유,VV_있,EF_어,MAG_굳이,EC_어야,VV_되,ETM_ᆫ다는,NNG_생각,JKO_을,MAG_딱히,VV_하,EC_어,VX_보,JKS_이,VA_없,MAG_왜냐하면,NNG_중학교,NNG_초등학교,MM_모든,NNG_동안,NNG_행복,VV_가,ETM_는,EF_거든,NNG_시험,VV_보,VA_싫,EC_지만,EC_어서,NNG_친구,VV_만나,NNG_교류,MAG_너무,VA_좋,NNG_생활,EC_면서,NNG_만족,MAG_못,ETM_던,EF_야,JX_도,JKG_의,NNG_규율,NNG_규칙,VV_맞추,VV_사,MM_그,VV_잊,VA_같,NNG_학장,NNG_시절,NNG_기억,JX_은,JX_만,VV_채우,VX_있,NNG_학창,VV_견디,ETM_을,VA_있,JX_ᆫ,MAG_많이,VV_즐기,EC_지,MAJ_그치만,ETM_은,ETM_란,NNG_말,MAG_제일,NNG_마지막,NNG_학년,NNG_때,NNG_체육,NNG_대회,VA_재밌,NNG_전,JX_까지,NNG_마스크,EC_다가,MAG_이제,NNG_그때,NNG_모두,MAG_같이,VV_놀,MAG_아주,MAJ_그리고,NNG_수능,VV_끝나,NNG_게임,MAJ_근데,NNG_수학여행,VV_대하,NNG_아쉬움,NNG_수학,NNG_여행,NNG_앞,NNG_반,NNG_애,VV_모이,VX_가지,NNG_춤,VV_치,VV_덩달,VX_지,NNG_즐거움,VV_느끼,EC_게,MAJ_그럼,EC_을지언정,NNG_현장,NNG_체험,NNG_학습,NNG_놀이,NNG_동산,NNG_밥,VV_먹,EC_으면서,NNG_하루,NNG_얘기,MAG_또,MAJ_그러면서,MAG_더,NNG_우정,VA_깊,NNG_이색,NNG_선생,VA_친하,VV_지내,VX_하,NNG_중학,MAG_되게,VV_좋아하,NNG_고등학생,JX_부터,NNG_시간,NNG_발표,MAG_잘,NNG_참여,EC_니까,VV_이뻐하,VX_주,EF_고,MAJ_그래서,ETM_ᆯ,NNG_부장,NNG_체,NNG_대,NNG_입시,VV_계시,MAG_아까,EC_듯이,ETM_단,NNG_과목,NNG_스트레스,MM_내,VV_싫어하,EF_ᆯ게,VV_모르,MAG_아무리,EC_어도,NNG_이해,MAG_안,MAG_그렇게,VX_않,NNG_종,MAG_아예,NNG_포기,VX_버리,NNG_보강,EC_려고,MAG_지금,NNG_사교육,NNG_요즘,NNG_이슈,EC_ᆫ데,MAG_어찌,VA_나쁘,EC_다고,MAJ_왜냐하면,VV_배우,NNG_부분,NNG_부가,ETN_ᆷ,NNG_성적,VV_내,MAJ_그러면,VV_넣,VV_맞,NNG_학원,MAG_조금,NNG_몰두,NNG_조금,VV_섞,VX_가,NNG_자랑,NNG_일,NNG_학,NNG_팝송,VV_부르,ETN_기,NNG_상,VV_타,NNG_경험,NNG_얼마,VV_주,JX_밖에,NNG_안,VV_들,EC_으니,NNG_야,NNG_잔,NNG_야자,MAG_어떻게,VA_비슷하,EC_면,NNG_방해,NNG_적응,NNG_공부,EF_구나,NNG_거부감,MAG_오히려,NNG_호감,MAG_막,NNG_감시,NNG_걸,NNG_학생,NNG_분위기,NNG_개선,VV_위하,MM_다른,NNG_길,VV_새,MAG_바로,NNG_길잡이,NNG_역할,MAG_꼭,VA_힘들,VA_많,NNG_노력,VV_비하,NNG_성,VV_나오,NNG_절반,MAG_좀,NNG_마음,VA_아프,MM_이런,MM_거,NNG_점,NNG_보완,VV_통하,VV_올리,VV_알리,NNG_도움,VX_싶,NNG_다음,JKO_ᆯ,NNG_허용,EC_으니까,EF_나,ETM_라는,VV_생기,NNG_오빠,MAG_별로,VV_쓰,VV_나가,ETM_다는,NNG_초등,VV_남,NNG_압박감,NNG_사이,MAG_매우,EC_은데,NNG_축제,VV_모으,NNG_도시락,NNG_이후,NNG_기구,MM_한,EC_으면,MAG_거의,NNG_곳,MAG_가장,EC_ᆫ가,NNG_자식,VA_친근하,VV_다가가,EF_ᆫ가,EF_을까,MAG_자주,MAG_전부,NNG_단어,VV_외우,VV_읽히,NNG_공식,VV_알,NNG_문제,VV_풀,NNG_흥미,ETM_려는,VA_괜찮,EC_다,NNG_한계,NNG_밖,VV_늫,EC_라고,NNG_여,NNG_역사,NNG_상장,VA_뿌듯하,NNG_집,NNG_무효,EF_다,MAJ_그러니까,EC_라서,VV_풀어지,VV_오,MAG_정말,NNG_자신,NNG_역량,NNG_확인,EC_는지,VV_틀리,EC_ᆫ다고,VV_나,MAG_열심히,VA_낮,VA_속상하,NNG_화,EC_나,NNG_대비,NNG_그날,JX_마다,NNG_복습
SD2401613,10대,0.0051325919589392645,0.0025662959794696323,0.01283147989734816,0.017964071856287425,0.0025662959794696323,0.006843455945252352,0.0025662959794696323,0.033361847733105215,0.005988023952095809,0.000855431993156544,0.0213857998289136,0.001710863986313088,0.01454234388366125,0.003421727972626176,0.0051325919589392645,0.0025662959794696323,0.011120615911035072,0.000855431993156544,0.019674935842600515,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.00427715996578272,0.041916167664670656,0.000855431993156544,0.000855431993156544,0.005988023952095809,0.000855431993156544,0.011976047904191617,0.032506415739948676,0.000855431993156544,0.0290846877673225,0.022241231822070145,0.006843455945252352,0.023952095808383235,0.003421727972626176,0.00427715996578272,0.0025662959794696323,0.000855431993156544,0.003421727972626176,0.001710863986313088,0.001710863986313088,0.005988023952095809,0.01454234388366125,0.005988023952095809,0.003421727972626176,0.006843455945252352,0.000855431993156544,0.001710863986313088,0.01454234388366125,0.011976047904191617,0.001710863986313088,0.001710863986313088,0.003421727972626176,0.011120615911035072,0.001710863986313088,0.010265183917878529,0.001710863986313088,0.007698887938408896,0.02737382378100941,0.005988023952095809,0.013686911890504704,0.007698887938408896,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.007698887938408896,0.001710863986313088,0.011976047904191617,0.000855431993156544,0.0051325919589392645,0.003421727972626176,0.010265183917878529,0.001710863986313088,0.001710863986313088,0.001710863986313088,0.00427715996578272,0.000855431993156544,0.0025662959794696323,0.01283147989734816,0.005988023952095809,0.0051325919589392645,0.001710863986313088,0.003421727972626176,0.000855431993156544,0.00427715996578272,0.000855431993156544,0.005988023952095809,0.00427715996578272,0.000855431993156544,0.0051325919589392645,0.013686911890504704,0.00855431993156544,0.0025662959794696323,0.00427715996578272,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.001710863986313088,0.003421727972626176,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.003421727972626176,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.007698887938408896,0.000855431993156544,0.005988023952095809,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.003421727972626176,0.000855431993156544,0.000855431993156544,0.011976047904191617,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.0025662959794696323,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.003421727972626176,0.001710863986313088,0.005988023952095809,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.016253207869974338,0.006843455945252352,0.003421727972626176,0.0051325919589392645,0.001710863986313088,0.009409751924721984,0.003421727972626176,0.000855431993156544,0.0025662959794696323,0.001710863986313088,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.00427715996578272,0.000855431993156544,0.003421727972626176,0.011120615911035072,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.001710863986313088,0.001710863986313088,0.00427715996578272,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.005988023952095809,0.001710863986313088,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.001710863986313088,0.005988023952095809,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.005988023952095809,0.000855431993156544,0.001710863986313088,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.003421727972626176,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.003421727972626176,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.00427715996578272,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.003421727972626176,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.001710863986313088,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.000855431993156544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401614,10대,0.0010615711252653928,0.0010615711252653928,0.01592356687898089,0.014861995753715499,0.0021231422505307855,0.0010615711252653928,0.0,0.032908704883227176,0.0,0.0,0.02653927813163482,0.0,0.0,0.0074309978768577496,0.004246284501061571,0.0010615711252653928,0.018046709129511677,0.0,0.016985138004246284,0.0,0.0,0.0,0.006369426751592357,0.036093418259023353,0.0021231422505307855,0.005307855626326964,0.0021231422505307855,0.0021231422505307855,0.01910828025477707,0.027600849256900213,0.0,0.03078556263269639,0.010615711252653927,0.0021231422505307855,0.028662420382165606,0.009554140127388535,0.0031847133757961785,0.0021231422505307855,0.0010615711252653928,0.0,0.0,0.0,0.006369426751592357,0.022292993630573247,0.0,0.006369426751592357,0.0010615711252653928,0.0031847133757961785,0.0021231422505307855,0.016985138004246284,0.005307855626326964,0.0,0.0,0.006369426751592357,0.014861995753715499,0.0010615711252653928,0.0031847133757961785,0.0010615711252653928,0.0010615711252653928,0.02335456475583864,0.0010615711252653928,0.02335456475583864,0.005307855626326964,0.0,0.0,0.0,0.0,0.014861995753715499,0.0,0.01592356687898089,0.0,0.0010615711252653928,0.0031847133757961785,0.016985138004246284,0.0,0.0,0.0010615711252653928,0.0010615711252653928,0.0,0.004246284501061571,0.018046709129511677,0.004246284501061571,0.005307855626326964,0.0010615711252653928,0.01167728237791932,0.0,0.0031847133757961785,0.0,0.0,0.0074309978768577496,0.0,0.004246284501061571,0.01167728237791932,0.0021231422505307855,0.0031847133757961785,0.0,0.0,0.0010615711252653928,0.0,0.0,0.0010615711252653928,0.0,0.0,0.0021231422505307855,0.0,0.0,0.0,0.0010615711252653928,0.0,0.0,0.0,0.0,0.010615711252653927,0.0010615711252653928,0.0031847133757961785,0.0021231422505307855,0.0,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0,0.0,0.0031847133757961785,0.0,0.0010615711252653928,0.0,0.0,0.0074309978768577496,0.0021231422505307855,0.0,0.004246284501061571,0.004246284501061571,0.0031847133757961785,0.0,0.0,0.0,0.0010615711252653928,0.0,0.0,0.0,0.0031847133757961785,0.0,0.009554140127388535,0.0,0.0,0.0021231422505307855,0.009554140127388535,0.0010615711252653928,0.0,0.012738853503184714,0.0,0.0,0.0021231422505307855,0.0,0.0,0.008492569002123142,0.0,0.0021231422505307855,0.0,0.006369426751592357,0.0,0.0031847133757961785,0.0,0.0010615711252653928,0.009554140127388535,0.0,0.0,0.0,0.0,0.0010615711252653928,0.0,0.0,0.0,0.0021231422505307855,0.0,0.0,0.004246284501061571,0.0,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928,0.0,0.0021231422505307855,0.0,0.01167728237791932,0.0,0.0,0.0,0.0,0.0010615711252653928,0.0010615711252653928,0.0,0.0031847133757961785,0.0,0.0,0.0021231422505307855,0.0,0.004246284501061571,0.010615711252653927,0.0010615711252653928,0.004246284501061571,0.008492569002123142,0.0,0.0,0.0010615711252653928,0.0,0.0031847133757961785,0.0010615711252653928,0.0,0.0021231422505307855,0.0,0.0,0.0,0.0,0.0,0.0010615711252653928,0.0010615711252653928,0.0,0.0,0.0,0.005307855626326964,0.0,0.0010615711252653928,0.004246284501061571,0.0,0.0010615711252653928,0.0010615711252653928,0.0,0.0010615711252653928,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0010615711252653928,0.005307855626326964,0.0,0.0,0.004246284501061571,0.0,0.0,0.0,0.0,0.0010615711252653928,0.0010615711252653928,0.0,0.0021231422505307855,0.0,0.0,0.0,0.0010615711252653928,0.0,0.0,0.0,0.0,0.0,0.0,0.0010615711252653928,0.0010615711252653928,0.0,0.0,0.0,0.0031847133757961785,0.0,0.004246284501061571,0.0031847133757961785,0.0,0.0010615711252653928,0.0,0.0,0.0010615711252653928,0.0010615711252653928,0.0,0.0,0.0010615711252653928,0.0031847133757961785,0.004246284501061571,0.0021231422505307855,0.0010615711252653928,0.006369426751592357,0.0010615711252653928,0.004246284501061571,0.0010615711252653928,0.01592356687898089,0.004246284501061571,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0031847133757961785,0.0031847133757961785,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0031847133757961785,0.0010615711252653928,0.0021231422505307855,0.0021231422505307855,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0031847133757961785,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0021231422505307855,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0021231422505307855,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928,0.0021231422505307855,0.0021231422505307855,0.0031847133757961785,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0010615711252653928,0.0021231422505307855,0.0010615711252653928,0.0010615711252653928
