화자ID,연령대,NNG_요즘,NNG_애,JX_은,NNG_결혼,VV_하,ETM_는,NNG_풍습,JKS_이,NNG_옛날,NP_우리,VA_틀리,EF_어,NNG_딸,JKO_을,VV_보,EC_니까,JX_ᆫ,NNG_엄마,JKS_가,EC_어,ETM_ᆯ,NNB_것,VA_없,NP_자기,VV_알,EC_어서,NNG_작년,EC_어도,NNG_신통,EC_게,VV_낳,EC_으려고,NNG_생각,EC_는데,VV_생기,EF_어요,NP_너희,JX_도,NNG_병원,VV_가,EC_어라,EC_더니,NNG_검사,NNG_이상,EF_대,NNG_지난번,VV_오,ETM_을,NNG_때,JX_는,NNG_나팔관,VV_뚫,NNB_거,JKO_ᆯ,EC_다,VV_그러,EF_더라고,VA_힘들,EF_다고,VA_좋,EC_으면,NNG_방,NNG_시작,ETM_ᆫ,VA_같,VV_갖추,EC_고,EC_려고,NNG_점,NNG_이해,VV_되,ETN_기,EC_지만,EC_ᆫ가,ETM_은,VV_들,NNG_언니,NNG_작은아들,EF_지,NNG_아들,EC_면,NP_저놈,EF_나,EC_어야,EF_ᆫ가,NP_저,NNG_만족,EC_면서,VV_사,EC_으니까,NNG_얘기,NP_그것,NNG_잔소리,JX_밖에,NNG_능력,VA_있,EC_지,NNG_여행,VV_다니,NP_거기,NNG_사람,VV_만나,NNB_수,EF_야,NNG_주위,VA_괜찮,NNG_소개,JKO_를,EC_려,NP_나,VV_이러,EC_다가,NNG_나중,NNG_나라,EC_ᆫ다,NNG_소리,NP_이거,NNG_보통,NNG_문제,EF_구나,VV_맞,NP_그쪽,VV_좋아하,NNG_티브이,NNG_매체,EC_다고,NNG_모습,JX_만,VV_보이,NNG_티,NNG_혼자,VV_살,VA_젊,NNG_파급력,EC_나,NNG_연애,NNG_중매,NNG_컴퓨터,VV_만지,ETM_다는,VV_있,VA_확실하,EF_ᆫ지,VV_모르,EF_고,NNG_정자,VA_많,EF_네,NNG_일,EC_ᆫ데,NNG_아기,VV_지우,EF_잖아,JX_요,VA_늦,NNG_기계,VV_대하,NNG_전자파,NNG_영향,VV_주,NNG_이제,NNG_산부인과,EF_예요,NNG_걱정,NP_그거,NNG_집,NNB_대,JX_까지,EF_잖아요,NNG_필요,VV_키우,NNB_데,EC_은데,VA_다르,NNG_세대,VV_느끼,NNG_가족,VV_나가,NNG_식사,VV_모이,VV_먹,EF_거든,VV_만들,VV_싸,NNG_내일,VV_시키,EF_자,EF_대요,NNG_택배,NNG_나물,NNG_반찬,NNG_밑반찬,NNG_국,VV_끓이,NNG_직장,NNG_생활,JKG_의,NNG_성격,EC_ᆫ다고,NNG_우쭈쭈,NNG_정도,NNG_공부,VA_싫,NNG_인성,NNG_진짜,NNG_효도,NNG_아빠,NNG_위로,EC_을까,NNG_자식,EF_더라,VV_보내,NNG_학원,NNG_여기저기,VV_따르,VV_원하,NNG_마음,VV_떨어지,NP_걔,VV_따라가,VA_편하,NNG_아이,VA_크,NNB_년,NNG_동안,EC_고서,NNG_시험관,EC_니,NNG_다행,NNG_요새,EC_으려,NNB_집,EC_어야지,VV_차,EF_어야지,VA_풍족하,NNG_칸,NNG_선,EC_자,NP_너,NNG_여자,VV_데리,EC_라고,NNG_결혼관,VV_바뀌,NNG_돈,VV_벌,NNB_만큼,VV_갖,EF_다,NNG_국가,NNG_손해,EF_ᆫ데,NNG_정말,JX_부터,NNG_열,NNG_반려,NNG_동물,EC_야,EC_는지,NNG_행복,NNG_즐거움,NNG_홍보,NNG_씬,NNG_얼떨결,NNB_살,NNG_순조,NNG_그때,JX_야,VV_기르,NNG_앞,VV_뚜드리,NNG_활동,VV_움직이,EF_는다,NP_저기,NNG_피임,NNG_과학,NNG_발달,EC_ᆯ수록,NP_뭐,EC_라,EF_ᆯ까,NNG_인체,NNG_파괴,NNG_느낌,NP_이것,NNG_지장,NNG_의술,VV_기대,NNG_시대,VV_없어지,NNG_가정,NNG_아파트,NNG_원룸,NNB_달,NNB_번,NNG_외식,VV_둘째가,EC_려면,NNG_밖,NNG_고기,NNG_차,VV_마시,NP_저쪽,NNB_바퀴,VV_돌,NNG_아저씨,NNG_아버지,NNG_말,NNG_나이,NNG_큰애,NNG_고,NNG_요구,NNG_사항,EC_은지,NNG_할아버지,EF_냐,EC_냐,VV_달래,NNB_일,NNG_날,EF_ᆯ게,EF_어라,EF_다니까,NNG_학교,NNG_다,VV_어쩌,NNG_구,NNB_구,NNB_가지,VV_가르치,NNG_영,NNG_수,NNG_그림,NNG_피아노,NNG_부모,NNG_욕심,NNG_학구,NNG_난리,NNG_극성,EF_라니까
SD2400461,60대 이상,0.012145748987854251,0.016194331983805668,0.01720647773279352,0.012145748987854251,0.0354251012145749,0.029352226720647773,0.0010121457489878543,0.03340080971659919,0.004048582995951417,0.012145748987854251,0.0010121457489878543,0.024291497975708502,0.0010121457489878543,0.006072874493927126,0.009109311740890687,0.008097165991902834,0.015182186234817813,0.008097165991902834,0.016194331983805668,0.029352226720647773,0.012145748987854251,0.011133603238866396,0.006072874493927126,0.004048582995951417,0.0010121457489878543,0.019230769230769232,0.0010121457489878543,0.004048582995951417,0.0010121457489878543,0.009109311740890687,0.0020242914979757085,0.0020242914979757085,0.013157894736842105,0.006072874493927126,0.0010121457489878543,0.010121457489878543,0.0010121457489878543,0.032388663967611336,0.0020242914979757085,0.0020242914979757085,0.0020242914979757085,0.004048582995951417,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.004048582995951417,0.008097165991902834,0.030364372469635626,0.0010121457489878543,0.0010121457489878543,0.05060728744939271,0.009109311740890687,0.004048582995951417,0.008097165991902834,0.0020242914979757085,0.005060728744939271,0.0010121457489878543,0.006072874493927126,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.010121457489878543,0.01720647773279352,0.0010121457489878543,0.02834008097165992,0.003036437246963563,0.0010121457489878543,0.0010121457489878543,0.009109311740890687,0.00708502024291498,0.0020242914979757085,0.0010121457489878543,0.010121457489878543,0.005060728744939271,0.00708502024291498,0.0010121457489878543,0.003036437246963563,0.0020242914979757085,0.01720647773279352,0.0010121457489878543,0.0010121457489878543,0.003036437246963563,0.003036437246963563,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.003036437246963563,0.0020242914979757085,0.009109311740890687,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.011133603238866396,0.003036437246963563,0.0020242914979757085,0.0020242914979757085,0.0010121457489878543,0.005060728744939271,0.0020242914979757085,0.003036437246963563,0.005060728744939271,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.00708502024291498,0.0010121457489878543,0.020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.005060728744939271,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.005060728744939271,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.005060728744939271,0.003036437246963563,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.003036437246963563,0.0010121457489878543,0.0020242914979757085,0.004048582995951417,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.004048582995951417,0.0010121457489878543,0.0010121457489878543,0.004048582995951417,0.0020242914979757085,0.0010121457489878543,0.006072874493927126,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.003036437246963563,0.0020242914979757085,0.008097165991902834,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0020242914979757085,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.003036437246963563,0.003036437246963563,0.0010121457489878543,0.0020242914979757085,0.006072874493927126,0.003036437246963563,0.0010121457489878543,0.0020242914979757085,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.004048582995951417,0.0010121457489878543,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.006072874493927126,0.003036437246963563,0.0010121457489878543,0.0020242914979757085,0.0020242914979757085,0.0020242914979757085,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2400462,60대 이상,0.003472222222222222,0.010416666666666666,0.005787037037037037,0.024305555555555556,0.037037037037037035,0.018518518518518517,0.0,0.02546296296296296,0.0023148148148148147,0.013888888888888888,0.0,0.04976851851851852,0.0011574074074074073,0.023148148148148147,0.0023148148148148147,0.009259259259259259,0.004629629629629629,0.003472222222222222,0.016203703703703703,0.018518518518518517,0.003472222222222222,0.008101851851851851,0.0023148148148148147,0.0011574074074074073,0.0,0.019675925925925927,0.0011574074074074073,0.004629629629629629,0.0,0.016203703703703703,0.018518518518518517,0.004629629629629629,0.004629629629629629,0.013888888888888888,0.008101851851851851,0.0,0.0,0.037037037037037035,0.0023148148148148147,0.0023148148148148147,0.003472222222222222,0.0,0.0023148148148148147,0.0,0.0,0.0,0.004629629629629629,0.0023148148148148147,0.003472222222222222,0.018518518518518517,0.0,0.0,0.018518518518518517,0.004629629629629629,0.003472222222222222,0.011574074074074073,0.006944444444444444,0.004629629629629629,0.0,0.008101851851851851,0.004629629629629629,0.0011574074074074073,0.0011574074074074073,0.006944444444444444,0.015046296296296295,0.0,0.041666666666666664,0.0023148148148148147,0.0,0.0,0.005787037037037037,0.005787037037037037,0.0,0.0011574074074074073,0.0023148148148148147,0.003472222222222222,0.0,0.0,0.009259259259259259,0.0,0.009259259259259259,0.0,0.0,0.005787037037037037,0.0011574074074074073,0.0,0.0,0.0,0.003472222222222222,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0,0.004629629629629629,0.005787037037037037,0.0011574074074074073,0.0023148148148148147,0.0,0.0023148148148148147,0.0023148148148148147,0.0011574074074074073,0.015046296296296295,0.0,0.0,0.0,0.008101851851851851,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0,0.003472222222222222,0.0023148148148148147,0.004629629629629629,0.0011574074074074073,0.0023148148148148147,0.0,0.0,0.0,0.0,0.006944444444444444,0.0011574074074074073,0.0,0.0023148148148148147,0.003472222222222222,0.0011574074074074073,0.0,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0,0.0011574074074074073,0.0011574074074074073,0.0,0.0,0.0011574074074074073,0.0,0.004629629629629629,0.004629629629629629,0.0023148148148148147,0.0,0.0011574074074074073,0.016203703703703703,0.003472222222222222,0.004629629629629629,0.0011574074074074073,0.0,0.0,0.0023148148148148147,0.0,0.0011574074074074073,0.0,0.0,0.0023148148148148147,0.0,0.006944444444444444,0.0023148148148148147,0.004629629629629629,0.0,0.0,0.0,0.0023148148148148147,0.003472222222222222,0.0023148148148148147,0.0011574074074074073,0.0,0.0,0.0,0.004629629629629629,0.0023148148148148147,0.0,0.0,0.004629629629629629,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0011574074074074073,0.0,0.0023148148148148147,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0,0.0011574074074074073,0.003472222222222222,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.004629629629629629,0.003472222222222222,0.0023148148148148147,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.003472222222222222,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073,0.0011574074074074073
