화자ID,연령대,NNG_큰애,NP_우리,JKS_가,NNB_개,JKO_를,VV_키우,EC_고,EF_잖아,NP_나,JX_는,NNG_개인,NNG_집,NNG_개,ETM_ᆫ다는,NNB_거,NNG_반대,EF_야,NNG_외부,EC_어야,VV_되,EC_는데,NNG_돈,JX_도,VV_들어가,NNG_냄새,VV_나,EF_더라고,VV_하,EC_게,NNG_동물,ETM_는,NNG_얘기,EC_어,EF_어,NNG_고양이,NNG_정서,VV_느끼,VA_좋,EC_지,JX_ᆫ,EC_지만,VV_개,ETM_ᆫ,NNG_강아지,VV_사,NNB_분,NNG_나이,VV_들,JX_은,NNG_도움,EF_을까,NNG_갓난아이,VV_보,EC_면,VA_많,ETM_은,NNG_노인,NNG_혼자,VV_살,NP_그것,JKS_이,VA_괜찮,VA_같,NP_자기,NNG_생각,JKO_을,NNG_털,VA_없,VA_있,ETM_을,EC_은데,NNG_안,VV_좋아하,NNB_편,NNG_방송,NNG_언론,NNG_반려동물,NNB_데,EC_다고,NNG_연구,NNG_결과,VV_나오,EF_거든,VV_생각나,ETM_ᆯ,NNG_때,EF_죠,NNG_처음,VV_오,ETM_던,NP_그놈,NNG_자식,VV_생기,EC_어서,EF_지,NNG_불편,NNG_점,NNB_가지,NNG_외출,NNB_시,JX_나,NNB_점,NP_뭐,EF_으,EC_면은,EC_면서,VA_아프,NNG_병원,VV_가,VV_그러,NNG_기억,VV_있,NNG_동기,NP_언제,EC_나,NNG_티브이,NNG_경우,NNG_사람,NNB_달,EC_든,NNB_년,EC_다가,ETN_기,JX_가,VV_버리,EC_지마는,NNG_자체,VA_힘들,NNG_일,EC_ᆫ데,NNG_남,JKG_의,NNG_앞,VV_갖,EC_다,NNB_것,NP_어디,NNG_섬,NP_그거,VV_죽,ETM_으라는,VV_먹,NNG_아무것,EF_으니까,NNG_그때,NNB_번,EF_나,NNG_만일,NNG_주위,NNG_지인,NNG_새끼,VV_주,EF_ᆫ다,EC_ᆫ다,VV_물어보,VV_모르,EC_ᆫ다고,VV_어쩌,NNB_수,ETM_란,NNG_종자,NNG_생김새,VA_이쁘,EC_니깐,EC_려면,NNG_용품,EF_ᆫ가,NNG_간식,NNG_밥,NNG_늇,NNG_구입,VA_젊,NNG_애,NNG_이유,NNG_문제,NNG_입양,EC_려고,JKO_ᆯ,NNG_주사,VV_맞히,NNG_절차,VV_파,NNG_설명,NNG_나라,EC_으면,NNG_친구,NNG_행동,VV_옮기,EC_니까,NP_이것,NNG_국가,NNG_정부,NNG_조건,NNG_판매자,NNG_예,EC_러,NNG_제도,EC_을까,NNB_대로,NNG_한번,NNG_아파트,VV_짖,NNG_법,NNB_때문,NNG_법정,JX_까지,VV_싫어하,NNB_중,NNG_계기,NNG_고등학교,NNG_엄마,NNB_마리,EF_잖아요,VA_예쁘,JX_요,EF_ᆫ데,EC_으므로,NNG_행복,ETN_ᆷ,EC_으니까,JX_이야,NNG_자기만족,NNG_다,NNG_어르신,ETN_라기,VV_인하,VV_계시,EF_더라고요,NNG_한편,NNG_몸,NNG_관리,NNG_뒤치다꺼리,EF_어요,NP_걔,VV_닦,NNG_아기,EF_예요,VV_날리,VV_이러,EC_는지,NP_당신,NNG_알레르기,NNG_반려,VV_대하,NNG_가까이,EC_라,NNG_줄,VV_알,EF_가,VV_보이,NNG_애완동물,EC_이,ETM_라는,NNG_취,NNG_취향,VV_남,NNG_크림,NNG_곳,NNG_한계,VV_놔두,EC_자니,NNG_정도,NNG_물,NNG_우울증,VV_앓,EC_는다,NNG_신경,VV_쓰이,VV_데리,NP_거기,NNG_음식점,NNG_여행,JX_이라도,NNG_반려견,NNG_애완,NNG_호텔,VV_다니,EC_어야지,EC_어도,VV_어떡하,EF_어야지,JX_만,VV_빠지,NP_그,NNG_기쁨,NNB_행,NNG_마음,NNG_편안,ETM_다는,VV_보내,NNG_모습,NNG_무지개,NNG_다리,VV_건너,EC_라고,NNG_주의,VA_불쌍하,NNG_시츄여서,NNG_피부,VA_약하,NNG_의료,NNG_보험,NNG_비용,VA_크,NP_얘,NNG_비,NNG_잔병,NNG_치레,NNG_얼마,NNG_전,VV_터지,EC_음,NNG_부담,VA_싫,NNG_키,NNG_남자,NNG_포함,NNG_아들,NNG_피,EC_자고,NNG_고등,NNG_학교,NNG_정,NNG_사정,EC_ᆫ지,NNG_생명,NNG_본인,EC_든지,NNG_책임,VV_지,JX_를,VV_따르,EF_어야죠,NNG_동의,NNG_끝,NNG_암,NNG_자신,VV_쓰,NNG_이상,NNG_옛날,VV_이뻐하,EC_자,NNG_인터넷,NNG_확인,VA_비싸,NNB_간,NNG_유치원,NNB_줄,NNG_현실,VV_낮추,NNG_사료,VV_스,NNG_느낌,NNG_팁,NNG_외국,EF_거든요,NNG_우리나라,NNG_해피,VV_풀,NNG_상태,NP_너,NNG_자격,NNG_진짜,VV_갖추,NP_울,VV_울,NNG_수술,EC_려니까,NNG_성대,NP_저기,NNG_소리,JX_부터,NNG_제재,NNG_필요,EC_는다고,NNG_일반,NNG_스트레스,NNG_동네,NNG_미안
SD2401930,60대 이상,0.0,0.00663716814159292,0.028023598820058997,0.0,0.0014749262536873156,0.022861356932153392,0.051622418879056046,0.0007374631268436578,0.024336283185840708,0.03392330383480826,0.0007374631268436578,0.0007374631268436578,0.003687315634218289,0.0,0.022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0,0.0029498525073746312,0.012536873156342183,0.00663716814159292,0.0007374631268436578,0.029498525073746312,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.009587020648967551,0.015486725663716814,0.015486725663716814,0.0022123893805309734,0.030973451327433628,0.0014749262536873156,0.02064896755162242,0.005162241887905605,0.003687315634218289,0.0014749262536873156,0.0007374631268436578,0.014011799410029498,0.014749262536873156,0.0029498525073746312,0.0014749262536873156,0.0014749262536873156,0.011061946902654867,0.014011799410029498,0.0,0.0007374631268436578,0.0007374631268436578,0.0029498525073746312,0.011061946902654867,0.0,0.0,0.0,0.005162241887905605,0.005162241887905605,0.0022123893805309734,0.011061946902654867,0.0,0.0007374631268436578,0.0007374631268436578,0.00663716814159292,0.038348082595870206,0.0,0.004424778761061947,0.004424778761061947,0.004424778761061947,0.007374631268436578,0.0014749262536873156,0.0022123893805309734,0.00663716814159292,0.0029498525073746312,0.0014749262536873156,0.0,0.00663716814159292,0.0,0.0,0.0,0.008112094395280236,0.0022123893805309734,0.0022123893805309734,0.0,0.0,0.0,0.0007374631268436578,0.0,0.011799410029498525,0.008112094395280236,0.007374631268436578,0.003687315634218289,0.0,0.0014749262536873156,0.0,0.0,0.0007374631268436578,0.015486725663716814,0.007374631268436578,0.0014749262536873156,0.0014749262536873156,0.0,0.0007374631268436578,0.0,0.0014749262536873156,0.0,0.0007374631268436578,0.0,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0014749262536873156,0.014011799410029498,0.003687315634218289,0.0007374631268436578,0.007374631268436578,0.0007374631268436578,0.0,0.0,0.0,0.0007374631268436578,0.008112094395280236,0.0,0.0,0.0,0.0014749262536873156,0.0014749262536873156,0.0,0.0007374631268436578,0.0,0.0007374631268436578,0.0029498525073746312,0.0007374631268436578,0.0029498525073746312,0.0,0.0014749262536873156,0.0,0.0007374631268436578,0.00663716814159292,0.012536873156342183,0.0007374631268436578,0.0,0.0022123893805309734,0.0,0.0,0.0,0.0,0.0,0.0,0.0022123893805309734,0.0,0.0,0.0,0.0,0.0,0.0029498525073746312,0.0,0.0,0.0,0.0014749262536873156,0.0,0.0014749262536873156,0.003687315634218289,0.0007374631268436578,0.0,0.0,0.004424778761061947,0.0,0.0014749262536873156,0.0014749262536873156,0.0,0.0007374631268436578,0.0007374631268436578,0.0,0.0,0.0007374631268436578,0.00663716814159292,0.0,0.0,0.0,0.0,0.0007374631268436578,0.0,0.0,0.0,0.0,0.0,0.0,0.0029498525073746312,0.003687315634218289,0.0014749262536873156,0.0,0.02064896755162242,0.0,0.0,0.0,0.0007374631268436578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014749262536873156,0.004424778761061947,0.0,0.0014749262536873156,0.0,0.003687315634218289,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.00663716814159292,0.0014749262536873156,0.00663716814159292,0.0007374631268436578,0.0007374631268436578,0.0029498525073746312,0.0014749262536873156,0.003687315634218289,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.011799410029498525,0.004424778761061947,0.0007374631268436578,0.0029498525073746312,0.0029498525073746312,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0029498525073746312,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.004424778761061947,0.0007374631268436578,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0022123893805309734,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.004424778761061947,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0029498525073746312,0.0029498525073746312,0.0022123893805309734,0.0022123893805309734,0.0007374631268436578,0.0029498525073746312,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.003687315634218289,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.003687315634218289,0.0007374631268436578,0.0029498525073746312,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578
SD2401931,60대 이상,0.0025,0.00625,0.0225,0.0075,0.0225,0.03625,0.025,0.00625,0.02,0.0475,0.00125,0.0075,0.02625,0.0025,0.03375,0.0025,0.00875,0.00125,0.005,0.0075,0.00875,0.0025,0.015,0.00375,0.00125,0.00375,0.00375,0.015,0.02,0.0075,0.035,0.00375,0.0125,0.01875,0.0075,0.005,0.00125,0.005,0.0075,0.005,0.0075,0.00125,0.01625,0.00875,0.0025,0.00375,0.0025,0.0025,0.0275,0.00125,0.00125,0.00125,0.00875,0.0175,0.00875,0.0125,0.00125,0.00125,0.00125,0.00375,0.03,0.0025,0.01375,0.01375,0.01375,0.0125,0.00125,0.00625,0.015,0.00625,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.0025,0.005,0.0025,0.00125,0.00125,0.00125,0.00375,0.0025,0.0075,0.00375,0.00125,0.0025,0.00125,0.0025,0.00125,0.00125,0.0025,0.00625,0.00375,0.0025,0.0025,0.0025,0.00125,0.00125,0.00125,0.0025,0.00375,0.00125,0.00125,0.00125,0.00125,0.00375,0.00625,0.005,0.00125,0.0025,0.00125,0.00125,0.0025,0.00375,0.00625,0.00875,0.00125,0.00375,0.00125,0.0025,0.0025,0.00125,0.00625,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.00375,0.00375,0.0025,0.00375,0.00375,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.00125,0.00125,0.005,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.0025,0.00125,0.0025,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.0025,0.00125,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
