화자ID,연령대,NP_너,JX_는,VA_친하,ETM_ᆫ,NNG_친구,JKS_이,VA_있,EF_어,NP_나,NNG_층,JKG_의,ETM_는,NNB_편,EF_잖아,NP_우리,NNG_국민학교,JX_도,NNG_지금,JX_까지,EC_어,EC_고,NNG_고등학교,NNG_때,NNG_동네,NNG_모임,NNG_대표,EC_자면,NNB_가지,NNG_팀,EC_ᆫ데,VV_만나,EC_어도,NNG_달,NNB_번,JX_은,NP_뭐,EF_지,NNG_다음,EC_어서,NNG_얘기,VV_놀,ETM_ᆯ,JKS_가,VA_좋,NNB_달,EC_니까,VA_지루하,NNG_순간,VA_없,NNB_중,VV_있,EC_게,VV_되,NNG_전화,EC_라도,VV_하,NNB_거,JX_ᆫ,VV_그러,EC_더라도,NP_저,VV_지내,NP_자기,NP_어디,VV_가,EC_자고,EC_라고,NNG_시간,NNG_장점,NP_무엇,EF_ᆸ니까,NNB_때문,EC_ᆫ다고,VV_사귀,EC_면,ETM_은,JKO_를,EC_다,NNG_편안,EC_든지,NNG_집안,NNB_수,NNG_남편,NNG_관계,ETM_라는,EF_다,VV_거리끼,ETN_ᆷ,VA_속상하,VV_가지,EC_자,NNG_이제,NNG_흉,VV_보,VV_풀,EC_으면,NNG_가슴,VV_뚫리,NNB_것,VA_비싸,NNG_거래,NNG_식사,NNG_나이,VV_들,NNG_몸,NNG_건강,JKG_에,VV_먹,NNG_음식,NNG_갈등,JKO_을,VV_겪,NNG_서로,NNG_본인,NNG_성격,EC_다고,NNG_생각,VV_알,NP_걔,NNG_중고등,NNG_학교,NNG_동창,NNG_그때,NNB_시,NP_누구,VV_나가,NNG_시누,NNB_씨,NP_저거,EC_는데,NNG_집,NNG_딸,EC_지,NNG_중고등학교,NNG_지,VV_데리,VV_다니,VV_오,EC_라,NP_얘,VV_자,NNG_엄마,EC_러,VV_찍,NNG_동생,NNG_소개,EF_야,NNG_아빠,VV_모르,VA_크,JX_만,NNG_이것저것,VV_따지,NNG_은행,EC_ᆫ다,NNG_직업,VA_괜찮,ETM_던,VV_맞,NNG_대응,NNB_대,NNG_그룹,NNG_겉,NNG_성,NNG_표시,NNB_대로,NNB_년,VV_이끌,EC_는다고,VV_끊,ETN_기,NNG_애,EC_지마는,NNG_신경,VV_쓰,NNG_남녀,NNB_간,NNG_우정,EC_어야,NNG_대체,EC_라서,VA_밝,NNG_자체,EC_거나,NNG_약속,VV_지키,NNG_말,NNG_소통,EF_어야지,NNG_지속,NP_그것,NNB_쪽,VA_다르,NNG_방향,VA_같,NNG_경우,VA_많,NNG_주도,NNB_명,EC_지만,NNG_직장,NNG_동료,EF_거든,VA_비슷하,VV_좋아하,NNG_언니,NNG_가정환경,NNG_생활,NNB_데,NNG_안정,ETM_을,NNG_동감,VV_대하,NP_그거,VV_고치,NNG_가정사,NNG_마찬가지,VA_솔직하,NNG_창피,VA_소탈하,NNG_상의,NNG_특별,NP_거기,JKO_ᆯ,NNG_영화,NNG_전시회,EC_나,NNB_나름,JX_대로,NNG_사회,NNG_사,NNG_이상,NNG_선생,VV_나,NNG_아이,NNG_공부,NNG_반장,NNG_반,NNG_전,NNG_투표,EC_도록,NNG_중학교,EC_길래,NNG_중3,NNG_시험,NNG_중,EF_더라고,NNG_전념,NNG_부탁,NNG_담임,VV_찾아가,NNG_요번,NNB_적,ETN_음,EF_라고,VV_들어오,NNG_제식,NNG_훈련,NNG_고등,NNG_연대장,NNG_필요,NNG_목소리,NNG_옛날,NNG_연애,NNG_점,NNG_형부,NNG_결혼,NNG_배제,EC_면은,VV_없어지,EC_을수록,NNG_대화,NNG_상대,NNG_기분,NNG_캐치,EC_니깐,NNG_부분,NNG_상대방,NNG_일상,NNB_식,VV_그라,EC_ᆫ지,NNG_특이,NNG_해외,JX_래도,NNG_패키지,NNG_대우,EC_으라고,NP_여기,EF_냐,VV_위하,NNG_소리,NNG_비위,VV_맞추,EC_면서,NNG_이해,VV_넘어가,NNG_개중,NNG_사람,NNG_남자,NP_저기,NNG_직원,EC_다가,NNG_발전,NNG_변질,NNG_자리,VA_편하,NNG_여자,NNG_여럿,VV_모이
SD2400676,60대 이상,0.000999000999000999,0.03696303696303696,0.001998001998001998,0.007992007992007992,0.027972027972027972,0.022977022977022976,0.011988011988011988,0.014985014985014986,0.03896103896103896,0.0,0.005994005994005994,0.02097902097902098,0.000999000999000999,0.004995004995004995,0.007992007992007992,0.0,0.030969030969030968,0.001998001998001998,0.000999000999000999,0.011988011988011988,0.059940059940059943,0.002997002997002997,0.011988011988011988,0.0,0.000999000999000999,0.0,0.0,0.0,0.0,0.001998001998001998,0.023976023976023976,0.001998001998001998,0.0,0.000999000999000999,0.016983016983016984,0.003996003996003996,0.002997002997002997,0.00999000999000999,0.02197802197802198,0.007992007992007992,0.0,0.01098901098901099,0.02097902097902098,0.012987012987012988,0.0,0.001998001998001998,0.0,0.0,0.001998001998001998,0.000999000999000999,0.002997002997002997,0.014985014985014986,0.003996003996003996,0.0,0.0,0.03796203796203796,0.013986013986013986,0.011988011988011988,0.006993006993006993,0.0,0.0,0.001998001998001998,0.001998001998001998,0.0,0.007992007992007992,0.000999000999000999,0.003996003996003996,0.0,0.000999000999000999,0.0,0.0,0.003996003996003996,0.0,0.000999000999000999,0.007992007992007992,0.00999000999000999,0.016983016983016984,0.005994005994005994,0.000999000999000999,0.0,0.0,0.005994005994005994,0.0,0.0,0.000999000999000999,0.000999000999000999,0.0,0.0,0.0,0.0,0.000999000999000999,0.0,0.0,0.005994005994005994,0.0,0.005994005994005994,0.0,0.0,0.004995004995004995,0.0,0.0,0.000999000999000999,0.003996003996003996,0.0,0.0,0.000999000999000999,0.0,0.002997002997002997,0.0,0.0,0.022977022977022976,0.0,0.0,0.0,0.007992007992007992,0.002997002997002997,0.004995004995004995,0.0,0.004995004995004995,0.0,0.003996003996003996,0.000999000999000999,0.002997002997002997,0.0,0.0,0.0,0.0,0.0,0.0,0.002997002997002997,0.0,0.0,0.007992007992007992,0.0,0.000999000999000999,0.0,0.002997002997002997,0.003996003996003996,0.000999000999000999,0.0,0.0,0.001998001998001998,0.001998001998001998,0.0,0.0,0.0,0.000999000999000999,0.0,0.000999000999000999,0.000999000999000999,0.0,0.0,0.0,0.0,0.0,0.0,0.000999000999000999,0.001998001998001998,0.004995004995004995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001998001998001998,0.000999000999000999,0.0,0.0,0.004995004995004995,0.01098901098901099,0.0,0.0,0.0,0.001998001998001998,0.001998001998001998,0.003996003996003996,0.001998001998001998,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.003996003996003996,0.000999000999000999,0.000999000999000999,0.002997002997002997,0.002997002997002997,0.003996003996003996,0.000999000999000999,0.000999000999000999,0.007992007992007992,0.000999000999000999,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.003996003996003996,0.001998001998001998,0.000999000999000999,0.004995004995004995,0.001998001998001998,0.002997002997002997,0.003996003996003996,0.000999000999000999,0.002997002997002997,0.003996003996003996,0.000999000999000999,0.002997002997002997,0.000999000999000999,0.001998001998001998,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.003996003996003996,0.001998001998001998,0.000999000999000999,0.001998001998001998,0.002997002997002997,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.002997002997002997,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.005994005994005994,0.000999000999000999,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.001998001998001998,0.000999000999000999,0.002997002997002997,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.002997002997002997,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.000999000999000999,0.002997002997002997,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.002997002997002997,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.001998001998001998,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
SD2400678,60대 이상,0.0045662100456621,0.0350076103500761,0.0045662100456621,0.015220700152207,0.0441400304414003,0.0273972602739726,0.0197869101978691,0.0243531202435312,0.0273972602739726,0.0015220700152207,0.0106544901065449,0.0167427701674277,0.0015220700152207,0.0076103500761035,0.015220700152207,0.0015220700152207,0.0273972602739726,0.0091324200913242,0.0076103500761035,0.0426179604261796,0.0821917808219178,0.0015220700152207,0.0106544901065449,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0030441400304414,0.0030441400304414,0.0365296803652968,0.0060882800608828,0.0015220700152207,0.0060882800608828,0.0243531202435312,0.0015220700152207,0.0045662100456621,0.0030441400304414,0.0121765601217656,0.0136986301369863,0.0045662100456621,0.015220700152207,0.0258751902587519,0.0015220700152207,0.0030441400304414,0.0045662100456621,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0045662100456621,0.0060882800608828,0.0121765601217656,0.0060882800608828,0.0030441400304414,0.0030441400304414,0.0167427701674277,0.0182648401826484,0.0060882800608828,0.0136986301369863,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0045662100456621,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0091324200913242,0.0045662100456621,0.0060882800608828,0.0045662100456621,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0030441400304414,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0060882800608828,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0076103500761035,0.0030441400304414,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0076103500761035,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0060882800608828,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0076103500761035,0.0030441400304414,0.0106544901065449,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0045662100456621,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0015220700152207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
