화자ID,연령대,형태소_나,형태소_가,형태소_요즘,형태소_졸업,형태소_시즌,형태소_어,형태소_고,형태소_중학교,형태소_초등,형태소_학교,형태소_친구,형태소_근황,형태소_을,형태소_보,형태소_는데,형태소_기억,형태소_이,형태소_하,형태소_더라고,형태소_너,형태소_학년,형태소_때,형태소_책,형태소_읽,형태소_다가,형태소_선생,형태소_혼나,형태소_기억나,형태소_우리,형태소_담임,형태소_쌤,형태소_잖아,형태소_자,형태소_졸,형태소_면은,형태소_얼굴,형태소_물총,형태소_쏘,형태소_게,형태소_일어나,형태소_어서,형태소_와이프,형태소_시키,형태소_가지,형태소_과학,형태소_지나다니,형태소_고등,형태소_지내,형태소_ᆫ,형태소_올라가,형태소_도,형태소_비슷하,형태소_까지,형태소_는,형태소_적응,형태소_정도,형태소_던,형태소_거,형태소_같,형태소_은데,형태소_고등학교,형태소_부터,형태소_기,형태소_힘들,형태소_은,형태소_사람,형태소_만나,형태소_여고,형태소_다,형태소_니까,형태소_형태,형태소_그러,형태소_ᆫ데,형태소_대하,형태소_내신,형태소_챙기,형태소_어야,형태소_되,형태소_것,형태소_추억,형태소_친하,형태소_냐,형태소_간,형태소_의,형태소_쎄,형태소_지,형태소_년,형태소_어도,형태소_개인,형태소_유대감,형태소_있,형태소_학창,형태소_시절,형태소_생각,형태소_면,형태소_떠오르,형태소_오,형태소_트러블,형태소_많,형태소_없,형태소_서투르,형태소_잘못,형태소_야,형태소_일진,형태소_기에,형태소_전체,형태소_학생,형태소_반,형태소_거든,형태소_돌아가,형태소_엮이,형태소_뒤,형태소_은어,형태소_직진,형태소_남,형태소_라고,형태소_부르,형태소_그것,형태소_ᆯ,형태소_마다,형태소_앞,형태소_으면,형태소_자기,형태소_비키,형태소_이러,형태소_쟤,형태소_만,형태소_어야지,형태소_병,형태소_코,형태소_이상,형태소_좋,형태소_쪽,형태소_뭐,형태소_체육,형태소_배드민턴,형태소_국가,형태소_대표,형태소_ᆫ가,형태소_다고,형태소_초등학교,형태소_말,형태소_네,형태소_나쁘,형태소_여자,형태소_애,형태소_짝꿍,형태소_대성,형태소_통곡,형태소_괜찮,형태소_면서,형태소_몰리,형태소_길래,형태소_줄,형태소_알,형태소_라,형태소_짜증,형태소_탓,형태소_전적,형태소_울,형태소_대학,형태소_취직,형태소_결혼,형태소_죽,형태소_채널,형태소_얼마,형태소_전,형태소_이별,형태소_브이,형태소_올리,형태소_댓글,형태소_달,형태소_ᆯ까,형태소_고민,형태소_개과천선,형태소_다더니,형태소_구나,형태소_아,형태소_칭찬,형태소_ᆫ다,형태소_욕하,형태소_싸,형태소_보이,형태소_욕,형태소_화내,형태소_으면서,형태소_화,형태소_내,형태소_시험,형태소_야자,형태소_선택,형태소_학원,형태소_다니,형태소_느라,형태소_를,형태소_습관,형태소_동생,형태소_공부,형태소_초,형태소_시작,형태소_학기,형태소_달리,형태소_사이,형태소_최후,형태소_보루,형태소_느낌,형태소_성적,형태소_르,형태소_수,형태소_말씀,형태소_끈,형태소_타,형태소_얘기,형태소_경험,형태소_비롯하,형태소_느끼,형태소_든,형태소_주어지,형태소_정시,형태소_란,형태소_놓,형태소_올인,형태소_다는,형태소_전념,형태소_중요,형태소_맞,형태소_길,형태소_기분,형태소_이것,형태소_번,형태소_어린이집,형태소_감회,형태소_남다르,형태소_지금,형태소_시원,형태소_들,형태소_한편,형태소_쯤,형태소_ᆫ지,형태소_모르,형태소_지만,형태소_미련,형태소_자리,형태소_다음,형태소_스텝,형태소_나아가,형태소_힘,형태소_싫,형태소_기간,형태소_찍,형태소_적,형태소_는다,형태소_분위기,형태소_려고,형태소_소수,형태소_인원,형태소_교실,형태소_독서실,형태소_자율,형태소_좌석,형태소_놔두,형태소_차,형태소_거기,형태소_들어가,형태소_밥,형태소_먹,형태소_점심,형태소_시간,형태소_려면,형태소_집중,형태소_자체,형태소_상황,형태소_핑계,형태소_환경,형태소_일,형태소_다시피,형태소_이름,형태소_사건,형태소_나아지,형태소_너희,형태소_놀,형태소_버스,형태소_그때,형태소_인사,형태소_그거,형태소_혼자,형태소_서,형태소_처음,형태소_반응,형태소_다르,형태소_취향,형태소_얘,형태소_는지,형태소_스스로,형태소_바뀌,형태소_수업,형태소_내용,형태소_성,형태소_마찬가지,형태소_신경,형태소_쓰,형태소_터,형태소_인간,형태소_관계,형태소_시비,형태소_걸리,형태소_화해,형태소_끝나,형태소_만약,형태소_ᆫ다면,형태소_성장,형태소_짓,형태소_생활,형태소_작,형태소_사회,형태소_골목,형태소_착하,형태소_넘어지,형태소_일으키,형태소_세우,형태소_위로,형태소_앉,형태소_식,형태소_어리,형태소_걔,형태소_특이,형태소_싸우,형태소_필요,형태소_행복,형태소_빌,형태소_싫어하,형태소_더라도,형태소_라는,형태소_누구,형태소_기뻐하,형태소_지나,형태소_잊,형태소_기본,형태소_예고편,형태소_옆,형태소_ᆫ다거나,형태소_배우,형태소_만들,형태소_데,형태소_제일,형태소_크,형태소_노력,형태소_중,형태소_재학,형태소_돌이키,형태소_하등,형태소_쓸모,형태소_긍정,형태소_넘어가,형태소_거나,형태소_스타일,형태소_장난치,형태소_소용,형태소_라든가,형태소_정신,형태소_차리,형태소_라도,형태소_신청,형태소_효과,형태소_후회,형태소_포기,형태소_치,형태소_재밌,형태소_이나,형태소_실,형태소_요인,형태소_결국,형태소_실력,형태소_학,형태소_짧,형태소_국어,형태소_등급,형태소_점수,형태소_나오,형태소_늘어나,형태소_부모,형태소_께서,형태소_더니,형태소_이거,형태소_도전,형태소_다는데,형태소_막,형태소_ᆫ다고,형태소_의지,형태소_마음,형태소_부족,형태소_어요,형태소_변명,형태소_명,형태소_방황,형태소_프로,형태소_게이머,형태소_게임,형태소_퍼센트,형태소_밖에,형태소_안,형태소_보장,형태소_실패,형태소_교보재,형태소_영향,형태소_끼치,형태소_직장,형태소_다양,형태소_세월,형태소_보내,형태소_위하,형태소_신기하,형태소_여기,형태소_종이,형태소_합격,형태소_적히,형태소_온라인,형태소_사이트,형태소_인생,형태소_펼쳐지,형태소_고생
SD2401950,10대,0.036219081272084806,0.022968197879858657,0.0008833922261484099,0.007067137809187279,0.0017667844522968198,0.04151943462897526,0.03445229681978799,0.009717314487632508,0.00441696113074205,0.012367491166077738,0.011484098939929329,0.0008833922261484099,0.007950530035335688,0.00441696113074205,0.009717314487632508,0.00530035335689046,0.04063604240282685,0.028268551236749116,0.00530035335689046,0.00441696113074205,0.007067137809187279,0.0088339222614841,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.006183745583038869,0.0008833922261484099,0.0008833922261484099,0.01060070671378092,0.0008833922261484099,0.0008833922261484099,0.006183745583038869,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.007067137809187279,0.0008833922261484099,0.009717314487632508,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0017667844522968198,0.00441696113074205,0.022968197879858657,0.0008833922261484099,0.020318021201413426,0.0008833922261484099,0.0035335689045936395,0.053003533568904596,0.0035335689045936395,0.0017667844522968198,0.01060070671378092,0.022968197879858657,0.013250883392226149,0.0008833922261484099,0.00530035335689046,0.0035335689045936395,0.006183745583038869,0.007067137809187279,0.018551236749116608,0.009717314487632508,0.0017667844522968198,0.0008833922261484099,0.011484098939929329,0.01060070671378092,0.0008833922261484099,0.0035335689045936395,0.0017667844522968198,0.0008833922261484099,0.0035335689045936395,0.0008833922261484099,0.00530035335689046,0.007950530035335688,0.0088339222614841,0.006183745583038869,0.0035335689045936395,0.0017667844522968198,0.0008833922261484099,0.0088339222614841,0.0008833922261484099,0.007067137809187279,0.00265017667844523,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.011484098939929329,0.0008833922261484099,0.0017667844522968198,0.0088339222614841,0.006183745583038869,0.0008833922261484099,0.00441696113074205,0.0017667844522968198,0.0035335689045936395,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.007067137809187279,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.00441696113074205,0.006183745583038869,0.00265017667844523,0.0008833922261484099,0.0017667844522968198,0.0017667844522968198,0.0035335689045936395,0.0017667844522968198,0.00265017667844523,0.0008833922261484099,0.00265017667844523,0.0035335689045936395,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.00441696113074205,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.006183745583038869,0.0008833922261484099,0.007067137809187279,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.00265017667844523,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.0017667844522968198,0.00265017667844523,0.007067137809187279,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0017667844522968198,0.00265017667844523,0.00265017667844523,0.00265017667844523,0.0008833922261484099,0.0017667844522968198,0.00265017667844523,0.0008833922261484099,0.007067137809187279,0.0008833922261484099,0.0008833922261484099,0.01678445229681979,0.0017667844522968198,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.00441696113074205,0.0017667844522968198,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.00265017667844523,0.0017667844522968198,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0017667844522968198,0.0008833922261484099,0.0008833922261484099,0.00265017667844523,0.00265017667844523,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0008833922261484099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401951,10대,0.03547066848567531,0.030695770804911322,0.0,0.0,0.0,0.059345156889495224,0.034106412005457026,0.002728512960436562,0.0,0.0068212824010914054,0.007503410641200546,0.0,0.021145975443383355,0.0047748976807639835,0.01432469304229195,0.0047748976807639835,0.02796725784447476,0.04024556616643929,0.0034106412005457027,0.0047748976807639835,0.006139154160982265,0.010914051841746248,0.0,0.0,0.0006821282401091405,0.0006821282401091405,0.0,0.001364256480218281,0.0068212824010914054,0.0,0.0,0.004092769440654843,0.0006821282401091405,0.0,0.0006821282401091405,0.0006821282401091405,0.0,0.0,0.015688949522510234,0.0,0.01296043656207367,0.0,0.0,0.001364256480218281,0.0,0.0,0.0020463847203274215,0.0,0.02592087312414734,0.0,0.02592087312414734,0.0,0.0034106412005457027,0.045702592087312414,0.0,0.0006821282401091405,0.008185538881309686,0.03615279672578445,0.01296043656207367,0.001364256480218281,0.006139154160982265,0.0,0.007503410641200546,0.002728512960436562,0.018417462482946793,0.010231923601637109,0.0006821282401091405,0.0,0.004092769440654843,0.0047748976807639835,0.0,0.004092769440654843,0.004092769440654843,0.0006821282401091405,0.0,0.0,0.002728512960436562,0.010231923601637109,0.011596180081855388,0.002728512960436562,0.001364256480218281,0.001364256480218281,0.0,0.004092769440654843,0.0,0.008867667121418827,0.0006821282401091405,0.0,0.0006821282401091405,0.0,0.011596180081855388,0.0006821282401091405,0.001364256480218281,0.008185538881309686,0.008867667121418827,0.0006821282401091405,0.0034106412005457027,0.0,0.0020463847203274215,0.002728512960436562,0.0,0.0,0.002728512960436562,0.001364256480218281,0.0,0.001364256480218281,0.0,0.0,0.0034106412005457027,0.0,0.0,0.0,0.0,0.0,0.001364256480218281,0.0034106412005457027,0.0,0.001364256480218281,0.01227830832196453,0.0,0.0,0.002728512960436562,0.0,0.0,0.0006821282401091405,0.0,0.001364256480218281,0.0006821282401091405,0.0,0.0,0.0,0.006139154160982265,0.0,0.0020463847203274215,0.0,0.0,0.0,0.0,0.0020463847203274215,0.0047748976807639835,0.0020463847203274215,0.005457025920873124,0.004092769440654843,0.0020463847203274215,0.0006821282401091405,0.008185538881309686,0.0,0.0,0.0,0.0006821282401091405,0.009549795361527967,0.0,0.0,0.001364256480218281,0.0047748976807639835,0.001364256480218281,0.0,0.0,0.0,0.001364256480218281,0.0,0.0,0.0,0.0,0.0,0.0,0.0006821282401091405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006139154160982265,0.0,0.0,0.0006821282401091405,0.0,0.0,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0020463847203274215,0.0020463847203274215,0.002728512960436562,0.006139154160982265,0.0,0.0006821282401091405,0.001364256480218281,0.0,0.011596180081855388,0.0,0.001364256480218281,0.008867667121418827,0.0,0.0006821282401091405,0.0,0.001364256480218281,0.0,0.0,0.0,0.0006821282401091405,0.0006821282401091405,0.0,0.0034106412005457027,0.0,0.0,0.0006821282401091405,0.0020463847203274215,0.001364256480218281,0.0,0.001364256480218281,0.0,0.0,0.0,0.0,0.0,0.0,0.005457025920873124,0.0,0.0,0.002728512960436562,0.0006821282401091405,0.0006821282401091405,0.0034106412005457027,0.001364256480218281,0.0,0.0,0.0,0.001364256480218281,0.0,0.0020463847203274215,0.0,0.0,0.001364256480218281,0.0020463847203274215,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0,0.0,0.0,0.0,0.004092769440654843,0.0,0.0,0.0006821282401091405,0.0,0.0,0.0006821282401091405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006821282401091405,0.0,0.0006821282401091405,0.0006821282401091405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002728512960436562,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0020463847203274215,0.0006821282401091405,0.0034106412005457027,0.0006821282401091405,0.002728512960436562,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0020463847203274215,0.0006821282401091405,0.0006821282401091405,0.002728512960436562,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0020463847203274215,0.002728512960436562,0.0006821282401091405,0.0020463847203274215,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.002728512960436562,0.001364256480218281,0.0006821282401091405,0.001364256480218281,0.004092769440654843,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.002728512960436562,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.001364256480218281,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.002728512960436562,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0020463847203274215,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.001364256480218281,0.0020463847203274215,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0020463847203274215,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0034106412005457027,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.001364256480218281,0.001364256480218281,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405,0.0006821282401091405
