화자ID,연령대,형태소_나,형태소_는,형태소_재택,형태소_근무,형태소_를,형태소_하,형태소_회사,형태소_다니,형태소_어,형태소_ᆫ,형태소_적,형태소_이,형태소_있,형태소_는데,형태소_주기,형태소_재택근무,형태소_ᆯ,형태소_수,형태소_게끔,형태소_제도,형태소_던,형태소_거,형태소_고,형태소_가,형태소_지만,형태소_악천후,형태소_자연재해,형태소_때,형태소_대표,형태소_의,형태소_재량,형태소_이날,형태소_세요,형태소_라고,형태소_지시,형태소_내려오,형태소_어서,형태소_경우,형태소_많,형태소_집,형태소_환경,형태소_주어지,형태소_것,형태소_라,형태소_선호,형태소_지,형태소_편,형태소_일반,형태소_사람,형태소_은,형태소_더라고,형태소_너,형태소_같,형태소_으면,형태소_좋,형태소_은지,형태소_규칙,형태소_생활,형태소_도움,형태소_되,형태소_관련,형태소_생각,형태소_는지,형태소_알,형태소_말,형태소_도,형태소_복지,형태소_가지,형태소_게,형태소_현금,형태소_휴가,형태소_주,형태소_형태,형태소_을,형태소_좋아하,형태소_거든,형태소_포인트,형태소_ᆫ다든지,형태소_생일,형태소_상품,형태소_식,형태소_돈,형태소_벌,형태소_려고,형태소_ᆫ다고,형태소_휴식,형태소_중요,형태소_거나,형태소_체력,형태소_일,형태소_힘들,형태소_다고,형태소_나오,형태소_중,형태소_없,형태소_어도,형태소_은데,형태소_선물,형태소_그러,형태소_친구,형태소_갖,형태소_데,형태소_모르,형태소_기,형태소_때문,형태소_필요,형태소_물건,형태소_서비스,형태소_제공,형태소_단,형태소_치,형태소_미역,형태소_보따리,형태소_니까,형태소_미역국,형태소_끓이,형태소_먹,형태소_랍시고,형태소_어쭙잖,형태소_다,형태소_들,형태소_면은,형태소_야근,형태소_잖아,형태소_면,형태소_회,형태소_학교,형태소_야자,형태소_떠오르,형태소_ᆫ단,형태소_야,형태소_몸,형태소_강하,형태소_학생,형태소_학원,형태소_으니까,형태소_대신,형태소_남,형태소_공부,형태소_선생,형태소_분,형태소_감독,형태소_질문,형태소_답변,형태소_여자,형태소_뭐,형태소_물어보,형태소_ᆫ다면,형태소_대답,형태소_어리,형태소_초등학교,형태소_크,형태소_약하,형태소_ᆫ데,형태소_자니,형태소_필수,형태소_끝나,형태소_다가,형태소_피곤,형태소_이것,형태소_사,형태소_배우,형태소_내용,형태소_따라가,형태소_벅차,형태소_속도,형태소_맞추,형태소_소화,형태소_시간,형태소_그것,형태소_진도,형태소_느낌,형태소_다는,형태소_면서,형태소_이라든지,형태소_과목,형태소_가르치,형태소_보습,형태소_정도,형태소_만,형태소_나머지,형태소_인터넷,형태소_강의,형태소_경험,형태소_우리,형태소_패턴,형태소_다르,형태소_대하,형태소_궁금하,형태소_국어,형태소_여,형태소_짧,형태소_단편,형태소_소설,형태소_교과서,형태소_실리,형태소_읽,형태소_짓,형태소_기분,형태소_싫어하,형태소_과학,형태소_수학,형태소_공식,형태소_넣,형태소_세상,형태소_전체,형태소_문제,형태소_숙제,형태소_나중,형태소_자라,형태소_니깐,형태소_성인,형태소_교양,형태소_도서,형태소_욕심,형태소_부리,형태소_부분,형태소_긍정,형태소_쪽,형태소_진로,형태소_선택,형태소_특이,형태소_국사,형태소_성적,형태소_학창,형태소_시절,형태소_고등학교,형태소_중학교,형태소_차이,형태소_개인,형태소_기억,형태소_대학교,형태소_수학여행,형태소_추억,형태소_차지,형태소_어디,형태소_장소,형태소_에피소드,형태소_기억나,형태소_소풍,형태소_라도,형태소_재밌,형태소_지켜보,형태소_재미,형태소_찾,형태소_이나,형태소_마음가짐,형태소_어야,형태소_ᆫ다,형태소_부담감,형태소_친하,형태소_지내,형태소_관계,형태소_친밀,형태소_가져가,형태소_신경,형태소_쓰,형태소_개선,형태소_유지,형태소_노력,형태소_기울이,형태소_퇴사,형태소_노하우,형태소_회식,형태소_색다르,형태소_비슷하,형태소_살,형태소_이거,형태소_맛있,형태소_추천,형태소_얘기,형태소_지금,형태소_까지,형태소_그거,형태소_출퇴근,형태소_날씨,형태소_라던지,형태소_컨디션,형태소_이라던지,형태소_만약,형태소_기회,형태소_활용,형태소_장단점,형태소_을까,형태소_양립,형태소_실질,형태소_물질,형태소_건강,형태소_검진,형태소_ᆫ다거나,형태소_마음,형태소_원하,형태소_끝,형태소_내,형태소_도입,형태소_요즘,형태소_스타트업,형태소_기존,형태소_기업,형태소_겪,형태소_언니,형태소_추가,형태소_고르,형태소_윗분,형태소_라는,형태소_늦,형태소_버스,형태소_ᆫ지,형태소_학,형태소_달,형태소_니,형태소_군데,형태소_라서,형태소_재미있,형태소_다거나,형태소_문학,형태소_친분,형태소_쌓,형태소_변하,형태소_사랑,형태소_전학,형태소_지역,형태소_어울리,형태소_그때,형태소_휘둘리,형태소_또래,형태소_놀,형태소_특별,형태소_박,형태소_오,형태소_단체,형태소_사진,형태소_찍,형태소_고기,형태소_학년,형태소_자세하,형태소_기본,형태소_터,형태소_대화,형태소_자리,형태소_업무,형태소_벗어나,형태소_으려는,형태소_친근하,형태소_보,형태소_성격,형태소_맞,형태소_ᆫ가,형태소_ᆫ다는,형태소_강박,형태소_친,형태소_해지,형태소_고정,형태소_관념,형태소_버리,형태소_그만두,형태소_평가,형태소_부러워하
SD2400643,30대,0.025210084033613446,0.06638655462184874,0.0016806722689075631,0.0016806722689075631,0.015966386554621848,0.018487394957983194,0.009243697478991597,0.010924369747899159,0.031092436974789917,0.021848739495798318,0.0008403361344537816,0.03613445378151261,0.018487394957983194,0.009243697478991597,0.0008403361344537816,0.0058823529411764705,0.015966386554621848,0.004201680672268907,0.0008403361344537816,0.011764705882352941,0.014285714285714285,0.011764705882352941,0.02773109243697479,0.024369747899159664,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.01680672268907563,0.0008403361344537816,0.007563025210084034,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.021848739495798318,0.004201680672268907,0.0033613445378151263,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.02857142857142857,0.0008403361344537816,0.0025210084033613447,0.009243697478991597,0.0016806722689075631,0.0008403361344537816,0.0033613445378151263,0.019327731092436976,0.0008403361344537816,0.010084033613445379,0.014285714285714285,0.0033613445378151263,0.008403361344537815,0.0016806722689075631,0.0008403361344537816,0.0067226890756302525,0.005042016806722689,0.007563025210084034,0.0016806722689075631,0.009243697478991597,0.0067226890756302525,0.0008403361344537816,0.005042016806722689,0.01764705882352941,0.0058823529411764705,0.0025210084033613447,0.013445378151260505,0.0025210084033613447,0.0025210084033613447,0.010084033613445379,0.0008403361344537816,0.0226890756302521,0.007563025210084034,0.004201680672268907,0.0008403361344537816,0.0016806722689075631,0.0058823529411764705,0.0016806722689075631,0.0025210084033613447,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0016806722689075631,0.0008403361344537816,0.0033613445378151263,0.0025210084033613447,0.0016806722689075631,0.0025210084033613447,0.0008403361344537816,0.0016806722689075631,0.004201680672268907,0.005042016806722689,0.0008403361344537816,0.0016806722689075631,0.0067226890756302525,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.0008403361344537816,0.0025210084033613447,0.005042016806722689,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.004201680672268907,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.0008403361344537816,0.004201680672268907,0.0008403361344537816,0.0008403361344537816,0.0033613445378151263,0.0033613445378151263,0.0008403361344537816,0.004201680672268907,0.0008403361344537816,0.005042016806722689,0.0008403361344537816,0.0058823529411764705,0.0067226890756302525,0.0008403361344537816,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.011764705882352941,0.0058823529411764705,0.0008403361344537816,0.0016806722689075631,0.004201680672268907,0.0058823529411764705,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0033613445378151263,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.0025210084033613447,0.0016806722689075631,0.0016806722689075631,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0025210084033613447,0.0025210084033613447,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0016806722689075631,0.0033613445378151263,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.004201680672268907,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0033613445378151263,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0033613445378151263,0.0025210084033613447,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0016806722689075631,0.0008403361344537816,0.0008403361344537816,0.0016806722689075631,0.0016806722689075631,0.0008403361344537816,0.0016806722689075631,0.0008403361344537816,0.0025210084033613447,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0008403361344537816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2400644,30대,0.024731182795698924,0.05913978494623656,0.001075268817204301,0.0032258064516129032,0.011827956989247311,0.026881720430107527,0.010752688172043012,0.008602150537634409,0.043010752688172046,0.024731182795698924,0.002150537634408602,0.02903225806451613,0.016129032258064516,0.007526881720430108,0.0,0.005376344086021506,0.008602150537634409,0.002150537634408602,0.0,0.005376344086021506,0.03870967741935484,0.00967741935483871,0.034408602150537634,0.030107526881720432,0.001075268817204301,0.0,0.0,0.01935483870967742,0.0,0.007526881720430108,0.0,0.0,0.0,0.0,0.0,0.0,0.013978494623655914,0.001075268817204301,0.008602150537634409,0.0,0.002150537634408602,0.001075268817204301,0.03870967741935484,0.0,0.0,0.012903225806451613,0.002150537634408602,0.0,0.0032258064516129032,0.01827956989247312,0.001075268817204301,0.0,0.023655913978494623,0.005376344086021506,0.01827956989247312,0.0,0.001075268817204301,0.001075268817204301,0.005376344086021506,0.011827956989247311,0.0,0.001075268817204301,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.017204301075268817,0.005376344086021506,0.002150537634408602,0.01827956989247312,0.0,0.0,0.0,0.0,0.023655913978494623,0.0032258064516129032,0.002150537634408602,0.001075268817204301,0.0,0.001075268817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075268817204301,0.001075268817204301,0.0,0.005376344086021506,0.001075268817204301,0.001075268817204301,0.0,0.005376344086021506,0.008602150537634409,0.0032258064516129032,0.0032258064516129032,0.0,0.002150537634408602,0.004301075268817204,0.0,0.0,0.001075268817204301,0.00967741935483871,0.002150537634408602,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.0,0.001075268817204301,0.0,0.0,0.008602150537634409,0.0,0.0,0.001075268817204301,0.002150537634408602,0.002150537634408602,0.0,0.0032258064516129032,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.008602150537634409,0.002150537634408602,0.0,0.001075268817204301,0.004301075268817204,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0,0.001075268817204301,0.0,0.002150537634408602,0.0,0.0,0.001075268817204301,0.007526881720430108,0.0,0.001075268817204301,0.0,0.001075268817204301,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075268817204301,0.0,0.0,0.0,0.002150537634408602,0.002150537634408602,0.0,0.005376344086021506,0.0,0.001075268817204301,0.001075268817204301,0.0,0.0,0.002150537634408602,0.002150537634408602,0.002150537634408602,0.0,0.0,0.0,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.001075268817204301,0.0,0.001075268817204301,0.0,0.0,0.0,0.0,0.001075268817204301,0.005376344086021506,0.005376344086021506,0.001075268817204301,0.0,0.01827956989247312,0.0,0.0,0.0,0.0,0.001075268817204301,0.001075268817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.001075268817204301,0.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075268817204301,0.0,0.001075268817204301,0.0,0.001075268817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.004301075268817204,0.001075268817204301,0.0032258064516129032,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.00967741935483871,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.005376344086021506,0.001075268817204301,0.001075268817204301,0.002150537634408602,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.002150537634408602,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.002150537634408602,0.001075268817204301,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.002150537634408602,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301,0.001075268817204301
