화자ID,연령대,형태소_저,형태소_는,형태소_결혼,형태소_을,형태소_미혼,형태소_ᆫ,형태소_상태,형태소_ᆫ데,형태소_요즘,형태소_이전,형태소_년,형태소_전,형태소_만,형태소_하,형태소_어도,형태소_ᆯ,형태소_평균,형태소_나이,형태소_가,형태소_있,형태소_는데,형태소_지나,형태소_면,형태소_주위,형태소_는지,형태소_곤,형태소_게,형태소_고,형태소_지,형태소_더라고,형태소_요,형태소_의,형태소_트렌드,형태소_도,형태소_구나,형태소_생각,형태소_어,형태소_어서,형태소_대하,형태소_가지,형태소_세요,형태소_연애,형태소_경험,형태소_이,형태소_많,형태소_라는,형태소_프로,형태소_보,형태소_면서,형태소_남,형태소_재밌,형태소_거,형태소_헤어지,형태소_만나,형태소_계기,형태소_헤,형태소_계,형태소_를,형태소_흐름,형태소_알,형태소_수,형태소_던,형태소_데,형태소_도움,형태소_되,형태소_부분,형태소_은,형태소_조심,형태소_어야,형태소_다,형태소_적령기,형태소_예전,형태소_중요도,형태소_떨어지,형태소_기,형태소_같,형태소_은데,형태소_가족,형태소_의견,형태소_무시,형태소_없,형태소_잖아요,형태소_자기,형태소_중요,형태소_지만,형태소_본인,형태소_출산,형태소_자녀,형태소_계획,형태소_거나,형태소_부모,형태소_영향,형태소_끼치,형태소_궁금하,형태소_어요,형태소_비혼,형태소_케이스,형태소_사람,형태소_티브이,형태소_프로그램,형태소_겨,형태소_당사,형태소_당사자,형태소_관여,형태소_크,형태소_ᆫ지,형태소_그것,형태소_의사,형태소_들,형태소_요건,형태소_때문,형태소_조건,형태소_파기,형태소_좋,형태소_상황,형태소_번,형태소_예,형태소_나,형태소_괜찮,형태소_반대,형태소_종교,형태소_이유,형태소_문제점,형태소_뭐,형태소_자신,형태소_닥치,형태소_면은,형태소_보수,형태소_열리,형태소_마음,형태소_닫히,형태소_사회,형태소_평판,형태소_일,형태소_걸림돌,형태소_적,형태소_ᆸ니다,형태소_겪,형태소_것,형태소_주변,형태소_죠,형태소_ᆷ,형태소_불구하,형태소_주장,형태소_강력,형태소_펼치,형태소_해피엔딩,형태소_경우,형태소_분,형태소_트,형태소_다고,형태소_경제,형태소_파혼,형태소_나요,형태소_바,형태소_심사숙고,형태소_결단,형태소_내리,형태소_터,형태소_확신,형태소_결론,형태소_느낌,형태소_으면,형태소_결정,형태소_이혼,형태소_이슈,형태소_친,형태소_돌싱,형태소_높,형태소_대,형태소_넘,형태소_주의,형태소_때,형태소_결,형태소_다는,형태소_라이프,형태소_점,형태소_개인,형태소_외모,형태소_스타일,형태소_취미,형태소_등등,형태소_성향,형태소_투자,형태소_중,형태소_라고,형태소_그거,형태소_결국,형태소_직결,형태소_ᆫ다고,형태소_아이,형태소_낳,형태소_살,형태소_까지,형태소_개념,형태소_받아들이,형태소_만약,형태소_ᆫ다면,형태소_ᆫ다,형태소_의미,형태소_거든요,형태소_이것,형태소_다가,형태소_순간,형태소_결심,형태소_느냐,형태소_따르,형태소_다르,형태소_라면,형태소_로맨스,형태소_드라마,형태소_보시,형태소_연애사,형태소_으세요,형태소_관하,형태소_우리,형태소_나라,형태소_해외,형태소_우리나라,형태소_간,형태소_라,형태소_결합,형태소_땜,형태소_지인,형태소_여성,형태소_당장,형태소_상대,형태소_더라도,형태소_얼리,형태소_더라고요,형태소_산부인과,형태소_얘기,형태소_위험도,형태소_으니까,형태소_가능,형태소_열,형태소_시대,형태소_든,형태소_진짜,형태소_스스로,형태소_만족,형태소_생활,형태소_지향,형태소_편,형태소_영향력,형태소_ᆫ가요,형태소_현재,형태소_애초,형태소_오케이,형태소_입장,형태소_환상,형태소_부터,형태소_지금,형태소_판단,형태소_느끼,형태소_포인트,형태소_돈,형태소_벌,형태소_집,형태소_시작,형태소_엄마,형태소_는가,형태소_밀리,형태소_힘들,형태소_친하,형태소_고등학교,형태소_동창,형태소_애,형태소_방,형태소_쌍둥이,형태소_대로,형태소_막히,형태소_직접,형태소_예요,형태소_그러,형태소_중복,형태소_아까,형태소_기독교,형태소_연결,형태소_좋아하,형태소_인간관계,형태소_문제,형태소_어쩌,형태소_포기,형태소_친구,형태소_니까,형태소_앞,형태소_무어,형태소_ᆫ가,형태소_빠지,형태소_책임,형태소_편견,형태소_마다,형태소_차이,형태소_원하,형태소_거기,형태소_다면,형태소_상관,형태소_원,형태소_선호,형태소_외,형태소_혼인,형태소_선택,형태소_어트,형태소_대표,형태소_동생,형태소_여자,형태소_남자,형태소_데려오,형태소_누구,형태소_이거,형태소_뜻,형태소_상견례,형태소_진행,형태소_과정,형태소_속,형태소_끝내,형태소_어리,형태소_분위기,형태소_교육,형태소_책임지,형태소_이야기,형태소_말씀,형태소_드리,형태소_따지
SD2401718,30대,0.0175,0.0425,0.04625,0.02375,0.00125,0.03125,0.0025,0.00625,0.0125,0.00125,0.0025,0.0025,0.005,0.02375,0.00375,0.0125,0.00875,0.00875,0.01625,0.02625,0.02125,0.00375,0.01,0.01125,0.00875,0.00125,0.01625,0.0275,0.00625,0.0075,0.01375,0.0225,0.0025,0.0225,0.00125,0.01875,0.015,0.02125,0.0025,0.00125,0.0025,0.01,0.0025,0.04,0.00375,0.00125,0.00375,0.01,0.00375,0.00125,0.00125,0.02,0.00125,0.00125,0.00125,0.00125,0.00125,0.00625,0.00125,0.00375,0.00625,0.0075,0.00125,0.00125,0.015,0.005,0.02,0.00125,0.00125,0.0025,0.0025,0.0025,0.00125,0.00125,0.00125,0.00875,0.00375,0.00375,0.0075,0.0025,0.00625,0.0025,0.00125,0.01125,0.00125,0.00875,0.00125,0.00125,0.00125,0.0025,0.00625,0.00125,0.00125,0.005,0.00375,0.0025,0.005,0.00125,0.00125,0.00125,0.00125,0.00125,0.005,0.00125,0.00375,0.0025,0.00375,0.00125,0.005,0.00125,0.00375,0.0075,0.00125,0.00375,0.00125,0.00125,0.00375,0.0025,0.00125,0.005,0.00375,0.0025,0.0025,0.0025,0.00125,0.0025,0.00125,0.00125,0.0025,0.00125,0.0025,0.00375,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.00875,0.005,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.00375,0.00625,0.00375,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00375,0.0025,0.0025,0.00125,0.0025,0.0025,0.0025,0.00375,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.0025,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401719,30대,0.026041666666666668,0.06770833333333333,0.0234375,0.036458333333333336,0.0008680555555555555,0.036458333333333336,0.0,0.0008680555555555555,0.0026041666666666665,0.0,0.0,0.0,0.003472222222222222,0.034722222222222224,0.003472222222222222,0.014756944444444444,0.0,0.0,0.018229166666666668,0.013888888888888888,0.009548611111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.011284722222222222,0.016493055555555556,0.004340277777777778,0.001736111111111111,0.0026041666666666665,0.011284722222222222,0.0008680555555555555,0.015625,0.0,0.017361111111111112,0.0078125,0.013020833333333334,0.013020833333333334,0.0008680555555555555,0.0,0.004340277777777778,0.0008680555555555555,0.030381944444444444,0.003472222222222222,0.004340277777777778,0.0,0.011284722222222222,0.0026041666666666665,0.0008680555555555555,0.0008680555555555555,0.0234375,0.0,0.0026041666666666665,0.0,0.0,0.0,0.012152777777777778,0.0,0.001736111111111111,0.003472222222222222,0.005208333333333333,0.0,0.0,0.013020833333333334,0.010416666666666666,0.022569444444444444,0.0,0.004340277777777778,0.006944444444444444,0.0026041666666666665,0.0008680555555555555,0.0,0.0,0.009548611111111112,0.0078125,0.0,0.006944444444444444,0.0008680555555555555,0.0,0.009548611111111112,0.0,0.0,0.004340277777777778,0.005208333333333333,0.001736111111111111,0.004340277777777778,0.0,0.001736111111111111,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.0,0.0,0.013020833333333334,0.0026041666666666665,0.0026041666666666665,0.016493055555555556,0.0,0.0,0.0,0.0,0.001736111111111111,0.0,0.004340277777777778,0.001736111111111111,0.005208333333333333,0.0008680555555555555,0.0,0.0,0.004340277777777778,0.0,0.0,0.001736111111111111,0.004340277777777778,0.0,0.0,0.006076388888888889,0.0026041666666666665,0.003472222222222222,0.003472222222222222,0.0008680555555555555,0.0,0.0008680555555555555,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.001736111111111111,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.011284722222222222,0.005208333333333333,0.004340277777777778,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.006076388888888889,0.003472222222222222,0.0,0.0078125,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0008680555555555555,0.005208333333333333,0.001736111111111111,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0008680555555555555,0.0,0.0008680555555555555,0.0,0.0008680555555555555,0.003472222222222222,0.0,0.0,0.0,0.0,0.0008680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0008680555555555555,0.004340277777777778,0.011284722222222222,0.008680555555555556,0.001736111111111111,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.003472222222222222,0.0026041666666666665,0.001736111111111111,0.001736111111111111,0.0026041666666666665,0.001736111111111111,0.005208333333333333,0.001736111111111111,0.006076388888888889,0.0026041666666666665,0.0026041666666666665,0.0008680555555555555,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.005208333333333333,0.001736111111111111,0.001736111111111111,0.0026041666666666665,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.006076388888888889,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.006076388888888889,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0026041666666666665,0.0026041666666666665,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.0026041666666666665,0.0026041666666666665,0.0008680555555555555,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0026041666666666665,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0026041666666666665,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.003472222222222222,0.001736111111111111,0.001736111111111111,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.001736111111111111,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555,0.0008680555555555555
