화자ID,연령대,형태소_지금,형태소_까지,형태소_여행지,형태소_중,형태소_좋,형태소_던,형태소_데,형태소_가,형태소_어디,형태소_어,형태소_지,형태소_나,형태소_는,형태소_여,형태소_을,형태소_때,형태소_애,형태소_도,형태소_있,형태소_고,형태소_묘도,형태소_보,형태소_교육,형태소_생각,형태소_더라고,형태소_한옥,형태소_마을,형태소_만,형태소_어서,형태소_ᆫ지,형태소_번,형태소_ᆯ까,형태소_숙소,형태소_를,형태소_은,형태소_이,형태소_다는,형태소_거,형태소_잖아,형태소_풀,형태소_빌라,형태소_라는,형태소_놀,형태소_우리,형태소_커피,형태소_마시,형태소_맥주,형태소_것,형태소_들어가,형태소_어야,형태소_되,형태소_귀찮,형태소_아침,형태소_니까,형태소_지켜보,형태소_면서,형태소_편하,형태소_게,형태소_기,형태소_ᆫ,형태소_ᆫ데,형태소_바다,형태소_풍경,형태소_이번,형태소_어머니,형태소_칠순,형태소_형,형태소_자고,형태소_얘기,형태소_ᆯ,형태소_기억,형태소_남,형태소_지만,형태소_힘들,형태소_면,형태소_같,형태소_들,형태소_거든,형태소_뭐,형태소_하,형태소_먹,형태소_싸,형태소_주변,형태소_맛집,형태소_위주,형태소_수,형태소_네,형태소_상의,형태소_쪽,형태소_산,형태소_정하,형태소_여름휴가,형태소_여름,형태소_돌아다니,형태소_물,형태소_일,형태소_리조,형태소_거기,형태소_라,형태소_테라스,형태소_리조트,형태소_알아보,형태소_그때,형태소_월,형태소_비싸,형태소_야,형태소_알,형태소_걔,형태소_을까,형태소_지난번,형태소_물어보,형태소_인,형태소_가족,형태소_패키지,형태소_할인,형태소_는데,형태소_만약,형태소_경우,형태소_박,형태소_원,형태소_정도,형태소_성수기,형태소_시기,형태소_피하,형태소_ᆯ지,형태소_날짜,형태소_후반,형태소_는지,형태소_ᆫ다고,형태소_가격,형태소_금액,형태소_자,형태소_계곡,형태소_애매,형태소_당일,형태소_은데,형태소_근처,형태소_으면,형태소_자기,형태소_일단,형태소_어도,형태소_괜찮,형태소_깨끗하,형태소_너,형태소_시원하,형태소_휴가,형태소_기준,형태소_나오,형태소_그거,형태소_으니까,형태소_이서,형태소_라고,형태소_려나,형태소_언니,형태소_터,형태소_부담,형태소_골프,형태소_빼,형태소_엄마,형태소_려고,형태소_ᆫ다,형태소_란,형태소_말,형태소_한번,형태소_줄이,형태소_심심하,형태소_여행,형태소_쉬,형태소_오,형태소_바쁘,형태소_다리,형태소_아프,형태소_간단하,형태소_다,형태소_맞,형태소_밥,형태소_는다고,형태소_라면,형태소_끓이,형태소_대로,형태소_강아지,형태소_사람,형태소_없,형태소_신경,형태소_쓰이,형태소_길,형태소_식,형태소_맞추,형태소_어야지,형태소_호텔,형태소_맡기,형태소_불편,형태소_요즘,형태소_많,형태소_얘,형태소_성격,형태소_엄두,형태소_어리,형태소_ᆫ단,형태소_보이,형태소_면은,형태소_싫,형태소_을지,형태소_더라도,형태소_하루,형태소_대,형태소_결혼식,형태소_이거,형태소_별개,형태소_평일,형태소_내,형태소_베이,형태소_주말,형태소_날,형태소_방학,형태소_의미,형태소_으려나,형태소_해외,형태소_국내,형태소_입,형태소_시선,형태소_묵,형태소_여수,형태소_모르,형태소_맛있,형태소_그것,형태소_ᆫ가,형태소_시간,형태소_여건,형태소_든,형태소_주일,형태소_이나,형태소_짧,형태소_휴양림,형태소_구체,형태소_통화,형태소_던가,형태소_기간,형태소_예약,형태소_장소,형태소_지역,형태소_다고,형태소_ᆯ려면,형태소_바닷가,형태소_태아,형태소_그쪽,형태소_앞으,형태소_차,형태소_타,형태소_그기,형태소_작년,형태소_단시간,형태소_마음,형태소_동안,형태소_주,형태소_친구,형태소_만나,형태소_일정,형태소_며칠,형태소_부터,형태소_객실,형태소_이라든지,형태소_방,형태소_개,형태소_의,형태소_결정,형태소_극,형태소_라서,형태소_이상,형태소_누구,형태소_추천,형태소_은가,형태소_좋아하,형태소_학원,형태소_고서,형태소_학교,형태소_겹치,형태소_크,형태소_방향,형태소_처음,형태소_치,형태소_차이,형태소_일어나,형태소_오전,형태소_들어오,형태소_상관,형태소_장모,형태소_연세,형태소_안,형태소_최대한,형태소_놀이,형태소_나가,형태소_지만은,형태소_저기,형태소_음식,형태소_준비,형태소_때문,형태소_놀이방,형태소_적,형태소_중학생,형태소_초등학생,형태소_학년,형태소_누나,형태소_으면서,형태소_유아,형태소_저번,형태소_용인,형태소_당기,형태소_달,형태소_중순,형태소_려면,형태소_초,형태소_문제,형태소_마다,형태소_부분,형태소_협의
SD2400382,40대,0.0,0.0009900990099009901,0.0029702970297029703,0.0,0.01287128712871287,0.0029702970297029703,0.01089108910891089,0.0504950495049505,0.0009900990099009901,0.032673267326732675,0.013861386138613862,0.006930693069306931,0.05742574257425743,0.0,0.013861386138613862,0.01485148514851485,0.00891089108910891,0.02178217821782178,0.01287128712871287,0.04554455445544554,0.0,0.005940594059405941,0.0009900990099009901,0.0029702970297029703,0.0009900990099009901,0.0,0.0,0.0049504950495049506,0.01782178217821782,0.0019801980198019802,0.006930693069306931,0.0,0.005940594059405941,0.013861386138613862,0.02178217821782178,0.02178217821782178,0.0009900990099009901,0.02277227722772277,0.0049504950495049506,0.0009900990099009901,0.0,0.0,0.0049504950495049506,0.005940594059405941,0.0009900990099009901,0.0,0.0,0.016831683168316833,0.0,0.00891089108910891,0.013861386138613862,0.0,0.0,0.015841584158415842,0.0,0.0029702970297029703,0.0009900990099009901,0.00891089108910891,0.011881188118811881,0.01782178217821782,0.0039603960396039604,0.0029702970297029703,0.0,0.0019801980198019802,0.0,0.0019801980198019802,0.0,0.007920792079207921,0.007920792079207921,0.02574257425742574,0.0,0.0,0.0019801980198019802,0.0049504950495049506,0.00891089108910891,0.016831683168316833,0.0,0.0009900990099009901,0.0019801980198019802,0.03564356435643564,0.0019801980198019802,0.0009900990099009901,0.0,0.0,0.0,0.006930693069306931,0.0019801980198019802,0.0,0.009900990099009901,0.0,0.0049504950495049506,0.0,0.0,0.0019801980198019802,0.0,0.0039603960396039604,0.0,0.0029702970297029703,0.0,0.0,0.0,0.0039603960396039604,0.0039603960396039604,0.0049504950495049506,0.0,0.0019801980198019802,0.0019801980198019802,0.0,0.0049504950495049506,0.0,0.0029702970297029703,0.0009900990099009901,0.0,0.0,0.0,0.0009900990099009901,0.0,0.0049504950495049506,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0,0.0,0.0,0.0019801980198019802,0.0,0.0,0.0009900990099009901,0.0039603960396039604,0.0,0.0,0.0009900990099009901,0.0,0.0,0.0029702970297029703,0.0,0.0019801980198019802,0.0,0.0,0.0009900990099009901,0.0029702970297029703,0.0,0.0,0.0,0.0029702970297029703,0.0019801980198019802,0.0009900990099009901,0.0,0.005940594059405941,0.0,0.0029702970297029703,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0,0.0039603960396039604,0.0,0.0029702970297029703,0.0019801980198019802,0.0,0.0,0.0009900990099009901,0.0,0.0,0.0,0.0029702970297029703,0.0019801980198019802,0.0039603960396039604,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0009900990099009901,0.006930693069306931,0.0,0.0,0.0,0.0,0.005940594059405941,0.0029702970297029703,0.0,0.0009900990099009901,0.0,0.0,0.0019801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0009900990099009901,0.0,0.0,0.0009900990099009901,0.0,0.0039603960396039604,0.0009900990099009901,0.0,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0029702970297029703,0.0029702970297029703,0.0029702970297029703,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0029702970297029703,0.0009900990099009901,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0029702970297029703,0.0009900990099009901,0.0049504950495049506,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0029702970297029703,0.0029702970297029703,0.0009900990099009901,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0039603960396039604,0.0009900990099009901,0.0029702970297029703,0.0019801980198019802,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0049504950495049506,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0039603960396039604,0.0009900990099009901
SD2400383,40대,0.0009057971014492754,0.005434782608695652,0.0018115942028985507,0.0009057971014492754,0.01358695652173913,0.0009057971014492754,0.016304347826086956,0.07336956521739131,0.005434782608695652,0.041666666666666664,0.010869565217391304,0.007246376811594203,0.06068840579710145,0.0009057971014492754,0.014492753623188406,0.007246376811594203,0.008152173913043478,0.02717391304347826,0.019927536231884056,0.03260869565217391,0.0009057971014492754,0.006340579710144928,0.0009057971014492754,0.0036231884057971015,0.004528985507246377,0.0009057971014492754,0.0009057971014492754,0.005434782608695652,0.017210144927536232,0.002717391304347826,0.006340579710144928,0.0036231884057971015,0.0036231884057971015,0.015398550724637682,0.026268115942028984,0.019021739130434784,0.0009057971014492754,0.02355072463768116,0.007246376811594203,0.0018115942028985507,0.0018115942028985507,0.0009057971014492754,0.009963768115942028,0.016304347826086956,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.009963768115942028,0.0009057971014492754,0.010869565217391304,0.014492753623188406,0.0009057971014492754,0.0009057971014492754,0.005434782608695652,0.0009057971014492754,0.002717391304347826,0.002717391304347826,0.012681159420289856,0.009963768115942028,0.010869565217391304,0.005434782608695652,0.0036231884057971015,0.0009057971014492754,0.010869565217391304,0.002717391304347826,0.002717391304347826,0.0036231884057971015,0.0036231884057971015,0.004528985507246377,0.026268115942028984,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.006340579710144928,0.012681159420289856,0.009057971014492754,0.0009057971014492754,0.002717391304347826,0.0009057971014492754,0.020833333333333332,0.002717391304347826,0.002717391304347826,0.0018115942028985507,0.0009057971014492754,0.002717391304347826,0.016304347826086956,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.0036231884057971015,0.002717391304347826,0.0018115942028985507,0.006340579710144928,0.0009057971014492754,0.0036231884057971015,0.005434782608695652,0.0009057971014492754,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.002717391304347826,0.0036231884057971015,0.005434782608695652,0.0018115942028985507,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.002717391304347826,0.0018115942028985507,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.002717391304347826,0.0009057971014492754,0.0009057971014492754,0.008152173913043478,0.0009057971014492754,0.0036231884057971015,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.002717391304347826,0.0018115942028985507,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.004528985507246377,0.0009057971014492754,0.004528985507246377,0.002717391304347826,0.0009057971014492754,0.002717391304347826,0.0009057971014492754,0.0009057971014492754,0.002717391304347826,0.002717391304347826,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.002717391304347826,0.0018115942028985507,0.0018115942028985507,0.002717391304347826,0.0009057971014492754,0.0009057971014492754,0.0036231884057971015,0.0018115942028985507,0.004528985507246377,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.0018115942028985507,0.0009057971014492754,0.002717391304347826,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.0018115942028985507,0.0009057971014492754,0.0036231884057971015,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.002717391304347826,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0036231884057971015,0.0018115942028985507,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.002717391304347826,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.002717391304347826,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.002717391304347826,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
