화자ID,연령대,형태소_나,형태소_는,형태소_최근,형태소_이사,형태소_를,형태소_하,형태소_경험,형태소_이,형태소_있,형태소_이번,형태소_저번,형태소_겨울,형태소_말,형태소_보,형태소_어리,형태소_때,형태소_라서,형태소_기억,형태소_처음,형태소_겪,형태소_동안,형태소_차,형태소_기다리,형태소_있었,형태소_힘들,형태소_그,형태소_새집,형태소_청결,형태소_점,형태소_만족,형태소_거,형태소_같,형태소_그리,형태소_가구,형태소_을,형태소_바꾸,형태소_내,형태소_방,형태소_구조,형태소_도,형태소_바뀌,형태소_많,형태소_만족감,형태소_가지,형태소_너,형태소_너희,형태소_집,형태소_어떻,형태소_되,형태소_우리,형태소_은,형태소_현관문,형태소_들어가,형태소_복도,형태소_가,형태소_나오,형태소_왼쪽,형태소_언니,형태소_그다음,형태소_화장실,형태소_끝,형태소_거실,형태소_주방,형태소_제일,형태소_안방,형태소_형태,형태소_층,형태소_간,형태소_소음,형태소_관하,형태소_생각,형태소_윗집,형태소_밤,형태소_아기,형태소_울,형태소_소리,형태소_들리,형태소_그때,형태소_마다,형태소_스트레스,형태소_받,형태소_전,형태소_내가,형태소_뛰어다니,형태소_아랫집,형태소_올라오,형태소_약간,형태소_할아버지,형태소_경찰,형태소_신고,형태소_까,형태소_충격,형태소_남,형태소_의,형태소_마음,형태소_드,형태소_부분,형태소_어디,형태소_야,형태소_나도,형태소_화이트,형태소_톤,형태소_에어컨,형태소_달리,형태소_것,형태소_지금,형태소_여름,형태소_들,형태소_옷장,형태소_문,형태소_거울,형태소_옷,형태소_입,형태소_수,형태소_침대,형태소_조명,형태소_작,형태소_불,형태소_끄,형태소_키,형태소_면,형태소_분위기,형태소_좋,형태소_느낌,형태소_듣,형태소_어,형태소_식탁,형태소_넓,형태소_의자,형태소_6,형태소_손님,형태소_불르,형태소_여유,형태소_사람,형태소_앉,형태소_나중,형태소_혼자,형태소_살,형태소_독립,형태소_인테리어,형태소_색깔,형태소_1,형태소_맞추,형태소_시기,형태소_좋아하,형태소_색,형태소_싶,형태소_중요,형태소_그렇,형태소_선호,형태소_좁,형태소_편안,형태소_그러,형태소_안,형태소_가사,형태소_관,형태소_활동,형태소_관련,형태소_노하우,형태소_설거지,형태소_잘하,형태소_아니,형태소_라고,형태소_없,형태소_청소기,형태소_돌리,형태소_주변,형태소_땅,형태소_떨어지,형태소_물건,형태소_치우,형태소_게,형태소_도움,형태소_생활,형태소_시설,형태소_중,형태소_필요,형태소_쌔,형태소_파트,형태소_얘기,형태소_헬스장,형태소_독서실,형태소_열,형태소_아파트,형태소_다니,형태소_멀,형태소_가격,형태소_공부,형태소_스터디,형태소_카페,형태소_불편,형태소_곳,형태소_동떨어지,형태소_가전,형태소_사용,형태소_쓰,형태소_불이,형태소_김,형태소_굽,형태소_먹,형태소_스파게티,형태소_뭐,형태소_계란,형태소_주택,형태소_거주,형태소_강아지,형태소_마당,형태소_키우,형태소_다르,형태소_이웃,형태소_이랑,형태소_트러블,형태소_걱정,형태소_치안,형태소_자취,형태소_사실,형태소_사,형태소_무섭,형태소_우선적,형태소_가깝,형태소_알,형태소_지인,형태소_그거,형태소_복,형태소_기,형태소_한데,형태소_계단,형태소_이용,형태소_대하,형태소_긍정적,형태소_입장,형태소_2,형태소_7,형태소_아빠,형태소_비상계단,형태소_아이스크림,형태소_트럭,형태소_데,형태소_옆,형태소_타,형태소_작년,형태소_8,형태소_9,형태소_그날,형태소_날,형태소_학교,형태소_체육,형태소_대회,형태소_날이,형태소_도와주,형태소_집안,형태소_오,형태소_오늘,형태소_등교,형태소_하교,형태소_깨끗하,형태소_개념,형태소_길,형태소_오른쪽,형태소_크,형태소_붙,형태소_드레스,형태소_룸,형태소_고생,형태소_시끄럽,형태소_하루,형태소_종일,형태소_아침,형태소_일어,형태소_친구,형태소_일어나,형태소_시간,형태소_부터,형태소_12,형태소_까지,형태소_그것,형태소_때문,형태소_가족,형태소_고통,형태소_번,형태소_인터폰,형태소_말씀,형태소_드리,형태소_결국,형태소_해결,형태소_저,형태소_부모님,형태소_사정사정,형태소_고,형태소_3,형태소_10,형태소_이후,형태소_만,형태소_뛰,형태소_달라,형태소_합의,형태소_이전,형태소_요즘,형태소_옆집,형태소_싸우,형태소_오더,형태소_잠,형태소_벽지,형태소_환하,형태소_전체적,형태소_커튼,형태소_단색,형태소_편하,형태소_눕,형태소_아이,형태소_패드,형태소_갈,형태소_널,형태소_거기,형태소_추천,형태소_순위,형태소_건조,형태소_기라,형태소_옛날,형태소_건조기,형태소_엄마,형태소_빨래,형태소_햇빛,형태소_말리,형태소_덕분,형태소_일,형태소_시더,형태소_이불,형태소_빨,형태소_사이즈,형태소_작아지,형태소_컴퓨터,형태소_쇼,형태소_파랑,형태소_티브이,형태소_식물,형태소_자연,형태소_친화,형태소_벽걸이,형태소_놓,형태소_기르,형태소_재능,형태소_조화,형태소_가짜,형태소_이제,형태소_벽,형태소_엽서,형태소_영화,형태소_포스터,형태소_붙이,형태소_집안일,형태소_돕,형태소_편,형태소_못하,형태소_노,형태소_시키,형태소_거거,형태소_든,형태소_대로,형태소_영화관,형태소_앞,형태소_편의점,형태소_생기,형태소_톱,형태소_터,형태소_편리,형태소_전자,형태소_레인지,형태소_요리,형태소_음식,형태소_데우,형태소_편이,형태소_에어,형태소_프라이,형태소_기도,형태소_냉동,형태소_식품,형태소_뒤,형태소_분,형태소_조리법,형태소_대용량,형태소_배고프,형태소_하나,형태소_꺼,형태소_주거,형태소_전원,형태소_한옥집,형태소_시골집,형태소_낳,형태소_시골,형태소_질,형태소_소통,형태소_전원주택,형태소_꿈,형태소_짓,형태소_만들,형태소_로망,형태소_가장,형태소_시,형태소_외지,형태소_번째,형태소_인프라,형태소_정류장,형태소_역,형태소_걸리,형태소_수압,형태소_곰팡이,형태소_슬,형태소_바퀴벌레,형태소_오진,형태소_않
SD2401058,10대,0.024390243902439025,0.03832752613240418,0.004645760743321719,0.010452961672473868,0.019744483159117306,0.025551684088269456,0.0,0.05226480836236934,0.026713124274099883,0.0,0.0,0.0,0.0011614401858304297,0.011614401858304297,0.0,0.006968641114982578,0.0023228803716608595,0.009291521486643438,0.0011614401858304297,0.0,0.0,0.0,0.0023228803716608595,0.0,0.0,0.005807200929152149,0.0023228803716608595,0.0011614401858304297,0.0,0.0011614401858304297,0.022067363530778164,0.022067363530778164,0.004645760743321719,0.0023228803716608595,0.022067363530778164,0.0011614401858304297,0.005807200929152149,0.010452961672473868,0.0011614401858304297,0.018583042973286876,0.0011614401858304297,0.0,0.0,0.0023228803716608595,0.010452961672473868,0.0011614401858304297,0.018583042973286876,0.0023228803716608595,0.009291521486643438,0.004645760743321719,0.009291521486643438,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.03368176538908246,0.0023228803716608595,0.0023228803716608595,0.0011614401858304297,0.0,0.0023228803716608595,0.0,0.0023228803716608595,0.0011614401858304297,0.0,0.0023228803716608595,0.0011614401858304297,0.0023228803716608595,0.0023228803716608595,0.0023228803716608595,0.0,0.008130081300813009,0.0023228803716608595,0.003484320557491289,0.0023228803716608595,0.0,0.0011614401858304297,0.0023228803716608595,0.0023228803716608595,0.0,0.0,0.0,0.0023228803716608595,0.005807200929152149,0.0011614401858304297,0.0,0.0,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0011614401858304297,0.004645760743321719,0.0011614401858304297,0.0,0.0,0.0011614401858304297,0.004645760743321719,0.003484320557491289,0.0023228803716608595,0.0,0.0,0.016260162601626018,0.0023228803716608595,0.0011614401858304297,0.0023228803716608595,0.0,0.0,0.0,0.0023228803716608595,0.0,0.0011614401858304297,0.004645760743321719,0.0,0.0,0.0,0.0,0.0,0.0,0.0011614401858304297,0.015098722415795587,0.005807200929152149,0.006968641114982578,0.003484320557491289,0.0,0.0,0.0,0.0011614401858304297,0.0,0.0,0.0011614401858304297,0.0023228803716608595,0.0,0.0023228803716608595,0.0,0.011614401858304297,0.0,0.0023228803716608595,0.0,0.0011614401858304297,0.0011614401858304297,0.0,0.0011614401858304297,0.0,0.0,0.004645760743321719,0.0011614401858304297,0.0,0.0,0.0,0.005807200929152149,0.0023228803716608595,0.0,0.0,0.0,0.0,0.0023228803716608595,0.003484320557491289,0.0,0.0011614401858304297,0.003484320557491289,0.006968641114982578,0.003484320557491289,0.003484320557491289,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0011614401858304297,0.0,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011614401858304297,0.0,0.0011614401858304297,0.0,0.0,0.0023228803716608595,0.0023228803716608595,0.0011614401858304297,0.0,0.0,0.005807200929152149,0.0,0.0023228803716608595,0.0,0.0011614401858304297,0.0,0.0,0.0,0.0,0.0,0.0,0.0023228803716608595,0.0,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.004645760743321719,0.0,0.0,0.0,0.0011614401858304297,0.0,0.0023228803716608595,0.003484320557491289,0.0023228803716608595,0.0,0.0,0.0,0.0,0.0,0.0,0.0023228803716608595,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0023228803716608595,0.0023228803716608595,0.0023228803716608595,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.004645760743321719,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.004645760743321719,0.003484320557491289,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.004645760743321719,0.0011614401858304297,0.003484320557491289,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.003484320557491289,0.0011614401858304297,0.003484320557491289,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.003484320557491289,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.003484320557491289,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.003484320557491289,0.003484320557491289,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.004645760743321719,0.004645760743321719,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.004645760743321719,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.003484320557491289,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.003484320557491289,0.003484320557491289,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.003484320557491289,0.003484320557491289,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.003484320557491289,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0023228803716608595,0.0023228803716608595,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297,0.0011614401858304297
SD2411059,10대,0.027565084226646247,0.039816232771822356,0.0015313935681470138,0.013782542113323124,0.030627871362940276,0.03522205206738132,0.009188361408882083,0.05819295558958652,0.033690658499234305,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.01225114854517611,0.0030627871362940277,0.007656967840735069,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.010719754977029096,0.0015313935681470138,0.0015313935681470138,0.009188361408882083,0.0015313935681470138,0.030627871362940276,0.02909647779479326,0.013782542113323124,0.0015313935681470138,0.03522205206738132,0.0015313935681470138,0.006125574272588055,0.010719754977029096,0.004594180704441042,0.004594180704441042,0.0015313935681470138,0.006125574272588055,0.0015313935681470138,0.0030627871362940277,0.013782542113323124,0.0015313935681470138,0.019908116385911178,0.004594180704441042,0.009188361408882083,0.0030627871362940277,0.010719754977029096,0.0015313935681470138,0.0015313935681470138,0.006125574272588055,0.016845329249617153,0.007656967840735069,0.004594180704441042,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.006125574272588055,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.004594180704441042,0.0015313935681470138,0.004594180704441042,0.009188361408882083,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.007656967840735069,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.009188361408882083,0.0015313935681470138,0.0030627871362940277,0.01225114854517611,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.010719754977029096,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0030627871362940277,0.004594180704441042,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.004594180704441042,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.004594180704441042,0.0015313935681470138,0.007656967840735069,0.006125574272588055,0.006125574272588055,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.004594180704441042,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.004594180704441042,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.004594180704441042,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
