화자ID,연령대,NNG_요즘,NNG_시부모,NNG_병원,MAG_너무,VV_오,ECS_다,VV_가,VV_보,ECD_니까,NNG_여행,ECE_고,VXA_싶,ECD_은데,VV_어,ECS_어,VV_알,ETD_는,NNG_언니,JKS_가,VV_닿,ETD_ㄴ,NNG_단,MAG_톡,NNG_방,NNG_사진,JKO_을,VV_올리,JX_야,NNG_산토리,NNG_마을,JKS_이,EFN_다고,NNG_오이,VV_아,ECS_아,MDT_그,NNG_딸기,NNG_에이드,JKO_를,VV_마시,VXV_있,VV_보내,EFN_어,MAC_그래서,MAG_너무너무,VA_부럽,NNG_나도,MAG_진짜,NNG_동영상,NNG_안,VV_들어가,JX_는,NNG_남편,NNG_기장,EFN_거든,MAG_그래서,VA_싸,ECD_게,NNG_기,NNG_장,NNG_와이프,NNG_가족,MAG_싸게,NNG_비행기,NNG_표,NNG_항,NNG_티켓,VV_하,VXV_가지,ETD_을,NNG_때,JX_마다,MAG_그냥,NNG_전날,NNG_내일,JX_은,NNG_그리스,JX_나,ECD_ㄹ까,VA_이렇,MAG_바로,ECD_어서,EFN_더라,NNG_고,NNG_사람,VV_가지,NNG_에너지,JKG_의,NNG_총량,VV_있,EFN_잖아,MAG_근데,NNG_아침,NNG_쯤,NNG_눈,VV_뜨,ECE_자마자,MAG_후다닥,NNG_집안일,VXV_놓,ECE_면,NNG_밖,VV_튀어나오,EFN_야,NNG_에어,NNG_비,NNG_앤,JX_도,NNG_정도,NNG_운영,VV_계시,ECD_는데,NNG_관리,NNG_청,NNG_소나,MAG_이렇게,NNG_비품,ECD_어야,VV_되,VA_그렇,VV_돌리,ECE_면서,VV_다니,MAG_또,NNG_원래,NNG_본업,NNG_교육,NNG_사이트,NNG_음,MAG_좀,NNG_상담,NNG_업무,NNG_컨설팅,ECD_어,NNG_부원장,VV_시,ECE_ㄴ데,MDT_아무,MDT_뭔,VV_지치,NNG_리프,NNG_레,NNG_시,VV_떠나,ETD_ㄹ,ETD_다는,NNG_정말,NNG_메리트,VA_같,ECD_아,VA_편찮,VA_덥,ECD_지,VXV_않,ETD_은,NNG_계절,NNG_남미,ECE_거나,VV_아니,VA_춥,NNG_북유럽,NNG_티,MAG_못,ECD_아서,NNG_예전,NNG_내가,MAG_많이,NNG_혼자,NNG_기간,MAG_다,VV_합하,NNG_반,MAG_특히,NNG_노르웨이,NNG_피오르드,NNG_사랑,VV_아끼,VV_놓,NNG_나중,NNG_미래,EFN_아야지,VV_돌아다니,MAG_쪼끔,NNG_어,VV_좋아하,NNG_곳,MDT_다른,NNG_여자,VV_다녀오,EFN_라고,NNG_똥,MAG_한창,NNG_해외여행,EFQ_던,NNG_초중반,VV_이러,NNG_여행사,NNG_단체,NNG_패키지,EFQ_나,MAC_그런데,MDT_어떤,VV_써,ETN_ㅁ,VV_타,MAG_같이,MAG_싹,VV_트,VV_오시,VV_그리하,VV_듣,MAG_이제,VV_모르,NNG_이제,VV_그리,ETD_라는,NNG_말,NNG_전우애,EFQ_ㄹ까,NNG_자신,NNG_가야,EFN_다,MAG_혹시,VV_갈,VV_찌,NNG_인,MAG_왜냐하면,NNG_친구,VV_사귀,ETN_기,VA_좋,NNG_일단,NNG_둘,JX_만,ECD_어도,NNG_누,VV_시키,MAG_이미,VV_나,NNG_동행,ECD_으니까,JKO_한테,VV_걷,NNG_오기,MAG_오히려,MAG_더,VA_쉽,VXA_않,VV_도와주,ECD_려고,VXV_보,MDT_이런,NNG_경험,VA_많,VV_맞,EFN_네,VV_그러,ECD_여,NNG_곤경,VV_처하,ECE_든지,VXV_말,EFI_구나,ECD_으면,VV_다르,NNG_지금,VV_대,MDN_한,VV_대하,NNG_테,VV_먹히,NNG_수도,VV_노리,NNG_링크,EFN_내,VXV_주,NNG_수영장,VA_예쁘,VXV_지,NNG_기획,NNG_자체,NNG_가,MAG_없이,NNG_성인,NNG_구성원,NNG_은,MAG_각자,VV_만나,NNG_인생,VV_살,VA_바쁘,NNG_액,MAG_항상,NNG_주말,MDT_그런,NNG_느낌,NNG_아기,JKS_라서,ECD_여도,NNG_남자,MAG_막,NNG_체력,MAG_펄펄,MAG_그렇게,VA_높,NNG_레벨,JX_만큼,MAG_정말,NNG_이,VV_따르,VV_나오,NNG_사실,VV_빨리,VA_힘들,NNG_엄마,VV_드가,NNG_의,NNG_보통,NNG_무엇,VV_먹,VV_맞추,NNG_어른,VV_모시,NNG_메뉴,NNG_선택,NNG_동선,VV_짜,NNG_고민,MAG_미리,MDT_모든,NNG_변수,NNG_체크,NNG_생각,ECS_음에도,VV_불구하,NNG_음식,NNG_입,MAG_안,MDT_이,NNG_가격,NNG_내고,MAG_차라리,NNG_집,MAG_제일,NNG_얘기,VXV_드리,MAG_달달,ECE_나,ECD_니,VV_그,NNG_시댁,JKS_께서,NNG_한번,MAG_인제,VV_따라가,NNG_부모님,NNG_도,NNG_명분,VV_생기,MAG_일단,NNG_의무적,VV_거르,NNG_스트레스,VV_받아들이,VV_아프,NNG_엄두,VV_내,NNG_상황,NNG_나들이,JX_조차,MAG_약간,VV_보이,VV_꺼내,NNG_마음,ECD_아도,NNG_얼마,NNG_전,MAG_계속,NNG_아빠,NNG_발,NNG_한,NNG_포진,VA_심하,NNG_껍데기,VV_까지,NNG_난리,JX_라고,NNG_핫,NNG_검색,ECD_더니,NNG_지구,NNG_자기장,VV_흐르,NNG_바닥,NNG_맨발,NNG_접촉,NNG_건강,NNG_그중,NNG_갯벌,VA_부드럽,NNG_펄,NNG_진흙,NNG_위,NNG_게,MAG_매주,NNG_유럽,NNG_달,MAG_그리,VV_슬,NNG_포,NNG_카,NNG_리스,NNG_배경,NNG_하얀색,NNG_파란색,VA_그,NNG_빨간색,MAG_완전,NNG_영상,NNG_장난,NNG_요새,NNG_처음,VA_귀찮,NNG_계속,NNG_국내,NNG_셋,NNG_넷,VV_스,MAG_가다,VXA_만하,VV_쌓,MAG_딱,ECS_지,EFN_ㄴ다,MAG_되게,NNG_기회,ECD_라고,NNG_진짜,MAG_자주,VV_느,VV_떨,MAG_그러면,MAG_지금,NNG_만약,MDT_어느,NNG_나라,NNG_제일,NNG_날씨,MAC_그러니까,NNG_다음,NNG_주,ECE_다면,ECD_다가,NNG_오신,VV_아이,VV_어떡하,VV_위하,MAG_다시,NNG_북,NNG_가실,VV_가시,VA_있,EFN_대,MAG_그럼,MAG_아까,NNG_결국,NNG_그때,VV_대이,NNG_작업,VV_쳐다보,VV_노이,NNG_공경,NNG_동양인,VA_어리,VA_낮,EFQ_을까,NNG_아저씨,MAG_갑자기,NNG_핸드폰,NNG_특가,NNG_서울,MAG_양양,NNG_지역,NNG_호텔,JX_이야,VV_싸,NNG_예약,NNG_키즈,NNG_룸,NNG_보태,VV_갖,NNG_양,NNG_리조트,MAG_새로,NNG_신성,JX_밖에,NNG_노천,NNG_온천,NNG_탕도,NNG_숙박,ETD_ㄴ다는,NNG_추석,NNG_연휴,VV_끝나,NNG_시간,ECS_ㄴ다,MAG_나랑,NNG_평일,EFN_야지,NNG_화,NNG_수,VA_길,NNG_해,NNG_여,VV_남,ECS_을지,MAG_잘,JKS_는,NNG_풀이,NNG_옆,NNG_탕,NNG_사우나,NNG_물,NNG_온천물,NNG_숙소,NNG_이래,VV_노,ECS_곤,NNG_피부,VA_뽀얗,NNG_천,NNG_목욕,VA_맛있,NNG_올해,NNG_랜드,EFN_지,MAC_그리고,MAG_솔직히,NNG_재미,VA_없,NNG_애,NNG_분위기,EFQ_냐,NNG_수준,ECD_라서,VV_자,NNG_잠,VA_늦,VA_낫,EFN_여야지,VV_늘,NNG_여자애,VV_까,MAG_얌전히,NNG_카페,VV_앉,VA_재밌,NNG_가면,NNG_기운,NNG_맛,NNG_한정,NNG_갈비탕,NNG_쌀,NNG_국수,VV_요러,NNG_반찬,VV_없,NNG_김,MDN_네,NNG_야,NNG_어르신,NNG_외곽,VV_놀,ECD_러,VXV_나가,VV_들어오,MDT_무슨,NNG_정식,VV_빻,NNG_달대,VV_데리,NNG_간,NNG_추천,NNG_별,NNG_불만,JKS_은,MAG_별로,NNG_당뇨,ECD_으려고,NNG_최근,VA_아프,NNG_몸
SD2401417,40대,0.0017452006980802793,0.0034904013961605585,0.0008726003490401396,0.006108202443280977,0.0034904013961605585,0.006108202443280977,0.01832460732984293,0.008726003490401396,0.005235602094240838,0.010471204188481676,0.034904013961605584,0.011343804537521814,0.0034904013961605585,0.02181500872600349,0.034031413612565446,0.0017452006980802793,0.01832460732984293,0.0034904013961605585,0.009598603839441536,0.0008726003490401396,0.013961605584642234,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.015706806282722512,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793,0.02617801047120419,0.004363001745200698,0.0008726003490401396,0.004363001745200698,0.011343804537521814,0.010471204188481676,0.0008726003490401396,0.0008726003490401396,0.013089005235602094,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.007853403141361256,0.0034904013961605585,0.0008726003490401396,0.0017452006980802793,0.002617801047120419,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.012216404886561954,0.006108202443280977,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793,0.012216404886561954,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.02268760907504363,0.0008726003490401396,0.006980802792321117,0.006108202443280977,0.002617801047120419,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.007853403141361256,0.0008726003490401396,0.006108202443280977,0.0008726003490401396,0.0008726003490401396,0.0034904013961605585,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.011343804537521814,0.0034904013961605585,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.012216404886561954,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.006108202443280977,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.002617801047120419,0.006108202443280977,0.002617801047120419,0.0008726003490401396,0.002617801047120419,0.006108202443280977,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.007853403141361256,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.009598603839441536,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.008726003490401396,0.008726003490401396,0.0008726003490401396,0.0008726003490401396,0.006980802792321117,0.004363001745200698,0.0034904013961605585,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.002617801047120419,0.0008726003490401396,0.002617801047120419,0.0034904013961605585,0.0034904013961605585,0.0034904013961605585,0.0034904013961605585,0.0017452006980802793,0.0017452006980802793,0.004363001745200698,0.0008726003490401396,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0034904013961605585,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.002617801047120419,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.002617801047120419,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.004363001745200698,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.005235602094240838,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.004363001745200698,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.007853403141361256,0.0008726003490401396,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.005235602094240838,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.004363001745200698,0.0017452006980802793,0.002617801047120419,0.0008726003490401396,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.002617801047120419,0.006108202443280977,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.004363001745200698,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0034904013961605585,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.002617801047120419,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401418,40대,0.0,0.00078125,0.0,0.003125,0.00390625,0.00390625,0.0234375,0.00390625,0.00703125,0.01484375,0.03671875,0.0046875,0.0,0.01484375,0.021875,0.00234375,0.01484375,0.00078125,0.01328125,0.00234375,0.01953125,0.0,0.0,0.00078125,0.0,0.0078125,0.0,0.0015625,0.0,0.00078125,0.021875,0.0,0.00078125,0.00703125,0.015625,0.015625,0.00078125,0.00078125,0.00390625,0.0,0.00390625,0.0,0.00234375,0.00703125,0.0,0.0,0.00078125,0.0046875,0.0,0.003125,0.0,0.0171875,0.0015625,0.00078125,0.003125,0.00078125,0.00078125,0.02265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0046875,0.00390625,0.00625,0.0,0.00625,0.0,0.00078125,0.00859375,0.0,0.0,0.00078125,0.01015625,0.00234375,0.00390625,0.0,0.0,0.0015625,0.00390625,0.00078125,0.0015625,0.0,0.021875,0.00390625,0.0046875,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.00703125,0.0,0.0,0.00390625,0.0,0.0,0.00078125,0.02265625,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0046875,0.0,0.00234375,0.0078125,0.00703125,0.0,0.00078125,0.00703125,0.00859375,0.0,0.0,0.0,0.0,0.0,0.009375,0.0,0.0,0.0,0.00859375,0.0,0.0,0.00546875,0.0,0.0,0.0,0.0,0.00078125,0.0,0.00234375,0.01015625,0.00078125,0.0,0.00078125,0.00546875,0.00625,0.0,0.0,0.00703125,0.0015625,0.0046875,0.00078125,0.0,0.0,0.00078125,0.0,0.00078125,0.00078125,0.00078125,0.00546875,0.00078125,0.0,0.0046875,0.00234375,0.0,0.00078125,0.0,0.00078125,0.0,0.0,0.0,0.0015625,0.00078125,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.00234375,0.0,0.0,0.0,0.00078125,0.0015625,0.00078125,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.00703125,0.0015625,0.00390625,0.00078125,0.00234375,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0046875,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.00390625,0.00625,0.00234375,0.0,0.0046875,0.0015625,0.0,0.0,0.0,0.00078125,0.0,0.0046875,0.0,0.0,0.0,0.0,0.00625,0.00078125,0.0,0.00234375,0.00234375,0.00234375,0.0,0.0,0.0,0.003125,0.0046875,0.0046875,0.00234375,0.0,0.0,0.0,0.0,0.003125,0.0046875,0.0,0.003125,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0015625,0.00078125,0.0,0.0,0.00078125,0.0,0.0,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.00234375,0.0,0.003125,0.0015625,0.00234375,0.00234375,0.0,0.0,0.0015625,0.0,0.0,0.00078125,0.0,0.0,0.0015625,0.0,0.0,0.0015625,0.0078125,0.0,0.0,0.0,0.00234375,0.0078125,0.0015625,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0015625,0.0,0.00625,0.0,0.00234375,0.0,0.00078125,0.00234375,0.0,0.00078125,0.00078125,0.0,0.00078125,0.0015625,0.0046875,0.0,0.0,0.0015625,0.0109375,0.0,0.00078125,0.00078125,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0015625,0.0,0.0,0.00078125,0.00078125,0.00234375,0.0,0.00390625,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.00078125,0.0,0.00234375,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00390625,0.00078125,0.00078125,0.00078125,0.00078125,0.0046875,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00390625,0.00078125,0.00078125,0.00234375,0.00078125,0.0015625,0.00078125,0.003125,0.00234375,0.00234375,0.0015625,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00234375,0.00078125,0.00234375,0.0015625,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00234375,0.0015625,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00234375,0.003125,0.00078125,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125
