화자ID,연령대,NNG_요즘,JX_은,MDT_그,MDT_어느,NNG_집,NNG_건너,JKS_이,NNG_반려,NNG_동물,JKO_을,VV_키우,ECE_고,VXV_있,ETD_는,VA_같,ECD_아,MAC_그래서,NNG_나도,MAG_한번,JX_는,NNG_강아지,JKO_를,ECS_어,VXV_보,EFN_거든,MAG_근데,ECD_다가,MAG_사실,VV_기,MAG_오래,VV_가,ECD_지,EFN_어,MAG_얼마나,VA_힘들,ETD_다는,ECD_ㄴ지,MAG_정말,VV_보,ETD_ㄴ,NNG_사람,JX_이나,VV_알,ETD_ㄹ,NNG_소,NNG_대소변,VV_가리,VXV_주,MAG_또,VV_안,NNG_오,NNG_눈길,VV_주,MAG_오로지,JKO_한테,MAG_많이,ECD_아야,NNG_눈,NNG_주시,ECD_어야,VV_되,ETD_ㄴ다는,NNG_나한,NNG_테,MAG_참,VA_버겁,EFN_더라,NNG_고,NNG_외출,JX_도,MAG_특히,NNG_여행,VV_갈,NNG_때,JKS_가,VV_있,VV_갖,ECD_으면,NNG_은,MAG_너무,VV_그,VV_데려가,VA_없,NNG_숙박소,VV_받,VXV_않,MAG_물론,MAG_이제,NNG_업소,EFN_라고,JX_만,VA_이쁘,ETN_ㅁ,VV_돌보,NNG_번거로움,NNG_성격,VV_그러,ECD_니까,MDT_여러,NNG_형태,JKG_의,NNG_형,ECD_듯이,MAG_다,MAG_이렇게,NNG_성,ECD_니깐,MDT_다른,NNG_각각,MDT_어떤,VA_사납,VA_순하,VA_그렇,EFN_잖아,NNG_개,MAG_다시,VXA_싶,ETD_은,NNG_마음,MAG_가끔,VV_듣,ECD_어,MAG_그래서,NNG_티브이,NNG_유,NNG_튜브,NNG_내가,VV_나오,NNG_장면,MAG_자주,ECD_게,NNG_최근,NNG_사,EFN_네,VV_하,NNG_프로,ECD_는데,MAG_너무너무,VA_귀엽,JX_야,MAG_하나하나,VA_어떻,MAG_뚜,VV_서,ECE_면서,NNG_힐링,NNG_생각,VV_이러,ECS_다,VV_아,ECS_아,VV_나,ECD_아도,NNG_한번,ECD_ㄹ까,VV_들,MAG_그래,MAG_인제,VA_많,NNG_견,MAG_요새,NNG_정부,NNG_건강,NNG_보험,EFN_다고,ECD_라고,MAG_왜냐하면,NNG_사실,JX_까지,JX_나,MAG_진짜,ECD_어서,MAG_못,VV_먹,ECD_은데,NNG_호화,VV_두,EFQ_나,MAG_얼핏,VA_길,NNG_해,VA_그,ECE_ㄴ데,NNG_옆,NNG_가족,ETN_기,JX_밖에,NNG_음,MAC_그리고,MAG_즐,VV_사,VV_말,VV_즐기,NNG_복,ETD_라는,NNG_강,VV_어,NNG_복선,VV_부르,VA_저렇,NNG_보,JX_만큼,MDN_한,NNG_정도,MAG_혹시,MDT_저,NNG_로봇,EFQ_ㄴ가,MDT_이런,ECD_도록,NNG_만큼,MAG_일단,MAG_욱,NNG_씨,ECD_아서,NNG_운영,NNG_진행,NNG_제목,MAG_쪼끔,VV_드,ECD_ㄹ지,NNG_말,VV_붙이,EFN_지,VV_않,VA_착하,NNG_이름,VA_좋,VV_날,VA_너르,MDN_네,NNG_가,VV_까,NNG_미,NNG_정성,VV_같,EFQ_을까,NNG_저,VV_밀,NNG_주인,MAG_잘,VV_만나,EFI_구나,VV_그리,NNG_지난번,NNG_해외,ETD_을,MAG_막,VV_자,NNG_아이,MAG_안,ECD_어도,NNG_미가,VV_그리하,NNG_공항,NNG_신랑,VV_데리,NNG_정신,MAG_없이,MAG_서로,NNG_그동안,NNG_정,VV_나누,NNG_야,VV_아물,ECE_나,ECE_면,NNG_침대,MAG_같이,ECE_ㄴ다고,NNG_사랑,JKS_은,ECE_지만,VV_지나치,NNG_얘기,MAC_하지만,NNG_원칙,NNG_그때,NNG_소파,MAG_되도록,VV_올라오,MAG_딱,NNG_선,VV_긋,VXV_놓,EFN_어야지,MAG_노상,MDT_그런,NNG_절제,VV_모르,NNG_그지,NNG_교육,NNG_필요,NNG_버릇,VXV_지,NNG_수도,NNG_해코지,NNG_일종,NNG_포함,VV_싶,ECD_여,MAG_갑자기,VV_생각나,VV_다그,NNG_이빨,VV_물어뜯,NNG_불만,VV_가지,EFQ_는다고,MAC_그런데,VV_대하,VA_속상하,MAG_오죽,NNG_장단,VV_저,NNG_만약,MAG_좀,NNG_참고,NNG_장단점,NNG_이제,NNG_파악,NNG_다음,VV_맞,NNG_돌,NNG_손,NNG_발,VV_엎드리,NNG_빵,NNG_총,VV_쏘,NNG_자기,ECD_려고,VA_안쓰럽,JKS_는,MAG_그냥,NNG_자체,MAG_아까,VV_말하,ECD_라,NNG_오줌,VV_누,NNG_소변,VA_이렇,MAG_함부로,VV_짖,VV_나가,VA_귀찮,VV_묻,VV_뜯,NNG_가구,NNG_거,NNG_걸,MAG_역시,NNG_천사,MDT_이,JX_라고,NNG_옛날,NNG_지금,VA_크,NNG_개도,NNG_밖,NNG_땅,VV_딛,NNG_개집,NNG_요새,NNG_아파트,VA_좁,ECE_거나,VV_넓,MAG_어쨌든,VA_작,NNG_생활,NNG_가면,NNG_특이,NNG_독특,NNG_냄새,VV_풍기,MAG_별로,MAG_적이,VV_있었,NNG_정착,NNG_실내,MAC_그렇지만,NNG_한편,JX_ㄴ,NNG_여건,EFN_다,VV_이쁘,NNG_누,ECS_는지,VV_나르,NNG_별,NNG_우열,VV_들이,VA_예쁘,VV_느,MAG_굉장히,VV_다가가,VA_싫,ECS_은지,NNG_서열,VV_매기,NNG_무시,ETN_음,NNG_푸들,EFN_야,NNG_남편,NNG_날,NNG_전,NNG_아들,MAG_보다,NNG_마자,NNG_인터넷,NNG_용품,NNG_구매,NNG_처음,NNG_거부,NNG_반응,VV_붙,NNG_애,VV_줄,NNG_기쁨,NNG_불편,NNG_뒤,VV_가버리,NNG_이,VV_인하,VV_느끼,NNG_들,NNG_키,NNG_움,NNG_상쇄,VV_권하,MAG_쪼금,MAG_더,VA_젊,VA_괜찮,NNG_행동,NNG_반경,MAG_항상,MAG_그렇게,ECD_고자,NNG_곳,MAG_아직,NNG_우리나라,NNG_식당,NNG_동반,MAG_훨씬,NNG_거지,NNG_음식,VV_걸리,NNG_경우,NNG_외식,VV_앉히,NNG_보지,NNG_발전,ECD_던데,NNG_지능,VA_높,NNG_개중,NNG_방송,MAG_씩,MAG_똑똑,VV_질,ECD_ㅁ에도,VV_불구하,NNG_교감,NNG_두뇌,VA_뛰어나,NNG_식,NNG_구들,VV_어울리,NNG_주고,NNG_감정,VV_보이,MAG_지금,NNG_상태,NNG_물,EFI_는구나,VV_떠,MAG_바로,NNG_몸짓,NNG_언어,NNG_캐치,NNG_의,NNG_대감,VV_생기,NNG_나름,JX_대로,ECS_ㄴ가,NNG_주기,VV_자라,VV_바라보,MAG_오직,VV_따르,NNG_삶이,NNG_결정,VV_잘하,NNG_똥,VV_싸,VV_오,VV_시켰,NNG_직장,NNG_애가,NNG_시간,NNG_혼,NNG_혼자,VV_재우,VV_잊어버리,NNG_프로그램,MAG_일찍,MAG_아마,VV_배우,NNG_상식,VV_없었,VA_안되,VV_품,NNG_우선,NNG_배변,MAG_제대로,VV_버리,NNG_신발,VV_고치,NNG_예전,NNG_시행,NNG_착오,NNG_남,NNG_선생님,JX_마다,VV_다르,NNG_환경,VA_다르,VV_시키,NNG_산책,MDT_모든,VV_이루어지,VV_뒹굴,NNG_도,NNG_품,VV_놀,NNG_면,NNG_행복,MAG_따로,VV_아니,NNG_기본,NNG_사이,NNG_과정,VV_익히,NNG_사회,NNG_성도,VV_길르,VXV_가지,VV_놓치,VV_저지르,NNG_영역,ECE_든,NNG_본능,VV_의하,ECD_ㄴ데,NNG_잘못,NNG_결국,VV_잘못하,MAG_더없이,VV_도,NNG_상,NNG_일반,NNG_주택,VV_살,NNG_서울,NNG_부모,NNG_입장,ECD_여야,NNG_견주,MAG_엄청,EFN_라,EFQ_냐,NNG_퇴근,MAG_먼저,VV_뛰,VV_내려가,VV_반가워하,NNG_자식,NNG_주진,NNG_우리집,MAG_매일,NNG_저녁때,VV_스,NNG_똥오줌,VV_치우
SD2401269,60대 이상,0.0,0.0104,0.0216,0.0008,0.0008,0.0,0.0264,0.0016,0.0,0.0176,0.0072,0.0408,0.0016,0.0296,0.0088,0.0072,0.0024,0.0016,0.0,0.0272,0.0192,0.0152,0.0184,0.0032,0.004,0.004,0.0016,0.0,0.0,0.0,0.0032,0.0088,0.0016,0.0,0.0,0.0024,0.0,0.0,0.0072,0.02,0.0032,0.0008,0.0,0.0112,0.0,0.0,0.0,0.0048,0.0088,0.0,0.0,0.0,0.0008,0.0008,0.0032,0.0032,0.0,0.0,0.0,0.0048,0.0128,0.0008,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0168,0.0008,0.0008,0.0032,0.004,0.0168,0.0168,0.0008,0.0032,0.0,0.0016,0.0024,0.0008,0.0024,0.0,0.0008,0.0024,0.0016,0.0,0.0,0.0008,0.0,0.0,0.004,0.0,0.0,0.0008,0.008,0.008,0.0,0.0,0.004,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0088,0.0016,0.0,0.0,0.004,0.0056,0.0,0.0008,0.0016,0.0128,0.0016,0.0,0.0008,0.0,0.004,0.0016,0.0,0.0,0.0128,0.0,0.0,0.0,0.0208,0.0,0.0072,0.0008,0.0,0.0,0.0,0.0016,0.0,0.0,0.0024,0.0,0.0016,0.0,0.0072,0.0008,0.0056,0.0016,0.0,0.0,0.0008,0.0,0.0,0.0032,0.0048,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0008,0.0,0.0,0.0064,0.0032,0.0072,0.004,0.0,0.0,0.0008,0.0,0.0,0.0,0.0032,0.0016,0.0016,0.0,0.0024,0.0024,0.0016,0.0008,0.0,0.0016,0.0,0.0,0.0,0.0,0.0008,0.004,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0008,0.0008,0.0,0.0016,0.0,0.0,0.0,0.0,0.0008,0.0,0.0008,0.0,0.0032,0.0016,0.0,0.0,0.0032,0.0008,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0016,0.0,0.0,0.004,0.0024,0.0,0.0008,0.0032,0.0,0.0008,0.0024,0.0,0.0008,0.004,0.0008,0.0,0.0,0.0024,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0008,0.0,0.0008,0.0,0.0008,0.0056,0.0008,0.0056,0.0,0.004,0.0008,0.0008,0.0,0.0024,0.0,0.0,0.0024,0.0016,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0016,0.0,0.0016,0.0,0.0088,0.0008,0.0,0.0008,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0016,0.0,0.0008,0.0,0.0008,0.0,0.0016,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0016,0.0,0.0016,0.0008,0.0024,0.0008,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0008,0.0,0.0016,0.0008,0.0,0.0024,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0008,0.0016,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0016,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0008,0.0024,0.004,0.0008,0.0008,0.0024,0.0008,0.0008,0.0008,0.0008,0.0008,0.0032,0.0008,0.0008,0.0016,0.0088,0.0032,0.0032,0.0032,0.0008,0.0008,0.0016,0.0056,0.0032,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0056,0.0008,0.0008,0.004,0.0008,0.0008,0.0008,0.0016,0.0024,0.0016,0.0024,0.0016,0.0016,0.0008,0.0024,0.0008,0.0008,0.0024,0.0008,0.0008,0.0008,0.0008,0.0024,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0024,0.0024,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0024,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0032,0.0016,0.0016,0.0008,0.0008,0.0016,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0016,0.0008,0.0016,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0024,0.0008,0.0008,0.0008,0.0024,0.0008,0.0008,0.0008,0.0016,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0016,0.0008,0.0016,0.0008,0.0008,0.0016,0.0008,0.0024,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
SD2401270,60대 이상,0.002051983584131327,0.010259917920656635,0.027359781121751026,0.0013679890560875513,0.005471956224350205,0.0006839945280437756,0.019151846785225718,0.0013679890560875513,0.002051983584131327,0.023255813953488372,0.011627906976744186,0.028727770177838577,0.004103967168262654,0.024623803009575923,0.01094391244870041,0.010259917920656635,0.0047879616963064295,0.0006839945280437756,0.0013679890560875513,0.027359781121751026,0.0280437756497948,0.01573187414500684,0.01709986320109439,0.0047879616963064295,0.0013679890560875513,0.006155950752393981,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.006155950752393981,0.007523939808481532,0.0047879616963064295,0.0006839945280437756,0.0027359781121751026,0.0013679890560875513,0.0006839945280437756,0.0013679890560875513,0.012995896032831737,0.021203830369357045,0.008891928864569083,0.0006839945280437756,0.0006839945280437756,0.012311901504787962,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.003419972640218878,0.0047879616963064295,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0027359781121751026,0.0006839945280437756,0.0027359781121751026,0.0027359781121751026,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0027359781121751026,0.008891928864569083,0.0027359781121751026,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0027359781121751026,0.0006839945280437756,0.0013679890560875513,0.019835841313269494,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0047879616963064295,0.019835841313269494,0.012311901504787962,0.002051983584131327,0.0027359781121751026,0.003419972640218878,0.0047879616963064295,0.002051983584131327,0.0006839945280437756,0.003419972640218878,0.002051983584131327,0.002051983584131327,0.006839945280437756,0.002051983584131327,0.0027359781121751026,0.0006839945280437756,0.006155950752393981,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.008207934336525308,0.0027359781121751026,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.002051983584131327,0.004103967168262654,0.0013679890560875513,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.003419972640218878,0.0006839945280437756,0.0013679890560875513,0.003419972640218878,0.005471956224350205,0.006839945280437756,0.0013679890560875513,0.0027359781121751026,0.006155950752393981,0.0027359781121751026,0.0027359781121751026,0.004103967168262654,0.006155950752393981,0.0013679890560875513,0.0027359781121751026,0.0006839945280437756,0.0006839945280437756,0.003419972640218878,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.012311901504787962,0.0013679890560875513,0.0006839945280437756,0.002051983584131327,0.02667578659370725,0.0013679890560875513,0.006155950752393981,0.0013679890560875513,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0027359781121751026,0.0006839945280437756,0.0006839945280437756,0.003419972640218878,0.0006839945280437756,0.01094391244870041,0.0027359781121751026,0.006839945280437756,0.0047879616963064295,0.01573187414500684,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.003419972640218878,0.0006839945280437756,0.006155950752393981,0.0013679890560875513,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0013679890560875513,0.0013679890560875513,0.0006839945280437756,0.002051983584131327,0.0013679890560875513,0.002051983584131327,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0027359781121751026,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0027359781121751026,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.002051983584131327,0.0013679890560875513,0.0027359781121751026,0.002051983584131327,0.002051983584131327,0.0006839945280437756,0.0013679890560875513,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.004103967168262654,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.002051983584131327,0.0013679890560875513,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0047879616963064295,0.0006839945280437756,0.0006839945280437756,0.0047879616963064295,0.0006839945280437756,0.0047879616963064295,0.003419972640218878,0.0006839945280437756,0.0013679890560875513,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.003419972640218878,0.004103967168262654,0.0006839945280437756,0.003419972640218878,0.0006839945280437756,0.0006839945280437756,0.0027359781121751026,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.006155950752393981,0.0013679890560875513,0.0027359781121751026,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0047879616963064295,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.002051983584131327,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0013679890560875513,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0013679890560875513,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0006839945280437756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
