화자ID,연령대,형태소_큰애,형태소_우리,형태소_가,형태소_개,형태소_를,형태소_키우,형태소_고,형태소_잖아,형태소_나,형태소_는,형태소_개인,형태소_집,형태소_ᆫ다는,형태소_거,형태소_반대,형태소_야,형태소_외부,형태소_어야,형태소_되,형태소_는데,형태소_돈,형태소_도,형태소_들어가,형태소_냄새,형태소_더라고,형태소_하,형태소_게,형태소_동물,형태소_얘기,형태소_어,형태소_고양이,형태소_정서,형태소_느끼,형태소_좋,형태소_지,형태소_ᆫ,형태소_지만,형태소_강아지,형태소_사,형태소_분,형태소_나이,형태소_들,형태소_은,형태소_도움,형태소_을까,형태소_갓난아이,형태소_보,형태소_면,형태소_많,형태소_노인,형태소_혼자,형태소_살,형태소_그것,형태소_이,형태소_괜찮,형태소_같,형태소_자기,형태소_생각,형태소_을,형태소_털,형태소_없,형태소_있,형태소_은데,형태소_안,형태소_좋아하,형태소_편,형태소_방송,형태소_언론,형태소_반려동물,형태소_데,형태소_다고,형태소_연구,형태소_결과,형태소_나오,형태소_거든,형태소_생각나,형태소_ᆯ,형태소_때,형태소_죠,형태소_처음,형태소_오,형태소_던,형태소_그놈,형태소_자식,형태소_생기,형태소_어서,형태소_불편,형태소_점,형태소_가지,형태소_외출,형태소_시,형태소_뭐,형태소_으,형태소_면은,형태소_면서,형태소_아프,형태소_병원,형태소_그러,형태소_기억,형태소_동기,형태소_언제,형태소_티브이,형태소_경우,형태소_사람,형태소_달,형태소_든,형태소_년,형태소_다가,형태소_기,형태소_버리,형태소_지마는,형태소_자체,형태소_힘들,형태소_일,형태소_ᆫ데,형태소_남,형태소_의,형태소_앞,형태소_갖,형태소_다,형태소_것,형태소_어디,형태소_섬,형태소_그거,형태소_죽,형태소_으라는,형태소_먹,형태소_아무것,형태소_으니까,형태소_그때,형태소_번,형태소_만일,형태소_주위,형태소_지인,형태소_새끼,형태소_주,형태소_ᆫ다,형태소_물어보,형태소_모르,형태소_ᆫ다고,형태소_어쩌,형태소_수,형태소_란,형태소_종자,형태소_생김새,형태소_이쁘,형태소_니깐,형태소_려면,형태소_용품,형태소_ᆫ가,형태소_간식,형태소_밥,형태소_늇,형태소_구입,형태소_젊,형태소_애,형태소_이유,형태소_문제,형태소_입양,형태소_려고,형태소_주사,형태소_맞히,형태소_절차,형태소_파,형태소_설명,형태소_나라,형태소_으면,형태소_친구,형태소_행동,형태소_옮기,형태소_니까,형태소_이것,형태소_국가,형태소_정부,형태소_조건,형태소_판매자,형태소_예,형태소_러,형태소_제도,형태소_대로,형태소_한번,형태소_아파트,형태소_짖,형태소_법,형태소_때문,형태소_법정,형태소_까지,형태소_싫어하,형태소_중,형태소_계기,형태소_고등학교,형태소_엄마,형태소_마리,형태소_잖아요,형태소_예쁘,형태소_요,형태소_으므로,형태소_행복,형태소_ᆷ,형태소_이야,형태소_자기만족,형태소_어르신,형태소_라기,형태소_인하,형태소_계시,형태소_더라고요,형태소_한편,형태소_몸,형태소_관리,형태소_뒤치다꺼리,형태소_어요,형태소_걔,형태소_닦,형태소_아기,형태소_예요,형태소_날리,형태소_이러,형태소_는지,형태소_당신,형태소_알레르기,형태소_반려,형태소_대하,형태소_가까이,형태소_라,형태소_줄,형태소_알,형태소_보이,형태소_애완동물,형태소_라는,형태소_취,형태소_취향,형태소_크림,형태소_곳,형태소_한계,형태소_놔두,형태소_자니,형태소_정도,형태소_물,형태소_우울증,형태소_앓,형태소_는다,형태소_신경,형태소_쓰이,형태소_데리,형태소_거기,형태소_음식점,형태소_여행,형태소_이라도,형태소_반려견,형태소_애완,형태소_호텔,형태소_다니,형태소_어야지,형태소_어도,형태소_어떡하,형태소_만,형태소_빠지,형태소_그,형태소_기쁨,형태소_행,형태소_마음,형태소_편안,형태소_다는,형태소_보내,형태소_모습,형태소_무지개,형태소_다리,형태소_건너,형태소_라고,형태소_주의,형태소_불쌍하,형태소_시츄여서,형태소_피부,형태소_약하,형태소_의료,형태소_보험,형태소_비용,형태소_크,형태소_얘,형태소_비,형태소_잔병,형태소_치레,형태소_얼마,형태소_전,형태소_터지,형태소_음,형태소_부담,형태소_싫,형태소_키,형태소_남자,형태소_포함,형태소_아들,형태소_피,형태소_자고,형태소_고등,형태소_학교,형태소_정,형태소_사정,형태소_ᆫ지,형태소_생명,형태소_본인,형태소_든지,형태소_책임,형태소_따르,형태소_어야죠,형태소_동의,형태소_끝,형태소_암,형태소_자신,형태소_쓰,형태소_이상,형태소_옛날,형태소_이뻐하,형태소_자,형태소_인터넷,형태소_확인,형태소_비싸,형태소_간,형태소_유치원,형태소_현실,형태소_낮추,형태소_사료,형태소_스,형태소_느낌,형태소_팁,형태소_외국,형태소_거든요,형태소_우리나라,형태소_해피,형태소_풀,형태소_상태,형태소_너,형태소_자격,형태소_진짜,형태소_갖추,형태소_울,형태소_수술,형태소_려니까,형태소_성대,형태소_저기,형태소_소리,형태소_부터,형태소_제재,형태소_필요,형태소_는다고,형태소_일반,형태소_스트레스,형태소_동네,형태소_미안
SD2401930,60대 이상,0.0,0.00663716814159292,0.043510324483775814,0.005162241887905605,0.0022123893805309734,0.022861356932153392,0.051622418879056046,0.0007374631268436578,0.028023598820058997,0.06489675516224189,0.0007374631268436578,0.0007374631268436578,0.0,0.022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0,0.0029498525073746312,0.012536873156342183,0.00663716814159292,0.0007374631268436578,0.029498525073746312,0.0007374631268436578,0.0007374631268436578,0.009587020648967551,0.015486725663716814,0.015486725663716814,0.0022123893805309734,0.0014749262536873156,0.025811209439528023,0.003687315634218289,0.0014749262536873156,0.0007374631268436578,0.014011799410029498,0.02359882005899705,0.014011799410029498,0.0014749262536873156,0.014011799410029498,0.0,0.0007374631268436578,0.0007374631268436578,0.0029498525073746312,0.022123893805309734,0.0,0.0,0.0,0.005162241887905605,0.005162241887905605,0.0022123893805309734,0.0,0.0007374631268436578,0.0007374631268436578,0.00663716814159292,0.03908554572271387,0.0,0.004424778761061947,0.004424778761061947,0.004424778761061947,0.01032448377581121,0.0014749262536873156,0.0022123893805309734,0.014011799410029498,0.0014749262536873156,0.0,0.00663716814159292,0.0,0.0,0.0,0.008112094395280236,0.0022123893805309734,0.0022123893805309734,0.0,0.0,0.0,0.0007374631268436578,0.0,0.012536873156342183,0.008112094395280236,0.007374631268436578,0.003687315634218289,0.0,0.0014749262536873156,0.0,0.0,0.0007374631268436578,0.015486725663716814,0.0014749262536873156,0.0014749262536873156,0.0,0.0007374631268436578,0.0,0.0007374631268436578,0.0,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0014749262536873156,0.003687315634218289,0.0007374631268436578,0.0007374631268436578,0.0,0.0,0.0007374631268436578,0.008112094395280236,0.0,0.0,0.0,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0,0.0007374631268436578,0.0029498525073746312,0.0007374631268436578,0.003687315634218289,0.0007374631268436578,0.0014749262536873156,0.0,0.0007374631268436578,0.007374631268436578,0.012536873156342183,0.0007374631268436578,0.0,0.0022123893805309734,0.0,0.0,0.0,0.0,0.003687315634218289,0.0,0.0022123893805309734,0.0,0.0,0.0,0.0,0.0029498525073746312,0.0,0.0,0.0014749262536873156,0.0,0.0014749262536873156,0.003687315634218289,0.0007374631268436578,0.0,0.0,0.004424778761061947,0.0,0.0014749262536873156,0.0014749262536873156,0.0,0.0007374631268436578,0.0007374631268436578,0.0,0.0,0.0007374631268436578,0.00663716814159292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029498525073746312,0.003687315634218289,0.0014749262536873156,0.0,0.02064896755162242,0.0,0.0,0.0,0.0007374631268436578,0.0,0.0,0.0,0.0,0.0,0.0,0.0014749262536873156,0.004424778761061947,0.0,0.0014749262536873156,0.0,0.003687315634218289,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.00663716814159292,0.0014749262536873156,0.00663716814159292,0.0007374631268436578,0.0029498525073746312,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.011799410029498525,0.004424778761061947,0.0007374631268436578,0.0029498525073746312,0.0029498525073746312,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0029498525073746312,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.004424778761061947,0.0007374631268436578,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0029498525073746312,0.0014749262536873156,0.0014749262536873156,0.004424778761061947,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0014749262536873156,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0029498525073746312,0.0029498525073746312,0.0022123893805309734,0.0022123893805309734,0.0007374631268436578,0.0029498525073746312,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.003687315634218289,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0022123893805309734,0.003687315634218289,0.0007374631268436578,0.0029498525073746312,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578,0.0007374631268436578
SD2401931,60대 이상,0.0025,0.00625,0.03,0.035,0.0225,0.03625,0.025,0.00625,0.02875,0.0825,0.00125,0.0075,0.0025,0.03375,0.0025,0.00875,0.00125,0.005,0.0075,0.00875,0.0025,0.015,0.00375,0.00125,0.00375,0.015,0.02,0.0075,0.00375,0.03125,0.0075,0.005,0.00125,0.005,0.01125,0.02125,0.0075,0.00875,0.0025,0.00375,0.0025,0.0025,0.04,0.00125,0.0025,0.00125,0.00875,0.0175,0.00875,0.00125,0.00125,0.00125,0.00375,0.03,0.0025,0.01375,0.01375,0.01375,0.01875,0.00125,0.00625,0.0175,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.0025,0.005,0.0025,0.00125,0.00125,0.00125,0.00375,0.0025,0.00875,0.00375,0.00125,0.0025,0.00125,0.0025,0.00125,0.00125,0.0025,0.00625,0.0025,0.005,0.0025,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.00125,0.00375,0.005,0.00125,0.00125,0.00125,0.00375,0.00625,0.00875,0.00125,0.00375,0.00125,0.0025,0.0025,0.00625,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.00375,0.00375,0.0025,0.00375,0.00375,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.00125,0.005,0.0025,0.00125,0.00125,0.0025,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00375,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.00125,0.0025,0.00125,0.0025,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.0025,0.0025,0.00125,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
