화자ID,연령대,형태소_우리,형태소_가,형태소_만나,형태소_ᆫ,형태소_거,형태소_는,형태소_성인,형태소_되,형태소_어서,형태소_노년,형태소_접어들,형태소_ᆯ,형태소_때쯤,형태소_하,형태소_게,형태소_얼굴,형태소_을,형태소_는데,형태소_젊,형태소_학창,형태소_시절,형태소_은,형태소_다니,형태소_다고,형태소_그러,형태소_잖아요,형태소_저,형태소_같,형태소_경우,형태소_어리,형태소_중학교,형태소_학년,형태소_때,형태소_유학,형태소_부모,형태소_보내,형태소_어,형태소_고,형태소_오,형태소_생활,형태소_기,형태소_시작,형태소_꿈,형태소_의,형태소_발단,형태소_이,형태소_접하,형태소_어요,형태소_이거,형태소_어야,형태소_다,형태소_저거,형태소_도,형태소_많,형태소_잖아,형태소_뭐,형태소_습니까,형태소_질문,형태소_어도,형태소_괜찮,형태소_지,형태소_정반대,형태소_서,형태소_나,형태소_크,형태소_영화배우,형태소_어야지,형태소_음악가,형태소_가지,형태소_쥐,형태소_것,형태소_피아노,형태소_를,형태소_배우,형태소_음악,형태소_좋아하,형태소_지금,형태소_까지,형태소_버리,형태소_습니다,형태소_달성,형태소_대하,형태소_애착,형태소_갖,형태소_전,형태소_기타,형태소_얘기,형태소_졸업,형태소_치,형태소_지만,형태소_마스터,형태소_정도,형태소_이후,형태소_연극,형태소_쪽,형태소_나가,형태소_성년,형태소_이루,형태소_직장,형태소_점,형태소_없,형태소_처음,형태소_제약,형태소_회사,형태소_입사,형태소_나이,형태소_살,형태소_부터,형태소_죠,형태소_훌륭하,형태소_ᆸ니다,형태소_그쪽,형태소_문외한,형태소_에요,형태소_알,형태소_인연,형태소_관련,형태소_약품,형태소_상식,형태소_있,형태소_년,형태소_거든요,형태소_제과,형태소_제빵,형태소_기능,형태소_학원,형태소_운영,형태소_면서,형태소_투잡,형태소_오퍼,형태소_타일,형태소_수입,형태소_바쁘,형태소_활동,형태소_말씀,형태소_드리,형태소_거기,형태소_무역부,형태소_담당,형태소_여파,형태소_관두,형태소_기억,형태소_음,형태소_그거,형태소_밀가루,형태소_모르,형태소_설탕,형태소_친구,형태소_던,형태소_인수,형태소_무역,형태소_이것,형태소_상태,형태소_분,형태소_그것,형태소_사업,형태소_자신,형태소_생각,형태소_ᆫ가,형태소_니,형태소_섭외,형태소_중요,형태소_ᆫ다,형태소_존중,형태소_그분,형태소_심중,형태소_파악,형태소_접근,형태소_성공,형태소_데,형태소_밑거름,형태소_분류,형태소_계통,형태소_지인,형태소_평상시,형태소_보,형태소_면,형태소_점잖,형태소_동네,형태소_어쩌,형태소_저쩌,형태소_마음속,형태소_상대방,형태소_개성,형태소_약점,형태소_선인,형태소_화의죽정,형태소_라는,형태소_말,형태소_꽃,형태소_화,형태소_자,형태소_뜻,형태소_대나무,형태소_죽,형태소_정자,형태소_허물,형태소_더라도,형태소_랍니다,형태소_저것,형태소_멀,형태소_계세,형태소_요,형태소_앞,형태소_입장,형태소_이해,형태소_좋,형태소_ᆸ시다,형태소_감사,형태소_맞,형태소_중년기,형태소_밖에,형태소_그때,형태소_만,형태소_중년,형태소_당시,형태소_동료,형태소_직원,형태소_더라고,형태소_개별,형태소_일,형태소_건강,형태소_생황,형태소_마찬가지,형태소_열흘,형태소_고등학교,형태소_고등,형태소_학교,형태소_허심탄회,형태소_나누,형태소_수,형태소_마음,형태소_노쇠,형태소_아이,형태소_때문,형태소_과시,형태소_동정,형태소_에,형태소_대,형태소_대학교,형태소_으니까,형태소_지역,형태소_사,형태소_타,형태소_려고,형태소_집안,형태소_형편,형태소_지방,형태소_대학,형태소_들어가,형태소_야,형태소_과학자,형태소_이과,형태소_공과,형태소_고자,형태소_실질,형태소_사회,형태소_사람,형태소_자기,형태소_대로,형태소_습니다마는,형태소_여건,형태소_씨가,형태소_안목,형태소_넓,형태소_지마는,형태소_벗어나,형태소_지내,형태소_라고,형태소_예능,형태소_예술,형태소_다니까,형태소_네요,형태소_머리,형태소_돌아가,형태소_아까,형태소_과학,형태소_전기,형태소_전자,형태소_다가,형태소_이상,형태소_화학,형태소_공학,형태소_바꾸,형태소_목표,형태소_바,형태소_길,형태소_맹탕,형태소_노력,형태소_라,형태소_여기,형태소_하모니카,형태소_마다,형태소_특징,형태소_재질,형태소_는지,형태소_탕,형태소_타이어,형태소_제조,형태소_이쪽,형태소_관계,형태소_기계,형태소_제품,형태소_자체,형태소_고무,형태소_나름,형태소_는다고,형태소_폭넓,형태소_묶이,형태소_몸,형태소_충실,형태소_세월,형태소_니까,형태소_그만두,형태소_밖,형태소_나오,형태소_예요,형태소_자연,형태소_활용,형태소_컨설팅,형태소_기업,형태소_기술,형태소_개,형태소_개인,형태소_만큼,형태소_효과,형태소_들,형태소_곁들이,형태소_기업체,형태소_ᆫ다든가,형태소_존경,형태소_폭,형태소_파,형태소_학생,형태소_학,형태소_다면,형태소_올라가,형태소_ᆯ수록,형태소_넓히,형태소_아쉬움,형태소_살아오,형태소_보람,형태소_느냐,형태소_포커스,형태소_주,형태소_어울리,형태소_남,형태소_생,형태소_스,형태소_즐거움,형태소_을까,형태소_다르,형태소_나쁘,형태소_초점,형태소_맞추,형태소_실지,형태소_받아들이,형태소_은데,형태소_의지,형태소_고집,형태소_이기,형태소_꺾,형태소_효율,형태소_위하,형태소_사회생활,형태소_느끼,형태소_상황,형태소_려,형태소_동문회,형태소_참여,형태소_세요,형태소_참석,형태소_모이,형태소_동창,형태소_인원,형태소_주위,형태소_쭐,형태소_되새기,형태소_만남,형태소_학교생활,형태소_머릿속,형태소_집어넣,형태소_기회,형태소_리라
SD2401752,60대 이상,0.01264367816091954,0.01954022988505747,0.009195402298850575,0.01264367816091954,0.006896551724137931,0.029885057471264367,0.0011494252873563218,0.014942528735632184,0.022988505747126436,0.0011494252873563218,0.0011494252873563218,0.011494252873563218,0.0011494252873563218,0.04942528735632184,0.022988505747126436,0.0011494252873563218,0.04252873563218391,0.011494252873563218,0.0034482758620689655,0.0011494252873563218,0.0011494252873563218,0.016091954022988506,0.0034482758620689655,0.0022988505747126436,0.0011494252873563218,0.0034482758620689655,0.02528735632183908,0.0022988505747126436,0.0022988505747126436,0.0034482758620689655,0.006896551724137931,0.008045977011494253,0.011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.009195402298850575,0.020689655172413793,0.0022988505747126436,0.005747126436781609,0.0034482758620689655,0.0022988505747126436,0.010344827586206896,0.009195402298850575,0.0011494252873563218,0.034482758620689655,0.0022988505747126436,0.017241379310344827,0.0011494252873563218,0.0034482758620689655,0.009195402298850575,0.0011494252873563218,0.021839080459770115,0.0034482758620689655,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.010344827586206896,0.0011494252873563218,0.0011494252873563218,0.006896551724137931,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.014942528735632184,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.004597701149425287,0.0034482758620689655,0.0022988505747126436,0.011494252873563218,0.0011494252873563218,0.005747126436781609,0.0011494252873563218,0.0011494252873563218,0.0034482758620689655,0.004597701149425287,0.0022988505747126436,0.0011494252873563218,0.0034482758620689655,0.006896551724137931,0.0011494252873563218,0.004597701149425287,0.004597701149425287,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.005747126436781609,0.01264367816091954,0.0022988505747126436,0.004597701149425287,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0034482758620689655,0.009195402298850575,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.006896551724137931,0.005747126436781609,0.006896551724137931,0.0034482758620689655,0.0034482758620689655,0.0034482758620689655,0.004597701149425287,0.006896551724137931,0.004597701149425287,0.0011494252873563218,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0034482758620689655,0.004597701149425287,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.014942528735632184,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.006896551724137931,0.005747126436781609,0.0034482758620689655,0.0011494252873563218,0.008045977011494253,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.008045977011494253,0.010344827586206896,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.004597701149425287,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.008045977011494253,0.0011494252873563218,0.0034482758620689655,0.0022988505747126436,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0034482758620689655,0.0034482758620689655,0.0011494252873563218,0.0011494252873563218,0.004597701149425287,0.0022988505747126436,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.004597701149425287,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0022988505747126436,0.0022988505747126436,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0034482758620689655,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401753,60대 이상,0.006172839506172839,0.01954732510288066,0.00205761316872428,0.015432098765432098,0.00720164609053498,0.04526748971193416,0.0,0.01646090534979424,0.0030864197530864196,0.0,0.0,0.0102880658436214,0.0,0.040123456790123455,0.015432098765432098,0.0,0.044238683127572016,0.00720164609053498,0.00205761316872428,0.00205761316872428,0.0030864197530864196,0.0205761316872428,0.00720164609053498,0.0030864197530864196,0.00205761316872428,0.00205761316872428,0.012345679012345678,0.00411522633744856,0.00102880658436214,0.0,0.0,0.0,0.00411522633744856,0.0,0.00102880658436214,0.0,0.023662551440329218,0.04218106995884774,0.00205761316872428,0.00823045267489712,0.01131687242798354,0.0,0.0051440329218107,0.00720164609053498,0.0,0.043209876543209874,0.0,0.01440329218106996,0.0,0.00102880658436214,0.00720164609053498,0.0,0.0102880658436214,0.0,0.0,0.00411522633744856,0.0,0.0,0.0030864197530864196,0.0,0.0051440329218107,0.0,0.00102880658436214,0.006172839506172839,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.015432098765432098,0.0,0.0102880658436214,0.0030864197530864196,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0051440329218107,0.0,0.0,0.0,0.0051440329218107,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.0,0.00102880658436214,0.0,0.00102880658436214,0.0,0.0,0.01131687242798354,0.0,0.0,0.0,0.00102880658436214,0.00102880658436214,0.0030864197530864196,0.00102880658436214,0.0,0.0102880658436214,0.0,0.0,0.0030864197530864196,0.0,0.006172839506172839,0.0,0.0051440329218107,0.0030864197530864196,0.0,0.0,0.0,0.0,0.00205761316872428,0.0,0.0,0.01440329218106996,0.0,0.00205761316872428,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0,0.00102880658436214,0.0,0.0,0.0,0.00205761316872428,0.00205761316872428,0.00102880658436214,0.00205761316872428,0.0,0.0,0.0,0.0,0.0,0.00102880658436214,0.0030864197530864196,0.0,0.00102880658436214,0.0,0.00411522633744856,0.00720164609053498,0.0,0.0,0.006172839506172839,0.0,0.00411522633744856,0.01131687242798354,0.0051440329218107,0.0,0.01748971193415638,0.00102880658436214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102880658436214,0.0,0.00411522633744856,0.0,0.0,0.00720164609053498,0.0,0.0,0.0030864197530864196,0.0102880658436214,0.0,0.0,0.0,0.0,0.0,0.00102880658436214,0.0,0.0,0.0,0.0,0.00102880658436214,0.0,0.0,0.00102880658436214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102880658436214,0.0,0.00720164609053498,0.0,0.0,0.00205761316872428,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.00102880658436214,0.0,0.0051440329218107,0.0,0.0,0.00720164609053498,0.00205761316872428,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0051440329218107,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00823045267489712,0.00102880658436214,0.00102880658436214,0.0030864197530864196,0.00205761316872428,0.00102880658436214,0.00411522633744856,0.0030864197530864196,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00411522633744856,0.0102880658436214,0.00205761316872428,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.0051440329218107,0.00720164609053498,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00205761316872428,0.00102880658436214,0.0030864197530864196,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00411522633744856,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.0051440329218107,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.0030864197530864196,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.006172839506172839,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00411522633744856,0.00102880658436214,0.00102880658436214,0.0030864197530864196,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.0051440329218107,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.0030864197530864196,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00411522633744856,0.00205761316872428,0.00102880658436214,0.00205761316872428,0.00102880658436214,0.00205761316872428,0.00205761316872428,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.00102880658436214
