화자ID,연령대,형태소_저,형태소_는,형태소_태어나,형태소_어서,형태소_집사,형태소_만나,형태소_ᆫ,형태소_거,형태소_를,형태소_감사,형태소_어요,형태소_가,형태소_힘들,형태소_ᆯ,형태소_때,형태소_마다,형태소_나,형태소_의,형태소_약점,형태소_을,형태소_드러내,형태소_면서,형태소_라도,형태소_얘기,형태소_하,형태소_수,형태소_있,형태소_사람,형태소_이,형태소_다는,형태소_것,형태소_좋,형태소_은,형태소_친구,형태소_라고,형태소_생각,형태소_우리,형태소_도,형태소_나쁘,형태소_지만,형태소_많,형태소_거든요,형태소_프로,형태소_까지,형태소_어도,형태소_정도,형태소_는데,형태소_명,형태소_더라고,형태소_요,형태소_날,형태소_습니다,형태소_다고,형태소_게,형태소_살,형태소_다,형태소_면은,형태소_올라오,형태소_고,형태소_이동,형태소_니까,형태소_초등,형태소_학교,형태소_분,형태소_전화,형태소_관심사,형태소_관심,형태소_갖,형태소_어,형태소_잖아요,형태소_옆,형태소_그것,형태소_어야,형태소_나이,형태소_들,형태소_ᆯ수록,형태소_되,형태소_ᆫ다고,형태소_라,형태소_들어주,형태소_사귀,형태소_제작,형태소_교회,형태소_중,형태소_보,형태소_면,형태소_누구,형태소_ᆫ가,형태소_약속,형태소_어기,형태소_경우,형태소_기,형태소_점,형태소_때문,형태소_그거,형태소_품,형태소_이제,형태소_알,형태소_던,형태소_부분,형태소_맞,형태소_지,형태소_만족,형태소_사,형태소_려고,형태소_성격,형태소_없,형태소_같,형태소_쪽,형태소_그러,형태소_요즘,형태소_옳,형태소_그르,형태소_ᆷ,형태소_밝히,형태소_젊,형태소_애쓰,형태소_부터,형태소_중요,형태소_더라도,형태소_순간,형태소_자,형태소_우기,형태소_이해,형태소_노력,형태소_그때,형태소_배려,형태소_너,형태소_옛날,형태소_추억,형태소_려,형태소_일,형태소_예전,형태소_만들,형태소_기억,형태소_넘,형태소_으려고,형태소_예,형태소_엄마,형태소_아버지,형태소_문제,형태소_대하,형태소_큰딸,형태소_가지,형태소_크,형태소_딸,형태소_만,형태소_비추,형태소_생기,형태소_이튿날,형태소_풀,형태소_으면,형태소_이것,형태소_저러,형태소_다가,형태소_으면서,형태소_덮,형태소_모임,형태소_불평불만,형태소_번,형태소_느끼,형태소_자녀,형태소_ᆫ데,형태소_기뻐하,형태소_반사,형태소_이러,형태소_ᆯ까,형태소_예요,형태소_베풀,형태소_사랑,형태소_아이,형태소_남,형태소_발견,형태소_회개,형태소_책임지,형태소_따뜻하,형태소_어야지,형태소_남편,형태소_오,형태소_더라고요,형태소_마음,형태소_행동,형태소_조금,형태소_변하,형태소_뭉치,형태소_자식,형태소_부부,형태소_뭐,형태소_양보,형태소_거나,형태소_이거,형태소_라는,형태소_행,형태소_다르,형태소_행하,형태소_똑같,형태소_결과물,형태소_맺,형태소_가정,형태소_변화,형태소_우선순위,형태소_바꾸,형태소_드라마,형태소_취미,형태소_생활,형태소_이라든지,형태소_무엇,형태소_좋아하,형태소_ᆫ지,형태소_모르,형태소_드람,형태소_영화배우,형태소_그분,형태소_신랑,형태소_에요,형태소_클래식,형태소_발라드,형태소_부인,형태소_리더,형태소_리드,형태소_카리스마,형태소_원하,형태소_남자,형태소_주위,형태소_찾,형태소_더니,형태소_이과,형태소_문과,형태소_다행,형태소_네요,형태소_데,형태소_통화,형태소_행운,형태소_죠,형태소_기도,형태소_자산,형태소_며칠,형태소_전,형태소_속상하,형태소_지키,형태소_약,형태소_미루,형태소_저희,형태소_불구하,형태소_깨트리,형태소_결국,형태소_잦,형태소_취소,형태소_캔슬되고,형태소_겪,형태소_받아들이,형태소_시시비비,형태소_가리,형태소_손,형태소_수용,형태소_권사,형태소_배우,형태소_이전,형태소_틀리,형태소_다라는,형태소_인정,형태소_평소,형태소_가족,형태소_마찬가지,형태소_어려움,형태소_힘,형태소_부모,형태소_돌아가,형태소_슬픔,형태소_관계,형태소_에,형태소_관대하,형태소_불편,형태소_작,형태소_으세요,형태소_가까이,형태소_거리,형태소_조사,형태소_대요,형태소_방문,형태소_시간,형태소_취재,형태소_냐면,형태소_초대,형태소_맛있,형태소_음식,형태소_대접,형태소_아내,형태소_챙기,형태소_그다음,형태소_특징,형태소_구나,형태소_구,형태소_다짐,형태소_현재,형태소_성향,형태소_지금,형태소_으니까,형태소_어리,형태소_키우,형태소_성인,형태소_애,형태소_벗어나,형태소_세요,형태소_재밌,형태소_먹,형태소_낳,형태소_판단,형태소_얘,형태소_밖에,형태소_구분,형태소_수월하
SD2401668,60대 이상,0.02190580503833516,0.05257393209200438,0.0,0.0065717415115005475,0.0,0.0032858707557502738,0.0208105147864184,0.02190580503833516,0.007667031763417305,0.001095290251916758,0.04819277108433735,0.03614457831325301,0.002190580503833516,0.024096385542168676,0.014238773274917854,0.0,0.0065717415115005475,0.001095290251916758,0.0,0.03176341730558598,0.0,0.00547645125958379,0.0,0.008762322015334063,0.02190580503833516,0.008762322015334063,0.02628696604600219,0.008762322015334063,0.04819277108433735,0.001095290251916758,0.01642935377875137,0.01533406352683461,0.02190580503833516,0.008762322015334063,0.0,0.017524644030668127,0.002190580503833516,0.024096385542168676,0.0,0.002190580503833516,0.001095290251916758,0.0,0.0,0.0,0.0,0.0,0.00547645125958379,0.001095290251916758,0.004381161007667032,0.004381161007667032,0.0,0.0,0.001095290251916758,0.02628696604600219,0.0,0.0065717415115005475,0.0,0.0,0.03723986856516977,0.0,0.004381161007667032,0.0,0.0,0.002190580503833516,0.0,0.0,0.0,0.0,0.01642935377875137,0.002190580503833516,0.0,0.008762322015334063,0.004381161007667032,0.001095290251916758,0.001095290251916758,0.0,0.013143483023001095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001095290251916758,0.0065717415115005475,0.002190580503833516,0.004381161007667032,0.0065717415115005475,0.0,0.002190580503833516,0.01095290251916758,0.0,0.0032858707557502738,0.007667031763417305,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.0032858707557502738,0.0032858707557502738,0.007667031763417305,0.00547645125958379,0.0,0.0,0.0032858707557502738,0.001095290251916758,0.002190580503833516,0.01533406352683461,0.0,0.004381161007667032,0.0,0.0,0.0,0.001095290251916758,0.0,0.0,0.0,0.0,0.00547645125958379,0.0,0.002190580503833516,0.0,0.0,0.004381161007667032,0.0032858707557502738,0.0,0.0,0.0,0.0,0.0065717415115005475,0.0,0.008762322015334063,0.0,0.002190580503833516,0.001095290251916758,0.0,0.0,0.0,0.0,0.0,0.0,0.001095290251916758,0.0,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.0,0.0,0.0,0.0,0.0,0.001095290251916758,0.002190580503833516,0.0,0.001095290251916758,0.002190580503833516,0.0,0.0,0.0,0.0,0.001095290251916758,0.0,0.002190580503833516,0.0,0.0,0.0,0.002190580503833516,0.001095290251916758,0.0,0.0,0.013143483023001095,0.0,0.001095290251916758,0.0,0.0,0.0,0.0,0.004381161007667032,0.0,0.0,0.00547645125958379,0.002190580503833516,0.0,0.0,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.004381161007667032,0.0,0.0,0.0,0.0032858707557502738,0.0,0.0065717415115005475,0.0,0.0,0.0,0.0,0.001095290251916758,0.0,0.001095290251916758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001095290251916758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001095290251916758,0.001095290251916758,0.0,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.0032858707557502738,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.00547645125958379,0.001095290251916758,0.001095290251916758,0.0032858707557502738,0.0032858707557502738,0.0032858707557502738,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.0032858707557502738,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.002190580503833516,0.001095290251916758,0.002190580503833516,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.002190580503833516,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.001095290251916758,0.0032858707557502738,0.001095290251916758,0.001095290251916758,0.001095290251916758
SD2401669,60대 이상,0.031578947368421054,0.05087719298245614,0.0008771929824561404,0.005263157894736842,0.0008771929824561404,0.0017543859649122807,0.016666666666666666,0.011403508771929825,0.028070175438596492,0.005263157894736842,0.028070175438596492,0.04736842105263158,0.0017543859649122807,0.018421052631578946,0.013157894736842105,0.0008771929824561404,0.03070175438596491,0.013157894736842105,0.0008771929824561404,0.03333333333333333,0.0008771929824561404,0.005263157894736842,0.002631578947368421,0.011403508771929825,0.035964912280701755,0.005263157894736842,0.017543859649122806,0.010526315789473684,0.03684210526315789,0.005263157894736842,0.014035087719298246,0.013157894736842105,0.015789473684210527,0.009649122807017544,0.0017543859649122807,0.012280701754385965,0.007017543859649123,0.014912280701754385,0.0017543859649122807,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.002631578947368421,0.0017543859649122807,0.002631578947368421,0.0008771929824561404,0.007894736842105263,0.002631578947368421,0.008771929824561403,0.008771929824561403,0.002631578947368421,0.0017543859649122807,0.002631578947368421,0.010526315789473684,0.0035087719298245615,0.005263157894736842,0.0008771929824561404,0.0008771929824561404,0.021929824561403508,0.0008771929824561404,0.005263157894736842,0.0008771929824561404,0.0008771929824561404,0.0043859649122807015,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.015789473684210527,0.0017543859649122807,0.0008771929824561404,0.0035087719298245615,0.0043859649122807015,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0043859649122807015,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.002631578947368421,0.0043859649122807015,0.005263157894736842,0.002631578947368421,0.005263157894736842,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.005263157894736842,0.0008771929824561404,0.0035087719298245615,0.0061403508771929825,0.0008771929824561404,0.0008771929824561404,0.0035087719298245615,0.0035087719298245615,0.0043859649122807015,0.0017543859649122807,0.011403508771929825,0.0017543859649122807,0.0008771929824561404,0.0061403508771929825,0.0035087719298245615,0.0017543859649122807,0.0008771929824561404,0.0017543859649122807,0.0061403508771929825,0.005263157894736842,0.0043859649122807015,0.0043859649122807015,0.0061403508771929825,0.002631578947368421,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.002631578947368421,0.0043859649122807015,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0035087719298245615,0.0008771929824561404,0.002631578947368421,0.0043859649122807015,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.005263157894736842,0.005263157894736842,0.002631578947368421,0.002631578947368421,0.0017543859649122807,0.002631578947368421,0.0008771929824561404,0.0008771929824561404,0.002631578947368421,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.002631578947368421,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0035087719298245615,0.0008771929824561404,0.0017543859649122807,0.0035087719298245615,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.007017543859649123,0.0008771929824561404,0.0017543859649122807,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0017543859649122807,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0035087719298245615,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0035087719298245615,0.0017543859649122807,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0008771929824561404,0.0017543859649122807,0.0017543859649122807,0.0008771929824561404,0.0008771929824561404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
