,10대,20대,30대,40대,50대,60대 이상,표준편차
고,0.0,0.0,0.0,8.165264962848044e-05,0.0,0.00016923337282112033,7.045063088101733e-05
이야,0.00017283097131005876,0.0,7.833920877399138e-05,0.00016330529925696088,0.00015577537191370044,0.00016923337282112033,6.991796870019954e-05
이라도,0.0,9.354536950420954e-05,0.0,0.0,7.788768595685022e-05,0.00016923337282112033,6.944766810970886e-05
께,8.641548565502938e-05,0.00018709073900841907,0.0,0.00016330529925696088,7.788768595685022e-05,8.461668641056016e-05,6.708564605743975e-05
이든,0.0,0.0,7.833920877399138e-05,0.0,0.00015577537191370044,0.0,6.521971886542353e-05
조차,8.641548565502938e-05,9.354536950420954e-05,0.00023501762632197415,8.165264962848044e-05,7.788768595685022e-05,0.00016923337282112033,6.423501375892963e-05
더러,0.0,9.354536950420954e-05,0.0,8.165264962848044e-05,0.0,0.0,4.53919971559468e-05
라도,8.641548565502938e-05,0.0,7.833920877399138e-05,0.0,7.788768595685022e-05,0.0,4.4404065781162205e-05
란,8.641548565502938e-05,0.0,7.833920877399138e-05,0.0,0.0,0.0,4.2616075768649235e-05
던지,8.641548565502938e-05,0.0,0.0,0.0,0.0,0.0,3.527897428827022e-05
치고,8.641548565502938e-05,0.0,0.0,0.0,0.0,0.0,3.527897428827022e-05
던가,8.641548565502938e-05,0.0,0.0,0.0,0.0,0.0,3.527897428827022e-05
이고,0.0,0.0,0.0,0.0,0.0,8.461668641056016e-05,3.454461757182798e-05
래도,0.0,0.0,0.0,0.0,0.0,8.461668641056016e-05,3.454461757182798e-05
마는,0.0,0.0,0.0,0.0,0.0,8.461668641056016e-05,3.454461757182798e-05
보담,0.0,0.0,0.0,0.0,0.0,8.461668641056016e-05,3.454461757182798e-05
뿐이,0.0,0.0,0.0,0.0,0.0,8.461668641056016e-05,3.454461757182798e-05
따라,0.0,0.0,0.0,0.0,0.0,8.461668641056016e-05,3.454461757182798e-05
이란,0.0,0.0,0.0,8.165264962848044e-05,0.0,0.0,3.3334554622671916e-05
으,0.0,0.0,0.0,8.165264962848044e-05,0.0,0.0,3.3334554622671916e-05
두,0.0,0.0,0.0,8.165264962848044e-05,0.0,0.0,3.3334554622671916e-05
루,0.0,0.0,0.0,8.165264962848044e-05,0.0,0.0,3.3334554622671916e-05
이라고,0.0,0.0,0.0,8.165264962848044e-05,0.0,0.0,3.3334554622671916e-05
라던지,0.0,0.0,7.833920877399138e-05,0.0,0.0,0.0,3.1981848058273635e-05
이라던지,0.0,0.0,7.833920877399138e-05,0.0,0.0,0.0,3.1981848058273635e-05
예,0.0,0.0,7.833920877399138e-05,0.0,0.0,0.0,3.1981848058273635e-05
이라던가,0.0,0.0,7.833920877399138e-05,0.0,0.0,0.0,3.1981848058273635e-05
이요,0.0,0.0,0.0,0.0,7.788768595685022e-05,0.0,3.179751464007033e-05
야말로,0.0,0.0,0.0,0.0,7.788768595685022e-05,0.0,3.179751464007033e-05
