,10대,20대,30대,40대,50대,60대 이상,표준편차
ᆫ다거나,0.00035425400011808466,0.0005670720181463046,0.00010702054794520547,0.0003823256322027418,0.00020786779608169206,0.0,0.00020556747088858356
는가,5.904233335301411e-05,6.300800201625606e-05,5.351027397260274e-05,0.0,5.1966949020423014e-05,0.0005357142857142857,0.00020145472402027562
여,0.00011808466670602822,0.0005040640161300485,0.0004280821917808219,0.00016385384237260363,5.1966949020423014e-05,5.9523809523809524e-05,0.00019571010342664283
랄지,0.0,0.0,0.0,0.0,0.0,0.0004761904761904762,0.00019440394783993477
더라도,0.0008265926669421976,0.0006300800201625606,0.0005351027397260274,0.0007646512644054836,0.0006755703372654992,0.0010714285714285715,0.0001873482722907825
라든지,0.0004723386668241129,0.0,0.0001605308219178082,0.00010923589491506909,0.00031180169412253804,0.0,0.0001859605962165484
자면,0.0004132963334710988,0.0001890240060487682,0.0003210616438356164,0.0,5.1966949020423014e-05,0.0004166666666666667,0.00018054636533095872
ᆯ수록,0.0004132963334710988,0.0,0.0001605308219178082,5.461794745753454e-05,0.00015590084706126902,0.0004166666666666667,0.00017724451581236302
을지,0.000531381000177127,6.300800201625606e-05,0.0003210616438356164,0.00021847178983013817,0.00020786779608169206,5.9523809523809524e-05,0.00017698486291682115
냐,0.00017712700005904233,0.0003150400100812803,0.00021404109589041095,0.00032770768474520726,0.0004157355921633841,0.0006547619047619047,0.000171631457732116
다면,0.0005904233335301411,0.0003780480120975364,0.0006421232876712328,0.0003823256322027418,0.0004157355921633841,0.00017857142857142857,0.00016680220847203775
게끔,0.0,6.300800201625606e-05,5.351027397260274e-05,0.00043694357966027634,0.00010393389804084603,0.0,0.0001652435224421228
다시피,0.000531381000177127,0.0005670720181463046,0.0002675513698630137,0.0002730897372876727,0.00015590084706126902,0.00029761904761904765,0.00016318176775412008
래,0.00011808466670602822,0.00012601600403251212,5.351027397260274e-05,5.461794745753454e-05,0.0004677025411838071,0.00011904761904761905,0.0001559753509659937
으러,5.904233335301411e-05,0.00025203200806502425,0.0003210616438356164,5.461794745753454e-05,0.00010393389804084603,0.0004166666666666667,0.00015134885667061212
ᆫ다든지,0.0,0.00025203200806502425,0.0002675513698630137,0.00016385384237260363,0.0003637686431429611,0.0,0.00014933601212975415
ᆸ시다,0.0,0.0,0.0,0.0,0.0,0.00035714285714285714,0.0001458029608799511
어라,0.00017712700005904233,6.300800201625606e-05,0.00021404109589041095,0.00016385384237260363,0.0004157355921633841,0.0004166666666666667,0.0001441022237834786
냐고,0.00023616933341205645,0.00025203200806502425,0.00048159246575342463,0.00010923589491506909,0.0004157355921633841,0.00017857142857142857,0.0001422727970804055
니까,0.00011808466670602822,6.300800201625606e-05,0.00010702054794520547,0.0003823256322027418,0.0003637686431429611,0.00029761904761904765,0.00014199860434465397
은지,0.00011808466670602822,0.00025203200806502425,0.0004280821917808219,5.461794745753454e-05,0.00010393389804084603,0.00017857142857142857,0.00013532594316765782
야,0.00035425400011808466,0.0003780480120975364,0.0001605308219178082,0.0003823256322027418,0.00020786779608169206,5.9523809523809524e-05,0.00013456191661507077
며,5.904233335301411e-05,0.00025203200806502425,0.00021404109589041095,5.461794745753454e-05,0.00031180169412253804,0.00035714285714285714,0.000127049643847395
ᆫ다든가,0.00023616933341205645,6.300800201625606e-05,0.0001605308219178082,0.0,0.0,0.00029761904761904765,0.00012530160048745793
ᆫ다기,0.0,0.0003150400100812803,0.0,0.00010923589491506909,5.1966949020423014e-05,0.0,0.0001233548078890539
어다,0.0,0.00012601600403251212,5.351027397260274e-05,0.00032770768474520726,0.00020786779608169206,0.0002380952380952381,0.00012215016978591714
느라,0.00029521166676507054,6.300800201625606e-05,0.0002675513698630137,0.00010923589491506909,5.1966949020423014e-05,0.0,0.0001217500728917986
더라고,0.0004132963334710988,0.0001890240060487682,0.00021404109589041095,0.0004915615271178109,0.00031180169412253804,0.0004166666666666667,0.0001213864877852642
거든,0.00029521166676507054,6.300800201625606e-05,0.0002675513698630137,0.0002730897372876727,5.1966949020423014e-05,5.9523809523809524e-05,0.0001211530330840717
는데요,0.0,0.0003150400100812803,0.0,5.461794745753454e-05,5.1966949020423014e-05,5.9523809523809524e-05,0.00011823109686469492
도록,0.00017712700005904233,0.00025203200806502425,0.00021404109589041095,0.00021847178983013817,5.1966949020423014e-05,0.0004166666666666667,0.00011815004954770346
기에,0.00017712700005904233,6.300800201625606e-05,0.0001605308219178082,0.00021847178983013817,0.0003637686431429611,0.00035714285714285714,0.00011784234522729178
던데,5.904233335301411e-05,0.0001890240060487682,5.351027397260274e-05,0.00021847178983013817,0.0003637686431429611,0.00011904761904761905,0.00011720612854966771
ᆯ게,0.00035425400011808466,0.00025203200806502425,0.0004280821917808219,0.00021847178983013817,0.00010393389804084603,0.0002380952380952381,0.00011274513291945998
으니까,0.00023616933341205645,0.0001890240060487682,0.00048159246575342463,0.0002730897372876727,0.00020786779608169206,0.0002380952380952381,0.00010710292875357687
라기,0.00023616933341205645,0.0003150400100812803,0.00021404109589041095,0.00010923589491506909,5.1966949020423014e-05,5.9523809523809524e-05,0.00010676211239918889
자는,5.904233335301411e-05,0.0,0.00010702054794520547,0.00010923589491506909,0.00031180169412253804,0.00011904761904761905,0.00010503045931230281
으고,5.904233335301411e-05,0.0,0.0002675513698630137,0.0,0.00010393389804084603,0.00011904761904761905,9.970506801972868e-05
려,0.00023616933341205645,0.00012601600403251212,0.0,0.00021847178983013817,0.00025983474510211506,0.0002380952380952381,9.969719650491605e-05
ᆸ니까,0.0,0.00025203200806502425,0.0,0.0,5.1966949020423014e-05,5.9523809523809524e-05,9.771282461662687e-05
고자,0.00017712700005904233,0.0,0.00010702054794520547,5.461794745753454e-05,0.0,0.0002380952380952381,9.699324729126198e-05
다라고,0.00011808466670602822,0.00025203200806502425,0.0001605308219178082,0.00010923589491506909,0.0,0.0,9.687616285627123e-05
라,5.904233335301411e-05,0.00025203200806502425,0.0001605308219178082,0.00032770768474520726,0.00015590084706126902,0.00011904761904761905,9.623559580343037e-05
래도,5.904233335301411e-05,0.0,0.0,0.0,0.0,0.0002380952380952381,9.535220690021009e-05
을까요,5.904233335301411e-05,0.0001890240060487682,0.00021404109589041095,0.00016385384237260363,0.0,0.0002380952380952381,9.395191292690835e-05
자고,0.00023616933341205645,6.300800201625606e-05,0.0002675513698630137,0.00010923589491506909,0.00020786779608169206,0.00029761904761904765,9.209818425752662e-05
느라고,0.0,6.300800201625606e-05,0.0002675513698630137,0.00010923589491506909,5.1966949020423014e-05,0.00011904761904761905,9.184517577842449e-05
길래,0.00035425400011808466,0.0001890240060487682,0.00021404109589041095,0.00010923589491506909,0.00010393389804084603,0.00017857142857142857,9.122000729540069e-05
가,0.0,0.0,5.351027397260274e-05,5.461794745753454e-05,5.1966949020423014e-05,0.0002380952380952381,8.81027153076507e-05
더래,0.0,0.0,0.0,0.0,0.00015590084706126902,0.00017857142857142857,8.665742363503483e-05
구나,0.00029521166676507054,0.00025203200806502425,0.00037457191780821916,0.0002730897372876727,0.0004677025411838071,0.0004166666666666667,8.642360604124306e-05
ᆫ대,0.00023616933341205645,0.0001890240060487682,0.00010702054794520547,0.0002730897372876727,5.1966949020423014e-05,0.0002380952380952381,8.597243021110529e-05
으라고,5.904233335301411e-05,0.0,0.0001605308219178082,5.461794745753454e-05,0.00020786779608169206,0.00017857142857142857,8.318329111673474e-05
여서,0.00023616933341205645,0.0001890240060487682,0.0001605308219178082,0.00010923589491506909,0.00015590084706126902,0.0,8.105925701025298e-05
라든가,0.00029521166676507054,0.00012601600403251212,0.00010702054794520547,0.00021847178983013817,0.00020786779608169206,0.00029761904761904765,8.082375901587888e-05
구,5.904233335301411e-05,0.0,0.00010702054794520547,0.0,0.00020786779608169206,5.9523809523809524e-05,7.794575120623203e-05
느냐,5.904233335301411e-05,0.00012601600403251212,0.00010702054794520547,0.0002730897372876727,0.00020786779608169206,0.00011904761904761905,7.76442320791721e-05
지요,0.0,6.300800201625606e-05,0.0,0.0,0.00010393389804084603,0.00017857142857142857,7.31620692327545e-05
어야죠,0.0,0.0,0.0,5.461794745753454e-05,0.00010393389804084603,0.00017857142857142857,7.311786848902055e-05
답니다,0.0,0.0,0.0,0.0,0.0,0.00017857142857142857,7.290148043997555e-05
으려면,0.00017712700005904233,6.300800201625606e-05,0.0,0.0,0.00010393389804084603,0.0,7.268516991166666e-05
자마자,0.00017712700005904233,0.0001890240060487682,0.00021404109589041095,0.00010923589491506909,5.1966949020423014e-05,5.9523809523809524e-05,6.954417209795738e-05
느냐고,0.0,0.0,0.0,5.461794745753454e-05,5.1966949020423014e-05,0.00017857142857142857,6.930957238995809e-05
ᆸ시오,0.0,0.0,0.0,0.00016385384237260363,0.0,0.0,6.689305103455072e-05
군요,0.0,0.0,5.351027397260274e-05,0.00016385384237260363,5.1966949020423014e-05,0.0,6.375284214770267e-05
능,0.0,0.0,0.0,0.0,0.00015590084706126902,0.0,6.364625429463123e-05
는다면,0.0,0.0,0.0001605308219178082,0.0,5.1966949020423014e-05,5.9523809523809524e-05,6.273941202064399e-05
는다는,0.00011808466670602822,6.300800201625606e-05,0.00010702054794520547,0.00021847178983013817,5.1966949020423014e-05,5.9523809523809524e-05,6.272376997375323e-05
ᆷ,0.00023616933341205645,0.0001890240060487682,0.0001605308219178082,0.00021847178983013817,0.00015590084706126902,5.9523809523809524e-05,6.258310318162409e-05
는다,5.904233335301411e-05,6.300800201625606e-05,5.351027397260274e-05,5.461794745753454e-05,0.00020786779608169206,0.00011904761904761905,6.157631964723714e-05
라고,5.904233335301411e-05,0.00012601600403251212,0.00010702054794520547,0.00016385384237260363,0.00015590084706126902,0.0002380952380952381,6.044076180747737e-05
려고,0.00011808466670602822,0.0001890240060487682,5.351027397260274e-05,0.00016385384237260363,5.1966949020423014e-05,5.9523809523809524e-05,6.0366994000637975e-05
려는,0.00017712700005904233,6.300800201625606e-05,0.00010702054794520547,5.461794745753454e-05,0.0,5.9523809523809524e-05,5.9762390615943584e-05
다기,0.00017712700005904233,6.300800201625606e-05,0.00010702054794520547,0.00010923589491506909,0.00010393389804084603,0.0,5.865952787639748e-05
으려,0.0,0.0,0.00010702054794520547,0.0,0.0,0.00011904761904761905,5.8494325529034216e-05
든가,0.00011808466670602822,0.0,5.351027397260274e-05,0.00016385384237260363,5.1966949020423014e-05,5.9523809523809524e-05,5.7630851070851104e-05
려니까,0.0,0.0,0.0,0.00010923589491506909,5.1966949020423014e-05,0.00011904761904761905,5.606304747737663e-05
건,0.0,6.300800201625606e-05,5.351027397260274e-05,0.00010923589491506909,0.00015590084706126902,0.00011904761904761905,5.560466360536644e-05
으니깐,0.00029521166676507054,0.0001890240060487682,0.0001605308219178082,0.00016385384237260363,0.00015590084706126902,0.0002380952380952381,5.557865808440149e-05
ᆯ래,0.00011808466670602822,6.300800201625606e-05,0.00010702054794520547,5.461794745753454e-05,0.00015590084706126902,0.0,5.51663092486593e-05
다거나,0.00011808466670602822,0.0,0.00010702054794520547,0.00010923589491506909,5.1966949020423014e-05,0.0,5.506016957313552e-05
으,0.0,6.300800201625606e-05,0.0001605308219178082,5.461794745753454e-05,0.00010393389804084603,5.9523809523809524e-05,5.3971698163116284e-05
니까는,0.0,0.0,0.00010702054794520547,0.00010923589491506909,0.0,5.9523809523809524e-05,5.3391330856441376e-05
자니,5.904233335301411e-05,0.0,0.0001605308219178082,5.461794745753454e-05,5.1966949020423014e-05,5.9523809523809524e-05,5.2328118832585635e-05
었었었,0.0,0.00012601600403251212,5.351027397260274e-05,0.0,0.0,0.0,5.17141539823483e-05
더냐,0.0,0.00012601600403251212,0.0,0.0,0.0,0.0,5.144581821736034e-05
은가,0.0,6.300800201625606e-05,0.0,0.00010923589491506909,5.1966949020423014e-05,0.00011904761904761905,5.1259456652903606e-05
ᆫ들,0.0,0.0,0.00010702054794520547,5.461794745753454e-05,5.1966949020423014e-05,0.00011904761904761905,5.072752143024851e-05
다라는,0.0,6.300800201625606e-05,5.351027397260274e-05,5.461794745753454e-05,0.00015590084706126902,5.9523809523809524e-05,5.051682942553136e-05
더래요,0.0,0.0,0.0,5.461794745753454e-05,0.0,0.00011904761904761905,4.925207465096615e-05
리,0.00011808466670602822,0.0,0.0,0.0,5.1966949020423014e-05,0.0,4.86311840277455e-05
는구나,0.00017712700005904233,6.300800201625606e-05,0.0001605308219178082,0.00010923589491506909,0.00010393389804084603,5.9523809523809524e-05,4.862741514219034e-05
래요,0.0,0.0,0.0,0.0,0.0,0.00011904761904761905,4.860098695998369e-05
라던가,0.00011808466670602822,6.300800201625606e-05,0.0,0.0,0.0,5.9523809523809524e-05,4.859567702746593e-05
데,0.0,6.300800201625606e-05,0.0,5.461794745753454e-05,0.0,0.00011904761904761905,4.8558695268067414e-05
려면은,0.00011808466670602822,0.0,5.351027397260274e-05,5.461794745753454e-05,0.0,0.0,4.74589218651665e-05
기로,0.00011808466670602822,0.0,5.351027397260274e-05,0.0,5.1966949020423014e-05,0.0,4.7281952796430394e-05
다는데,0.00011808466670602822,0.0,5.351027397260274e-05,0.0,5.1966949020423014e-05,0.0,4.7281952796430394e-05
요,0.0,0.00012601600403251212,5.351027397260274e-05,5.461794745753454e-05,0.0,5.9523809523809524e-05,4.668211859412096e-05
라니까,0.0,0.0,0.0,0.00010923589491506909,0.0,5.9523809523809524e-05,4.6322618660304234e-05
느니,0.0,0.0,0.0,0.00010923589491506909,0.0,5.9523809523809524e-05,4.6322618660304234e-05
도,0.0,0.0,0.00010702054794520547,0.0,0.0,5.9523809523809524e-05,4.5549191903386405e-05
음,5.904233335301411e-05,0.00012601600403251212,0.00010702054794520547,0.00016385384237260363,5.1966949020423014e-05,5.9523809523809524e-05,4.527601714523037e-05
란다,0.0,0.0,0.00010702054794520547,5.461794745753454e-05,0.0,0.0,4.490438137707521e-05
냐면은,0.0,0.0,0.00010702054794520547,5.461794745753454e-05,0.0,0.0,4.490438137707521e-05
ᆫ다지만,0.0,0.0,0.0,0.00010923589491506909,0.0,0.0,4.459536735636714e-05
ᆫ다니까,5.904233335301411e-05,0.0,5.351027397260274e-05,0.0,5.1966949020423014e-05,0.00011904761904761905,4.431821772815337e-05
다니까,0.0,6.300800201625606e-05,0.0,0.0,0.00010393389804084603,5.9523809523809524e-05,4.419855452600525e-05
으나,0.0,6.300800201625606e-05,0.0,0.0,0.00010393389804084603,5.9523809523809524e-05,4.419855452600525e-05
구먼,5.904233335301411e-05,6.300800201625606e-05,0.0,0.0,0.00010393389804084603,0.0,4.415151560136444e-05
려나,0.0,0.0,5.351027397260274e-05,5.461794745753454e-05,5.1966949020423014e-05,0.00011904761904761905,4.411935215985039e-05
을게,0.0,0.0,0.00010702054794520547,0.0,0.0,0.0,4.3690955743136024e-05
자면은,0.0,0.0,0.00010702054794520547,0.0,0.0,0.0,4.3690955743136024e-05
으려는,0.0,0.0,0.00010702054794520547,0.0,0.0,0.0,4.3690955743136024e-05
더구먼,0.0,0.0,0.0,5.461794745753454e-05,0.00010393389804084603,5.9523809523809524e-05,4.336425723513055e-05
되,0.0,0.0,5.351027397260274e-05,5.461794745753454e-05,0.00010393389804084603,0.0,4.2787072069277475e-05
어다가,0.0,6.300800201625606e-05,5.351027397260274e-05,0.00010923589491506909,0.0,5.9523809523809524e-05,4.182105057823923e-05
ᆯ걸,0.0,6.300800201625606e-05,0.0,5.461794745753454e-05,0.00010393389804084603,5.9523809523809524e-05,4.0324840621454324e-05
