화자ID,연령대,VV_아,ECS_아,NNG_요즘,NNG_잠,VV_자,ECS_다,VV_보,ECE_면,NNG_은,NNG_새벽,NR_12,NNM_시,NNG_쯤,VV_넘,ECD_으면,NNG_집,NNG_밑,VV_싸우,ETD_는,NNG_소리,JKS_가,VV_들리,NNB_거,JX_야,NP_이것,JKS_이,NNG_집이,NR_30,NNM_년,VV_되,ECD_니까,NNG_층,NNG_간,NNG_소음,VV_있,VV_건지,NNG_부분,NNG_불편,EFN_라고,NP_당신,JX_은,NP_뭐,VV_듣,ETD_은,NNB_적,VA_없,ECD_어,VV_그리하,ECD_여,NNG_밤,ECD_라서,VV_그러,ETD_ㄴ,NNG_생각,EFQ_나,NNG_공사,JKO_를,NP_어디,VV_하,ECS_는지,VV_모르,ECD_는데,NNG_드릴,JKO_을,NR_1,NNM_번,VV_그,ECD_게,NNG_전체적,VV_울리,NNG_정신,JX_도,ECE_고,VV_갖,NP_나,JX_는,VV_짓,NNB_지,VV_오래되,ECS_어,VA_많,NNG_건,ETD_라는,EFN_거든,VA_그,ECE_ㄴ데,NNB_데,VA_그렇,ECD_지,VXV_않,EFN_다,ECD_여도,NNG_특별,VA_시끄럽,VV_걸,ECD_니깐,NNG_고,VA_크,NNG_문제,ETD_ㄹ,NNG_때,NNG_짜증,VV_나,EFN_더라,NNG_한번,JKO_한테,NNG_얘기,NNG_한,ECD_어야,EFN_네,NNM_우리,NNG_처음,NP_저기,NNG_전역,NNG_아파트,VV_사,NP_거기,VV_차,NNG_세대,NNG_수가,JX_만,NNG_애,VV_뛰,ECS_고,NNG_그때,VV_오,NNG_아들,VV_어리,ETD_을,VV_어,VA_어리,ECD_으니까,NNG_할아버지,VV_올라오,VV_지르,NNG_막,EFN_라,NNG_지금,VV_줄어들,VA_같,ETD_다는,VV_들,ECD_여서,NNB_치,NNG_나중,NNG_아저씨,NNG_이사,VV_갈,NNG_사람,NNG_애기,VA_똑같,NNG_일,VV_저,VV_벌어지,NNB_때문,NNG_점,NP_여기,VA_낫,NNG_다행,NP_우리,NR_10,VV_살,VA_다르,NNB_쪽,NNG_가야,NNB_땜,NNG_좀,NNG_가지,VV_말,NNB_만,VV_가,ECD_더라도,NNG_만약,ECS_ㄴ다,NNG_근처,ECD_여야,VA_작,ECD_아서,NNG_생활,NNG_용품,NNG_건조기,JX_나,VV_놓,ETN_기,NNG_세,NNG_식기세척기,NNG_경우,VA_어렵,EFN_잖아,ECD_니,NNB_것,VA_어떻,EFQ_ㄴ가,VV_들어서,NNG_당시,NNG_상태,NNG_필요,NNG_빨래,NNG_방,VV_다그,NP_저,JKG_의,NNG_습기,VV_튿,NNG_건조,NNG_게,VA_좋,ECD_ㄴ데,NP_고거,NNG_건조대,VV_돌리,VV_들어가,VV_대하,ECD_어서,EFQ_자고,NNG_산,NNG_마한,EFN_다고,VA_고렇,VA_길,VV_지나가,ECD_다가,VV_치이,NP_내,NNG_생,NNG_내가,VV_쓰,NP_그,VV_알,NNG_전기,ECD_라,NNG_가스,VXV_있,VV_옮기,NNG_설치,VXV_놓,NNG_돈,VA_괜찮,NNG_빌트인,NNG_옆,NNG_가전제품,NNG_하나,NNG_사용,NNB_수,NNG_도움,ECD_은데,VV_까,NNG_전세,NNG_가전,NNG_둘,VV_일하,VA_바쁘,VV_드,NNG_도,ECD_아,NNG_새,JX_뿐,NNG_벽지,VV_바꾸,EFQ_을까,NNG_소,VXA_싶,VV_그리,NNG_제안,VA_싫,VV_어쩌,VV_느,NNG_바깥,NNG_자동차,NNG_충전기,VV_만들,EFN_ㄴ다,NNG_정도,NNG_세대수,NNG_전,NNG_기차,NNG_놀이터,VV_믿,NNG_충전,VV_놀,NNG_환경,NNG_꼬맹이,NNG_공,NNG_공간,VA_아쉽,JKS_는,NNG_안건,NNG_주민,NNG_투표,NNG_결국,JX_라고,NNG_다,NNG_동의,NNG_말,NNG_커뮤니티,NNG_장소,NNG_어르신,VV_앉,VXA_계시,VA_쪼끄맣,NNG_노인정,JX_이나,NNG_노인,NNG_어른,NNG_아기,VV_쉬,VXV_주,NNG_활용도,VA_높,NNG_당,VXV_보,NNG_시설,NNG_부족,NNG_주위,NNG_차도,VV_다니,NNG_나무,ECD_기에,VV_좋,NNG_주말,VV_눕,NNG_살기,NNG_곳,NNG_부동산,NNG_사이트,ECD_서,NNG_점수,VV_매기,NNG_이제,NNG_입지,NNG_여건,NR_80,NNM_점,NR_85,VA_가깝,NNG_초등학교,NNG_중학교,NNG_고등학교,VV_키우,NNG_회사,VV_가깝,NNG_위치,NNG_자리,NNG_음,NNG_계속,VA_이렇,VV_아니,NNG_나이,NNG_전원주택,NNG_단독,NNG_주택,NNG_거로,ECS_ㄴ지,NNG_혼자,ECE_려면,NNG_제일,VA_편하,NNG_삼도,NNG_실버,NNG_타운,NNG_방안,NNG_가족,NNG_친척,NNG_가정,VV_지내,ECD_려,ECD_아야,ECD_러,VV_만나,NNG_런,NNG_여자,NNG_남자,VV_울,JKS_라서,NNG_위,NNG_아래,NNG_시간,VV_쫓아가,NNM_건,EFN_야,NNG_준수,NNG_겉,NNG_디자인,VA_예쁘,NNG_위아래,NNG_벽,NNG_자체,VA_얇,VV_붙,EFN_어,VV_도,VA_두껍,NNB_편,EFN_지,NNG_언니,ETD_ㄴ다는,NNG_나라,NNG_현대,VV_싸,NNG_지은,VV_있었,NR_1000,NNG_거지,ETD_단,NNG_가게,NNG_학교,JX_부터,NNG_졸업,EFN_든가,VV_커,EFN_야지,NNG_중간,NNG_전학,NNG_적응,VA_힘들,NNG_안정,ECE_ㄴ다고,NNG_당분,NNG_간은,NNG_식,NNG_세기,VV_노,JKS_은,NNG_장마철,VV_기르,NNG_돌리기,NNG_전기세,NNG_열풍,NNG_감당,ECD_려고,NNG_부피,NNG_드럼,NNG_세탁기,NNB_뿐,ECE_지만,ECE_나,ECD_던데,NNG_원래,VV_넣,NNG_이유,VV_밀리,VV_위하,NNG_목적,NNG_이불,NNG_침대,VV_빨,JX_이라고,NNG_베란다,NNG_형태,NNG_효율,VV_떨어지,NNG_아이,NNG_설거지,VA_귀찮,NNG_친구,NNB_중,NNG_싱크대,NNG_저녁,NNG_자기도,NNG_밥,NNG_그릇,VV_깨끗하,EFN_데,NNG_야,NNG_장판,VA_빠르,NNG_짐,VV_빼,NP_너,NNG_바람,NP_그거,VV_가지,NNG_단지,NNG_법,NNG_철제,NNG_구조물,VV_녹슬,ECE_건,NNG_정비,NNG_땅,NNG_이상,VA_세모나,VV_생기,NNG_쓸모,NNG_유용,NNG_면,NNG_복지,NNG_무더위,NNG_쉼터,JX_라든지,NNG_정자,NNG_여,NNB_터,NNG_다수,NNG_저번,NNG_청,NNG_라,NNG_온,NNG_오빠,NNG_집들이,VA_넓,NNG_컨테이너,NNG_박스,ECD_더니,NNG_의자,NNG_에어컨,VV_나오,NNG_반려,NNG_견,NNG_주면,NNG_앞,NNG_어린이,NNG_엄마,NNG_안,NNG_아이디어,NNG_불고,NNG_반면,NNG_매미,VV_적,NNG_교통,NNG_장단점,NNM_퍼센트,NNG_만족,NNG_지하철,VV_걸어가,NNG_마을,NNG_버스,VV_닿,NR_2,NNG_차선,NNG_도로,NNG_위험,NNG_서울,NNG_끝,NNG_쪽,ECD_어도,ECS_지,NNG_변,NNG_산책,NNG_메리트,NNG_관심,NNG_마음,NNG_관리,NNG_비도,NNG_내야,NNG_관리비,NNG_부담,NNG_빌라,NNG_무엇,VV_잘되,NNG_병원,NNG_조리사,NNG_삼시,NR_3,NNG_끼,VV_먹이,NNG_주고,NNG_노후
SD2401117,40대,0.0008726003490401396,0.006980802792321117,0.0017452006980802793,0.0,0.0008726003490401396,0.002617801047120419,0.0034904013961605585,0.009598603839441536,0.0034904013961605585,0.0,0.0008726003490401396,0.0008726003490401396,0.0,0.0017452006980802793,0.002617801047120419,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.020942408376963352,0.0017452006980802793,0.02530541012216405,0.0,0.014834205933682374,0.006108202443280977,0.0008726003490401396,0.01832460732984293,0.0,0.0,0.0,0.013089005235602094,0.005235602094240838,0.005235602094240838,0.0017452006980802793,0.0017452006980802793,0.02268760907504363,0.0,0.0,0.0,0.0034904013961605585,0.0,0.004363001745200698,0.013089005235602094,0.0017452006980802793,0.011343804537521814,0.0008726003490401396,0.006108202443280977,0.010471204188481676,0.005235602094240838,0.0008726003490401396,0.0,0.0008726003490401396,0.011343804537521814,0.017452006980802792,0.005235602094240838,0.0017452006980802793,0.0,0.014834205933682374,0.0008726003490401396,0.011343804537521814,0.002617801047120419,0.0008726003490401396,0.005235602094240838,0.0,0.004363001745200698,0.002617801047120419,0.0,0.0017452006980802793,0.013961605584642234,0.0,0.0,0.0,0.029668411867364748,0.04101221640488656,0.0,0.008726003490401396,0.02356020942408377,0.0008726003490401396,0.0,0.0008726003490401396,0.013089005235602094,0.006980802792321117,0.0,0.0,0.0017452006980802793,0.0017452006980802793,0.005235602094240838,0.007853403141361256,0.004363001745200698,0.006108202443280977,0.002617801047120419,0.0008726003490401396,0.002617801047120419,0.0,0.002617801047120419,0.0,0.0,0.0008726003490401396,0.0017452006980802793,0.0,0.006108202443280977,0.002617801047120419,0.0,0.002617801047120419,0.0,0.0,0.0008726003490401396,0.0008726003490401396,0.0,0.002617801047120419,0.0,0.0,0.0,0.0008726003490401396,0.0,0.010471204188481676,0.0008726003490401396,0.0034904013961605585,0.0,0.0017452006980802793,0.0,0.0034904013961605585,0.004363001745200698,0.0034904013961605585,0.0,0.0,0.0017452006980802793,0.0008726003490401396,0.0,0.005235602094240838,0.0017452006980802793,0.0,0.002617801047120419,0.0,0.0,0.0008726003490401396,0.0,0.0008726003490401396,0.0,0.0,0.007853403141361256,0.0,0.0017452006980802793,0.0,0.0,0.0,0.0,0.005235602094240838,0.0017452006980802793,0.002617801047120419,0.0,0.0,0.0,0.0008726003490401396,0.0,0.0008726003490401396,0.0,0.0,0.0008726003490401396,0.0,0.004363001745200698,0.0008726003490401396,0.0034904013961605585,0.0,0.0,0.0,0.0017452006980802793,0.0,0.0,0.0,0.0,0.002617801047120419,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0008726003490401396,0.0,0.004363001745200698,0.0017452006980802793,0.002617801047120419,0.009598603839441536,0.0,0.002617801047120419,0.0,0.0,0.0008726003490401396,0.0034904013961605585,0.012216404886561954,0.002617801047120419,0.0,0.0,0.0,0.0,0.002617801047120419,0.0017452006980802793,0.005235602094240838,0.0017452006980802793,0.0008726003490401396,0.002617801047120419,0.002617801047120419,0.0,0.0008726003490401396,0.0008726003490401396,0.010471204188481676,0.0017452006980802793,0.0,0.0,0.0008726003490401396,0.0017452006980802793,0.0,0.007853403141361256,0.0,0.0008726003490401396,0.0,0.0008726003490401396,0.0,0.0008726003490401396,0.0,0.0017452006980802793,0.0,0.0008726003490401396,0.0,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.002617801047120419,0.0017452006980802793,0.0,0.0,0.0017452006980802793,0.0,0.0,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0,0.0,0.0,0.004363001745200698,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0,0.0008726003490401396,0.0,0.0008726003490401396,0.0,0.0,0.0,0.0017452006980802793,0.0,0.0,0.002617801047120419,0.0034904013961605585,0.0008726003490401396,0.0,0.002617801047120419,0.002617801047120419,0.0,0.0,0.0,0.0,0.0,0.0008726003490401396,0.0,0.002617801047120419,0.0,0.004363001745200698,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793,0.004363001745200698,0.0,0.0008726003490401396,0.0008726003490401396,0.0,0.0,0.0,0.002617801047120419,0.0,0.0034904013961605585,0.0,0.0008726003490401396,0.0,0.0,0.0008726003490401396,0.0008726003490401396,0.0,0.004363001745200698,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0017452006980802793,0.0,0.0,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0,0.0,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0,0.0017452006980802793,0.0,0.0,0.0008726003490401396,0.0,0.0008726003490401396,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0,0.0,0.0008726003490401396,0.0017452006980802793,0.0,0.0008726003490401396,0.0,0.0017452006980802793,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0,0.0008726003490401396,0.0008726003490401396,0.0,0.0,0.0,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.004363001745200698,0.0008726003490401396,0.0017452006980802793,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0034904013961605585,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.005235602094240838,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0034904013961605585,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0034904013961605585,0.002617801047120419,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.002617801047120419,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0017452006980802793,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396,0.0008726003490401396
SD2401118,40대,0.0035460992907801418,0.007801418439716312,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.002127659574468085,0.010638297872340425,0.009219858156028368,0.0070921985815602835,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.00425531914893617,0.0028368794326241137,0.0014184397163120568,0.0007092198581560284,0.016312056737588652,0.002127659574468085,0.007801418439716312,0.0007092198581560284,0.018439716312056736,0.005673758865248227,0.0028368794326241137,0.028368794326241134,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.007801418439716312,0.01276595744680851,0.0028368794326241137,0.0028368794326241137,0.0035460992907801418,0.01347517730496454,0.0007092198581560284,0.009219858156028368,0.004964539007092199,0.004964539007092199,0.0070921985815602835,0.0070921985815602835,0.03546099290780142,0.0035460992907801418,0.012056737588652482,0.0014184397163120568,0.00425531914893617,0.006382978723404255,0.01702127659574468,0.00425531914893617,0.0007092198581560284,0.0007092198581560284,0.007801418439716312,0.032624113475177303,0.01276595744680851,0.0014184397163120568,0.0014184397163120568,0.01347517730496454,0.0007092198581560284,0.018439716312056736,0.0014184397163120568,0.0007092198581560284,0.006382978723404255,0.0007092198581560284,0.0014184397163120568,0.0014184397163120568,0.0014184397163120568,0.0028368794326241137,0.01276595744680851,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.023404255319148935,0.03404255319148936,0.005673758865248227,0.00425531914893617,0.01276595744680851,0.0007092198581560284,0.0007092198581560284,0.002127659574468085,0.01702127659574468,0.002127659574468085,0.0007092198581560284,0.0007092198581560284,0.0028368794326241137,0.0014184397163120568,0.002127659574468085,0.006382978723404255,0.004964539007092199,0.005673758865248227,0.0035460992907801418,0.0035460992907801418,0.011347517730496455,0.0014184397163120568,0.0007092198581560284,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.0007092198581560284,0.010638297872340425,0.0035460992907801418,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0035460992907801418,0.002127659574468085,0.010638297872340425,0.0014184397163120568,0.0007092198581560284,0.0035460992907801418,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.005673758865248227,0.0007092198581560284,0.0028368794326241137,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.002127659574468085,0.004964539007092199,0.002127659574468085,0.0007092198581560284,0.0014184397163120568,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.002127659574468085,0.00425531914893617,0.0007092198581560284,0.005673758865248227,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.002127659574468085,0.010638297872340425,0.002127659574468085,0.009219858156028368,0.0007092198581560284,0.00425531914893617,0.0014184397163120568,0.0007092198581560284,0.00425531914893617,0.0014184397163120568,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0028368794326241137,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0035460992907801418,0.0007092198581560284,0.0007092198581560284,0.005673758865248227,0.0007092198581560284,0.009929078014184398,0.002127659574468085,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.00425531914893617,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.002127659574468085,0.0035460992907801418,0.0007092198581560284,0.004964539007092199,0.002127659574468085,0.0035460992907801418,0.004964539007092199,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0014184397163120568,0.002127659574468085,0.0007092198581560284,0.010638297872340425,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0035460992907801418,0.0014184397163120568,0.002127659574468085,0.002127659574468085,0.0014184397163120568,0.002127659574468085,0.0014184397163120568,0.0007092198581560284,0.0014184397163120568,0.002127659574468085,0.005673758865248227,0.002127659574468085,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0014184397163120568,0.0035460992907801418,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0028368794326241137,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0028368794326241137,0.0028368794326241137,0.0014184397163120568,0.0028368794326241137,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0035460992907801418,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0014184397163120568,0.0035460992907801418,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.002127659574468085,0.0014184397163120568,0.002127659574468085,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0014184397163120568,0.002127659574468085,0.00425531914893617,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.002127659574468085,0.0014184397163120568,0.0014184397163120568,0.0035460992907801418,0.002127659574468085,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.002127659574468085,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.002127659574468085,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0014184397163120568,0.002127659574468085,0.002127659574468085,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.002127659574468085,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0014184397163120568,0.0007092198581560284,0.0007092198581560284,0.0007092198581560284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
