화자ID,연령대,NP_저희,NR_1,NNG_달,NNG_전,NNG_시,NNG_모노,NNG_키,VV_가,ETD_ㄴ,NNB_거,NNG_기억,NNG_그때,NNG_배,ECS_아,VV_가지,ECE_고,NNG_언니,NNG_처음,NNG_국내,JX_도,VV_아니,NNG_해외,VV_갈,ECD_니까,VA_재밌,EFN_라고요,NNG_티,JX_이,NNG_요새,NNG_이상,ECD_게,VV_되,ECD_어서,JX_는,VV_싸,ECD_는데,VA_안타깝,ETN_기,VV_하,VV_그리하,EFN_어요,NNG_언,VV_니,NNG_여행,VXA_싶,ETD_은,NNB_데,VV_있,NP_저,VV_보,ETD_ㄹ,NNG_돈,NNG_블라,NNG_디,NNG_보스,NNG_토크,NNG_대,JX_만,NNG_이랑,NNG_동유럽,NNB_쪽,EFN_거든요,VV_아,VV_상하,ECD_어도,VA_짧,ECD_아서,JKS_는,NNG_이번,NR_10,NNM_월,JX_까지,VV_일하,NNG_친구,NNG_베트남,JKS_이,NNG_옆,NNG_태국,NR_5,NNM_박,NR_7,NNM_일,NNG_예정,VA_길,NNG_해,EFN_요,VV_절,ETD_는,NNG_사실,JKS_가,VV_남,VV_저,EFO_렴,NNG_여름,VA_덥,NNG_비,VV_오,NP_뭐,VV_타,NNG_택시비,NNB_나름,NNG_유럽,ECD_라고,NNG_생각,NNG_비행기,VA_좋,NNG_언어,NNG_못,NNG_기본적,NNG_영어,ECE_면,NNG_폰,NNG_번역,VA_괜찮,VV_알,ECD_니,NNG_제스처,JKO_를,NNG_완벽,NNB_것,VA_같,EFN_아요,NNG_해진,NNG_욕실,VV_쓰,NNG_때,VV_치,NNG_구들,VA_그렇,ECD_ㄴ지,EFN_네,VV_이러,VV_듣,VV_그리,NNG_일본어,VV_없었,NNG_공부,VA_아쉽,ECD_여도,NNG_버스,NNG_일본,JKO_한테,NNG_말,JKO_을,NNG_위험,EFN_잖아요,NNG_다음,NNG_가기,VA_힘들,EFN_죠,NNG_뱃멀미,VA_없,ECD_어,VXV_가지,VV_몰르,NNG_약,VV_사,NR_만,NNM_원,NNG_어치,VV_잃어버리,VA_슬프,EFN_에요,NNG_추억,NNG_가야,EFN_다,NNG_시간,VA_아깝,NNG_환전,NNG_카드,VA_낫,NNG_펜,NNG_형식,NP_거기,NNG_숙박비,NR_2,NR_30,NNG_예,VV_비싸,NNG_편안,VV_원하,NNG_사람,NNG_조금,VV_묵,NNG_하루,NR_45,NNG_정도,NNG_금액,NNG_좀,ECS_다,VV_그러,JX_은,NNG_개인적,NNG_호텔,NNG_관리,ECS_어,NNG_주고,NNG_분,NNG_안심,NNG_느낌,NNG_앤,ECD_은데,NNG_가족,NNG_바비큐,JX_나,NNG_음식,NNG_숙소,NNG_아파트,VV_빌리,VA_친하,NNG_사이,NNG_면,VV_맞,NNG_에어,ECD_으니까,NNG_범죄,ETD_을,NNG_카메라,NNG_몰,NNG_카,NNG_설치,NNG_주의,NNG_서유럽,JX_이나,NNG_북유럽,VA_멀,NNG_표,ECD_어야,VV_가리,NP_니,VV_까,NNG_투자,NNG_약간,NR_하나,NNG_지금,NNG_계약,NNG_기간,NNG_걱정,NNG_한동안,VV_가시,NNG_동생,NNG_조카,VV_어리,ECD_지,VXV_않,EFQ_을까요,NNG_애,VV_닿,EFQ_ㄹ라고,NNG_제가,VV_봐주,VA_싫,EFN_다고,NNB_만,VV_다녀오,NNG_내년,VA_다르,NNG_해외여행,VV_자,ECD_여서,NNG_거절,VV_모르,NNG_주기,ECD_아,NNG_제부,NNG_은,NNG_쓰기,ECD_ㄴ데,NNG_어머니,NNG_안전,NNG_선물,NNG_사장님,VV_드리,NNG_반응,VA_어떻,VV_달라,ECE_고는,NNG_술,VV_주,NNM_리터,VV_짜,EFQ_리,NNG_위스키,NP_그것,EFQ_냐,NNG_소,NNM_릴,JX_라고,NNG_물건,NNG_후회,NNG_엔화,NNG_남,VV_오르,ECD_다가,VV_내리,VA_높,ECD_으면,VXV_있,VV_넘,NNG_차액,VV_노리,VXV_보,VV_떨어지,ECD_아도,NNG_한참,NNG_지진,NNG_태풍,NNG_가도,VV_걸리,NNG_겨울,VV_쉬,JKS_라서,NR_3,NNG_쯤,NNG_일,NNG_시작,NNG_실업,NNG_급여,VV_받,ECD_ㄹ까,NNG_주시,NNG_사진,VV_찍,VXV_드리,NNM_건,VV_어떠,EFQ_ㄹ까요,NNG_하대,NNG_자물쇠,VV_들,NNG_개,NNG_악,NNG_나라,NNG_카페,NNG_노트북,NNG_들,VV_놔두,NNG_안,VV_훔치,VA_그,ECE_ㄴ데,NNG_공기,NNG_기분,NNG_배경,VA_이렇,VV_해지,NNG_후유증,NNG_근처,NR_공,NNG_공원,NNG_산책,VV_어,VV_걷,VV_좋아하,NNG_티브이,NNG_조깅,VA_많,NNG_떠세,VV_살,NNG_오라,NNM_곤,EFN_더라,NNG_고요,NNG_관광지,NNG_곳,NNG_운전,NNG_주변,NNG_가면,NNG_차,NNG_엄마,NR_20,NNM_번,ECE_자,VXV_주,EFN_ㄹ게,NNG_제일,VV_보시,ECS_ㄴ가,ECD_아야,VV_낳,NNG_잠깐,NNG_어려움,VV_불르,NNG_집,NNG_밥,VV_먹,ECE_거나,JX_ㄴ,NNG_예전,ECD_려고,NNG_계획,NNG_아버지,VV_돌아가시,VV_빼,NNG_둘,NNG_최소한,EFN_어야지,NNG_물가,VV_싫어하,VV_말리,NNG_지난달,ECE_지만,JX_부터,VV_기다리,NNG_자기,NNG_전라도,VV_떠나,ECD_서,EFN_네요,NNG_도시락,VV_베,JX_를,NNG_이제,NNG_직,NNG_직장,NNG_혀,NNG_휴가,NNG_내기,VXV_말,NNG_만약,ECE_ㄴ다면,NNG_동남아,NNG_한번,NNB_씨,VV_다니,NNG_이때,NNB_중,NP_어디,NNG_외국,VV_대하,NNG_장벽,EFA_으세요,NNG_나름,ECD_라서,VV_멀,ECS_고,NNG_멀미,VV_있었,NP_그,VV_싶,NNG_멀미약,NNG_날씨,NNG_가을,NNB_수,NNG_요즘,NNG_이벤트,NNG_얼마,NNG_쿠폰,NNG_혜택,ECD_여,NNG_숙박,NNG_데는,NNG_경험,NNG_학교,NNG_중국,NNB_간,NNG_기숙사,NNG_기숙,NNG_방,NNG_불편,VV_지내보,NNG_그다음,NNG_묵,NNG_선호,NNB_편,NNG_거제,NNG_지,NNG_재작년,VV_끼리,VA_편하,VV_말,NNG_여름휴가,JX_밖에,NNG_성수기,VA_비싸,VV_말씀드리,NNG_국,JKO_과,NNG_올해,VV_태어나,VA_어리,VA_크,NNB_때,ECS_곤,NNG_서울,NNG_부산,EFN_데요,NNG_바람,VV_그,NNG_실현,ECD_ㄹ지,NNG_별,ECD_던데요,VA_맛있,VV_드시,EFN_은데요,NNG_실속,NNG_주위,NNG_회사,VV_계시,NNG_부,NNG_장님,NNG_히,VA_부럽,ECE_건,NNG_가게,NNG_치안,NNG_불안,NNG_겁,NNG_나기,NNG_이모,NNG_소매치기,VV_당하,NNG_가방,ECD_여요,NNG_우리나라,ETD_다는,VV_느끼,VV_잡,NNG_가지,VV_않,NNG_앞,NNG_온천,VV_세,NNB_텀,NNG_기회,VV_즐기,NNG_부지런,NNG_트레킹,NNG_비스름,NNG_신발,NNG_운동화,NNG_신고,EFN_여야지,NNG_추천,NNB_터,NNG_틈,VV_나,VV_보내,ECD_던데,ECD_으니깐,NNG_부담,NNG_소개,VV_생기,NNG_경우,NNG_재,NNG_작년,ECS_는지,NNG_가격,ECE_면서,VV_느,VV_바라,VV_기억나
SD2401355,40대,0.0070967741935483875,0.005806451612903226,0.0012903225806451613,0.004516129032258065,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.03225806451612903,0.023870967741935485,0.02,0.001935483870967742,0.005161290322580645,0.0006451612903225806,0.012903225806451613,0.0025806451612903226,0.036774193548387096,0.005806451612903226,0.0012903225806451613,0.001935483870967742,0.02129032258064516,0.0025806451612903226,0.0012903225806451613,0.007741935483870968,0.01096774193548387,0.0012903225806451613,0.00967741935483871,0.0006451612903225806,0.0006451612903225806,0.005161290322580645,0.0006451612903225806,0.005161290322580645,0.005806451612903226,0.0070967741935483875,0.02,0.0012903225806451613,0.014193548387096775,0.0012903225806451613,0.0064516129032258064,0.025161290322580646,0.0025806451612903226,0.012258064516129033,0.0006451612903225806,0.0006451612903225806,0.005161290322580645,0.0070967741935483875,0.01032258064516129,0.0032258064516129032,0.011612903225806452,0.008387096774193548,0.005161290322580645,0.00967741935483871,0.0025806451612903226,0.0012903225806451613,0.0012903225806451613,0.0012903225806451613,0.0012903225806451613,0.001935483870967742,0.005161290322580645,0.0012903225806451613,0.0012903225806451613,0.003870967741935484,0.00903225806451613,0.0012903225806451613,0.0006451612903225806,0.003870967741935484,0.0025806451612903226,0.00903225806451613,0.0032258064516129032,0.004516129032258065,0.0006451612903225806,0.0025806451612903226,0.0025806451612903226,0.0012903225806451613,0.0032258064516129032,0.0025806451612903226,0.016774193548387096,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0012903225806451613,0.012903225806451613,0.0006451612903225806,0.016129032258064516,0.004516129032258065,0.0032258064516129032,0.0006451612903225806,0.0006451612903225806,0.0025806451612903226,0.004516129032258065,0.003870967741935484,0.008387096774193548,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.005806451612903226,0.0025806451612903226,0.008387096774193548,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.00967741935483871,0.0012903225806451613,0.0006451612903225806,0.0070967741935483875,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0070967741935483875,0.0006451612903225806,0.016129032258064516,0.015483870967741935,0.00903225806451613,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0070967741935483875,0.0012903225806451613,0.0012903225806451613,0.003870967741935484,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0025806451612903226,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0032258064516129032,0.0012903225806451613,0.0006451612903225806,0.0012903225806451613,0.001935483870967742,0.001935483870967742,0.01870967741935484,0.001935483870967742,0.0032258064516129032,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.001935483870967742,0.0006451612903225806,0.0012903225806451613,0.001935483870967742,0.001935483870967742,0.0006451612903225806,0.0012903225806451613,0.007741935483870968,0.0025806451612903226,0.0032258064516129032,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.003870967741935484,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0025806451612903226,0.003870967741935484,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.001935483870967742,0.001935483870967742,0.0012903225806451613,0.001935483870967742,0.003870967741935484,0.008387096774193548,0.0006451612903225806,0.0025806451612903226,0.0006451612903225806,0.005806451612903226,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.0012903225806451613,0.001935483870967742,0.0025806451612903226,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.005161290322580645,0.0006451612903225806,0.0064516129032258064,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.003870967741935484,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.004516129032258065,0.001935483870967742,0.0012903225806451613,0.004516129032258065,0.0006451612903225806,0.0006451612903225806,0.0032258064516129032,0.0006451612903225806,0.0006451612903225806,0.0032258064516129032,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0032258064516129032,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0032258064516129032,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0025806451612903226,0.0012903225806451613,0.001935483870967742,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0025806451612903226,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.001935483870967742,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.001935483870967742,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0012903225806451613,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0006451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401356,40대,0.0015625,0.003125,0.0,0.0015625,0.0,0.0,0.0,0.03828125,0.0265625,0.01796875,0.0,0.0109375,0.003125,0.01171875,0.00390625,0.0375,0.0015625,0.0,0.00234375,0.025,0.00234375,0.00078125,0.009375,0.0109375,0.0015625,0.0046875,0.0,0.0,0.0,0.00078125,0.01484375,0.01328125,0.00390625,0.02421875,0.0,0.009375,0.0,0.01015625,0.01875,0.0078125,0.00859375,0.0,0.0,0.0078125,0.0078125,0.0109375,0.00859375,0.01953125,0.0109375,0.00546875,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.00078125,0.0,0.00234375,0.015625,0.00078125,0.0,0.003125,0.0,0.00390625,0.0078125,0.0,0.0,0.0,0.00078125,0.0,0.00390625,0.00234375,0.01640625,0.0,0.0,0.0,0.00078125,0.0,0.00078125,0.0,0.0,0.00078125,0.0,0.0,0.01640625,0.0,0.01171875,0.00078125,0.00390625,0.0,0.0,0.00078125,0.003125,0.00234375,0.0109375,0.0015625,0.0,0.0,0.00234375,0.0,0.00390625,0.00078125,0.01640625,0.00078125,0.0,0.0,0.0,0.0125,0.0,0.0,0.00390625,0.00078125,0.0,0.0,0.00703125,0.0,0.01640625,0.01875,0.00859375,0.0,0.0,0.00234375,0.00390625,0.0,0.0,0.003125,0.0,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.00078125,0.0,0.00390625,0.00078125,0.003125,0.00234375,0.00390625,0.01171875,0.00078125,0.0015625,0.0015625,0.00078125,0.00390625,0.0015625,0.0,0.00390625,0.003125,0.01015625,0.0,0.00078125,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0015625,0.00078125,0.00078125,0.0,0.0015625,0.0,0.0,0.00078125,0.0,0.00078125,0.0,0.003125,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0046875,0.00625,0.00078125,0.003125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0015625,0.003125,0.0046875,0.0,0.0,0.0,0.00234375,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0015625,0.00546875,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.00234375,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.00234375,0.0,0.0,0.0,0.00078125,0.0015625,0.0015625,0.0,0.0,0.00234375,0.0,0.00234375,0.0,0.00078125,0.0,0.0,0.0,0.0,0.00234375,0.00234375,0.00078125,0.00078125,0.0,0.0,0.0015625,0.0,0.0015625,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234375,0.003125,0.0,0.0,0.0,0.00390625,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.00078125,0.00078125,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.00859375,0.0,0.0,0.0,0.003125,0.00078125,0.0,0.0,0.0,0.00078125,0.0,0.00078125,0.00390625,0.0,0.0,0.0,0.0015625,0.0,0.0015625,0.0,0.0,0.0,0.0,0.00078125,0.0015625,0.0,0.0,0.0015625,0.0,0.00078125,0.0,0.00234375,0.0,0.0015625,0.0,0.00078125,0.0,0.00078125,0.0015625,0.0,0.0,0.0,0.0,0.00078125,0.0,0.00078125,0.0,0.0,0.00234375,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.00078125,0.0,0.0,0.0,0.00078125,0.00234375,0.0,0.0,0.0,0.003125,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.00546875,0.00234375,0.0015625,0.0046875,0.00078125,0.00234375,0.00078125,0.00078125,0.0015625,0.0015625,0.0015625,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.0015625,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00390625,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.0015625,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00234375,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.0015625,0.0015625,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.00078125,0.0015625,0.00078125,0.0015625,0.00078125,0.00078125,0.00078125
