10대,상대빈도_10대,누적빈도
하,0.17247199631732393,0.17247199631732393
가,0.07227251802976829,0.2447445143470922
되,0.05876937241061838,0.30351388675771057
있,0.04864201319625595,0.3521558999539665
보,0.03605953659659353,0.38821543655056
키우,0.026699401565137334,0.41491483811569735
맞,0.02562528770906859,0.4405401258247659
알,0.018720270062912384,0.4592603958876783
들,0.016878932023937393,0.47613932791161573
좋아하,0.016265152677612398,0.49240448058922814
