화자ID,연령대,NP_자기,JX_야,NP_나,NNG_이사,ECE_고,VXA_싶,ECD_어,ECD_려고,NNG_생각,JX_은,VV_어,ECS_어,NNG_때,NP_뭐,NP_어디,VV_가,ECS_ㄴ다,NNG_기,JX_는,NNG_집,JKO_을,VV_갈,EFQ_냐,VV_그,ECD_게,NNG_중요,ETD_ㄹ,NNB_거,VA_같,ECD_아,VV_아,ECS_아,NNG_역,ECE_고는,VA_멀,ECD_어도,ECE_면,VV_되,ECE_지만,VV_걸어가,ECD_서,VA_힘들,ECD_지,VXV_않,ETD_을,NNG_정도,VA_괜찮,ECD_은데,NNG_컨디션,JKS_이,ETD_ㄴ,NNG_도배,NNG_장판,VA_어떻,VXV_있,VV_그리,NNG_구조,JKS_가,NNG_정확,NNG_사각형,VV_이루어지,EFQ_는가,NNG_구들,JKG_의,NNG_배치,NNG_정석,JX_대로,ECD_라고,VV_하,VV_알,EFN_잖아,VV_그러,NNB_것,VV_드,VV_있,ECD_어야,NNG_곳,NNG_물건,VA_없,ETD_는,VV_보,NNG_은,NNG_이상,NNG_집들이,VA_많,ETD_은,NNG_집이,NNG_상태,VA_좋,NNG_그다음,NNG_구조적,ECD_으면,EFN_어,NNG_만약,NNG_자기,NNG_조건,VV_맞,VV_찾,NR_1,NNM_가지,VV_모자라,NNG_경우,NNG_예,JKO_를,VV_듣,NNM_건,NNG_만족,NNG_현실,JX_이란,NNG_게,ETN_기,NNG_계획,NNG_완벽,VV_나오,JX_까지,VV_기다리,NNB_편,EFN_야,VV_아니,NP_우리,NNG_부합,NNG_계약,NP_내,NNG_눈,NNG_남,JX_도,EFN_다고,ECS_다,VXV_싶,NR_3,NR_4,NNM_번,ECD_는데,NNG_대부분,VA_그렇,NNG_만족도,VV_그리하,ECD_여,VXV_가지,NNG_앞,NNG_건,NNG_기간,NNG_지장,ECE_ㄴ다고,VXV_나,NNG_인테리어,NNG_사실,NNG_미니멀,NNG_라이프,VV_살,NNG_맥시,VV_멀,VXV_보,NNG_불편,EFN_라고,NNG_기쁨,NNG_잠시,VA_예쁘,VV_꾸미,EFN_다,NNG_잠,VV_시,NNB_데,ETN_ㅁ,NNG_오랫동안,NNG_지속,NNG_다음,NNG_짐,VV_줄이,NNG_가면,VV_가지,NNG_모델,NNG_하우,VV_슬,EFQ_ㄴ가,NNG_아무것,VV_들,NNG_한번,NNG_요새,NNG_플랜,NNG_테리어,NNG_유행,NNG_식물,NNG_사랑,VV_좋아하,NNG_사람,ECD_라서,VV_말하,NNG_의견,NNG_별채,NNG_돈,ECD_아서,NNG_데는,NNG_생활,NNG_거주지,NNG_라,NNG_화분,NNM_개,VV_키우,NNB_수,ECE_면서,NNG_가전제품,NNG_가정,NNG_제품,VV_쓰,NNG_제일,NNG_인생,NNB_템,VV_나,ECD_아도,NNG_필수적,NNB_가지,NNG_빨래,NNG_건조기,NNG_기기,NNG_식기세척기,NNG_비데,NNG_필수,NNG_가전,NNG_포기,ECD_더라도,NNG_다라,VA_아쉽,NNB_적,NNG_음,NNG_세탁기,VV_서,VV_옮기,VXV_주,ETD_ㄴ다는,NNG_삼성,ECD_니까,NR_2,VV_합치,NNG_기술,VV_좋아지,VV_모르,NNG_지금,NNG_별,NNG_도로,NNG_사용,NNG_건조,NNG_시간,NNG_동일,JX_라고,NNG_판단,NNM_대,VV_놓,NNG_필요,ECD_으니까,NNG_하나,NNG_구매,NNG_나중,NNG_가격,NNG_면적,ECE_나,NNG_여유,NNG_공간,NNG_확보,EFN_라,NNG_장점,ECD_어서,VA_그,ECE_ㄴ데,NNG_가격대,NNG_부담,NNG_고민,VA_길,NNG_하지,NNG_아파트,NNG_빌라,NNG_단독,NNG_주택,VA_이렇,NNG_거주,NNG_형식,VV_닿,JX_만,NNB_때문,NNG_지방,ECD_ㄴ지,NNB_번,NNG_압도적,NNG_물론,NNG_관리,NNG_측면,NNG_유지,NNG_단점,NNG_내가,VV_느끼,NNG_층,NNG_간,NNG_소음,VV_생각나,ECD_ㄴ데,NNG_문제,VA_크,NNG_발생,VV_찾아가,VV_거슬리,NNG_편의점,NNG_주변,NNG_헬스장,NNG_영화관,NNG_마트,VV_말,NNG_나도,VA_새롭,VA_젊,VXA_만하,VV_들어오,EFQ_나,VV_싶,NNG_집안일,NNG_요리,VV_잘하,NNG_화장실,NNG_청소,NNG_가사,NNG_노동,NNG_부부,NNG_분담,NNB_대,NR_몇,EFQ_을까,NNG_누,NNG_소득원,NNG_공하,NNG_분배,VV_달라지,NR_5,NNB_야,JX_나,VA_상관없,VV_꾸,NNG_팁,VV_보이,NNB_바,NNG_거,NNG_가게,VA_가깝,NNG_선택,VV_맞추,VXV_지,NNG_면,NNG_이동,VV_찾아보,VXV_두,NNG_최대한,ETN_음,NNG_바닥,NNG_위,NNG_가가,NNG_이,NNG_구조물,ECD_여야,VA_편하,NNG_청소기,VV_돌리,NP_그거,ECE_거나,VV_치우,NNG_아우,NNG_외적,ECD_기에,NNG_실용적,ECS_지,NNG_벌레,VV_생기,VA_습하,NNG_곰팡이,VV_들이,EFN_ㄴ다,NNB_외,NNG_에어,NNG_프라이,ECD_다가,VV_팔,NNG_보조,NNG_노후,NNG_화,NNG_세탁물,NNG_냄새,NNG_물질,VV_끼,VV_바꿔주,NNG_이구,NNG_나라,VA_다르,EFQ_던,NR_10,NNM_년,NR_20,NNG_전,NNG_엄마,EFN_거든,VV_걸리,NNG_경향,NNG_분리,VV_시키,NNG_요번,NNG_발전,NNG_방법,VV_바뀌,NNG_전원주택,NNG_둘,NNB_중,NNG_기가,NNG_장단점,VV_다르,NNG_원래,VA_심하,NNG_애완,NNG_동물,VV_짓,NNG_부분,NNG_가,NNG_법적,NNG_항의,NNG_윗집,NNG_아랫집,NNG_연락,VV_낳,NNG_영화,JX_를,JX_이나,NNG_이용,NNG_결제,NNG_시스템,NNG_가능,VA_어렵,VV_일하,VV_따르,NNG_일,ECS_는지,NR_둘,VV_맡,NNG_맞벌이,VV_벌이,NNG_한쪽,VV_몰,VV_한하,NNG_쓰레기,VV_버리,NNG_주방,ECE_든지,NNG_거실,NNG_세부적,VV_정하,NR_50,NNG_비율,NNG_머리카락,NNG_제거,NNG_배수구,VV_만지,VA_싫,NNG_비닐장갑,VV_집,VV_뒤집,VXV_버리
SD2401125,20대,0.009819967266775777,0.0024549918166939444,0.01800327332242226,0.007364975450081833,0.024549918166939442,0.006546644844517185,0.01309328968903437,0.0008183306055646482,0.009819967266775777,0.011456628477905073,0.010638297872340425,0.02618657937806874,0.00900163666121113,0.014729950900163666,0.0008183306055646482,0.0032733224222585926,0.0008183306055646482,0.0008183306055646482,0.03273322422258593,0.011456628477905073,0.016366612111292964,0.0008183306055646482,0.0024549918166939444,0.0024549918166939444,0.016366612111292964,0.0016366612111292963,0.0220949263502455,0.01800327332242226,0.012274959083469721,0.016366612111292964,0.004091653027823241,0.007364975450081833,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.011456628477905073,0.007364975450081833,0.004091653027823241,0.0008183306055646482,0.0008183306055646482,0.004909983633387889,0.006546644844517185,0.0024549918166939444,0.0024549918166939444,0.0057283142389525366,0.0032733224222585926,0.0032733224222585926,0.0008183306055646482,0.022913256955810146,0.023731587561374796,0.0008183306055646482,0.0008183306055646482,0.008183306055646482,0.004091653027823241,0.0024549918166939444,0.0016366612111292963,0.01718494271685761,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0016366612111292963,0.023731587561374796,0.0008183306055646482,0.009819967266775777,0.0057283142389525366,0.009819967266775777,0.0016366612111292963,0.012274959083469721,0.004091653027823241,0.0024549918166939444,0.0016366612111292963,0.0057283142389525366,0.019639934533551555,0.011456628477905073,0.004091653027823241,0.0008183306055646482,0.0008183306055646482,0.004091653027823241,0.004909983633387889,0.0008183306055646482,0.0008183306055646482,0.00900163666121113,0.0008183306055646482,0.0008183306055646482,0.004091653027823241,0.004091653027823241,0.0032733224222585926,0.0008183306055646482,0.0032733224222585926,0.0024549918166939444,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0024549918166939444,0.00900163666121113,0.0016366612111292963,0.0016366612111292963,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0032733224222585926,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0016366612111292963,0.0016366612111292963,0.004091653027823241,0.006546644844517185,0.0008183306055646482,0.004909983633387889,0.0016366612111292963,0.0008183306055646482,0.0016366612111292963,0.0024549918166939444,0.0008183306055646482,0.004909983633387889,0.0032733224222585926,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.006546644844517185,0.0008183306055646482,0.004909983633387889,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0016366612111292963,0.0016366612111292963,0.0024549918166939444,0.008183306055646482,0.0008183306055646482,0.0008183306055646482,0.004091653027823241,0.0024549918166939444,0.0024549918166939444,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.004091653027823241,0.0024549918166939444,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0032733224222585926,0.0016366612111292963,0.0024549918166939444,0.0016366612111292963,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0024549918166939444,0.0016366612111292963,0.0008183306055646482,0.0016366612111292963,0.0016366612111292963,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0024549918166939444,0.0032733224222585926,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0032733224222585926,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0057283142389525366,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.004091653027823241,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0016366612111292963,0.0008183306055646482,0.0016366612111292963,0.0016366612111292963,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0024549918166939444,0.0032733224222585926,0.0024549918166939444,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.004091653027823241,0.0016366612111292963,0.004091653027823241,0.004091653027823241,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0032733224222585926,0.0032733224222585926,0.0032733224222585926,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0024549918166939444,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0032733224222585926,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0016366612111292963,0.0016366612111292963,0.0008183306055646482,0.0008183306055646482,0.0008183306055646482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2401126,20대,0.0185546875,0.0,0.013671875,0.001953125,0.0341796875,0.0029296875,0.0087890625,0.0,0.0087890625,0.0029296875,0.0234375,0.0302734375,0.0126953125,0.015625,0.0009765625,0.0029296875,0.0,0.0009765625,0.052734375,0.00390625,0.0126953125,0.0,0.0,0.0029296875,0.0107421875,0.001953125,0.021484375,0.041015625,0.0283203125,0.0205078125,0.001953125,0.00390625,0.001953125,0.0,0.001953125,0.0009765625,0.0078125,0.01171875,0.0,0.0,0.0,0.00390625,0.005859375,0.005859375,0.0068359375,0.0009765625,0.0,0.0,0.0,0.0322265625,0.0244140625,0.0,0.0,0.0009765625,0.0,0.0029296875,0.0,0.0185546875,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.001953125,0.017578125,0.0,0.0009765625,0.001953125,0.013671875,0.0,0.009765625,0.005859375,0.001953125,0.001953125,0.001953125,0.029296875,0.0048828125,0.0048828125,0.0,0.0,0.001953125,0.0068359375,0.0,0.0,0.0107421875,0.0,0.001953125,0.0029296875,0.00390625,0.001953125,0.0,0.001953125,0.0029296875,0.0,0.0,0.0,0.0,0.001953125,0.0,0.0126953125,0.0068359375,0.0,0.0009765625,0.0,0.0,0.0,0.001953125,0.0,0.0,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0,0.0009765625,0.001953125,0.0,0.0,0.0,0.0,0.0,0.0029296875,0.005859375,0.001953125,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0009765625,0.0,0.001953125,0.0,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0009765625,0.0,0.0,0.001953125,0.0,0.0,0.001953125,0.0,0.0,0.0009765625,0.00390625,0.001953125,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0048828125,0.0,0.0,0.0009765625,0.0,0.0,0.0009765625,0.0009765625,0.0,0.0009765625,0.0009765625,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0029296875,0.0,0.00390625,0.0,0.001953125,0.0,0.0,0.0009765625,0.0029296875,0.0009765625,0.0009765625,0.001953125,0.001953125,0.0048828125,0.0,0.0009765625,0.0029296875,0.00390625,0.0,0.0,0.0,0.0009765625,0.0009765625,0.0,0.0,0.0,0.001953125,0.0,0.0,0.0,0.0,0.0009765625,0.0009765625,0.0,0.00390625,0.0,0.0,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.001953125,0.0029296875,0.0009765625,0.0,0.0009765625,0.0,0.0029296875,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009765625,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.00390625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0,0.0,0.0,0.0009765625,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,0.0029296875,0.0029296875,0.0029296875,0.0,0.0,0.001953125,0.0029296875,0.001953125,0.0009765625,0.0,0.005859375,0.0009765625,0.001953125,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,0.001953125,0.0009765625,0.0048828125,0.005859375,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0009765625,0.0009765625,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0009765625,0.00390625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.0009765625,0.0029296875,0.001953125,0.001953125,0.00390625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0029296875,0.001953125,0.0029296875,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0029296875,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0029296875,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.001953125,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0029296875,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625
