화자ID,연령대,형태소_우리,형태소_아들,형태소_은,형태소_요즘,형태소_학교,형태소_를,형태소_갈,형태소_군대,형태소_가,형태소_1,형태소_아,형태소_학기,형태소_마치,형태소_하,형태소_싫,형태소_그러,형태소_음,형태소_좋,형태소_나,형태소_는,형태소_일단,형태소_대학교,형태소_정도,형태소_학점,형태소_이,형태소_나오,형태소_되,형태소_도,형태소_등록금,형태소_대로,형태소_나가,형태소_그,형태소_뭐,형태소_짓,형태소_몰르,형태소_금,형태소_처음,형태소_부터,형태소_다니,형태소_때,형태소_이렇,형태소_까,형태소_아우,형태소_애,형태소_이기적,형태소_면도,형태소_많,형태소_아니,형태소_괜찮,형태소_식,형태소_그르,형태소_공부,형태소_졸업,형태소_사고,형태소_방식,형태소_글,형태소_먹,형태소_거,형태소_같,형태소_고등학교,형태소_친구,형태소_어디,형태소_놀,형태소_기,형태소_바쁘,형태소_가지,형태소_집,형태소_오,형태소_게임,형태소_만,형태소_야,형태소_라고,형태소_즐기,형태소_너,형태소_한테,형태소_20,형태소_줄,형태소_알,형태소_내가,형태소_번,형태소_을,형태소_얘기,형태소_씨알,형태소_먹히,형태소_그리하,형태소_그때,형태소_틀,형태소_모,형태소_아무것,형태소_모르,형태소_땡땡이치,형태소_엄마,형태소_이것,형태소_배우,형태소_보,형태소_후회,형태소_언니,형태소_선생님,형태소_것,형태소_시대,형태소_고등,형태소_가출,형태소_안,형태소_아빠,형태소_찾,형태소_진짜,형태소_가라,형태소_어,형태소_고,형태소_갖,형태소_ㅁ,형태소_자퇴서,형태소_쓰,형태소_닿,형태소_그렇,형태소_우기,형태소_싸우,형태소_적도,형태소_있,형태소_건전,형태소_뭉치,형태소_주말,형태소_그리,형태소_그다음,형태소_날,형태소_월요일,형태소_말자,형태소_지금,형태소_어리,형태소_논,형태소_걸,형태소_하나,형태소_힘들,형태소_살,형태소_터,형태소_생각,형태소_젊,형태소_제일,형태소_추억,형태소_남,형태소_없,형태소_나이,형태소_밖,형태소_챙기,형태소_지,형태소_늙,형태소_무엇,형태소_은행,형태소_들어가,형태소_동안,형태소_한참,형태소_꽃,형태소_여기,형태소_직장,형태소_뛰치,형태소_스포츠,형태소_데,형태소_적성,형태소_맞,형태소_재밌,형태소_결혼,형태소_관,형태소_일,형태소_듣,형태소_사명감,형태소_회사,형태소_그것,형태소_때문,형태소_나도,형태소_낳,형태소_키우,형태소_이상,형태소_찾아보,형태소_내,형태소_들,형태소_50,형태소_넘어가,형태소_않,형태소_이해,형태소_수,형태소_계속,형태소_그만두,형태소_겁나,형태소_잘하,형태소_돌보,형태소_교실,형태소_바리,형태소_스타,형태소_자격증,형태소_땋,형태소_제한,형태소_뽑,형태소_한식,형태소_따,형태소_이유,형태소_급식,형태소_그거,형태소_거거,형태소_든,형태소_못하,형태소_경력,형태소_사람,형태소_유치원,형태소_면접,형태소_없다,형태소_일하,형태소_계단,형태소_청소,형태소_라도,형태소_덜,형태소_어떻,형태소_전,형태소_장사,형태소_거기,형태소_알바,형태소_라,형태소_말,형태소_부가,형태소_싸움,형태소_밖에,형태소_전단지,형태소_소개,형태소_할머니,형태소_전단,형태소_알아보,형태소_하래,형태소_겨울,형태소_춥,형태소_매장,형태소_대,형태소_부부,형태소_절대,형태소_근처,형태소_마,형태소_웃기,형태소_어제,형태소_옷,형태소_가게,형태소_누,형태소_널,형태소_한번,형태소_찬가,형태소_진,형태소_연애,형태소_캠퍼스,형태소_누비,형태소_맥주,형태소_한잔,형태소_피시,형태소_방,형태소_서도,형태소_핸드폰,형태소_상태,형태소_초반,형태소_의,형태소_자기,형태소_대학,형태소_대하,형태소_기대치,형태소_가보,형태소_만큼,형태소_탐구,형태소_영역,형태소_크,형태소_찾아내,형태소_받,형태소_그만큼,형태소_기대,형태소_이하,형태소_마찬가지,형태소_나름,형태소_높,형태소_학비,형태소_비싸,형태소_실망,형태소_거지,형태소_남자애,형태소_말하,형태소_60,형태소_70,형태소_400,형태소_1000,형태소_떠먹이,형태소_관계,형태소_속,형태소_확장,형태소_넓히,형태소_초등학교,형태소_멋모르,형태소_뛰어다니,형태소_중고등학교,형태소_야자,형태소_땡땡이,형태소_분식,형태소_사,형태소_영화,형태소_재미,형태소_낭만,형태소_지나,형태소_깨달음,형태소_건,형태소_어른,형태소_고민,형태소_머리,형태소_아파하,형태소_누구,형태소_시간,형태소_과정,형태소_알차,형태소_직업,형태소_미래,형태소_대비,형태소_다,형태소_야간,형태소_자율,형태소_학습,형태소_마음,형태소_간,형태소_담임,형태소_가정,형태소_방문,형태소_혼나,형태소_학력,형태소_고사,형태소_점수,형태소_개판,형태소_세,형태소_달라,형태소_자가,형태소_인터넷,형태소_강의,형태소_책,형태소_비효율,형태소_들어오,형태소_가방,형태소_싸,형태소_잠자,형태소_속상하,형태소_세대,형태소_동창회,형태소_미팅,형태소_이제,형태소_교회,형태소_남자,형태소_오빠,형태소_만나,형태소_늘,형태소_자,형태소_아깝,형태소_자리,형태소_놓,형태소_싶,형태소_저기,형태소_나서,형태소_생활,형태소_시댁,형태소_시절,형태소_나르,형태소_커리어,형태소_위하,형태소_아쉬움,형태소_더,형태소_성향,형태소_앉,형태소_스타일,형태소_약간,형태소_액티브,형태소_활동,형태소_길,형태소_육아,형태소_무지하,형태소_챙겨주,형태소_재취업,형태소_40,형태소_시점,형태소_시청,형태소_시험,형태소_지원,형태소_있었,형태소_커피,형태소_만들,형태소_돌,형태소_봄,형태소_교사,형태소_개,형태소_가르,형태소_하려,형태소_부담,형태소_속하,형태소_종일,형태소_투,형태소_출퇴근,형태소_게,형태소_겁,형태소_편하,형태소_안주,형태소_뒤늦,형태소_쉽,형태소_한때,형태소_홀,형태소_마다,형태소_보지,형태소_결국,형태소_중간,형태소_단절,형태소_폼,형태소_인정받,형태소_도전,형태소_아쉽,형태소_지나가,형태소_상관없,형태소_디,형태소_바늘구멍,형태소_대다수,형태소_옛날,형태소_수명,형태소_상관,형태소_겉보기,형태소_평균,형태소_늘어나,형태소_원하,형태소_이러,형태소_좌절,형태소_남편,형태소_잘리,형태소_이래,형태소_학창,형태소_쌓,형태소_멀,형태소_준비,형태소_자식,형태소_와닿,형태소_보내,형태소_세상,형태소_담기,형태소_노,형태소_대인,형태소_무리,형태소_명이,형태소_좋아하,형태소_끼,형태소_달라지
SD2401575,50대,0.005970149253731343,0.001990049751243781,0.005970149253731343,0.0009950248756218905,0.003980099502487562,0.030845771144278607,0.0009950248756218905,0.0,0.03383084577114428,0.0029850746268656717,0.0029850746268656717,0.0,0.0,0.045771144278606964,0.0009950248756218905,0.01990049751243781,0.0,0.0,0.015920398009950248,0.027860696517412936,0.0,0.0,0.001990049751243781,0.0,0.051741293532338306,0.0029850746268656717,0.010945273631840797,0.024875621890547265,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.007960199004975124,0.012935323383084577,0.001990049751243781,0.0,0.0,0.0009950248756218905,0.0009950248756218905,0.010945273631840797,0.007960199004975124,0.005970149253731343,0.0009950248756218905,0.0,0.010945273631840797,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.003980099502487562,0.0009950248756218905,0.0009950248756218905,0.0,0.0,0.001990049751243781,0.024875621890547265,0.006965174129353234,0.0009950248756218905,0.0009950248756218905,0.0029850746268656717,0.0029850746268656717,0.005970149253731343,0.0009950248756218905,0.0,0.006965174129353234,0.0009950248756218905,0.0,0.004975124378109453,0.01791044776119403,0.001990049751243781,0.0,0.0009950248756218905,0.003980099502487562,0.0009950248756218905,0.0,0.0009950248756218905,0.0009950248756218905,0.0,0.026865671641791045,0.004975124378109453,0.0,0.0009950248756218905,0.001990049751243781,0.004975124378109453,0.0,0.0,0.0009950248756218905,0.0,0.0009950248756218905,0.0029850746268656717,0.008955223880597015,0.0009950248756218905,0.012935323383084577,0.004975124378109453,0.0,0.001990049751243781,0.020895522388059702,0.0,0.0,0.0,0.0009950248756218905,0.0,0.0029850746268656717,0.0009950248756218905,0.0009950248756218905,0.006965174129353234,0.0009950248756218905,0.014925373134328358,0.0,0.0009950248756218905,0.003980099502487562,0.0,0.006965174129353234,0.0,0.0,0.0,0.013930348258706468,0.0,0.0,0.0,0.004975124378109453,0.0,0.001990049751243781,0.0,0.0,0.001990049751243781,0.0,0.0,0.0,0.0,0.001990049751243781,0.0029850746268656717,0.0009950248756218905,0.012935323383084577,0.0029850746268656717,0.0,0.0,0.001990049751243781,0.008955223880597015,0.003980099502487562,0.0,0.0,0.0,0.0,0.0009950248756218905,0.0,0.003980099502487562,0.0,0.0009950248756218905,0.0,0.0,0.003980099502487562,0.0,0.0,0.001990049751243781,0.0,0.001990049751243781,0.0009950248756218905,0.0029850746268656717,0.0,0.006965174129353234,0.0009950248756218905,0.0,0.0009950248756218905,0.004975124378109453,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0,0.0,0.001990049751243781,0.004975124378109453,0.0,0.0009950248756218905,0.0,0.0,0.004975124378109453,0.0,0.001990049751243781,0.0,0.001990049751243781,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.008955223880597015,0.0,0.0,0.004975124378109453,0.0,0.0,0.001990049751243781,0.001990049751243781,0.0009950248756218905,0.0,0.0,0.0009950248756218905,0.0,0.0,0.0,0.0009950248756218905,0.0,0.0009950248756218905,0.0,0.0,0.0029850746268656717,0.0,0.0,0.0029850746268656717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009950248756218905,0.0,0.0,0.0,0.0,0.0009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009950248756218905,0.0,0.0009950248756218905,0.0029850746268656717,0.007960199004975124,0.003980099502487562,0.003980099502487562,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.004975124378109453,0.0009950248756218905,0.003980099502487562,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0029850746268656717,0.0009950248756218905,0.003980099502487562,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.001990049751243781,0.0009950248756218905,0.001990049751243781,0.003980099502487562,0.0009950248756218905,0.001990049751243781,0.001990049751243781,0.001990049751243781,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.001990049751243781,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0029850746268656717,0.0009950248756218905,0.001990049751243781,0.0029850746268656717,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0029850746268656717,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0029850746268656717,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.001990049751243781,0.0009950248756218905,0.001990049751243781,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.001990049751243781,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905,0.0009950248756218905
SD2401576,50대,0.00909090909090909,0.00101010101010101,0.014141414141414142,0.005050505050505051,0.025252525252525252,0.015151515151515152,0.00202020202020202,0.00202020202020202,0.048484848484848485,0.00404040404040404,0.006060606060606061,0.00101010101010101,0.00202020202020202,0.05555555555555555,0.010101010101010102,0.022222222222222223,0.00202020202020202,0.007070707070707071,0.03535353535353535,0.03636363636363636,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.023232323232323233,0.0030303030303030303,0.015151515151515152,0.03434343434343434,0.00202020202020202,0.00101010101010101,0.00202020202020202,0.00909090909090909,0.00909090909090909,0.00202020202020202,0.0030303030303030303,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.013131313131313131,0.01717171717171717,0.00202020202020202,0.00202020202020202,0.0030303030303030303,0.015151515151515152,0.00101010101010101,0.00101010101010101,0.00404040404040404,0.00202020202020202,0.0030303030303030303,0.00101010101010101,0.00101010101010101,0.005050505050505051,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.006060606060606061,0.010101010101010102,0.00202020202020202,0.00202020202020202,0.0030303030303030303,0.006060606060606061,0.01818181818181818,0.011111111111111112,0.00101010101010101,0.00202020202020202,0.007070707070707071,0.007070707070707071,0.0030303030303030303,0.00909090909090909,0.007070707070707071,0.00101010101010101,0.0030303030303030303,0.00202020202020202,0.00202020202020202,0.0030303030303030303,0.00202020202020202,0.0030303030303030303,0.006060606060606061,0.00101010101010101,0.01616161616161616,0.00404040404040404,0.00101010101010101,0.00101010101010101,0.014141414141414142,0.0030303030303030303,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00202020202020202,0.00101010101010101,0.00202020202020202,0.0030303030303030303,0.00202020202020202,0.010101010101010102,0.00808080808080808,0.00808080808080808,0.00101010101010101,0.00808080808080808,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.0030303030303030303,0.00101010101010101,0.0030303030303030303,0.00202020202020202,0.00404040404040404,0.00202020202020202,0.00101010101010101,0.014141414141414142,0.00202020202020202,0.005050505050505051,0.00101010101010101,0.0030303030303030303,0.00101010101010101,0.014141414141414142,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00404040404040404,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.005050505050505051,0.0030303030303030303,0.00101010101010101,0.00101010101010101,0.005050505050505051,0.0030303030303030303,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00808080808080808,0.010101010101010102,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00202020202020202,0.006060606060606061,0.00101010101010101,0.00101010101010101,0.0030303030303030303,0.00202020202020202,0.0030303030303030303,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00202020202020202,0.00202020202020202,0.00101010101010101,0.006060606060606061,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.0030303030303030303,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00404040404040404,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00202020202020202,0.00808080808080808,0.00404040404040404,0.00101010101010101,0.00101010101010101,0.0030303030303030303,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.0030303030303030303,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00202020202020202,0.00202020202020202,0.00202020202020202,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00404040404040404,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00202020202020202,0.00202020202020202,0.00202020202020202,0.0030303030303030303,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00202020202020202,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
